.HEADER
..NAMES
Time,V U1.AD6&AE6
.DATA
0.0e+000,1.1776
3.86e-011,1.1776
7.72e-011,1.1776
1.157e-010,1.1776
1.543e-010,1.1776
1.929e-010,1.1776
2.314e-010,1.1776
2.700e-010,1.1776
3.086e-010,1.1776
3.472e-010,1.1776
3.857e-010,1.1776
4.243e-010,1.1776
4.629e-010,1.1776
5.015e-010,1.1776
5.401e-010,1.1776
5.786e-010,1.1776
6.172e-010,1.1776
6.558e-010,1.1776
6.944e-010,1.1776
7.329e-010,1.1776
7.715e-010,1.1776
8.101e-010,1.1776
8.486e-010,1.1776
8.872e-010,1.1776
9.258e-010,1.1776
9.644e-010,1.1776
1.0029e-009,1.1776
1.0415e-009,1.1776
1.0801e-009,1.1776
1.1187e-009,1.1776
1.1572e-009,1.1776
1.1958e-009,1.1776
1.2344e-009,1.1780
1.2730e-009,1.1835
1.3115e-009,1.1851
1.3501e-009,1.1705
1.3887e-009,1.1175
1.4273e-009,1.0132
1.4658e-009,0.8909
1.5044e-009,0.7659
1.5430e-009,0.6342
1.5816e-009,0.5185
1.6202e-009,0.4268
1.6587e-009,0.3754
1.6973e-009,0.3652
1.7359e-009,0.3566
1.7745e-009,0.3919
1.8130e-009,0.4497
1.8516e-009,0.5403
1.8902e-009,0.6613
1.9288e-009,0.7917
1.9673e-009,0.8953
2.0059e-009,0.9854
2.0445e-009,1.0518
2.0830e-009,1.0967
2.1216e-009,1.1157
2.1602e-009,1.1064
2.1988e-009,1.1218
2.2374e-009,1.1073
2.2759e-009,1.0929
2.3145e-009,1.0633
2.3531e-009,0.9839
2.3916e-009,0.8755
2.4302e-009,0.7666
2.4688e-009,0.6358
2.5074e-009,0.5269
2.5459e-009,0.4318
2.5845e-009,0.3655
2.6231e-009,0.3485
2.6617e-009,0.3395
2.7003e-009,0.3672
2.7388e-009,0.4247
2.7774e-009,0.5039
2.8160e-009,0.6179
2.8545e-009,0.7518
2.8931e-009,0.8613
2.9317e-009,0.9576
2.9703e-009,1.0297
3.0089e-009,1.0815
3.0474e-009,1.1112
3.0860e-009,1.1114
3.1246e-009,1.1189
3.1631e-009,1.1159
3.2017e-009,1.0968
3.2403e-009,1.0779
3.2789e-009,1.0152
3.3175e-009,0.9076
3.3560e-009,0.8043
3.3946e-009,0.6743
3.4332e-009,0.5589
3.4717e-009,0.4597
3.5103e-009,0.3814
3.5489e-009,0.3497
3.5875e-009,0.3426
3.6260e-009,0.3526
3.6646e-009,0.4062
3.7032e-009,0.4751
3.7418e-009,0.5783
3.7803e-009,0.7098
3.8189e-009,0.8290
3.8575e-009,0.9293
3.8961e-009,1.0097
3.9346e-009,1.0673
3.9732e-009,1.1046
4.0118e-009,1.1153
4.0504e-009,1.1058
4.0890e-009,1.1218
4.1275e-009,1.1005
4.1661e-009,1.0864
4.2047e-009,1.0412
4.2433e-009,0.9430
4.2818e-009,0.8382
4.3204e-009,0.7178
4.3590e-009,0.5925
4.3975e-009,0.4900
4.4361e-009,0.4029
4.4747e-009,0.3533
4.5133e-009,0.3500
4.5519e-009,0.3425
4.5904e-009,0.3878
4.6290e-009,0.4501
4.6676e-009,0.5419
4.7062e-009,0.6666
4.7447e-009,0.7956
4.7833e-009,0.8984
4.8219e-009,0.9877
4.8604e-009,1.0511
4.8990e-009,1.0953
4.9376e-009,1.1155
4.9762e-009,1.1049
5.0147e-009,1.1220
5.0533e-009,1.1072
5.0919e-009,1.0920
5.1305e-009,1.0613
5.1691e-009,0.9786
5.2076e-009,0.8691
5.2462e-009,0.7602
5.2848e-009,0.6288
5.3234e-009,0.5213
5.3619e-009,0.4278
5.4005e-009,0.3633
5.4391e-009,0.3490
5.4776e-009,0.3392
5.5162e-009,0.3702
5.5548e-009,0.4282
5.5934e-009,0.5090
5.6320e-009,0.6244
5.6705e-009,0.7584
5.7091e-009,0.8668
5.7477e-009,0.9625
5.7863e-009,1.0332
5.8248e-009,1.0838
5.8634e-009,1.1124
5.9020e-009,1.1108
