.HEADER
..NAMES
Time,V U1.AB23
.DATA
0.0e+000,0.3155
3.86e-011,0.3155
7.72e-011,0.3155
1.157e-010,0.3155
1.543e-010,0.3155
1.929e-010,0.3155
2.314e-010,0.3155
2.700e-010,0.3155
3.086e-010,0.3155
3.472e-010,0.3155
3.857e-010,0.3155
4.243e-010,0.3155
4.629e-010,0.3155
5.015e-010,0.3155
5.401e-010,0.3155
5.786e-010,0.3201
6.172e-010,0.3366
6.558e-010,0.3817
6.944e-010,0.4724
7.329e-010,0.6041
7.715e-010,0.7554
8.101e-010,0.8741
8.486e-010,0.9537
8.872e-010,1.0089
9.258e-010,1.0539
9.644e-010,1.0973
1.0029e-009,1.1346
1.0415e-009,1.1593
1.0801e-009,1.1716
1.1187e-009,1.1739
1.1572e-009,1.1662
1.1958e-009,1.1534
1.2344e-009,1.1406
1.2730e-009,1.1312
1.3115e-009,1.1282
1.3501e-009,1.1343
1.3887e-009,1.1454
1.4273e-009,1.1560
1.4658e-009,1.1642
1.5044e-009,1.1699
1.5430e-009,1.1729
1.5816e-009,1.1748
1.6202e-009,1.1765
1.6587e-009,1.1779
1.6973e-009,1.1791
1.7359e-009,1.1807
1.7745e-009,1.1824
1.8130e-009,1.1837
1.8516e-009,1.1847
1.8902e-009,1.1852
1.9288e-009,1.1848
1.9673e-009,1.1841
2.0059e-009,1.1838
2.0445e-009,1.1837
2.0830e-009,1.1837
2.1216e-009,1.1840
2.1602e-009,1.1841
2.1988e-009,1.1841
2.2374e-009,1.1842
2.2759e-009,1.1842
2.3145e-009,1.1840
2.3531e-009,1.1840
2.3916e-009,1.1841
2.4302e-009,1.1859
2.4688e-009,1.1908
2.5074e-009,1.1915
2.5459e-009,1.1708
2.5845e-009,1.1009
2.6231e-009,0.9730
2.6617e-009,0.8266
2.7003e-009,0.6896
2.7388e-009,0.5735
2.7774e-009,0.4848
2.8160e-009,0.4175
2.8545e-009,0.3703
2.8931e-009,0.3409
2.9317e-009,0.3200
2.9703e-009,0.3049
3.0089e-009,0.2993
3.0474e-009,0.3042
3.0860e-009,0.3172
3.1246e-009,0.3367
3.1631e-009,0.3569
3.2017e-009,0.3695
3.2403e-009,0.3721
3.2789e-009,0.3672
3.3175e-009,0.3571
3.3560e-009,0.3450
3.3946e-009,0.3387
3.4332e-009,0.3494
3.4717e-009,0.3931
3.5103e-009,0.4857
3.5489e-009,0.6199
3.5875e-009,0.7703
3.6260e-009,0.8849
3.6646e-009,0.9607
3.7032e-009,1.0121
3.7418e-009,1.0543
3.7803e-009,1.0971
3.8189e-009,1.1340
3.8575e-009,1.1960
3.8961e-009,1.2178
3.9346e-009,1.2093
3.9732e-009,1.1553
4.0118e-009,1.0263
4.0504e-009,0.8572
4.0890e-009,0.6981
4.1275e-009,0.5617
4.1661e-009,0.4676
4.2047e-009,0.4103
4.2433e-009,0.3647
4.2818e-009,0.3335
4.3204e-009,0.3013
4.3590e-009,0.2897
4.3975e-009,0.3096
4.4361e-009,0.3856
4.4747e-009,0.5235
4.5133e-009,0.7042
4.5519e-009,0.8738
4.5904e-009,0.9984
4.6290e-009,1.0719
4.6676e-009,1.1106
4.7062e-009,1.1395
4.7447e-009,1.1626
4.7833e-009,1.2034
4.8219e-009,1.2294
4.8604e-009,1.2292
4.8990e-009,1.1915
4.9376e-009,1.0874
4.9762e-009,0.9232
5.0147e-009,0.7538
5.0533e-009,0.6004
5.0919e-009,0.4873
5.1305e-009,0.4185
5.1691e-009,0.3716
5.2076e-009,0.3392
5.2462e-009,0.3197
5.2848e-009,0.3028
5.3234e-009,0.2881
5.3619e-009,0.2872
5.4005e-009,0.2987
5.4391e-009,0.3167
5.4776e-009,0.3403
5.5162e-009,0.3633
5.5548e-009,0.3746
5.5934e-009,0.3748
5.6320e-009,0.3679
5.6705e-009,0.3553
5.7091e-009,0.3414
5.7477e-009,0.3373
5.7863e-009,0.3539
5.8248e-009,0.4070
5.8634e-009,0.5103
5.9020e-009,0.6521
5.9405e-009,0.7991
5.9791e-009,0.9038
6.0177e-009,0.9729
6.0563e-009,1.0211
6.0948e-009,1.0627
6.1334e-009,1.1055
6.1720e-009,1.1399
6.2106e-009,1.2031
6.2492e-009,1.2188
6.2877e-009,1.2031
6.3263e-009,1.1350
6.3649e-009,0.9920
6.4035e-009,0.8227
6.4420e-009,0.6667
6.4806e-009,0.5380
6.5192e-009,0.4534
6.5577e-009,0.4000
6.5963e-009,0.3568
6.6349e-009,0.3290
6.6735e-009,0.3102
6.7121e-009,0.2928
6.7506e-009,0.2839
6.7892e-009,0.2919
6.8278e-009,0.3081
6.8664e-009,0.3294
6.9049e-009,0.3539
6.9435e-009,0.3715
6.9821e-009,0.3754
7.0206e-009,0.3711
7.0592e-009,0.3611
7.0978e-009,0.3469
7.1364e-009,0.3369
7.1749e-009,0.3428
7.2135e-009,0.3761
7.2521e-009,0.4557
7.2907e-009,0.5819
7.3293e-009,0.7334
7.3678e-009,0.8593
7.4064e-009,0.9436
7.4450e-009,0.9998
7.4835e-009,1.0428
7.5221e-009,1.0854
7.5607e-009,1.1253
7.5993e-009,1.1532
7.6379e-009,1.1688
7.6764e-009,1.1744
7.7150e-009,1.1686
7.7536e-009,1.1559
7.7922e-009,1.1427
7.8307e-009,1.1322
7.8693e-009,1.1273
7.9079e-009,1.1319
7.9464e-009,1.1429
7.9850e-009,1.1538
8.0236e-009,1.1626
8.0622e-009,1.1690
8.1008e-009,1.1723
8.1393e-009,1.1740
8.1779e-009,1.1758
8.2165e-009,1.1772
8.2550e-009,1.1783
8.2936e-009,1.1800
8.3322e-009,1.1817
8.3708e-009,1.1831
8.4093e-009,1.1842
8.4479e-009,1.1850
8.4865e-009,1.1846
8.5251e-009,1.1839
8.5637e-009,1.1835
8.6022e-009,1.1833
8.6408e-009,1.1833
8.6794e-009,1.1836
8.7179e-009,1.1838
8.7565e-009,1.1838
8.7951e-009,1.1839
8.8337e-009,1.1839
8.8722e-009,1.1838
8.9108e-009,1.1837
8.9494e-009,1.1838
8.9880e-009,1.1837
9.0266e-009,1.1837
9.0651e-009,1.1838
9.1037e-009,1.1838
9.1423e-009,1.1838
9.1808e-009,1.1839
9.2194e-009,1.1838
9.2580e-009,1.1838
9.2966e-009,1.1838
9.3352e-009,1.1838
9.3737e-009,1.1837
9.4123e-009,1.1837
9.4509e-009,1.1838
9.4895e-009,1.1884
9.5280e-009,1.1923
9.5666e-009,1.1821
9.6052e-009,1.1339
9.6437e-009,1.0250
9.6823e-009,0.8794
9.7209e-009,0.7385
9.7595e-009,0.6129
9.7981e-009,0.5144
9.8366e-009,0.4398
9.8752e-009,0.3851
9.9138e-009,0.3500
9.9524e-009,0.3267
9.9909e-009,0.3092
1.00295e-008,0.2997
1.00681e-008,0.3010
1.01066e-008,0.3112
1.01452e-008,0.3286
1.01838e-008,0.3496
1.02224e-008,0.3658
1.02610e-008,0.3719
1.02995e-008,0.3694
1.03381e-008,0.3610
1.03767e-008,0.3492
1.04152e-008,0.3379
1.04538e-008,0.3294
1.04924e-008,0.3240
1.05310e-008,0.3215
1.05695e-008,0.3208
1.06081e-008,0.3203
1.06467e-008,0.3194
1.06853e-008,0.3183
1.07239e-008,0.3162
1.07624e-008,0.3142
1.08010e-008,0.3131
1.08396e-008,0.3130
1.08781e-008,0.3151
1.09167e-008,0.3247
1.09553e-008,0.3543
1.09939e-008,0.4227
1.10324e-008,0.5364
1.10710e-008,0.6831
1.11096e-008,0.8223
1.11482e-008,0.9186
1.11868e-008,0.9833
1.12253e-008,1.0319
1.12639e-008,1.0757
1.13025e-008,1.1173
1.13410e-008,1.1486
1.13796e-008,1.1666
1.14182e-008,1.1736
1.14568e-008,1.1705
1.14953e-008,1.1592
1.15339e-008,1.1459
1.15725e-008,1.1345
1.16111e-008,1.1279
1.16497e-008,1.1298
1.16882e-008,1.1393
1.17268e-008,1.1507
1.17654e-008,1.1600
1.18039e-008,1.1681
1.18425e-008,1.1797
1.18811e-008,1.1841
1.19197e-008,1.1692
1.19583e-008,1.1091
1.19968e-008,0.9879
1.20354e-008,0.8426
1.20740e-008,0.7063
1.21126e-008,0.5882
1.21511e-008,0.4971
1.21897e-008,0.4281
1.22283e-008,0.3768
1.22668e-008,0.3443
1.23054e-008,0.3220
1.23440e-008,0.3055
1.23826e-008,0.2983
1.24212e-008,0.3024
1.24597e-008,0.3147
1.24983e-008,0.3336
1.25369e-008,0.3543
1.25755e-008,0.3683
1.26140e-008,0.3719
1.26526e-008,0.3678
1.26912e-008,0.3585
1.27297e-008,0.3465
1.27683e-008,0.3385
1.28069e-008,0.3457
1.28455e-008,0.3827
1.28841e-008,0.4674
1.29226e-008,0.5960
1.29612e-008,0.7471
1.29998e-008,0.8689
1.30383e-008,0.9500
1.30769e-008,1.0044
1.31155e-008,1.0474
1.31541e-008,1.0900
1.31926e-008,1.1288
1.32312e-008,1.1553
1.32698e-008,1.1696
1.33084e-008,1.1738
1.33470e-008,1.1671
1.33855e-008,1.1543
1.34241e-008,1.1413
1.34627e-008,1.1312
1.35012e-008,1.1273
1.35398e-008,1.1328
1.35784e-008,1.1438
1.36170e-008,1.1546
1.36555e-008,1.1632
1.36941e-008,1.1692
1.37327e-008,1.1723
1.37713e-008,1.1741
1.38099e-008,1.1758
1.38484e-008,1.1772
1.38870e-008,1.1783
1.39256e-008,1.1800
1.39641e-008,1.1817
1.40027e-008,1.1830
1.40413e-008,1.1842
1.40799e-008,1.1848
1.41185e-008,1.1844
1.41570e-008,1.1837
1.41956e-008,1.1833
1.42342e-008,1.1832
1.42728e-008,1.1832
1.43113e-008,1.1835
1.43499e-008,1.1837
1.43885e-008,1.1837
1.44270e-008,1.1837
1.44656e-008,1.1837
1.45042e-008,1.1836
1.45428e-008,1.1836
1.45814e-008,1.1837
1.46199e-008,1.1848
1.46585e-008,1.1897
1.46971e-008,1.1917
1.47357e-008,1.1745
1.47742e-008,1.1114
1.48128e-008,0.9884
1.48514e-008,0.8418
1.48899e-008,0.7034
1.49285e-008,0.5845
1.49671e-008,0.4929
1.50057e-008,0.4237
1.50443e-008,0.3739
1.50828e-008,0.3431
1.51214e-008,0.3076
1.51600e-008,0.3082
1.51985e-008,0.3480
1.52371e-008,0.4433
1.52757e-008,0.5957
1.53143e-008,0.7745
1.53528e-008,0.9227
1.53914e-008,1.0242
1.54300e-008,1.0838
1.54686e-008,1.1185
1.55071e-008,1.1484
1.55457e-008,1.1703
1.55843e-008,1.2173
1.56229e-008,1.2324
1.56615e-008,1.2206
1.57000e-008,1.1622
1.57386e-008,1.0296
1.57772e-008,0.8574
1.58158e-008,0.6939
1.58543e-008,0.5538
1.58929e-008,0.4586
1.59315e-008,0.4014
1.59701e-008,0.3586
1.60086e-008,0.3310
1.60472e-008,0.2996
1.60858e-008,0.2905
1.61243e-008,0.3127
1.61629e-008,0.3909
1.62015e-008,0.5305
1.62401e-008,0.7110
1.62786e-008,0.8788
1.63172e-008,1.0016
1.63558e-008,1.0739
1.63944e-008,1.1124
1.64329e-008,1.1414
1.64715e-008,1.1638
1.65101e-008,1.2038
1.65487e-008,1.2293
1.65873e-008,1.2277
1.66258e-008,1.1876
1.66644e-008,1.0804
1.67030e-008,0.9142
1.67416e-008,0.7454
1.67801e-008,0.5938
1.68187e-008,0.4829
1.68573e-008,0.4155
1.68959e-008,0.3695
1.69344e-008,0.3376
1.69730e-008,0.3080
1.70116e-008,0.2907
1.70501e-008,0.3012
1.70887e-008,0.3600
1.71273e-008,0.4803
1.71659e-008,0.6520
1.72044e-008,0.8299
1.72430e-008,0.9683
1.72816e-008,1.0556
1.73202e-008,1.1024
1.73588e-008,1.1325
1.73973e-008,1.1581
1.74359e-008,1.1875
1.74745e-008,1.2248
1.75131e-008,1.2314
1.75516e-008,1.2060
1.75902e-008,1.1230
1.76288e-008,0.9691
1.76674e-008,0.7976
1.77059e-008,0.6383
1.77445e-008,0.5128
1.77831e-008,0.4335
1.78216e-008,0.3830
1.78602e-008,0.3457
1.78988e-008,0.3201
1.79374e-008,0.2931
1.79759e-008,0.2941
1.80145e-008,0.3347
1.80531e-008,0.4357
1.80917e-008,0.5941
1.81302e-008,0.7771
1.81688e-008,0.9299
1.82074e-008,1.0334
1.82460e-008,1.0907
1.82846e-008,1.1235
1.83231e-008,1.1512
1.83617e-008,1.1695
1.84003e-008,1.1809
1.84389e-008,1.1876
1.84774e-008,1.1861
1.85160e-008,1.1741
1.85546e-008,1.1592
1.85932e-008,1.1438
1.86317e-008,1.1301
1.86703e-008,1.1248
1.87089e-008,1.1303
1.87474e-008,1.1408
1.87860e-008,1.1525
1.88246e-008,1.1632
1.88632e-008,1.1702
1.89017e-008,1.1736
1.89403e-008,1.1759
1.89789e-008,1.1772
1.90175e-008,1.1776
1.90560e-008,1.1785
1.90946e-008,1.1802
1.91332e-008,1.1817
1.91718e-008,1.1830
1.92104e-008,1.1844
1.92489e-008,1.1849
1.92875e-008,1.1844
1.93261e-008,1.1839
1.93647e-008,1.1834
1.94032e-008,1.1829
