.HEADER
..NAMES
Time,V U1.Y21
.DATA
0.0e+000,0.3157
3.86e-011,0.3157
7.72e-011,0.3157
1.157e-010,0.3157
1.543e-010,0.3157
1.929e-010,0.3157
2.314e-010,0.3157
2.700e-010,0.3157
3.086e-010,0.3157
3.472e-010,0.3157
3.857e-010,0.3157
4.243e-010,0.3157
4.629e-010,0.3157
5.015e-010,0.3157
5.401e-010,0.3157
5.786e-010,0.3207
6.172e-010,0.3384
6.558e-010,0.3861
6.944e-010,0.4803
7.329e-010,0.6156
7.715e-010,0.7687
8.101e-010,0.8858
8.486e-010,0.9632
8.872e-010,1.0164
9.258e-010,1.0605
9.644e-010,1.1039
1.0029e-009,1.1393
1.0415e-009,1.1615
1.0801e-009,1.1708
1.1187e-009,1.1684
1.1572e-009,1.1557
1.1958e-009,1.1399
1.2344e-009,1.1268
1.2730e-009,1.1198
1.3115e-009,1.1221
1.3501e-009,1.1327
1.3887e-009,1.1456
1.4273e-009,1.1565
1.4658e-009,1.1645
1.5044e-009,1.1748
1.5430e-009,1.1832
1.5816e-009,1.1798
1.6202e-009,1.1449
1.6587e-009,1.0498
1.6973e-009,0.9079
1.7359e-009,0.7655
1.7745e-009,0.6365
1.8130e-009,0.5335
1.8516e-009,0.4548
1.8902e-009,0.3937
1.9288e-009,0.3536
1.9673e-009,0.3285
2.0059e-009,0.3101
2.0445e-009,0.3012
2.0830e-009,0.3049
2.1216e-009,0.3181
2.1602e-009,0.3382
2.1988e-009,0.3605
2.2374e-009,0.3760
2.2759e-009,0.3803
2.3145e-009,0.3758
2.3531e-009,0.3653
2.3916e-009,0.3518
2.4302e-009,0.3406
2.4688e-009,0.3395
2.5074e-009,0.3610
2.5459e-009,0.4237
2.5845e-009,0.5358
2.6231e-009,0.6823
2.6617e-009,0.8250
2.7003e-009,0.9229
2.7388e-009,0.9855
2.7774e-009,1.0309
2.8160e-009,1.0738
2.8545e-009,1.1160
2.8931e-009,1.1624
2.9317e-009,1.2098
2.9703e-009,1.2172
3.0089e-009,1.1896
3.0474e-009,1.1017
3.0860e-009,0.9434
3.1246e-009,0.7720
3.1631e-009,0.6207
3.2017e-009,0.5070
3.2403e-009,0.4377
3.2789e-009,0.3869
3.3175e-009,0.3458
3.3560e-009,0.3205
3.3946e-009,0.2875
3.4332e-009,0.2877
3.4717e-009,0.3341
3.5103e-009,0.4431
3.5489e-009,0.6118
3.5875e-009,0.8062
3.6260e-009,0.9625
3.6646e-009,1.0579
3.7032e-009,1.1042
3.7418e-009,1.1293
3.7803e-009,1.1519
3.8189e-009,1.1696
3.8575e-009,1.1824
3.8961e-009,1.1882
3.9346e-009,1.1822
3.9732e-009,1.1661
4.0118e-009,1.1464
4.0504e-009,1.1279
4.0890e-009,1.1160
4.1275e-009,1.1160
4.1661e-009,1.1262
4.2047e-009,1.1406
4.2433e-009,1.1547
4.2818e-009,1.1653
4.3204e-009,1.1711
4.3590e-009,1.1740
4.3975e-009,1.1756
4.4361e-009,1.1763
4.4747e-009,1.1770
4.5133e-009,1.1787
4.5519e-009,1.1807
4.5904e-009,1.1829
4.6290e-009,1.1847
4.6676e-009,1.1855
4.7062e-009,1.1851
4.7447e-009,1.1843
4.7833e-009,1.1835
4.8219e-009,1.1830
4.8604e-009,1.1830
4.8990e-009,1.1834
4.9376e-009,1.1836
4.9762e-009,1.1838
5.0147e-009,1.1840
5.0533e-009,1.1839
5.0919e-009,1.1838
5.1305e-009,1.1837
5.1691e-009,1.1836
5.2076e-009,1.1836
5.2462e-009,1.1836
5.2848e-009,1.1837
5.3234e-009,1.1838
5.3619e-009,1.1839
5.4005e-009,1.1839
5.4391e-009,1.1838
5.4776e-009,1.1838
5.5162e-009,1.1837
5.5548e-009,1.1837
5.5934e-009,1.1837
5.6320e-009,1.1837
5.6705e-009,1.1837
5.7091e-009,1.1853
5.7477e-009,1.1902
5.7863e-009,1.1915
5.8248e-009,1.1724
5.8634e-009,1.1052
5.9020e-009,0.9778
5.9405e-009,0.8292
5.9791e-009,0.6903
6.0177e-009,0.5731
6.0563e-009,0.4835
6.0948e-009,0.4151
6.1334e-009,0.3674
6.1720e-009,0.3383
6.2106e-009,0.3176
6.2492e-009,0.3040
6.2877e-009,0.3018
6.3263e-009,0.3106
6.3649e-009,0.3279
6.4035e-009,0.3503
6.4420e-009,0.3698
6.4806e-009,0.3793
6.5192e-009,0.3785
6.5577e-009,0.3702
6.5963e-009,0.3573
6.6349e-009,0.3442
6.6735e-009,0.3375
6.7121e-009,0.3474
6.7506e-009,0.3900
6.7892e-009,0.4821
6.8278e-009,0.6163
6.8664e-009,0.7687
6.9049e-009,0.8858
6.9435e-009,0.9615
6.9821e-009,1.0121
7.0206e-009,1.0546
7.0592e-009,1.0982
7.0978e-009,1.1352
7.1364e-009,1.1940
7.1749e-009,1.2167
7.2135e-009,1.2059
7.2521e-009,1.1489
7.2907e-009,1.0156
7.3293e-009,0.8417
7.3678e-009,0.6807
7.4064e-009,0.5487
7.4450e-009,0.4619
