.HEADER
..NAMES
Time,V U1.AC6
.DATA
0.0e+000,0.3157
3.86e-011,0.3157
7.72e-011,0.3157
1.157e-010,0.3157
1.543e-010,0.3157
1.929e-010,0.3157
2.314e-010,0.3157
2.700e-010,0.3157
3.086e-010,0.3157
3.472e-010,0.3157
3.857e-010,0.3157
4.243e-010,0.3157
4.629e-010,0.3157
5.015e-010,0.3157
5.401e-010,0.3157
5.786e-010,0.3157
6.172e-010,0.3157
6.558e-010,0.3157
6.944e-010,0.3157
7.329e-010,0.3157
7.715e-010,0.3157
8.101e-010,0.3157
8.486e-010,0.3157
8.872e-010,0.3157
9.258e-010,0.3157
9.644e-010,0.3198
1.0029e-009,0.3353
1.0415e-009,0.3782
1.0801e-009,0.4666
1.1187e-009,0.5964
1.1572e-009,0.7480
1.1958e-009,0.8687
1.2344e-009,0.9494
1.2730e-009,1.0057
1.3115e-009,1.0522
1.3501e-009,1.0976
1.3887e-009,1.1356
1.4273e-009,1.1948
1.4658e-009,1.2183
1.5044e-009,1.2107
1.5430e-009,1.1602
1.5816e-009,1.0361
1.6202e-009,0.8688
1.6587e-009,0.7078
1.6973e-009,0.5695
1.7359e-009,0.4743
1.7745e-009,0.4139
1.8130e-009,0.3649
1.8516e-009,0.3325
1.8902e-009,0.3117
1.9288e-009,0.2931
1.9673e-009,0.2835
2.0059e-009,0.2901
2.0445e-009,0.3063
2.0830e-009,0.3281
2.1216e-009,0.3542
2.1602e-009,0.3739
2.1988e-009,0.3804
2.2374e-009,0.3774
2.2759e-009,0.3676
2.3145e-009,0.3527
2.3531e-009,0.3400
2.3916e-009,0.3319
2.4302e-009,0.3259
2.4688e-009,0.3233
2.5074e-009,0.3236
2.5459e-009,0.3225
2.5845e-009,0.3206
2.6231e-009,0.3193
2.6617e-009,0.3168
2.7003e-009,0.3142
2.7388e-009,0.3135
2.7774e-009,0.3135
2.8160e-009,0.3146
2.8545e-009,0.3226
2.8931e-009,0.3470
2.9317e-009,0.4055
2.9703e-009,0.5108
3.0089e-009,0.6523
3.0474e-009,0.7981
3.0860e-009,0.9019
3.1246e-009,0.9716
3.1631e-009,1.0230
3.2017e-009,1.0688
3.2403e-009,1.1132
3.2789e-009,1.1534
3.3175e-009,1.2080
3.3560e-009,1.2194
3.3946e-009,1.1986
3.4332e-009,1.1228
3.4717e-009,0.9757
3.5103e-009,0.8076
3.5489e-009,0.6528
3.5875e-009,0.5287
3.6260e-009,0.4498
3.6646e-009,0.3944
3.7032e-009,0.3506
3.7418e-009,0.3240
3.7803e-009,0.2904
3.8189e-009,0.2861
3.8575e-009,0.3232
3.8961e-009,0.4195
3.9346e-009,0.5751
3.9732e-009,0.7624
4.0118e-009,0.9235
4.0504e-009,1.0309
4.0890e-009,1.0896
4.1275e-009,1.1235
4.1661e-009,1.1516
4.2047e-009,1.1713
4.2433e-009,1.2164
4.2818e-009,1.2349
4.3204e-009,1.2236
4.3590e-009,1.1695
4.3975e-009,1.0423
4.4361e-009,0.8695
4.4747e-009,0.7016
4.5133e-009,0.5592
4.5519e-009,0.4624
4.5904e-009,0.4030
4.6290e-009,0.3586
4.6676e-009,0.3307
4.7062e-009,0.2987
4.7447e-009,0.2862
4.7833e-009,0.3073
4.8219e-009,0.3822
4.8604e-009,0.5196
4.8990e-009,0.7011
4.9376e-009,0.8757
4.9762e-009,1.0017
5.0147e-009,1.0756
5.0533e-009,1.1149
5.0919e-009,1.1445
5.1305e-009,1.1667
5.1691e-009,1.1807
5.2076e-009,1.1891
5.2462e-009,1.1895
5.2848e-009,1.1791
5.3234e-009,1.1631
5.3619e-009,1.1459
5.4005e-009,1.1300
5.4391e-009,1.1213
5.4776e-009,1.1232
5.5162e-009,1.1328
5.5548e-009,1.1457
5.5934e-009,1.1583
5.6320e-009,1.1669
5.6705e-009,1.1715
5.7091e-009,1.1743
5.7477e-009,1.1761
5.7863e-009,1.1769
5.8248e-009,1.1780
5.8634e-009,1.1798
5.9020e-009,1.1814
5.9405e-009,1.1831
5.9791e-009,1.1846
6.0177e-009,1.1851
6.0563e-009,1.1849
6.0948e-009,1.1851
6.1334e-009,1.1896
6.1720e-009,1.1915
6.2106e-009,1.1759
6.2492e-009,1.1159
6.2877e-009,0.9953
6.3263e-009,0.8489
6.3649e-009,0.7109
6.4035e-009,0.5916
6.4420e-009,0.4987
6.4806e-009,0.4266
6.5192e-009,0.3748
6.5577e-009,0.3428
6.5963e-009,0.3204
6.6349e-009,0.3047
6.6735e-009,0.2996
6.7121e-009,0.3052
6.7506e-009,0.3188
6.7892e-009,0.3387
6.8278e-009,0.3596
6.8664e-009,0.3732
6.9049e-009,0.3766
6.9435e-009,0.3716
6.9821e-009,0.3608
7.0206e-009,0.3483
7.0592e-009,0.3405
7.0978e-009,0.3474
7.1364e-009,0.3841
7.1749e-009,0.4693
7.2135e-009,0.5981
7.2521e-009,0.7485
7.2907e-009,0.8693
7.3293e-009,0.9491
7.3678e-009,1.0032
7.4064e-009,1.0477
7.4450e-009,1.0925
