.HEADER
..NAMES
Time,V U1.Y18
.DATA
0.0e+000,1.1829
3.86e-011,1.1829
7.72e-011,1.1829
1.157e-010,1.1829
1.543e-010,1.1829
1.929e-010,1.1829
2.314e-010,1.1829
2.700e-010,1.1829
3.086e-010,1.1829
3.472e-010,1.1829
3.857e-010,1.1829
4.243e-010,1.1829
4.629e-010,1.1829
5.015e-010,1.1829
5.401e-010,1.1829
5.786e-010,1.1829
6.172e-010,1.1829
6.558e-010,1.1829
6.944e-010,1.1851
7.329e-010,1.1903
7.715e-010,1.1893
8.101e-010,1.1635
8.486e-010,1.0837
8.872e-010,0.9491
9.258e-010,0.8037
9.644e-010,0.6715
1.0029e-009,0.5625
1.0415e-009,0.4747
1.0801e-009,0.4050
1.1187e-009,0.3605
1.1572e-009,0.3337
1.1958e-009,0.3189
1.2344e-009,0.3154
1.2730e-009,0.3194
1.3115e-009,0.3305
1.3501e-009,0.3475
1.3887e-009,0.3622
1.4273e-009,0.3694
1.4658e-009,0.3685
1.5044e-009,0.3604
1.5430e-009,0.3496
1.5816e-009,0.3394
1.6202e-009,0.3309
1.6587e-009,0.3257
1.6973e-009,0.3229
1.7359e-009,0.3208
1.7745e-009,0.3195
1.8130e-009,0.3184
1.8516e-009,0.3170
1.8902e-009,0.3156
1.9288e-009,0.3142
1.9673e-009,0.3135
2.0059e-009,0.3138
2.0445e-009,0.3145
2.0830e-009,0.3150
2.1216e-009,0.3154
2.1602e-009,0.3154
2.1988e-009,0.3152
2.2374e-009,0.3150
2.2759e-009,0.3149
2.3145e-009,0.3150
2.3531e-009,0.3150
2.3916e-009,0.3150
2.4302e-009,0.3151
2.4688e-009,0.3152
2.5074e-009,0.3151
2.5459e-009,0.3150
2.5845e-009,0.3150
2.6231e-009,0.3149
2.6617e-009,0.3149
2.7003e-009,0.3150
2.7388e-009,0.3150
2.7774e-009,0.3150
2.8160e-009,0.3150
2.8545e-009,0.3150
2.8931e-009,0.3150
2.9317e-009,0.3150
2.9703e-009,0.3150
3.0089e-009,0.3150
3.0474e-009,0.3151
3.0860e-009,0.3151
3.1246e-009,0.3151
3.1631e-009,0.3151
3.2017e-009,0.3151
3.2403e-009,0.3151
3.2789e-009,0.3151
3.3175e-009,0.3151
3.3560e-009,0.3151
3.3946e-009,0.3151
3.4332e-009,0.3151
3.4717e-009,0.3151
3.5103e-009,0.3170
3.5489e-009,0.3265
3.5875e-009,0.3565
3.6260e-009,0.4264
3.6646e-009,0.5418
3.7032e-009,0.6895
3.7418e-009,0.8264
3.7803e-009,0.9193
3.8189e-009,0.9830
3.8575e-009,1.0334
3.8961e-009,1.0821
3.9346e-009,1.1221
3.9732e-009,1.1663
4.0118e-009,1.2007
4.0504e-009,1.1982
4.0890e-009,1.1626
4.1275e-009,1.0650
4.1661e-009,0.9137
4.2047e-009,0.7568
4.2433e-009,0.6238
4.2818e-009,0.5281
4.3204e-009,0.4547
4.3590e-009,0.3904
4.3975e-009,0.3484
4.4361e-009,0.3176
4.4747e-009,0.2918
4.5133e-009,0.3115
4.5519e-009,0.3753
4.5904e-009,0.4993
4.6290e-009,0.6736
4.6676e-009,0.8508
4.7062e-009,0.9719
4.7447e-009,1.0400
4.7833e-009,1.0750
4.8219e-009,1.1073
4.8604e-009,1.1391
4.8990e-009,1.1589
4.9376e-009,1.2093
4.9762e-009,1.2130
5.0147e-009,1.1849
5.0533e-009,1.1069
5.0919e-009,0.9638
5.1305e-009,0.7984
5.1691e-009,0.6553
5.2076e-009,0.5481
5.2462e-009,0.4742
5.2848e-009,0.4097
5.3234e-009,0.3614
5.3619e-009,0.3306
5.4005e-009,0.2956
5.4391e-009,0.3010
5.4776e-009,0.3491
5.5162e-009,0.4531
5.5548e-009,0.6154
5.5934e-009,0.7999
5.6320e-009,0.9408
5.6705e-009,1.0242
5.7091e-009,1.0658
5.7477e-009,1.0965
5.7863e-009,1.1296
5.8248e-009,1.1535
5.8634e-009,1.1667
5.9020e-009,1.1686
5.9405e-009,1.1581
5.9791e-009,1.1445
6.0177e-009,1.1320
6.0563e-009,1.1223
6.0948e-009,1.1220
6.1334e-009,1.1303
6.1720e-009,1.1431
6.2106e-009,1.1567
6.2492e-009,1.1659
6.2877e-009,1.1702
6.3263e-009,1.1772
6.3649e-009,1.1845
6.4035e-009,1.1829
6.4420e-009,1.1546
6.4806e-009,1.0692
6.5192e-009,0.9325
6.5577e-009,0.7898
6.5963e-009,0.6602
6.6349e-009,0.5543
6.6735e-009,0.4674
6.7121e-009,0.3992
6.7506e-009,0.3564
6.7892e-009,0.3198
6.8278e-009,0.3060
6.8664e-009,0.3309
6.9049e-009,0.4022
6.9435e-009,0.5342
6.9821e-009,0.7079
7.0206e-009,0.8741
7.0592e-009,0.9847
7.0978e-009,1.0463
7.1364e-009,1.0830
7.1749e-009,1.1174
7.2135e-009,1.1460
7.2521e-009,1.1631
7.2907e-009,1.1695
7.3293e-009,1.1633
7.3678e-009,1.1503
7.4064e-009,1.1376
7.4450e-009,1.1266
7.4835e-009,1.1218
7.5221e-009,1.1263
7.5607e-009,1.1369
