.HEADER
..NAMES
Time,V U1.AE3&AD3
2.53824e-008,0.4263
2.54209e-008,0.3329
2.54595e-008,0.2878
2.54981e-008,0.2824
2.55367e-008,0.2856
2.55752e-008,0.2889
2.56138e-008,0.3161
2.56524e-008,0.3758
2.56909e-008,0.4878
2.57295e-008,0.6503
2.57681e-008,0.8346
2.58067e-008,0.9894
2.58452e-008,1.1005
2.58838e-008,1.1684
2.59224e-008,1.2010
2.59610e-008,1.2070
2.59995e-008,1.2061
2.60381e-008,1.2317
2.60767e-008,1.2315
2.61153e-008,1.2089
2.61539e-008,1.1378
2.61924e-008,0.9945
2.62310e-008,0.8088
2.62696e-008,0.6224
2.63082e-008,0.4660
2.63467e-008,0.3572
2.63853e-008,0.2970
2.64239e-008,0.2809
2.64625e-008,0.2881
2.65010e-008,0.2846
2.65396e-008,0.3050
2.65782e-008,0.3518
2.66167e-008,0.4463
2.66553e-008,0.5943
2.66939e-008,0.7782
2.67325e-008,0.9448
2.67710e-008,1.0704
2.68096e-008,1.1511
2.68482e-008,1.1939
2.68868e-008,1.2071
2.69254e-008,1.2024
2.69639e-008,1.2260
2.70025e-008,1.2329
2.70411e-008,1.2194
2.70797e-008,1.1678
2.71182e-008,1.0468
2.71568e-008,0.8690
2.71954e-008,0.6804
2.72340e-008,0.5106
2.72725e-008,0.3861
2.73111e-008,0.3108
2.73497e-008,0.2823
2.73882e-008,0.2853
2.74268e-008,0.2828
2.74654e-008,0.2963
2.75040e-008,0.3330
2.75425e-008,0.4106
2.75811e-008,0.5423
2.76197e-008,0.7190
2.76583e-008,0.8958
2.76968e-008,1.0356
2.77354e-008,1.1299
2.77740e-008,1.1839
2.78126e-008,1.2056
2.78512e-008,1.2048
2.78897e-008,1.2187
2.79283e-008,1.2331
2.79669e-008,1.2264
2.80055e-008,1.1904
2.80440e-008,1.0930
2.80826e-008,0.9282
2.81212e-008,0.7395
2.81598e-008,0.5601
2.81983e-008,0.4203
2.82369e-008,0.3292
2.82755e-008,0.2867
2.83140e-008,0.2828
2.83526e-008,0.2838
2.83912e-008,0.2895
2.84298e-008,0.3182
2.84683e-008,0.3803
2.85069e-008,0.4949
2.85455e-008,0.6597
2.85841e-008,0.8434
2.86226e-008,0.9962
2.86612e-008,1.1049
2.86998e-008,1.1707
2.87384e-008,1.2017
2.87770e-008,1.2068
2.88155e-008,1.2062
2.88541e-008,1.2315
2.88927e-008,1.2309
2.89313e-008,1.2068
2.89698e-008,1.1322
2.90084e-008,0.9853
2.90470e-008,0.7992
2.90855e-008,0.6135
2.91241e-008,0.4592
2.91627e-008,0.3527
2.92013e-008,0.2951
2.92398e-008,0.2811
2.92784e-008,0.2889
2.93170e-008,0.2846
2.93556e-008,0.3065
2.93941e-008,0.3554
2.94327e-008,0.4526
2.94713e-008,0.6030
2.95099e-008,0.7875
2.95485e-008,0.9524
2.95870e-008,1.0756
2.96256e-008,1.1540
2.96642e-008,1.1952
2.97028e-008,1.2072
2.97413e-008,1.2020
2.97799e-008,1.2281
2.98185e-008,1.2331
2.98570e-008,1.2181
2.98956e-008,1.1635
2.99342e-008,1.0387
2.99728e-008,0.8591
3.00113e-008,0.6705
3.00499e-008,0.5030
3.00885e-008,0.3811
3.01271e-008,0.3082
3.01657e-008,0.2820
3.02042e-008,0.2857
3.02428e-008,0.2836
3.02814e-008,0.2977
3.03199e-008,0.3356
3.03585e-008,0.4159
3.03971e-008,0.5505
3.04357e-008,0.7286
3.04743e-008,0.9038
3.05128e-008,1.0415
3.05514e-008,1.1337
3.05900e-008,1.1859
3.06285e-008,1.2061
3.06671e-008,1.2044
3.07057e-008,1.2219
3.07443e-008,1.2335
3.07829e-008,1.2256
3.08214e-008,1.1873
3.08600e-008,1.0861
3.08986e-008,0.9188
3.09372e-008,0.7296
3.09757e-008,0.5517
3.10143e-008,0.4146
3.10529e-008,0.3259
3.10914e-008,0.2857
3.11300e-008,0.2830
3.11686e-008,0.2844
3.12072e-008,0.2907
3.12458e-008,0.3203
3.12843e-008,0.3848
3.13229e-008,0.5022
3.13615e-008,0.6693
3.14000e-008,0.8520
3.14386e-008,1.0029
3.14772e-008,1.1093
3.15158e-008,1.1732
3.15544e-008,1.2025
3.15929e-008,1.2064
3.16315e-008,1.2115
3.16701e-008,1.2325
3.17087e-008,1.2304
3.17472e-008,1.2046
3.17858e-008,1.1265
3.18244e-008,0.9765
3.18629e-008,0.7894
3.19015e-008,0.6043
3.19401e-008,0.4527
3.19787e-008,0.3487
3.20173e-008,0.2937
3.20558e-008,0.2811
3.20944e-008,0.2892
3.21330e-008,0.2857
3.21715e-008,0.3083
3.22101e-008,0.3590
3.22487e-008,0.4591
3.22873e-008,0.6121
3.23259e-008,0.7967
3.23644e-008,0.9597
3.24030e-008,1.0807
3.24416e-008,1.1571
3.24801e-008,1.1965
3.25187e-008,1.2072
3.25573e-008,1.2015
3.25959e-008,1.2297
3.26344e-008,1.2330
3.26730e-008,1.2166
3.27116e-008,1.1590
3.27502e-008,1.0305
3.27888e-008,0.8494
3.28273e-008,0.6609
3.28659e-008,0.4956
3.29045e-008,0.3764
3.29430e-008,0.3059
3.29816e-008,0.2817
3.30202e-008,0.2860
3.30588e-008,0.2829
3.30974e-008,0.2988
3.31359e-008,0.3383
3.31745e-008,0.4214
3.32131e-008,0.5588
3.32516e-008,0.7384
3.32902e-008,0.9122
3.33288e-008,1.0474
3.33674e-008,1.1373
3.34060e-008,1.1876
3.34445e-008,1.2064
3.34831e-008,1.2041
3.35217e-008,1.2215
3.35603e-008,1.2332
3.35988e-008,1.2245
3.36374e-008,1.1839
3.36760e-008,1.0788
3.37145e-008,0.9091
3.37531e-008,0.7202
3.37917e-008,0.5436
3.38303e-008,0.4087
3.38689e-008,0.3225
3.39074e-008,0.2848
3.39460e-008,0.2835
3.39846e-008,0.2830
3.40231e-008,0.2914
3.40617e-008,0.3226
3.41003e-008,0.3895
3.41389e-008,0.5096
3.41775e-008,0.6789
3.42160e-008,0.8607
3.42546e-008,1.0094
3.42932e-008,1.1134
3.43318e-008,1.1753
3.43703e-008,1.2032
3.44089e-008,1.2061
3.44475e-008,1.2114
3.44860e-008,1.2322
3.45246e-008,1.2297
3.45632e-008,1.2021
3.46018e-008,1.1204
3.46404e-008,0.9672
3.46789e-008,0.7798
3.47175e-008,0.5957
3.47561e-008,0.4460
3.47946e-008,0.3446
3.48332e-008,0.2920
3.48718e-008,0.2815
3.49104e-008,0.2864
3.49490e-008,0.2859
3.49875e-008,0.3100
3.50261e-008,0.3628
3.50647e-008,0.4657
3.51032e-008,0.6210
3.51418e-008,0.8060
3.51804e-008,0.9671
3.52190e-008,1.0855
3.52575e-008,1.1599
3.52961e-008,1.1976
3.53347e-008,1.2072
3.53733e-008,1.2011
3.54119e-008,1.2294
3.54504e-008,1.2326
3.54890e-008,1.2149
3.55276e-008,1.1541
3.55661e-008,1.0220
3.56047e-008,0.8397
3.56433e-008,0.6518
3.56819e-008,0.4882
3.57205e-008,0.3714
3.57590e-008,0.3033
3.57976e-008,0.2815
3.58362e-008,0.2867
3.58747e-008,0.2839
3.59133e-008,0.3004
3.59519e-008,0.3414
3.59905e-008,0.4272
3.60290e-008,0.5670
3.60676e-008,0.7479
3.61062e-008,0.9199
3.61448e-008,1.0530
3.61834e-008,1.1408
3.62219e-008,1.1893
3.62605e-008,1.2067
3.62991e-008,1.2037
3.63376e-008,1.2243
3.63762e-008,1.2335
3.64148e-008,1.2234
3.64534e-008,1.1803
3.64920e-008,1.0716
3.65305e-008,0.8996
3.65691e-008,0.7103
3.66077e-008,0.5355
3.66462e-008,0.4033
3.66848e-008,0.3197
3.67234e-008,0.2840
3.67620e-008,0.2836
3.68006e-008,0.2837
3.68391e-008,0.2927
3.68777e-008,0.3249
3.69163e-008,0.3943
3.69549e-008,0.5172
3.69934e-008,0.6885
3.70320e-008,0.8692
3.70706e-008,1.0158
3.71091e-008,1.1176
3.71477e-008,1.1776
3.71863e-008,1.2039
3.72249e-008,1.2057
3.72635e-008,1.2157
3.73020e-008,1.2330
3.73406e-008,1.2291
3.73792e-008,1.1996
3.74177e-008,1.1142
3.74563e-008,0.9581
3.74949e-008,0.7699
3.75335e-008,0.5868
3.75721e-008,0.4398
3.76106e-008,0.3409
3.76492e-008,0.2906
3.76878e-008,0.2816
3.77263e-008,0.2869
3.77649e-008,0.2871
3.78035e-008,0.3119
3.78421e-008,0.3667
3.78806e-008,0.4725
3.79192e-008,0.6302
3.79578e-008,0.8151
3.79964e-008,0.9742
3.80350e-008,1.0903
3.80735e-008,1.1627
3.81121e-008,1.1988
3.81507e-008,1.2071
3.81892e-008,1.2006
3.82278e-008,1.2308
3.82664e-008,1.2324
3.83050e-008,1.2131
3.83436e-008,1.1492
3.83821e-008,1.0136
3.84207e-008,0.8299
3.84593e-008,0.6423
3.84978e-008,0.4811
3.85364e-008,0.3669
3.85750e-008,0.3012
3.86136e-008,0.2813
3.86521e-008,0.2870
3.86907e-008,0.2835
3.87293e-008,0.3016
3.87679e-008,0.3444
3.88065e-008,0.4330
3.88450e-008,0.5755
3.88836e-008,0.7576
3.89222e-008,0.9280
3.89607e-008,1.0586
3.89993e-008,1.1441
3.90379e-008,1.1908
3.90765e-008,1.2068
3.91151e-008,1.2033
3.91536e-008,1.2239
3.91922e-008,1.2332
3.92308e-008,1.2222
3.92693e-008,1.1766
3.93079e-008,1.0639
3.93465e-008,0.8898
3.93851e-008,0.7010
3.94237e-008,0.5275
3.94622e-008,0.3976
3.95008e-008,0.3167
3.95394e-008,0.2834
3.95780e-008,0.2842
3.96165e-008,0.2826
3.96551e-008,0.2936
3.96937e-008,0.3273
3.97322e-008,0.3993
3.97708e-008,0.5249
3.98094e-008,0.6980
3.98480e-008,0.8777
3.98866e-008,1.0221
3.99251e-008,1.1215
3.99637e-008,1.1795
4.00023e-008,1.2044
4.00408e-008,1.2055
4.00794e-008,1.2154
4.01180e-008,1.2328
4.01566e-008,1.2283
4.01952e-008,1.1968
4.02337e-008,1.1076
4.02723e-008,0.9486
4.03109e-008,0.7604
4.03494e-008,0.5784
4.03880e-008,0.4334
4.04266e-008,0.3370
4.04652e-008,0.2891
4.05037e-008,0.2821
4.05423e-008,0.2848
4.05809e-008,0.2874
4.06195e-008,0.3137
4.06581e-008,0.3708
4.06966e-008,0.4793
4.07352e-008,0.6393
4.07738e-008,0.8242
4.08123e-008,0.9812
4.08509e-008,1.0950
4.08895e-008,1.1653
4.09281e-008,1.1998
4.09667e-008,1.2071
4.10052e-008,1.2003
4.10438e-008,1.2306
4.10824e-008,1.2319
4.11209e-008,1.2112
4.11595e-008,1.1440
4.11981e-008,1.0048
4.12367e-008,0.8202
4.12752e-008,0.6333
4.13138e-008,0.4740
4.13524e-008,0.3622
4.13910e-008,0.2990
