.HEADER
..NAMES
Time,V U1.AE3&AD3
.DATA
0.0e+000,0.3148
3.86e-011,0.3148
7.72e-011,0.3148
1.157e-010,0.3148
1.543e-010,0.3148
1.929e-010,0.3148
2.314e-010,0.3148
2.700e-010,0.3148
3.086e-010,0.3148
3.472e-010,0.3148
3.857e-010,0.3148
4.243e-010,0.3148
4.629e-010,0.3148
5.015e-010,0.3148
5.401e-010,0.3148
5.786e-010,0.3148
6.172e-010,0.3148
6.558e-010,0.3148
6.944e-010,0.3148
7.329e-010,0.3148
7.715e-010,0.3148
8.101e-010,0.3148
8.486e-010,0.3148
8.872e-010,0.3148
9.258e-010,0.3148
9.644e-010,0.3148
1.0029e-009,0.3148
1.0415e-009,0.3148
1.0801e-009,0.3148
1.1187e-009,0.3148
1.1572e-009,0.3166
1.1958e-009,0.3260
1.2344e-009,0.3560
1.2730e-009,0.4267
1.3115e-009,0.5458
1.3501e-009,0.7025
1.3887e-009,0.8554
1.4273e-009,0.9676
1.4658e-009,1.0450
1.5044e-009,1.0943
1.5430e-009,1.1215
1.5816e-009,1.1338
1.6202e-009,1.1626
1.6587e-009,1.1995
1.6973e-009,1.2088
1.7359e-009,1.1860
1.7745e-009,1.1033
1.8130e-009,0.9486
1.8516e-009,0.7614
1.8902e-009,0.5802
1.9288e-009,0.4367
1.9673e-009,0.3410
2.0059e-009,0.2928
2.0445e-009,0.2844
2.0830e-009,0.2889
2.1216e-009,0.2890
2.1602e-009,0.3141
2.1988e-009,0.3693
2.2374e-009,0.4756
2.2759e-009,0.6338
2.3145e-009,0.8188
2.3531e-009,0.9775
2.3916e-009,1.0926
2.4302e-009,1.1639
2.4688e-009,1.1993
2.5074e-009,1.2073
2.5459e-009,1.2007
2.5845e-009,1.2309
2.6231e-009,1.2323
2.6617e-009,1.2127
2.7003e-009,1.1479
2.7388e-009,1.0112
2.7774e-009,0.8272
2.8160e-009,0.6398
2.8545e-009,0.4793
2.8931e-009,0.3659
2.9317e-009,0.3010
2.9703e-009,0.2816
3.0089e-009,0.2876
3.0474e-009,0.2843
3.0860e-009,0.3027
3.1246e-009,0.3461
3.1631e-009,0.4357
3.2017e-009,0.5792
3.2403e-009,0.7616
3.2789e-009,0.9314
3.3175e-009,1.0611
3.3560e-009,1.1457
3.3946e-009,1.1918
3.4332e-009,1.2073
3.4717e-009,1.2036
3.5103e-009,1.2268
3.5489e-009,1.2340
3.5875e-009,1.2223
3.6260e-009,1.1757
3.6646e-009,1.0617
3.7032e-009,0.8869
3.7418e-009,0.6976
3.7803e-009,0.5251
3.8189e-009,0.3963
3.8575e-009,0.3163
3.8961e-009,0.2836
3.9346e-009,0.2845
3.9732e-009,0.2831
4.0118e-009,0.2944
4.0504e-009,0.3285
4.0890e-009,0.4014
4.1275e-009,0.5283
4.1661e-009,0.7021
4.2047e-009,0.8813
4.2433e-009,1.0250
4.2818e-009,1.1234
4.3204e-009,1.1808
4.3590e-009,1.2050
4.3975e-009,1.2056
4.4361e-009,1.2155
4.4747e-009,1.2329
4.5133e-009,1.2282
4.5519e-009,1.1961
4.5904e-009,1.1057
4.6290e-009,0.9458
4.6676e-009,0.7576
4.7062e-009,0.5759
4.7447e-009,0.4315
4.7833e-009,0.3360
4.8219e-009,0.2890
4.8604e-009,0.2825
4.8990e-009,0.2855
4.9376e-009,0.2882
4.9762e-009,0.3148
5.0147e-009,0.3727
5.0533e-009,0.4823
5.0919e-009,0.6430
5.1305e-009,0.8277
5.1691e-009,0.9840
5.2076e-009,1.0970
5.2462e-009,1.1665
5.2848e-009,1.2004
5.3234e-009,1.2074
5.3619e-009,1.2004
5.4005e-009,1.2307
5.4391e-009,1.2319
5.4776e-009,1.2107
5.5162e-009,1.1424
5.5548e-009,1.0020
5.5934e-009,0.8172
5.6320e-009,0.6305
5.6705e-009,0.4719
5.7091e-009,0.3609
5.7477e-009,0.2986
5.7863e-009,0.2813
5.8248e-009,0.2882
5.8634e-009,0.2840
5.9020e-009,0.3038
5.9405e-009,0.3493
5.9791e-009,0.4415
6.0177e-009,0.5874
6.0563e-009,0.7708
6.0948e-009,0.9389
6.1334e-009,1.0663
6.1720e-009,1.1487
6.2106e-009,1.1929
6.2492e-009,1.2073
6.2877e-009,1.2031
6.3263e-009,1.2265
6.3649e-009,1.2335
6.4035e-009,1.2208
6.4420e-009,1.1714
6.4806e-009,1.0536
6.5192e-009,0.8770
6.5577e-009,0.6881
6.5963e-009,0.5171
6.6349e-009,0.3907
6.6735e-009,0.3132
6.7121e-009,0.2829
6.7506e-009,0.2850
6.7892e-009,0.2840
6.8278e-009,0.2957
6.8664e-009,0.3310
6.9049e-009,0.4065
6.9435e-009,0.5360
6.9821e-009,0.7114
7.0206e-009,0.8892
7.0592e-009,1.0308
7.0978e-009,1.1272
7.1364e-009,1.1827
7.1749e-009,1.2055
7.2135e-009,1.2052
7.2521e-009,1.2192
7.2907e-009,1.2335
7.3293e-009,1.2274
7.3678e-009,1.1931
7.4064e-009,1.0990
7.4450e-009,0.9364
7.4835e-009,0.7475
7.5221e-009,0.5671
7.5607e-009,0.4255
7.5993e-009,0.3325
7.6379e-009,0.2877
7.6764e-009,0.2826
7.7150e-009,0.2859
7.7536e-009,0.2893
7.7922e-009,0.3167
7.8307e-009,0.3768
7.8693e-009,0.4892
7.9079e-009,0.6522
7.9464e-009,0.8364
7.9850e-009,0.9908
8.0236e-009,1.1015
8.0622e-009,1.1691
8.1008e-009,1.2013
8.1393e-009,1.2071
8.1779e-009,1.2063
8.2165e-009,1.2318
8.2550e-009,1.2315
8.2936e-009,1.2087
8.3322e-009,1.1370
8.3708e-009,0.9931
8.4093e-009,0.8074
8.4479e-009,0.6211
8.4865e-009,0.4650
8.5251e-009,0.3566
8.5637e-009,0.2969
8.6022e-009,0.2811
8.6408e-009,0.2884
8.6794e-009,0.2849
8.7179e-009,0.3055
8.7565e-009,0.3526
8.7951e-009,0.4476
8.8337e-009,0.5961
8.8722e-009,0.7800
8.9108e-009,0.9463
8.9494e-009,1.0716
8.9880e-009,1.1518
9.0266e-009,1.1943
9.0651e-009,1.2073
9.1037e-009,1.2025
9.1423e-009,1.2284
9.1808e-009,1.2335
9.2194e-009,1.2194
9.2580e-009,1.1673
9.2966e-009,1.0457
9.3352e-009,0.8674
9.3737e-009,0.6783
9.4123e-009,0.5094
9.4509e-009,0.3856
9.4895e-009,0.3107
9.5280e-009,0.2825
9.5666e-009,0.2853
9.6052e-009,0.2829
9.6437e-009,0.2966
9.6823e-009,0.3334
9.7209e-009,0.4116
9.7595e-009,0.5441
9.7981e-009,0.7211
9.8366e-009,0.8976
9.8752e-009,1.0369
9.9138e-009,1.1309
9.9524e-009,1.1845
9.9909e-009,1.2059
1.00295e-008,1.2048
1.00681e-008,1.2187
1.01066e-008,1.2331
1.01452e-008,1.2264
1.01838e-008,1.1900
1.02224e-008,1.0920
1.02610e-008,0.9267
1.02995e-008,0.7381
1.03381e-008,0.5588
1.03767e-008,0.4194
1.04152e-008,0.3287
1.04538e-008,0.2866
1.04924e-008,0.2830
1.05310e-008,0.2841
1.05695e-008,0.2898
1.06081e-008,0.3187
1.06467e-008,0.3812
1.06853e-008,0.4963
1.07239e-008,0.6616
1.07624e-008,0.8451
1.08010e-008,0.9976
1.08396e-008,1.1058
1.08781e-008,1.1713
1.09167e-008,1.2020
1.09553e-008,1.2068
1.09939e-008,1.2063
1.10324e-008,1.2316
1.10710e-008,1.2308
1.11096e-008,1.2065
1.11482e-008,1.1313
1.11868e-008,0.9839
1.12253e-008,0.7977
1.12639e-008,0.6121
1.13025e-008,0.4582
1.13410e-008,0.3521
1.13796e-008,0.2950
1.14182e-008,0.2812
1.14568e-008,0.2891
1.14953e-008,0.2849
1.15339e-008,0.3070
1.15725e-008,0.3562
1.16111e-008,0.4539
1.16497e-008,0.6048
1.16882e-008,0.7893
1.17268e-008,0.9538
1.17654e-008,1.0767
1.18039e-008,1.1547
1.18425e-008,1.1955
1.18811e-008,1.2073
1.19197e-008,1.2021
1.19583e-008,1.2281
1.19968e-008,1.2331
1.20354e-008,1.2179
1.20740e-008,1.1628
1.21126e-008,1.0373
1.21511e-008,0.8576
1.21897e-008,0.6691
1.22283e-008,0.5018
1.22668e-008,0.3804
1.23054e-008,0.3079
1.23440e-008,0.2821
1.23826e-008,0.2859
1.24212e-008,0.2823
1.24597e-008,0.2977
1.24983e-008,0.3361
1.25369e-008,0.4170
1.25755e-008,0.5520
1.26140e-008,0.7306
1.26526e-008,0.9058
1.26912e-008,1.0427
1.27297e-008,1.1344
1.27683e-008,1.1862
1.28069e-008,1.2063
1.28455e-008,1.2045
1.28841e-008,1.2220
1.29226e-008,1.2336
1.29612e-008,1.2256
1.29998e-008,1.1868
1.30383e-008,1.0849
1.30769e-008,0.9171
1.31155e-008,0.7280
1.31541e-008,0.5503
1.31926e-008,0.4136
1.32312e-008,0.3253
1.32698e-008,0.2856
1.33084e-008,0.2832
1.33470e-008,0.2847
1.33855e-008,0.2911
1.34241e-008,0.3208
1.34627e-008,0.3857
1.35012e-008,0.5037
1.35398e-008,0.6711
1.35784e-008,0.8537
1.36170e-008,1.0042
1.36555e-008,1.1102
1.36941e-008,1.1737
1.37327e-008,1.2028
1.37713e-008,1.2064
1.38099e-008,1.2117
1.38484e-008,1.2325
1.38870e-008,1.2303
1.39256e-008,1.2042
1.39641e-008,1.1256
1.40027e-008,0.9750
1.40413e-008,0.7879
1.40799e-008,0.6029
1.41185e-008,0.4516
1.41570e-008,0.3481
1.41956e-008,0.2935
1.42342e-008,0.2812
1.42728e-008,0.2894
1.43113e-008,0.2860
1.43499e-008,0.3088
1.43885e-008,0.3598
1.44270e-008,0.4604
1.44656e-008,0.6138
1.45042e-008,0.7984
1.45428e-008,0.9612
1.45814e-008,1.0817
1.46199e-008,1.1577
1.46585e-008,1.1968
1.46971e-008,1.2073
1.47357e-008,1.2015
1.47742e-008,1.2297
1.48128e-008,1.2330
1.48514e-008,1.2163
1.48899e-008,1.1583
1.49285e-008,1.0291
1.49671e-008,0.8478
1.50057e-008,0.6594
1.50443e-008,0.4944
1.50828e-008,0.3756
1.51214e-008,0.3055
1.51600e-008,0.2818
1.51985e-008,0.2862
1.52371e-008,0.2832
1.52757e-008,0.2992
1.53143e-008,0.3390
1.53528e-008,0.4226
1.53914e-008,0.5604
1.54300e-008,0.7403
1.54686e-008,0.9137
1.55071e-008,1.0485
1.55457e-008,1.1380
1.55843e-008,1.1880
1.56229e-008,1.2066
1.56615e-008,1.2041
1.57000e-008,1.2215
1.57386e-008,1.2332
1.57772e-008,1.2244
1.58158e-008,1.1833
1.58543e-008,1.0777
1.58929e-008,0.9076
1.59315e-008,0.7187
1.59701e-008,0.5423
1.60086e-008,0.4078
1.60472e-008,0.3221
1.60858e-008,0.2848
1.61243e-008,0.2836
1.61629e-008,0.2833
1.62015e-008,0.2918
1.62401e-008,0.3231
1.62786e-008,0.3905
1.63172e-008,0.5110
1.63558e-008,0.6807
1.63944e-008,0.8623
1.64329e-008,1.0107
1.64715e-008,1.1142
1.65101e-008,1.1758
1.65487e-008,1.2034
1.65873e-008,1.2062
1.66258e-008,1.2114
1.66644e-008,1.2323
1.67030e-008,1.2296
1.67416e-008,1.2017
1.67801e-008,1.1194
1.68187e-008,0.9656
1.68573e-008,0.7783
1.68959e-008,0.5943
1.69344e-008,0.4450
1.69730e-008,0.3440
1.70116e-008,0.2918
1.70501e-008,0.2816
1.70887e-008,0.2866
1.71273e-008,0.2862
1.71659e-008,0.3104
1.72044e-008,0.3637
1.72430e-008,0.4670
1.72816e-008,0.6227
1.73202e-008,0.8077
1.73588e-008,0.9684
1.73973e-008,1.0864
1.74359e-008,1.1604
1.74745e-008,1.1979
1.75131e-008,1.2073
1.75516e-008,1.2011
1.75902e-008,1.2294
1.76288e-008,1.2325
1.76674e-008,1.2146
1.77059e-008,1.1533
1.77445e-008,1.0206
1.77831e-008,0.8381
1.78216e-008,0.6503
1.78602e-008,0.4871
1.78988e-008,0.3707
1.79374e-008,0.3029
1.79759e-008,0.2815
1.80145e-008,0.2869
1.80531e-008,0.2828
1.80917e-008,0.3004
1.81302e-008,0.3420
1.81688e-008,0.4283
1.82074e-008,0.5686
1.82460e-008,0.7498
1.82846e-008,0.9217
1.83231e-008,1.0541
1.83617e-008,1.1414
1.84003e-008,1.1895
1.84389e-008,1.2068
1.84774e-008,1.2038
1.85160e-008,1.2243
1.85546e-008,1.2336
1.85932e-008,1.2234
1.86317e-008,1.1797
1.86703e-008,1.0702
1.87089e-008,0.8978
1.87474e-008,0.7087
1.87860e-008,0.5341
1.88246e-008,0.4023
1.88632e-008,0.3191
1.89017e-008,0.2840
1.89403e-008,0.2838
1.89789e-008,0.2840
1.90175e-008,0.2930
1.90560e-008,0.3254
1.90946e-008,0.3952
1.91332e-008,0.5187
1.91718e-008,0.6902
1.92104e-008,0.8708
1.92489e-008,1.0170
1.92875e-008,1.1184
1.93261e-008,1.1781
1.93647e-008,1.2041
1.94032e-008,1.2057
1.94418e-008,1.2158
1.94804e-008,1.2331
1.95190e-008,1.2290
1.95575e-008,1.1992
1.95961e-008,1.1132
1.96347e-008,0.9566
1.96732e-008,0.7683
1.97118e-008,0.5854
1.97504e-008,0.4387
1.97890e-008,0.3403
1.98275e-008,0.2904
1.98661e-008,0.2817
1.99047e-008,0.2871
1.99433e-008,0.2873
1.99819e-008,0.3123
2.00204e-008,0.3675
2.00590e-008,0.4738
2.00976e-008,0.6319
2.01362e-008,0.8168
2.01747e-008,0.9755
2.02133e-008,1.0912
2.02519e-008,1.1633
2.02905e-008,1.1991
2.03290e-008,1.2072
2.03676e-008,1.2006
2.04062e-008,1.2308
2.04447e-008,1.2323
2.04833e-008,1.2128
2.05219e-008,1.1484
2.05605e-008,1.0121
2.05990e-008,0.8283
2.06376e-008,0.6408
2.06762e-008,0.4799
2.07148e-008,0.3662
2.07533e-008,0.3009
2.07919e-008,0.2813
2.08305e-008,0.2872
2.08691e-008,0.2837
2.09077e-008,0.3020
2.09462e-008,0.3451
2.09848e-008,0.4342
2.10234e-008,0.5771
2.10620e-008,0.7594
2.11005e-008,0.9295
2.11391e-008,1.0597
2.11777e-008,1.1448
2.12163e-008,1.1911
2.12548e-008,1.2069
2.12934e-008,1.2033
2.13320e-008,1.2239
2.13705e-008,1.2331
2.14091e-008,1.2220
2.14477e-008,1.1760
2.14863e-008,1.0626
2.15248e-008,0.8882
2.15634e-008,0.6995
2.16020e-008,0.5262
2.16406e-008,0.3967
2.16791e-008,0.3163
2.17177e-008,0.2833
2.17563e-008,0.2843
2.17949e-008,0.2828
2.18335e-008,0.2939
2.18720e-008,0.3279
2.19106e-008,0.4003
2.19492e-008,0.5263
2.19878e-008,0.6998
2.20263e-008,0.8792
2.20649e-008,1.0233
2.21035e-008,1.1223
2.21420e-008,1.1800
2.21806e-008,1.2046
2.22192e-008,1.2055
2.22578e-008,1.2154
2.22963e-008,1.2328
2.23349e-008,1.2281
2.23735e-008,1.1963
2.24121e-008,1.1066
2.24506e-008,0.9471
2.24892e-008,0.7588
2.25278e-008,0.5770
2.25664e-008,0.4323
2.26050e-008,0.3364
2.26435e-008,0.2890
2.26821e-008,0.2822
2.27207e-008,0.2851
2.27593e-008,0.2877
2.27978e-008,0.3142
2.28364e-008,0.3716
2.28750e-008,0.4807
2.29136e-008,0.6410
2.29521e-008,0.8259
2.29907e-008,0.9825
2.30293e-008,1.0959
2.30678e-008,1.1658
2.31064e-008,1.2000
2.31450e-008,1.2072
2.31836e-008,1.2003
2.32221e-008,1.2306
2.32607e-008,1.2318
2.32993e-008,1.2109
2.33379e-008,1.1431
2.33764e-008,1.0033
2.34150e-008,0.8186
2.34536e-008,0.6318
2.34922e-008,0.4728
2.35308e-008,0.3615
2.35693e-008,0.2987
2.36079e-008,0.2811
2.36465e-008,0.2879
2.36851e-008,0.2836
2.37236e-008,0.3033
2.37622e-008,0.3484
2.38008e-008,0.4402
2.38394e-008,0.5855
2.38779e-008,0.7688
2.39165e-008,0.9373
2.39551e-008,1.0650
2.39936e-008,1.1479
2.40322e-008,1.1925
2.40708e-008,1.2071
2.41094e-008,1.2030
2.41479e-008,1.2264
2.41865e-008,1.2334
2.42251e-008,1.2209
2.42637e-008,1.1720
2.43023e-008,1.0548
2.43408e-008,0.8785
2.43794e-008,0.6895
2.44180e-008,0.5182
2.44566e-008,0.3914
2.44951e-008,0.3135
2.45337e-008,0.2828
2.45723e-008,0.2847
2.46109e-008,0.2836
2.46494e-008,0.2953
2.46880e-008,0.3303
2.47266e-008,0.4053
2.47651e-008,0.5343
2.48037e-008,0.7094
2.48423e-008,0.8875
2.48809e-008,1.0295
2.49194e-008,1.1263
2.49580e-008,1.1821
2.49966e-008,1.2052
2.50352e-008,1.2051
2.50737e-008,1.2191
2.51123e-008,1.2334
2.51509e-008,1.2274
2.51895e-008,1.1935
2.52281e-008,1.1000
2.52666e-008,0.9378
2.53052e-008,0.7489
2.53438e-008,0.5684
