.HEADER
..NAMES
Time,V U1.Y20
.DATA
0.0e+000,0.3152
3.86e-011,0.3152
7.72e-011,0.3152
1.157e-010,0.3152
1.543e-010,0.3152
1.929e-010,0.3152
2.314e-010,0.3152
2.700e-010,0.3152
3.086e-010,0.3152
3.472e-010,0.3152
3.857e-010,0.3152
4.243e-010,0.3152
4.629e-010,0.3152
5.015e-010,0.3152
5.401e-010,0.3152
5.786e-010,0.3152
6.172e-010,0.3152
6.558e-010,0.3152
6.944e-010,0.3172
7.329e-010,0.3269
7.715e-010,0.3574
8.101e-010,0.4278
8.486e-010,0.5435
8.872e-010,0.6921
9.258e-010,0.8326
9.644e-010,0.9351
1.0029e-009,1.0097
1.0415e-009,1.0668
1.0801e-009,1.1118
1.1187e-009,1.1452
1.1572e-009,1.1870
1.1958e-009,1.2251
1.2344e-009,1.2339
1.2730e-009,1.2141
1.3115e-009,1.1384
1.3501e-009,0.9939
1.3887e-009,0.8226
1.4273e-009,0.6632
1.4658e-009,0.5328
1.5044e-009,0.4355
1.5430e-009,0.3694
1.5816e-009,0.3321
1.6202e-009,0.3094
1.6587e-009,0.2913
1.6973e-009,0.2805
1.7359e-009,0.2749
1.7745e-009,0.2749
1.8130e-009,0.2859
1.8516e-009,0.3061
1.8902e-009,0.3270
1.9288e-009,0.3427
1.9673e-009,0.3501
2.0059e-009,0.3498
2.0445e-009,0.3439
2.0830e-009,0.3346
2.1216e-009,0.3306
2.1602e-009,0.3446
2.1988e-009,0.3913
2.2374e-009,0.4853
2.2759e-009,0.6217
2.3145e-009,0.7760
2.3531e-009,0.8965
2.3916e-009,0.9817
2.4302e-009,1.0436
2.4688e-009,1.0919
2.5074e-009,1.1294
2.5459e-009,1.1562
2.5845e-009,1.1749
2.6231e-009,1.1877
2.6617e-009,1.1947
2.7003e-009,1.1943
2.7388e-009,1.1847
2.7774e-009,1.1683
2.8160e-009,1.1551
2.8545e-009,1.1516
2.8931e-009,1.1555
2.9317e-009,1.1621
2.9703e-009,1.1682
3.0089e-009,1.1727
3.0474e-009,1.1758
3.0860e-009,1.1784
3.1246e-009,1.1805
3.1631e-009,1.1816
3.2017e-009,1.1812
3.2403e-009,1.1800
