.HEADER
..NAMES
Time,V U1.AD1
.DATA
0.0e+000,0.3146
3.86e-011,0.3146
7.72e-011,0.3146
1.157e-010,0.3146
1.543e-010,0.3146
1.929e-010,0.3146
2.314e-010,0.3146
2.700e-010,0.3146
3.086e-010,0.3146
3.472e-010,0.3146
3.857e-010,0.3146
4.243e-010,0.3146
4.629e-010,0.3146
5.015e-010,0.3146
5.401e-010,0.3146
5.786e-010,0.3146
6.172e-010,0.3146
6.558e-010,0.3146
6.944e-010,0.3146
7.329e-010,0.3146
7.715e-010,0.3146
8.101e-010,0.3146
8.486e-010,0.3146
8.872e-010,0.3146
9.258e-010,0.3173
9.644e-010,0.3290
1.0029e-009,0.3643
1.0415e-009,0.4429
1.0801e-009,0.5676
1.1187e-009,0.7241
1.1572e-009,0.8657
1.1958e-009,0.9690
1.2344e-009,1.0428
1.2730e-009,1.0960
1.3115e-009,1.1337
1.3501e-009,1.1590
1.3887e-009,1.2041
1.4273e-009,1.2344
1.4658e-009,1.2410
1.5044e-009,1.2207
1.5430e-009,1.1501
1.5816e-009,1.0215
1.6202e-009,0.8631
1.6587e-009,0.6947
1.6973e-009,0.5360
1.7359e-009,0.4109
1.7745e-009,0.3342
1.8130e-009,0.2985
1.8516e-009,0.2760
1.8902e-009,0.2670
1.9288e-009,0.2864
1.9673e-009,0.3360
2.0059e-009,0.4264
2.0445e-009,0.5615
2.0830e-009,0.7170
2.1216e-009,0.8531
2.1602e-009,0.9685
2.1988e-009,1.0623
2.2374e-009,1.1318
2.2759e-009,1.1773
2.3145e-009,1.2047
2.3531e-009,1.2191
2.3916e-009,1.2229
2.4302e-009,1.2227
2.4688e-009,1.2227
2.5074e-009,1.2205
2.5459e-009,1.2140
2.5845e-009,1.2029
2.6231e-009,1.1877
2.6617e-009,1.1725
2.7003e-009,1.1638
2.7388e-009,1.1624
2.7774e-009,1.1646
2.8160e-009,1.1756
2.8545e-009,1.1825
2.8931e-009,1.1731
2.9317e-009,1.1216
2.9703e-009,1.0080
3.0089e-009,0.8603
3.0474e-009,0.7147
3.0860e-009,0.5787
3.1246e-009,0.4651
3.1631e-009,0.3816
3.2017e-009,0.3314
3.2403e-009,0.3060
3.2789e-009,0.2803
3.3175e-009,0.2837
3.3560e-009,0.3163
3.3946e-009,0.3890
3.4332e-009,0.5049
3.4717e-009,0.6553
3.5103e-009,0.7988
3.5489e-009,0.9237
3.5875e-009,1.0293
3.6260e-009,1.1098
3.6646e-009,1.1632
3.7032e-009,1.1947
3.7418e-009,1.2120
3.7803e-009,1.2188
3.8189e-009,1.2199
3.8575e-009,1.2210
3.8961e-009,1.2211
3.9346e-009,1.2173
3.9732e-009,1.2085
4.0118e-009,1.1946
4.0504e-009,1.1780
4.0890e-009,1.1661
4.1275e-009,1.1624
4.1661e-009,1.1637
4.2047e-009,1.1708
4.2433e-009,1.1797
4.2818e-009,1.1802
4.3204e-009,1.1530
4.3590e-009,1.0687
4.3975e-009,0.9313
4.4361e-009,0.7835
4.4747e-009,0.6412
4.5133e-009,0.5156
4.5519e-009,0.4166
4.5904e-009,0.3510
4.6290e-009,0.3155
4.6676e-009,0.2983
4.7062e-009,0.2895
4.7447e-009,0.2835
4.7833e-009,0.2779
4.8219e-009,0.2727
4.8604e-009,0.2695
4.8990e-009,0.2708
4.9376e-009,0.2813
4.9762e-009,0.3006
5.0147e-009,0.3205
5.0533e-009,0.3350
5.0919e-009,0.3433
5.1305e-009,0.3459
5.1691e-009,0.3436
5.2076e-009,0.3372
5.2462e-009,0.3294
5.2848e-009,0.3231
5.3234e-009,0.3189
5.3619e-009,0.3163
5.4005e-009,0.3149
5.4391e-009,0.3140
5.4776e-009,0.3143
5.5162e-009,0.3159
5.5548e-009,0.3173
5.5934e-009,0.3172
5.6320e-009,0.3161
5.6705e-009,0.3148
5.7091e-009,0.3140
5.7477e-009,0.3134
5.7863e-009,0.3129
5.8248e-009,0.3129
5.8634e-009,0.3134
5.9020e-009,0.3139
5.9405e-009,0.3141
5.9791e-009,0.3142
6.0177e-009,0.3143
6.0563e-009,0.3145
6.0948e-009,0.3146
6.1334e-009,0.3145
6.1720e-009,0.3142
6.2106e-009,0.3139
6.2492e-009,0.3139
6.2877e-009,0.3141
6.3263e-009,0.3141
6.3649e-009,0.3141
6.4035e-009,0.3142
6.4420e-009,0.3143
6.4806e-009,0.3143
6.5192e-009,0.3142
6.5577e-009,0.3175
6.5963e-009,0.3309
6.6349e-009,0.3697
6.6735e-009,0.4532
6.7121e-009,0.5819
6.7506e-009,0.7397
6.7892e-009,0.8772
6.8278e-009,0.9771
6.8664e-009,1.0486
6.9049e-009,1.1001
6.9435e-009,1.1364
6.9821e-009,1.1608
7.0206e-009,1.2085
7.0592e-009,1.2358
7.0978e-009,1.2401
7.1364e-009,1.2159
7.1749e-009,1.1391
7.2135e-009,1.0055
7.2521e-009,0.8457
7.2907e-009,0.6772
7.3293e-009,0.5210
7.3678e-009,0.4005
7.4064e-009,0.3287
7.4450e-009,0.2960
7.4835e-009,0.2732
7.5221e-009,0.2675
7.5607e-009,0.2897
7.5993e-009,0.3429
7.6379e-009,0.4378
7.6764e-009,0.5772
7.7150e-009,0.7315
7.7536e-009,0.8653
7.7922e-009,0.9788
7.8307e-009,1.0702
7.8693e-009,1.1372
7.9079e-009,1.1805
7.9464e-009,1.2066
7.9850e-009,1.2196
8.0236e-009,1.2226
8.0622e-009,1.2225
8.1008e-009,1.2224
8.1393e-009,1.2199
8.1779e-009,1.2129
8.2165e-009,1.2014
8.2550e-009,1.1859
8.2936e-009,1.1711
8.3322e-009,1.1632
8.3708e-009,1.1623
8.4093e-009,1.1658
8.4479e-009,1.1764
8.4865e-009,1.1824
8.5251e-009,1.1702
8.5637e-009,1.1126
8.6022e-009,0.9932
8.6408e-009,0.8449
8.6794e-009,0.6998
8.7179e-009,0.5657
8.7565e-009,0.4548
8.7951e-009,0.3749
8.8337e-009,0.3276
8.8722e-009,0.3041
8.9108e-009,0.2792
8.9494e-009,0.2854
8.9880e-009,0.3217
9.0266e-009,0.3987
9.0651e-009,0.5188
9.1037e-009,0.6707
9.1423e-009,0.8121
9.1808e-009,0.9354
9.2194e-009,1.0386
9.2580e-009,1.1162
9.2966e-009,1.1671
9.3352e-009,1.1968
9.3737e-009,1.2451
9.4123e-009,1.2607
9.4509e-009,1.2543
9.4895e-009,1.2186
9.5280e-009,1.1277
9.5666e-009,0.9836
9.6052e-009,0.8192
9.6437e-009,0.6507
9.6823e-009,0.5002
9.7209e-009,0.3887
9.7595e-009,0.3241
9.7981e-009,0.2944
9.8366e-009,0.2809
9.8752e-009,0.2752
9.9138e-009,0.2724
9.9524e-009,0.2672
9.9909e-009,0.2627
1.00295e-008,0.2626
1.00681e-008,0.2679
1.01066e-008,0.2807
1.01452e-008,0.2993
1.01838e-008,0.3183
1.02224e-008,0.3337
1.02610e-008,0.3433
1.02995e-008,0.3472
1.03381e-008,0.3450
1.03767e-008,0.3376
1.04152e-008,0.3289
1.04538e-008,0.3225
1.04924e-008,0.3184
1.05310e-008,0.3156
1.05695e-008,0.3144
1.06081e-008,0.3141
1.06467e-008,0.3148
1.06853e-008,0.3160
1.07239e-008,0.3169
1.07624e-008,0.3169
1.08010e-008,0.3161
1.08396e-008,0.3151
1.08781e-008,0.3142
1.09167e-008,0.3133
1.09553e-008,0.3127
1.09939e-008,0.3127
1.10324e-008,0.3134
1.10710e-008,0.3139
1.11096e-008,0.3141
1.11482e-008,0.3142
1.11868e-008,0.3144
1.12253e-008,0.3151
1.12639e-008,0.3215
1.13025e-008,0.3431
1.13410e-008,0.3985
1.13796e-008,0.5019
1.14182e-008,0.6456
1.14568e-008,0.8023
1.14953e-008,0.9228
1.15339e-008,1.0096
1.15725e-008,1.0721
1.16111e-008,1.1170
1.16497e-008,1.1479
1.16882e-008,1.1686
1.17268e-008,1.1840
1.17654e-008,1.1955
1.18039e-008,1.2037
1.18425e-008,1.2094
1.18811e-008,1.2122
1.19197e-008,1.2098
1.19583e-008,1.2002
1.19968e-008,1.1841
1.20354e-008,1.1676
1.20740e-008,1.1588
1.21126e-008,1.1588
1.21511e-008,1.1630
1.21897e-008,1.1678
1.22283e-008,1.1721
1.22668e-008,1.1762
1.23054e-008,1.1797
1.23440e-008,1.1820
1.23826e-008,1.1833
1.24212e-008,1.1842
1.24597e-008,1.1848
1.24983e-008,1.1843
1.25369e-008,1.1830
1.25755e-008,1.1818
1.26140e-008,1.1819
1.26526e-008,1.1869
1.26912e-008,1.1935
1.27297e-008,1.1888
1.27683e-008,1.1519
1.28069e-008,1.0562
1.28455e-008,0.9125
1.28841e-008,0.7632
1.29226e-008,0.6209
1.29612e-008,0.4990
1.29998e-008,0.4062
1.30383e-008,0.3464
1.30769e-008,0.3145
1.31155e-008,0.2981
1.31541e-008,0.2884
1.31926e-008,0.2822
1.32312e-008,0.2771
1.32698e-008,0.2725
1.33084e-008,0.2692
1.33470e-008,0.2712
1.33855e-008,0.2832
1.34241e-008,0.3033
1.34627e-008,0.3228
1.35012e-008,0.3367
1.35398e-008,0.3443
1.35784e-008,0.3462
1.36170e-008,0.3430
1.36555e-008,0.3360
1.36941e-008,0.3280
1.37327e-008,0.3220
1.37713e-008,0.3183
1.38099e-008,0.3161
1.38484e-008,0.3148
1.38870e-008,0.3138
1.39256e-008,0.3144
1.39641e-008,0.3161
1.40027e-008,0.3173
1.40413e-008,0.3180
1.40799e-008,0.3235
1.41185e-008,0.3454
1.41570e-008,0.4024
1.41956e-008,0.5073
1.42342e-008,0.6518
1.42728e-008,0.8072
1.43113e-008,0.9265
1.43499e-008,1.0127
1.43885e-008,1.0744
1.44270e-008,1.1186
1.44656e-008,1.1491
1.45042e-008,1.1697
1.45428e-008,1.1851
1.45814e-008,1.1961
1.46199e-008,1.2039
1.46585e-008,1.2093
1.46971e-008,1.2119
1.47357e-008,1.2093
1.47742e-008,1.1994
1.48128e-008,1.1832
1.48514e-008,1.1670
1.48899e-008,1.1587
1.49285e-008,1.1589
1.49671e-008,1.1631
1.50057e-008,1.1751
1.50443e-008,1.1835
1.50828e-008,1.1771
1.51214e-008,1.1321
1.51600e-008,1.0254
1.51985e-008,0.8787
1.52371e-008,0.7316
1.52757e-008,0.5931
1.53143e-008,0.4762
1.53528e-008,0.3886
1.53914e-008,0.3347
1.54300e-008,0.3073
1.54686e-008,0.2814
1.55071e-008,0.2820
1.55457e-008,0.3110
1.55843e-008,0.3787
1.56229e-008,0.4898
1.56615e-008,0.6375
1.57000e-008,0.7832
1.57386e-008,0.9101
1.57772e-008,1.0181
1.58158e-008,1.1016
1.58543e-008,1.1582
1.58929e-008,1.1917
1.59315e-008,1.2103
1.59701e-008,1.2182
1.60086e-008,1.2198
1.60472e-008,1.2208
1.60858e-008,1.2211
1.61243e-008,1.2177
1.61629e-008,1.2095
1.62015e-008,1.1961
1.62401e-008,1.1796
1.62786e-008,1.1668
1.63172e-008,1.1623
1.63558e-008,1.1632
1.63944e-008,1.1696
1.64329e-008,1.1787
1.64715e-008,1.1809
1.65101e-008,1.1582
1.65487e-008,1.0809
1.65873e-008,0.9476
1.66258e-008,0.7994
1.66644e-008,0.6562
1.67030e-008,0.5281
1.67416e-008,0.4260
1.67801e-008,0.3564
1.68187e-008,0.3182
1.68573e-008,0.2909
1.68959e-008,0.2775
1.69344e-008,0.2927
1.69730e-008,0.3406
1.70116e-008,0.4312
1.70501e-008,0.5636
1.70887e-008,0.7168
1.71273e-008,0.8521
1.71659e-008,0.9697
1.72044e-008,1.0655
1.72430e-008,1.1346
1.72816e-008,1.1781
1.73202e-008,1.2028
1.73588e-008,1.2155
1.73973e-008,1.2193
1.74359e-008,1.2202
1.74745e-008,1.2213
1.75131e-008,1.2197
1.75516e-008,1.2139
1.75902e-008,1.2030
1.76288e-008,1.1873
1.76674e-008,1.1718
1.77059e-008,1.1633
1.77445e-008,1.1623
1.77831e-008,1.1643
1.78216e-008,1.1744
1.78602e-008,1.1815
1.78988e-008,1.1737
1.79374e-008,1.1257
1.79759e-008,1.0157
1.80145e-008,0.8689
1.80531e-008,0.7230
1.80917e-008,0.5858
1.81302e-008,0.4706
1.81688e-008,0.3850
1.82074e-008,0.3331
1.82460e-008,0.3066
1.82846e-008,0.2937
1.83231e-008,0.2866
1.83617e-008,0.2810
1.84003e-008,0.2754
1.84389e-008,0.2708
1.84774e-008,0.2689
1.85160e-008,0.2735
1.85546e-008,0.2884
1.85932e-008,0.3091
1.86317e-008,0.3271
1.86703e-008,0.3389
1.87089e-008,0.3447
1.87474e-008,0.3454
1.87860e-008,0.3411
1.88246e-008,0.3337
1.88632e-008,0.3263
1.89017e-008,0.3209
1.89403e-008,0.3174
1.89789e-008,0.3154
1.90175e-008,0.3143
1.90560e-008,0.3137
1.90946e-008,0.3147
1.91332e-008,0.3164
1.91718e-008,0.3172
1.92104e-008,0.3185
1.92489e-008,0.3267
1.92875e-008,0.3557
1.93261e-008,0.4251
1.93647e-008,0.5414
1.94032e-008,0.6938
1.94418e-008,0.8418
1.94804e-008,0.9516
1.95190e-008,1.0305
1.95575e-008,1.0871
1.95961e-008,1.1275
1.96347e-008,1.1549
1.96732e-008,1.1931
1.97118e-008,1.2309
1.97504e-008,1.2409
1.97890e-008,1.2260
1.98275e-008,1.1652
1.98661e-008,1.0449
1.99047e-008,0.8894
1.99433e-008,0.7218
1.99819e-008,0.5600
2.00204e-008,0.4283
2.00590e-008,0.3433
2.00976e-008,0.3020
2.01362e-008,0.2851
2.01747e-008,0.2783
2.02133e-008,0.2760
2.02519e-008,0.2718
2.02905e-008,0.2656
2.03290e-008,0.2630
