.HEADER
..NAMES
Time,V U1.AC3
.DATA
0.0e+000,0.3155
3.86e-011,0.3155
7.72e-011,0.3155
1.157e-010,0.3155
1.543e-010,0.3155
1.929e-010,0.3155
2.314e-010,0.3155
2.700e-010,0.3155
3.086e-010,0.3155
3.472e-010,0.3155
3.857e-010,0.3155
4.243e-010,0.3155
4.629e-010,0.3155
5.015e-010,0.3155
5.401e-010,0.3155
5.786e-010,0.3155
6.172e-010,0.3155
6.558e-010,0.3155
6.944e-010,0.3155
7.329e-010,0.3155
7.715e-010,0.3155
8.101e-010,0.3155
8.486e-010,0.3155
8.872e-010,0.3155
9.258e-010,0.3171
9.644e-010,0.3258
1.0029e-009,0.3540
1.0415e-009,0.4213
1.0801e-009,0.5357
1.1187e-009,0.6865
1.1572e-009,0.8347
1.1958e-009,0.9433
1.2344e-009,1.0198
1.2730e-009,1.0751
1.3115e-009,1.1167
1.3501e-009,1.1482
1.3887e-009,1.1849
1.4273e-009,1.2279
1.4658e-009,1.2391
1.5044e-009,1.2238
1.5430e-009,1.1593
1.5816e-009,1.0264
1.6202e-009,0.8560
1.6587e-009,0.6821
1.6973e-009,0.5287
1.7359e-009,0.4169
1.7745e-009,0.3483
1.8130e-009,0.3119
1.8516e-009,0.2913
1.8902e-009,0.2730
1.9288e-009,0.2808
1.9673e-009,0.3172
2.0059e-009,0.4013
2.0445e-009,0.5379
2.0830e-009,0.7088
2.1216e-009,0.8643
2.1602e-009,0.9907
2.1988e-009,1.0839
2.2374e-009,1.1466
2.2759e-009,1.1848
2.3145e-009,1.2040
2.3531e-009,1.2442
2.3916e-009,1.2540
2.4302e-009,1.2443
2.4688e-009,1.1966
2.5074e-009,1.0846
2.5459e-009,0.9230
2.5845e-009,0.7506
2.6231e-009,0.5851
2.6617e-009,0.4543
2.7003e-009,0.3671
2.7388e-009,0.3184
2.7774e-009,0.2949
2.8160e-009,0.2849
2.8545e-009,0.2780
2.8931e-009,0.2701
2.9317e-009,0.2668
2.9703e-009,0.2701
3.0089e-009,0.2797
3.0474e-009,0.2974
3.0860e-009,0.3198
3.1246e-009,0.3391
3.1631e-009,0.3518
3.2017e-009,0.3573
3.2403e-009,0.3552
3.2789e-009,0.3470
3.3175e-009,0.3366
3.3560e-009,0.3281
3.3946e-009,0.3220
3.4332e-009,0.3186
3.4717e-009,0.3178
3.5103e-009,0.3181
3.5489e-009,0.3187
3.5875e-009,0.3190
3.6260e-009,0.3188
3.6646e-009,0.3177
3.7032e-009,0.3162
3.7418e-009,0.3168
3.7803e-009,0.3251
3.8189e-009,0.3540
3.8575e-009,0.4235
3.8961e-009,0.5406
3.9346e-009,0.6933
3.9732e-009,0.8408
4.0118e-009,0.9480
4.0504e-009,1.0234
4.0890e-009,1.0777
4.1275e-009,1.1186
4.1661e-009,1.1493
4.2047e-009,1.1715
4.2433e-009,1.1863
4.2818e-009,1.1959
4.3204e-009,1.2008
4.3590e-009,1.2000
4.3975e-009,1.1921
4.4361e-009,1.1778
4.4747e-009,1.1611
4.5133e-009,1.1494
4.5519e-009,1.1476
4.5904e-009,1.1525
4.6290e-009,1.1594
4.6676e-009,1.1658
4.7062e-009,1.1714
4.7447e-009,1.1755
4.7833e-009,1.1782
4.8219e-009,1.1800
4.8604e-009,1.1809
4.8990e-009,1.1810
4.9376e-009,1.1805
4.9762e-009,1.1804
5.0147e-009,1.1808
5.0533e-009,1.1823
5.0919e-009,1.1840
5.1305e-009,1.1849
5.1691e-009,1.1848
5.2076e-009,1.1845
5.2462e-009,1.1842
5.2848e-009,1.1839
5.3234e-009,1.1838
5.3619e-009,1.1837
5.4005e-009,1.1837
5.4391e-009,1.1836
5.4776e-009,1.1836
5.5162e-009,1.1836
5.5548e-009,1.1838
5.5934e-009,1.1841
5.6320e-009,1.1841
5.6705e-009,1.1839
5.7091e-009,1.1837
5.7477e-009,1.1837
5.7863e-009,1.1837
5.8248e-009,1.1837
5.8634e-009,1.1838
5.9020e-009,1.1838
5.9405e-009,1.1838
5.9791e-009,1.1837
6.0177e-009,1.1837
6.0563e-009,1.1838
6.0948e-009,1.1871
6.1334e-009,1.1921
6.1720e-009,1.1870
6.2106e-009,1.1510
6.2492e-009,1.0565
6.2877e-009,0.9133
6.3263e-009,0.7650
6.3649e-009,0.6251
6.4035e-009,0.5066
6.4420e-009,0.4166
6.4806e-009,0.3565
6.5192e-009,0.3219
6.5577e-009,0.3033
6.5963e-009,0.2916
6.6349e-009,0.2830
6.6735e-009,0.2770
6.7121e-009,0.2756
6.7506e-009,0.2818
6.7892e-009,0.2979
6.8278e-009,0.3195
6.8664e-009,0.3383
6.9049e-009,0.3500
6.9435e-009,0.3547
6.9821e-009,0.3532
7.0206e-009,0.3464
7.0592e-009,0.3372
7.0978e-009,0.3290
7.1364e-009,0.3231
7.1749e-009,0.3195
7.2135e-009,0.3177
7.2521e-009,0.3174
7.2907e-009,0.3182
7.3293e-009,0.3188
7.3678e-009,0.3187
7.4064e-009,0.3174
7.4450e-009,0.3158
7.4835e-009,0.3155
7.5221e-009,0.3212
7.5607e-009,0.3432
7.5993e-009,0.4001
7.6379e-009,0.5054
7.6764e-009,0.6502
7.7150e-009,0.8053
7.7536e-009,0.9224
7.7922e-009,1.0053
7.8307e-009,1.0646
7.8693e-009,1.1087
7.9079e-009,1.1419
7.9464e-009,1.1658
7.9850e-009,1.2218
8.0236e-009,1.2381
8.0622e-009,1.2296
8.1008e-009,1.1783
8.1393e-009,1.0595
8.1779e-009,0.8928
8.2165e-009,0.7184
8.2550e-009,0.5578
8.2936e-009,0.4364
8.3322e-009,0.3590
8.3708e-009,0.3170
8.4093e-009,0.2968
8.4479e-009,0.2874
8.4865e-009,0.2793
8.5251e-009,0.2703
8.5637e-009,0.2668
8.6022e-009,0.2706
8.6408e-009,0.2813
8.6794e-009,0.2997
8.7179e-009,0.3219
8.7565e-009,0.3409
8.7951e-009,0.3531
8.8337e-009,0.3577
8.8722e-009,0.3545
8.9108e-009,0.3479
8.9494e-009,0.3511
8.9880e-009,0.3819
9.0266e-009,0.4594
9.0651e-009,0.5837
9.1037e-009,0.7391
9.1423e-009,0.8757
9.1808e-009,0.9740
9.2194e-009,1.0435
9.2580e-009,1.0938
9.2966e-009,1.1304
9.3352e-009,1.1570
9.3737e-009,1.1755
9.4123e-009,1.1878
9.4509e-009,1.1957
9.4895e-009,1.1995
9.5280e-009,1.1973
9.5666e-009,1.1879
9.6052e-009,1.1731
9.6437e-009,1.1574
9.6823e-009,1.1484
9.7209e-009,1.1487
9.7595e-009,1.1544
9.7981e-009,1.1610
9.8366e-009,1.1711
9.8752e-009,1.1825
9.9138e-009,1.1850
9.9524e-009,1.1617
9.9909e-009,1.0848
1.00295e-008,0.9509
1.00681e-008,0.8005
1.01066e-008,0.6566
1.01452e-008,0.5307
1.01838e-008,0.4336
1.02224e-008,0.3678
1.02610e-008,0.3296
1.02995e-008,0.3024
1.03381e-008,0.2830
1.03767e-008,0.2937
1.04152e-008,0.3388
1.04538e-008,0.4312
1.04924e-008,0.5735
1.05310e-008,0.7449
1.05695e-008,0.8961
1.06081e-008,1.0146
1.06467e-008,1.0982
1.06853e-008,1.1526
1.07239e-008,1.1855
1.07624e-008,1.2023
1.08010e-008,1.2084
1.08396e-008,1.2110
1.08781e-008,1.2121
1.09167e-008,1.2089
1.09553e-008,1.2005
1.09939e-008,1.1877
1.10324e-008,1.1718
1.10710e-008,1.1575
1.11096e-008,1.1504
1.11482e-008,1.1506
1.11868e-008,1.1549
1.12253e-008,1.1608
1.12639e-008,1.1671
1.13025e-008,1.1723
1.13410e-008,1.1762
1.13796e-008,1.1791
1.14182e-008,1.1807
1.14568e-008,1.1810
1.14953e-008,1.1807
1.15339e-008,1.1807
1.15725e-008,1.1807
1.16111e-008,1.1814
1.16497e-008,1.1828
1.16882e-008,1.1840
1.17268e-008,1.1844
1.17654e-008,1.1844
1.18039e-008,1.1842
1.18425e-008,1.1839
1.18811e-008,1.1837
1.19197e-008,1.1836
1.19583e-008,1.1835
1.19968e-008,1.1834
1.20354e-008,1.1833
1.20740e-008,1.1833
1.21126e-008,1.1835
1.21511e-008,1.1837
1.21897e-008,1.1838
1.22283e-008,1.1837
1.22668e-008,1.1836
1.23054e-008,1.1835
1.23440e-008,1.1835
1.23826e-008,1.1835
1.24212e-008,1.1835
1.24597e-008,1.1836
1.24983e-008,1.1835
1.25369e-008,1.1835
1.25755e-008,1.1835
1.26140e-008,1.1835
1.26526e-008,1.1836
1.26912e-008,1.1836
1.27297e-008,1.1835
1.27683e-008,1.1835
1.28069e-008,1.1835
1.28455e-008,1.1835
1.28841e-008,1.1835
1.29226e-008,1.1835
1.29612e-008,1.1835
1.29998e-008,1.1835
1.30383e-008,1.1835
1.30769e-008,1.1835
1.31155e-008,1.1854
1.31541e-008,1.1904
1.31926e-008,1.1909
1.32312e-008,1.1697
1.32698e-008,1.0987
1.33084e-008,0.9691
1.33470e-008,0.8190
1.33855e-008,0.6749
1.34241e-008,0.5472
1.34627e-008,0.4462
1.35012e-008,0.3751
1.35398e-008,0.3322
1.35784e-008,0.3054
1.36170e-008,0.2822
1.36555e-008,0.2905
1.36941e-008,0.3317
1.37327e-008,0.4189
1.37713e-008,0.5560
1.38099e-008,0.7267
1.38484e-008,0.8807
1.38870e-008,1.0031
1.39256e-008,1.0903
1.39641e-008,1.1475
1.40027e-008,1.1822
1.40413e-008,1.2004
1.40799e-008,1.2076
1.41185e-008,1.2105
1.41570e-008,1.2120
1.41956e-008,1.2094
1.42342e-008,1.2014
1.42728e-008,1.1890
1.43113e-008,1.1732
1.43499e-008,1.1584
1.43885e-008,1.1505
1.44270e-008,1.1501
1.44656e-008,1.1541
1.45042e-008,1.1598
1.45428e-008,1.1729
1.45814e-008,1.1829
1.46199e-008,1.1780
1.46585e-008,1.1366
1.46971e-008,1.0335
1.47357e-008,0.8868
1.47742e-008,0.7388
1.48128e-008,0.6007
1.48514e-008,0.4862
1.48899e-008,0.4019
1.49285e-008,0.3481
1.49671e-008,0.3182
1.50057e-008,0.3016
1.50443e-008,0.2905
1.50828e-008,0.2818
1.51214e-008,0.2761
1.51600e-008,0.2757
1.51985e-008,0.2835
1.52371e-008,0.3009
1.52757e-008,0.3226
1.53143e-008,0.3404
1.53528e-008,0.3510
1.53914e-008,0.3547
1.54300e-008,0.3524
1.54686e-008,0.3463
1.55071e-008,0.3471
1.55457e-008,0.3713
1.55843e-008,0.4387
1.56229e-008,0.5541
1.56615e-008,0.7051
1.57000e-008,0.8493
1.57386e-008,0.9551
1.57772e-008,1.0302
1.58158e-008,1.0837
1.58543e-008,1.1224
1.58929e-008,1.1510
1.59315e-008,1.1907
1.59701e-008,1.2282
1.60086e-008,1.2368
1.60472e-008,1.2181
1.60858e-008,1.1471
1.61243e-008,1.0086
1.61629e-008,0.8374
1.62015e-008,0.6648
1.62401e-008,0.5152
1.62786e-008,0.4082
1.63172e-008,0.3429
1.63558e-008,0.3089
1.63944e-008,0.2867
1.64329e-008,0.2719
1.64715e-008,0.2819
1.65101e-008,0.3223
1.65487e-008,0.4116
1.65873e-008,0.5529
1.66258e-008,0.7245
1.66644e-008,0.8772
1.67030e-008,1.0006
1.67416e-008,1.0906
1.67801e-008,1.1507
1.68187e-008,1.1868
1.68573e-008,1.2043
1.68959e-008,1.2098
1.69344e-008,1.2115
1.69730e-008,1.2120
1.70116e-008,1.2086
1.70501e-008,1.2009
1.70887e-008,1.1894
1.71273e-008,1.1736
1.71659e-008,1.1583
1.72044e-008,1.1506
1.72430e-008,1.1506
1.72816e-008,1.1547
1.73202e-008,1.1602
1.73588e-008,1.1663
1.73973e-008,1.1715
1.74359e-008,1.1755
1.74745e-008,1.1786
1.75131e-008,1.1805
1.75516e-008,1.1810
1.75902e-008,1.1808
1.76288e-008,1.1808
1.76674e-008,1.1805
1.77059e-008,1.1812
1.77445e-008,1.1826
1.77831e-008,1.1839
1.78216e-008,1.1878
1.78602e-008,1.1927
1.78988e-008,1.1866
1.79374e-008,1.1482
1.79759e-008,1.0506
1.80145e-008,0.9061
1.80531e-008,0.7578
1.80917e-008,0.6184
1.81302e-008,0.5011
1.81688e-008,0.4125
1.82074e-008,0.3539
1.82460e-008,0.3207
1.82846e-008,0.3027
1.83231e-008,0.2911
1.83617e-008,0.2825
1.84003e-008,0.2766
1.84389e-008,0.2755
1.84774e-008,0.2821
1.85160e-008,0.2986
1.85546e-008,0.3204
1.85932e-008,0.3389
1.86317e-008,0.3503
1.86703e-008,0.3547
1.87089e-008,0.3528
1.87474e-008,0.3459
1.87860e-008,0.3367
1.88246e-008,0.3285
1.88632e-008,0.3227
1.89017e-008,0.3192
1.89403e-008,0.3175
1.89789e-008,0.3173
1.90175e-008,0.3182
1.90560e-008,0.3187
1.90946e-008,0.3185
1.91332e-008,0.3172
1.91718e-008,0.3156
1.92104e-008,0.3155
1.92489e-008,0.3216
1.92875e-008,0.3447
1.93261e-008,0.4038
1.93647e-008,0.5112
1.94032e-008,0.6573
