.HEADER
..NAMES
Time,V U1.AA21
.DATA
0.0e+000,0.3151
3.86e-011,0.3151
7.72e-011,0.3151
1.157e-010,0.3151
1.543e-010,0.3151
1.929e-010,0.3151
2.314e-010,0.3151
2.700e-010,0.3151
3.086e-010,0.3151
3.472e-010,0.3151
3.857e-010,0.3151
4.243e-010,0.3151
4.629e-010,0.3151
5.015e-010,0.3151
5.401e-010,0.3151
5.786e-010,0.3185
6.172e-010,0.3323
6.558e-010,0.3718
6.944e-010,0.4561
7.329e-010,0.5841
7.715e-010,0.7379
8.101e-010,0.8656
8.486e-010,0.9510
8.872e-010,1.0080
9.258e-010,1.0518
9.644e-010,1.0933
1.0029e-009,1.1307
1.0415e-009,1.1891
1.0801e-009,1.2181
1.1187e-009,1.2171
1.1572e-009,1.1781
1.1958e-009,1.0702
1.2344e-009,0.9085
1.2730e-009,0.7463
1.3115e-009,0.5968
1.3501e-009,0.4838
1.3887e-009,0.4149
1.4273e-009,0.3675
1.4658e-009,0.3359
1.5044e-009,0.3188
1.5430e-009,0.3044
1.5816e-009,0.2898
1.6202e-009,0.2876
1.6587e-009,0.2958
1.6973e-009,0.3087
1.7359e-009,0.3281
1.7745e-009,0.3504
1.8130e-009,0.3633
1.8516e-009,0.3668
1.8902e-009,0.3645
1.9288e-009,0.3553
1.9673e-009,0.3430
2.0059e-009,0.3402
2.0445e-009,0.3589
2.0830e-009,0.4161
2.1216e-009,0.5244
2.1602e-009,0.6712
2.1988e-009,0.8177
2.2374e-009,0.9203
2.2759e-009,0.9878
2.3145e-009,1.0340
2.3531e-009,1.0730
2.3916e-009,1.1131
2.4302e-009,1.1445
2.4688e-009,1.1640
2.5074e-009,1.1743
2.5459e-009,1.1758
2.5845e-009,1.1688
2.6231e-009,1.1597
2.6617e-009,1.1505
2.7003e-009,1.1408
2.7388e-009,1.1360
2.7774e-009,1.1402
2.8160e-009,1.1493
2.8545e-009,1.1589
2.8931e-009,1.1675
2.9317e-009,1.1808
2.9703e-009,1.1870
3.0089e-009,1.1761
3.0474e-009,1.1244
3.0860e-009,1.0098
3.1246e-009,0.8620
3.1631e-009,0.7218
3.2017e-009,0.5976
3.2403e-009,0.5015
3.2789e-009,0.4308
3.3175e-009,0.3796
3.3560e-009,0.3471
3.3946e-009,0.3257
3.4332e-009,0.3090
3.4717e-009,0.2994
3.5103e-009,0.2995
3.5489e-009,0.3060
3.5875e-009,0.3187
3.6260e-009,0.3371
3.6646e-009,0.3544
3.7032e-009,0.3635
3.7418e-009,0.3645
3.7803e-009,0.3593
3.8189e-009,0.3494
3.8575e-009,0.3388
3.8961e-009,0.3301
3.9346e-009,0.3236
3.9732e-009,0.3204
4.0118e-009,0.3199
4.0504e-009,0.3195
4.0890e-009,0.3186
4.1275e-009,0.3180
4.1661e-009,0.3170
4.2047e-009,0.3156
4.2433e-009,0.3142
4.2818e-009,0.3135
4.3204e-009,0.3153
4.3590e-009,0.3252
4.3975e-009,0.3566
4.4361e-009,0.4283
4.4747e-009,0.5461
4.5133e-009,0.6969
4.5519e-009,0.8366
4.5904e-009,0.9316
4.6290e-009,0.9940
4.6676e-009,1.0401
4.7062e-009,1.0816
4.7447e-009,1.1211
4.7833e-009,1.1508
4.8219e-009,1.1683
4.8604e-009,1.1759
4.8990e-009,1.1748
4.9376e-009,1.1669
4.9762e-009,1.1574
5.0147e-009,1.1478
5.0533e-009,1.1391
5.0919e-009,1.1362
5.1305e-009,1.1415
5.1691e-009,1.1510
5.2076e-009,1.1607
5.2462e-009,1.1710
5.2848e-009,1.1825
5.3234e-009,1.1864
5.3619e-009,1.1696
5.4005e-009,1.1052
5.4391e-009,0.9794
5.4776e-009,0.8317
5.5162e-009,0.6935
5.5548e-009,0.5749
5.5934e-009,0.4848
5.6320e-009,0.4184
5.6705e-009,0.3710
5.7091e-009,0.3420
5.7477e-009,0.3218
5.7863e-009,0.3061
5.8248e-009,0.2986
5.8634e-009,0.3003
5.9020e-009,0.3080
5.9405e-009,0.3221
5.9791e-009,0.3411
6.0177e-009,0.3570
6.0563e-009,0.3643
6.0948e-009,0.3638
6.1334e-009,0.3574
6.1720e-009,0.3470
6.2106e-009,0.3367
6.2492e-009,0.3284
6.2877e-009,0.3225
6.3263e-009,0.3201
6.3649e-009,0.3198
6.4035e-009,0.3192
6.4420e-009,0.3183
6.4806e-009,0.3177
6.5192e-009,0.3167
6.5577e-009,0.3152
6.5963e-009,0.3139
6.6349e-009,0.3133
6.6735e-009,0.3132
6.7121e-009,0.3136
6.7506e-009,0.3142
6.7892e-009,0.3145
6.8278e-009,0.3149
6.8664e-009,0.3152
6.9049e-009,0.3151
6.9435e-009,0.3147
6.9821e-009,0.3146
7.0206e-009,0.3146
7.0592e-009,0.3146
7.0978e-009,0.3146
7.1364e-009,0.3146
7.1749e-009,0.3147
7.2135e-009,0.3147
7.2521e-009,0.3148
7.2907e-009,0.3147
7.3293e-009,0.3146
7.3678e-009,0.3147
7.4064e-009,0.3147
7.4450e-009,0.3146
7.4835e-009,0.3146
7.5221e-009,0.3147
7.5607e-009,0.3147
7.5993e-009,0.3147
7.6379e-009,0.3147
7.6764e-009,0.3147
7.7150e-009,0.3147
7.7536e-009,0.3147
7.7922e-009,0.3147
7.8307e-009,0.3147
7.8693e-009,0.3147
7.9079e-009,0.3148
7.9464e-009,0.3147
7.9850e-009,0.3147
8.0236e-009,0.3148
8.0622e-009,0.3157
8.1008e-009,0.3226
8.1393e-009,0.3461
8.1779e-009,0.4049
8.2165e-009,0.5112
8.2550e-009,0.6545
8.2936e-009,0.8034
8.3322e-009,0.9099
8.3708e-009,0.9798
8.4093e-009,1.0291
8.4479e-009,1.0709
8.4865e-009,1.1118
8.5251e-009,1.1515
8.5637e-009,1.2076
8.6022e-009,1.2211
8.6408e-009,1.2049
8.6794e-009,1.1370
8.7179e-009,0.9964
8.7565e-009,0.8309
8.7951e-009,0.6727
8.8337e-009,0.5375
8.8722e-009,0.4467
8.9108e-009,0.3910
8.9494e-009,0.3497
8.9880e-009,0.3265
9.0266e-009,0.3121
9.0651e-009,0.2964
9.1037e-009,0.2866
9.1423e-009,0.2906
9.1808e-009,0.3010
9.2194e-009,0.3166
9.2580e-009,0.3389
9.2966e-009,0.3578
9.3352e-009,0.3656
9.3737e-009,0.3662
9.4123e-009,0.3608
9.4509e-009,0.3488
9.4895e-009,0.3395
9.5280e-009,0.3454
9.5666e-009,0.3792
9.6052e-009,0.4605
9.6437e-009,0.5897
9.6823e-009,0.7443
9.7209e-009,0.8707
9.7595e-009,0.9553
9.7981e-009,1.0111
9.8366e-009,1.0521
9.8752e-009,1.0919
9.9138e-009,1.1291
9.9524e-009,1.1549
9.9909e-009,1.1696
1.00295e-008,1.1761
1.00681e-008,1.1730
1.01066e-008,1.1644
1.01452e-008,1.1553
1.01838e-008,1.1457
1.02224e-008,1.1374
1.02610e-008,1.1369
1.02995e-008,1.1441
1.03381e-008,1.1537
1.03767e-008,1.1630
1.04152e-008,1.1705
1.04538e-008,1.1745
1.04924e-008,1.1763
1.05310e-008,1.1778
1.05695e-008,1.1787
1.06081e-008,1.1792
1.06467e-008,1.1809
1.06853e-008,1.1826
1.07239e-008,1.1831
1.07624e-008,1.1837
1.08010e-008,1.1847
1.08396e-008,1.1852
1.08781e-008,1.1851
1.09167e-008,1.1850
1.09553e-008,1.1845
1.09939e-008,1.1841
1.10324e-008,1.1842
1.10710e-008,1.1843
1.11096e-008,1.1842
1.11482e-008,1.1845
1.11868e-008,1.1847
1.12253e-008,1.1845
1.12639e-008,1.1843
1.13025e-008,1.1844
1.13410e-008,1.1851
1.13796e-008,1.1903
1.14182e-008,1.1928
1.14568e-008,1.1769
1.14953e-008,1.1163
1.15339e-008,0.9946
1.15725e-008,0.8457
1.16111e-008,0.7045
1.16497e-008,0.5828
1.16882e-008,0.4901
1.17268e-008,0.4214
1.17654e-008,0.3725
1.18039e-008,0.3427
1.18425e-008,0.3223
