.HEADER
..NAMES
Time,V U1.Y19
.DATA
0.0e+000,1.1826
3.86e-011,1.1826
7.72e-011,1.1826
1.157e-010,1.1826
1.543e-010,1.1826
1.929e-010,1.1826
2.314e-010,1.1826
2.700e-010,1.1826
3.086e-010,1.1826
3.472e-010,1.1826
3.857e-010,1.1826
4.243e-010,1.1826
4.629e-010,1.1826
5.015e-010,1.1826
5.401e-010,1.1826
5.786e-010,1.1826
6.172e-010,1.1826
6.558e-010,1.1826
6.944e-010,1.1869
7.329e-010,1.1912
7.715e-010,1.1821
8.101e-010,1.1366
8.486e-010,1.0309
8.872e-010,0.8857
9.258e-010,0.7411
9.644e-010,0.6064
1.0029e-009,0.4938
1.0415e-009,0.4084
1.0801e-009,0.3518
1.1187e-009,0.3197
1.1572e-009,0.2886
1.1958e-009,0.2867
1.2344e-009,0.3180
1.2730e-009,0.3999
1.3115e-009,0.5437
1.3501e-009,0.7307
1.3887e-009,0.8958
1.4273e-009,1.0106
1.4658e-009,1.0845
1.5044e-009,1.1304
1.5430e-009,1.1582
1.5816e-009,1.1753
1.6202e-009,1.1866
1.6587e-009,1.1904
1.6973e-009,1.1865
1.7359e-009,1.1771
1.7745e-009,1.1620
1.8130e-009,1.1433
1.8516e-009,1.1325
1.8902e-009,1.1343
1.9288e-009,1.1432
1.9673e-009,1.1529
2.0059e-009,1.1615
2.0445e-009,1.1684
2.0830e-009,1.1768
2.1216e-009,1.1852
2.1602e-009,1.1855
2.1988e-009,1.1612
2.2374e-009,1.0834
2.2759e-009,0.9508
2.3145e-009,0.8059
2.3531e-009,0.6686
2.3916e-009,0.5458
2.4302e-009,0.4467
2.4688e-009,0.3756
2.5074e-009,0.3326
2.5459e-009,0.3085
2.5845e-009,0.2953
2.6231e-009,0.2897
2.6617e-009,0.2917
2.7003e-009,0.3044
2.7388e-009,0.3258
2.7774e-009,0.3451
2.8160e-009,0.3560
2.8545e-009,0.3597
2.8931e-009,0.3575
2.9317e-009,0.3505
2.9703e-009,0.3411
3.0089e-009,0.3318
3.0474e-009,0.3303
3.0860e-009,0.3466
3.1246e-009,0.3974
3.1631e-009,0.4971
3.2017e-009,0.6363
3.2403e-009,0.7880
3.2789e-009,0.9042
3.3175e-009,0.9874
3.3560e-009,1.0488
3.3946e-009,1.0963
3.4332e-009,1.1331
3.4717e-009,1.1589
3.5103e-009,1.2121
3.5489e-009,1.2251
3.5875e-009,1.2091
3.6260e-009,1.1471
3.6646e-009,1.0142
3.7032e-009,0.8420
3.7418e-009,0.6861
3.7803e-009,0.5564
3.8189e-009,0.4560
3.8575e-009,0.3819
3.8961e-009,0.3353
3.9346e-009,0.3073
3.9732e-009,0.2757
4.0118e-009,0.2756
4.0504e-009,0.3114
4.0890e-009,0.3972
4.1275e-009,0.5456
4.1661e-009,0.7396
4.2047e-009,0.9080
4.2433e-009,1.0214
4.2818e-009,1.0911
4.3204e-009,1.1331
4.3590e-009,1.1587
4.3975e-009,1.1743
4.4361e-009,1.1858
4.4747e-009,1.1908
4.5133e-009,1.1873
4.5519e-009,1.1774
4.5904e-009,1.1622
4.6290e-009,1.1434
4.6676e-009,1.1321
4.7062e-009,1.1338
4.7447e-009,1.1431
4.7833e-009,1.1534
4.8219e-009,1.1622
4.8604e-009,1.1691
4.8990e-009,1.1737
4.9376e-009,1.1759
4.9762e-009,1.1768
5.0147e-009,1.1775
5.0533e-009,1.1776
5.0919e-009,1.1783
5.1305e-009,1.1808
5.1691e-009,1.1834
5.2076e-009,1.1843
5.2462e-009,1.1839
5.2848e-009,1.1833
5.3234e-009,1.1829
5.3619e-009,1.1826
5.4005e-009,1.1825
5.4391e-009,1.1826
5.4776e-009,1.1827
