.HEADER
..NAMES
Time,V U1.W14
.DATA
3.90222e-008,1.0001
3.90589e-008,1.0023
3.90955e-008,1.0071
3.91322e-008,1.0115
3.91689e-008,1.0133
3.92056e-008,1.0120
3.92422e-008,1.0087
3.92789e-008,1.0052
3.93156e-008,1.0025
3.93523e-008,1.0012
3.93890e-008,1.0012
3.94256e-008,1.0032
3.94623e-008,1.0070
3.94990e-008,1.0129
3.95356e-008,1.0228
3.95723e-008,1.0310
3.96090e-008,1.0249
3.96457e-008,0.9852
3.96824e-008,0.8931
3.97190e-008,0.7693
3.97557e-008,0.6496
3.97924e-008,0.5503
3.98291e-008,0.4759
3.98657e-008,0.4232
3.99024e-008,0.3866
3.99391e-008,0.3586
3.99757e-008,0.3356
4.00124e-008,0.3167
4.00491e-008,0.3028
4.00858e-008,0.2944
4.01225e-008,0.2911
4.01591e-008,0.2911
4.01958e-008,0.2923
4.02325e-008,0.2928
4.02691e-008,0.2920
4.03058e-008,0.2904
4.03425e-008,0.2897
4.03792e-008,0.2917
4.04158e-008,0.2974
4.04525e-008,0.3082
4.04892e-008,0.3259
4.05259e-008,0.3508
4.05626e-008,0.3795
4.05992e-008,0.4051
4.06359e-008,0.4211
4.06726e-008,0.4244
4.07092e-008,0.4169
4.07459e-008,0.4051
4.07826e-008,0.3974
4.08193e-008,0.3979
4.08560e-008,0.4064
4.08926e-008,0.4185
4.09293e-008,0.4283
4.09660e-008,0.4320
4.10027e-008,0.4290
4.10393e-008,0.4225
4.10760e-008,0.4165
4.11127e-008,0.4139
4.11493e-008,0.4160
4.11860e-008,0.4216
4.12227e-008,0.4282
4.12594e-008,0.4330
4.12961e-008,0.4343
4.13327e-008,0.4324
4.13694e-008,0.4285
4.14061e-008,0.4234
4.14427e-008,0.4169
4.14794e-008,0.4085
4.15161e-008,0.3986
4.15528e-008,0.3883
4.15894e-008,0.3788
4.16261e-008,0.3703
4.16628e-008,0.3623
4.16995e-008,0.3540
4.17362e-008,0.3449
4.17728e-008,0.3355
4.18095e-008,0.3273
4.18462e-008,0.3224
4.18828e-008,0.3221
4.19195e-008,0.3259
4.19562e-008,0.3316
4.19929e-008,0.3363
4.20296e-008,0.3378
4.20662e-008,0.3354
4.21029e-008,0.3303
4.21396e-008,0.3245
4.21763e-008,0.3204
4.22129e-008,0.3189
4.22496e-008,0.3197
4.22863e-008,0.3217
4.23229e-008,0.3249
4.23596e-008,0.3340
4.23963e-008,0.3596
4.24330e-008,0.4188
4.24697e-008,0.5150
4.25063e-008,0.6362
4.25430e-008,0.7557
4.25797e-008,0.8455
4.26163e-008,0.9119
4.26530e-008,0.9637
4.26897e-008,1.0060
4.27264e-008,1.0403
4.27631e-008,1.0657
4.27997e-008,1.0822
4.28364e-008,1.0925
4.28731e-008,1.0987
4.29098e-008,1.1027
4.29464e-008,1.1061
4.29831e-008,1.1100
4.30198e-008,1.1139
4.30564e-008,1.1171
4.30931e-008,1.1187
4.31298e-008,1.1176
4.31665e-008,1.1140
4.32032e-008,1.1072
4.32398e-008,1.0961
4.32765e-008,1.0821
4.33132e-008,1.0650
4.33498e-008,1.0362
4.33865e-008,0.9823
4.34232e-008,0.8823
4.34599e-008,0.7468
4.34965e-008,0.6165
4.35332e-008,0.5089
4.35699e-008,0.4237
4.36066e-008,0.3558
4.36433e-008,0.3034
4.36799e-008,0.2658
4.37166e-008,0.2428
4.37533e-008,0.2315
4.37899e-008,0.2276
4.38266e-008,0.2264
4.38633e-008,0.2244
4.39000e-008,0.2204
4.39367e-008,0.2149
4.39733e-008,0.2092
4.40100e-008,0.2047
4.40467e-008,0.2022
4.40834e-008,0.2029
4.41200e-008,0.2070
4.41567e-008,0.2150
4.41934e-008,0.2271
4.42300e-008,0.2514
4.42667e-008,0.2999
4.43034e-008,0.3890
4.43401e-008,0.5248
4.43768e-008,0.6853
4.44134e-008,0.8331
4.44501e-008,0.9299
4.44868e-008,0.9908
4.45234e-008,1.0373
4.45601e-008,1.0826
4.45968e-008,1.1260
4.46335e-008,1.1607
4.46701e-008,1.1814
4.47068e-008,1.1890
4.47435e-008,1.1882
4.47802e-008,1.1854
4.48169e-008,1.1852
4.48535e-008,1.1893
4.48902e-008,1.1966
4.49269e-008,1.2048
4.49635e-008,1.2111
4.50002e-008,1.2135
4.50369e-008,1.2110
4.50736e-008,1.2032
4.51103e-008,1.1896
4.51469e-008,1.1690
4.51836e-008,1.1411
4.52203e-008,1.1091
4.52570e-008,1.0806
4.52936e-008,1.0634
4.53303e-008,1.0592
4.53670e-008,1.0625
4.54036e-008,1.0645
4.54403e-008,1.0578
4.54770e-008,1.0414
4.55137e-008,1.0202
4.55504e-008,1.0027
4.55870e-008,0.9957
4.56237e-008,1.0007
4.56604e-008,1.0133
4.56970e-008,1.0261
4.57337e-008,1.0331
4.57704e-008,1.0321
4.58071e-008,1.0247
4.58437e-008,1.0146
4.58804e-008,1.0056
4.59171e-008,0.9998
4.59538e-008,0.9981
4.59905e-008,1.0001
4.60271e-008,1.0048
4.60638e-008,1.0111
4.61005e-008,1.0182
4.61371e-008,1.0253
4.61738e-008,1.0318
4.62105e-008,1.0375
4.62472e-008,1.0429
4.62839e-008,1.0493
4.63205e-008,1.0577
4.63572e-008,1.0682
4.63939e-008,1.0800
4.64306e-008,1.0908
4.64672e-008,1.0982
4.65039e-008,1.1003
4.65406e-008,1.0967
4.65772e-008,1.0894
4.66139e-008,1.0821
4.66506e-008,1.0781
4.66873e-008,1.0790
4.67240e-008,1.0839
4.67606e-008,1.0903
4.67973e-008,1.0958
4.68340e-008,1.0989
4.68706e-008,1.0993
4.69073e-008,1.0977
4.69440e-008,1.0952
4.69807e-008,1.0930
4.70173e-008,1.0920
4.70540e-008,1.0925
4.70907e-008,1.0945
4.71274e-008,1.0971
4.71641e-008,1.0994
4.72007e-008,1.1008
4.72374e-008,1.1009
4.72741e-008,1.0997
4.73107e-008,1.0978
4.73474e-008,1.0954
4.73841e-008,1.0934
4.74208e-008,1.0923
4.74575e-008,1.0923
4.74941e-008,1.0932
4.75308e-008,1.0945
4.75675e-008,1.0954
4.76041e-008,1.0953
4.76408e-008,1.0941
4.76775e-008,1.0924
4.77142e-008,1.0907
4.77508e-008,1.0893
4.77875e-008,1.0883
4.78242e-008,1.0879
4.78609e-008,1.0884
4.78976e-008,1.0896
4.79342e-008,1.0907
4.79709e-008,1.0912
4.80076e-008,1.0908
4.80442e-008,1.0901
4.80809e-008,1.0899
4.81176e-008,1.0909
4.81543e-008,1.0931
4.81910e-008,1.0955
4.82276e-008,1.0974
4.82643e-008,1.0983
4.83010e-008,1.0984
4.83377e-008,1.0986
4.83743e-008,1.0992
4.84110e-008,1.1004
4.84477e-008,1.1017
4.84843e-008,1.1024
4.85210e-008,1.1023
4.85577e-008,1.1020
4.85944e-008,1.1020
4.86311e-008,1.1025
4.86677e-008,1.1036
4.87044e-008,1.1051
4.87411e-008,1.1062
4.87777e-008,1.1060
4.88144e-008,1.1047
4.88511e-008,1.1040
4.88878e-008,1.1050
4.89244e-008,1.1101
4.89611e-008,1.1117
4.89978e-008,1.0980
4.90345e-008,1.0488
4.90712e-008,0.9489
4.91078e-008,0.8192
4.91445e-008,0.6894
4.91812e-008,0.5778
4.92178e-008,0.4926
4.92545e-008,0.4330
4.92912e-008,0.3918
4.93279e-008,0.3630
4.93646e-008,0.3418
4.94012e-008,0.3271
4.94379e-008,0.3173
4.94746e-008,0.3115
4.95113e-008,0.3082
4.95479e-008,0.3058
4.95846e-008,0.3033
4.96213e-008,0.3006
4.96579e-008,0.2983
4.96946e-008,0.2973
4.97313e-008,0.2981
4.97680e-008,0.3011
4.98047e-008,0.3064
4.98413e-008,0.3157
4.98780e-008,0.3311
4.99147e-008,0.3536
4.99513e-008,0.3803
4.99880e-008,0.4044
5.00247e-008,0.4197
5.00614e-008,0.4224
5.00980e-008,0.4145
5.01347e-008,0.4025
5.01714e-008,0.3946
5.02081e-008,0.3947
5.02448e-008,0.4022
5.02814e-008,0.4126
5.03181e-008,0.4204
5.03548e-008,0.4221
5.03914e-008,0.4182
5.04281e-008,0.4115
5.04648e-008,0.4059
5.05015e-008,0.4038
5.05382e-008,0.4058
5.05748e-008,0.4105
5.06115e-008,0.4158
5.06482e-008,0.4199
5.06849e-008,0.4219
5.07215e-008,0.4215
5.07582e-008,0.4212
5.07949e-008,0.4271
5.08315e-008,0.4501
5.08682e-008,0.5089
5.09049e-008,0.6081
5.09416e-008,0.7277
5.09783e-008,0.8427
5.10149e-008,0.9201
5.10516e-008,0.9699
5.10883e-008,1.0036
5.11249e-008,1.0288
5.11616e-008,1.0478
5.11983e-008,1.0624
5.12350e-008,1.0741
5.12716e-008,1.0855
5.13083e-008,1.0975
5.13450e-008,1.1089
5.13817e-008,1.1175
5.14184e-008,1.1216
5.14550e-008,1.1212
5.14917e-008,1.1174
5.15284e-008,1.1116
5.15650e-008,1.1049
5.16017e-008,1.0989
5.16384e-008,1.0934
5.16751e-008,1.0849
5.17118e-008,1.0726
5.17484e-008,1.0564
5.17851e-008,1.0293
5.18218e-008,0.9805
5.18584e-008,0.8902
5.18951e-008,0.7613
5.19318e-008,0.6335
5.19685e-008,0.5256
5.20051e-008,0.4369
5.20418e-008,0.3639
5.20785e-008,0.3067
5.21152e-008,0.2670
5.21519e-008,0.2432
5.21885e-008,0.2322
5.22252e-008,0.2279
5.22619e-008,0.2253
5.22985e-008,0.2213
5.23352e-008,0.2155
5.23719e-008,0.2094
5.24086e-008,0.2044
5.24453e-008,0.2015
5.24819e-008,0.2008
5.25186e-008,0.2025
5.25553e-008,0.2064
5.25920e-008,0.2133
5.26286e-008,0.2242
5.26653e-008,0.2457
5.27020e-008,0.2901
5.27386e-008,0.3726
5.27753e-008,0.5039
5.28120e-008,0.6639
5.28487e-008,0.8191
5.28854e-008,0.9243
5.29220e-008,0.9892
5.29587e-008,1.0369
5.29954e-008,1.0822
5.30320e-008,1.1260
5.30687e-008,1.1615
5.31054e-008,1.1834
5.31421e-008,1.1916
5.31787e-008,1.1912
5.32154e-008,1.1890
5.32521e-008,1.1899
5.32888e-008,1.1954
5.33255e-008,1.2042
5.33621e-008,1.2136
5.33988e-008,1.2206
5.34355e-008,1.2231
5.34721e-008,1.2194
5.35088e-008,1.2114
5.35455e-008,1.1983
5.35822e-008,1.1803
5.36189e-008,1.1588
5.36555e-008,1.1280
5.36922e-008,1.0801
5.37289e-008,0.9980
5.37656e-008,0.8752
5.38022e-008,0.7408
5.38389e-008,0.6174
5.38756e-008,0.5089
5.39122e-008,0.4146
5.39489e-008,0.3373
5.39856e-008,0.2804
5.40223e-008,0.2462
5.40590e-008,0.2334
5.40956e-008,0.2349
5.41323e-008,0.2414
5.41690e-008,0.2450
5.42056e-008,0.2416
5.42423e-008,0.2319
5.42790e-008,0.2192
5.43157e-008,0.2076
5.43523e-008,0.2000
5.43890e-008,0.1981
5.44257e-008,0.2017
5.44624e-008,0.2099
5.44991e-008,0.2214
5.45357e-008,0.2397
5.45724e-008,0.2764
5.46091e-008,0.3463
5.46457e-008,0.4644
5.46824e-008,0.6182
5.47191e-008,0.7789
5.47558e-008,0.8973
5.47925e-008,0.9722
5.48291e-008,1.0243
5.48658e-008,1.0703
5.49025e-008,1.1150
5.49392e-008,1.1526
5.49758e-008,1.1769
5.50125e-008,1.1865
5.50492e-008,1.1853
5.50858e-008,1.1804
5.51225e-008,1.1781
5.51592e-008,1.1813
5.51959e-008,1.1894
5.52326e-008,1.1995
5.52692e-008,1.2081
5.53059e-008,1.2126
5.53426e-008,1.2117
5.53792e-008,1.2051
5.54159e-008,1.1930
5.54526e-008,1.1747
5.54893e-008,1.1499
5.55259e-008,1.1199
5.55626e-008,1.0908
5.55993e-008,1.0700
5.56360e-008,1.0619
5.56727e-008,1.0632
5.57093e-008,1.0664
5.57460e-008,1.0631
5.57827e-008,1.0498
5.58193e-008,1.0290
5.58560e-008,1.0085
5.58927e-008,0.9962
5.59294e-008,0.9962
5.59661e-008,1.0065
5.60027e-008,1.0203
5.60394e-008,1.0305
5.60761e-008,1.0331
5.61128e-008,1.0281
5.61494e-008,1.0187
5.61861e-008,1.0089
5.62228e-008,1.0015
5.62594e-008,0.9981
5.62961e-008,0.9986
5.63328e-008,1.0022
5.63695e-008,1.0080
5.64062e-008,1.0150
5.64428e-008,1.0222
5.64795e-008,1.0291
5.65162e-008,1.0351
5.65528e-008,1.0405
5.65895e-008,1.0464
5.66262e-008,1.0540
5.66629e-008,1.0638
5.66996e-008,1.0751
5.67362e-008,1.0864
5.67729e-008,1.0953
5.68096e-008,1.0997
5.68463e-008,1.0984
5.68829e-008,1.0925
5.69196e-008,1.0849
5.69563e-008,1.0794
5.69929e-008,1.0782
5.70296e-008,1.0814
5.70663e-008,1.0873
5.71030e-008,1.0932
5.71397e-008,1.0972
5.71763e-008,1.0987
5.72130e-008,1.0979
5.72497e-008,1.0958
5.72863e-008,1.0936
5.73230e-008,1.0921
5.73597e-008,1.0921
5.73964e-008,1.0934
5.74330e-008,1.0957
5.74697e-008,1.0981
5.75064e-008,1.0998
5.75431e-008,1.1004
5.75798e-008,1.0997
5.76164e-008,1.0982
5.76531e-008,1.0961
5.76898e-008,1.0940
5.77264e-008,1.0925
5.77631e-008,1.0921
5.77998e-008,1.0926
5.78365e-008,1.0936
5.78732e-008,1.0946
5.79098e-008,1.0949
5.79465e-008,1.0942
5.79832e-008,1.0927
5.80199e-008,1.0910
5.80565e-008,1.0895
5.80932e-008,1.0884
5.81299e-008,1.0877
5.81665e-008,1.0879
5.82032e-008,1.0888
5.82399e-008,1.0900
5.82766e-008,1.0908
5.83133e-008,1.0907
5.83499e-008,1.0900
5.83866e-008,1.0896
5.84233e-008,1.0902
5.84599e-008,1.0920
5.84966e-008,1.0944
5.85333e-008,1.0963
5.85700e-008,1.0970
5.86066e-008,1.0966
5.86433e-008,1.0955
5.86800e-008,1.0946
5.87167e-008,1.0944
5.87534e-008,1.0949
5.87900e-008,1.0956
5.88267e-008,1.0963
5.88634e-008,1.0964
5.89000e-008,1.0962
5.89367e-008,1.0957
5.89734e-008,1.0954
5.90101e-008,1.0955
5.90468e-008,1.0958
5.90834e-008,1.0963
5.91201e-008,1.0964
5.91568e-008,1.0963
5.91935e-008,1.0961
5.92301e-008,1.0962
5.92668e-008,1.0968
5.93035e-008,1.0976
5.93401e-008,1.0982
5.93768e-008,1.0984
5.94135e-008,1.0981
5.94502e-008,1.0975
5.94869e-008,1.0971
5.95235e-008,1.0970
5.95602e-008,1.0973
5.95969e-008,1.0977
5.96335e-008,1.0977
5.96702e-008,1.0971
5.97069e-008,1.0963
5.97436e-008,1.0955
5.97802e-008,1.0951
5.98169e-008,1.0954
5.98536e-008,1.0960
5.98903e-008,1.0968
5.99269e-008,1.0973
5.99636e-008,1.0973
6.00003e-008,1.0970
6.00370e-008,1.0964
6.00737e-008,1.0960
6.01103e-008,1.0956
6.01470e-008,1.0954
6.01837e-008,1.0954
6.02204e-008,1.0954
6.02570e-008,1.0954
6.02937e-008,1.0955
6.03304e-008,1.0957
6.03671e-008,1.0959
6.04037e-008,1.0962
6.04404e-008,1.0962
6.04771e-008,1.0960
6.05137e-008,1.0956
6.05504e-008,1.0952
6.05871e-008,1.0951
6.06238e-008,1.0953
6.06604e-008,1.0956
6.06971e-008,1.0959
6.07338e-008,1.0960
6.07705e-008,1.0959
6.08072e-008,1.0956
6.08438e-008,1.0953
6.08805e-008,1.0952
6.09172e-008,1.0952
6.09539e-008,1.0953
6.09905e-008,1.0955
6.10272e-008,1.0956
6.10639e-008,1.0957
6.11006e-008,1.0957
6.11372e-008,1.0956
6.11739e-008,1.0955
6.12106e-008,1.0955
6.12472e-008,1.0955
6.12839e-008,1.0954
6.13206e-008,1.0954
6.13573e-008,1.0954
6.13939e-008,1.0955
6.14306e-008,1.0956
6.14673e-008,1.0957
6.15040e-008,1.0958
6.15407e-008,1.0958
6.15773e-008,1.0956
6.16140e-008,1.0955
6.16507e-008,1.0953
6.16874e-008,1.0953
6.17240e-008,1.0953
6.17607e-008,1.0954
6.17974e-008,1.0956
6.18341e-008,1.0956
6.18707e-008,1.0956
6.19074e-008,1.0956
