.HEADER
..NAMES
Time,V U1.AD18&AE18
.DATA
0.0e+000,0.3154
3.86e-011,0.3154
7.72e-011,0.3154
1.157e-010,0.3154
1.543e-010,0.3154
1.929e-010,0.3154
2.314e-010,0.3154
2.700e-010,0.3154
3.086e-010,0.3154
3.472e-010,0.3154
3.857e-010,0.3154
4.243e-010,0.3154
4.629e-010,0.3154
5.015e-010,0.3154
5.401e-010,0.3154
5.786e-010,0.3154
6.172e-010,0.3154
6.558e-010,0.3154
6.944e-010,0.3154
7.329e-010,0.3154
7.715e-010,0.3154
8.101e-010,0.3154
8.486e-010,0.3154
8.872e-010,0.3154
9.258e-010,0.3202
9.644e-010,0.3373
1.0029e-009,0.3839
1.0415e-009,0.4778
1.0801e-009,0.6154
1.1187e-009,0.7747
1.1572e-009,0.9014
1.1958e-009,0.9859
1.2344e-009,1.0364
1.2730e-009,1.0671
1.3115e-009,1.0885
1.3501e-009,1.1100
1.3887e-009,1.1671
1.4273e-009,1.1817
1.4658e-009,1.1613
1.5044e-009,1.0937
1.5430e-009,0.9541
1.5816e-009,0.7613
1.6202e-009,0.5971
1.6587e-009,0.4769
1.6973e-009,0.4028
1.7359e-009,0.3663
1.7745e-009,0.3530
1.8130e-009,0.3462
1.8516e-009,0.3239
1.8902e-009,0.3259
1.9288e-009,0.3688
1.9673e-009,0.4713
2.0059e-009,0.6334
2.0445e-009,0.8371
2.0830e-009,1.0085
2.1216e-009,1.1081
2.1602e-009,1.1470
2.1988e-009,1.1494
2.2374e-009,1.1404
2.2759e-009,1.1362
2.3145e-009,1.1708
2.3531e-009,1.1913
2.3916e-009,1.1795
2.4302e-009,1.1259
2.4688e-009,1.0057
2.5074e-009,0.8172
2.5459e-009,0.6356
2.5845e-009,0.5013
2.6231e-009,0.4156
2.6617e-009,0.3743
2.7003e-009,0.3593
2.7388e-009,0.3547
2.7774e-009,0.3368
2.8160e-009,0.3254
2.8545e-009,0.3522
2.8931e-009,0.4324
2.9317e-009,0.5762
2.9703e-009,0.7710
3.0089e-009,0.9632
3.0474e-009,1.0848
3.0860e-009,1.1411
3.1246e-009,1.1514
3.1631e-009,1.1439
3.2017e-009,1.1357
3.2403e-009,1.1467
3.2789e-009,1.1867
3.3175e-009,1.1861
3.3560e-009,1.1485
3.3946e-009,1.0519
3.4332e-009,0.8821
3.4717e-009,0.6884
3.5103e-009,0.5383
3.5489e-009,0.4368
3.5875e-009,0.3836
3.6260e-009,0.3622
3.6646e-009,0.3560
3.7032e-009,0.3491
3.7418e-009,0.3250
3.7803e-009,0.3394
3.8189e-009,0.3996
3.8575e-009,0.5239
3.8961e-009,0.7048
3.9346e-009,0.9090
3.9732e-009,1.0535
4.0118e-009,1.1294
4.0504e-009,1.1513
4.0890e-009,1.1473
4.1275e-009,1.1371
4.1661e-009,1.1366
4.2047e-009,1.1805
4.2433e-009,1.1897
4.2818e-009,1.1652
4.3204e-009,1.0902
4.3590e-009,0.9429
4.3975e-009,0.7459
4.4361e-009,0.5807
4.4747e-009,0.4635
4.5133e-009,0.3959
4.5519e-009,0.3666
4.5904e-009,0.3573
4.6290e-009,0.3518
4.6676e-009,0.3276
4.7062e-009,0.3306
4.7447e-009,0.3739
4.7833e-009,0.4779
4.8219e-009,0.6425
4.8604e-009,0.8478
4.8990e-009,1.0157
4.9376e-009,1.1120
4.9762e-009,1.1486
5.0147e-009,1.1500
5.0533e-009,1.1400
5.0919e-009,1.1355
5.1305e-009,1.1701
5.1691e-009,1.1904
5.2076e-009,1.1773
5.2462e-009,1.1210
5.2848e-009,0.9975
5.3234e-009,0.8078
5.3619e-009,0.6277
5.4005e-009,0.4953
5.4391e-009,0.4122
5.4776e-009,0.3729
5.5162e-009,0.3587
5.5548e-009,0.3541
5.5934e-009,0.3366
5.6320e-009,0.3264
5.6705e-009,0.3549
5.7091e-009,0.4380
5.7477e-009,0.5846
5.7863e-009,0.7812
5.8248e-009,0.9709
5.8634e-009,1.0889
5.9020e-009,1.1424
5.9405e-009,1.1512
5.9791e-009,1.1432
6.0177e-009,1.1353
6.0563e-009,1.1539
6.0948e-009,1.1881
6.1334e-009,1.1853
6.1720e-009,1.1452
6.2106e-009,1.0451
6.2492e-009,0.8714
6.2877e-009,0.6794
6.3263e-009,0.5320
6.3649e-009,0.4330
6.4035e-009,0.3817
6.4420e-009,0.3613
6.4806e-009,0.3556
6.5192e-009,0.3483
6.5577e-009,0.3252
6.5963e-009,0.3412
6.6349e-009,0.4046
6.6735e-009,0.5321
6.7121e-009,0.7150
6.7506e-009,0.9181
6.7892e-009,1.0591
6.8278e-009,1.1316
6.8664e-009,1.1513
6.9049e-009,1.1466
6.9435e-009,1.1367
6.9821e-009,1.1367
7.0206e-009,1.1828
7.0592e-009,1.1896
7.0978e-009,1.1630
7.1364e-009,1.0846
7.1749e-009,0.9331
7.2135e-009,0.7358
7.2521e-009,0.5737
7.2907e-009,0.4589
7.3293e-009,0.3936
7.3678e-009,0.3653
7.4064e-009,0.3571
7.4450e-009,0.3512
7.4835e-009,0.3275
7.5221e-009,0.3318
7.5607e-009,0.3777
7.5993e-009,0.4852
7.6379e-009,0.6523
7.6764e-009,0.8579
7.7150e-009,1.0224
7.7536e-009,1.1153
7.7922e-009,1.1491
7.8307e-009,1.1493
7.8693e-009,1.1394
7.9079e-009,1.1356
7.9464e-009,1.1737
7.9850e-009,1.1908
8.0236e-009,1.1758
8.0622e-009,1.1167
8.1008e-009,0.9891
8.1393e-009,0.7969
8.1779e-009,0.6199
8.2165e-009,0.4900
8.2550e-009,0.4093
8.2936e-009,0.3714
8.3322e-009,0.3584
8.3708e-009,0.3536
8.4093e-009,0.3336
8.4479e-009,0.3264
8.4865e-009,0.3576
8.5251e-009,0.4443
8.5637e-009,0.5938
8.6022e-009,0.7925
8.6408e-009,0.9787
8.6794e-009,1.0930
8.7179e-009,1.1435
8.7565e-009,1.1509
8.7951e-009,1.1426
8.8337e-009,1.1353
8.8722e-009,1.1543
8.9108e-009,1.1880
8.9494e-009,1.1840
8.9880e-009,1.1416
9.0266e-009,1.0377
9.0651e-009,0.8615
9.1037e-009,0.6707
9.1423e-009,0.5254
9.1808e-009,0.4291
9.2194e-009,0.3802
9.2580e-009,0.3610
9.2966e-009,0.3555
9.3352e-009,0.3441
9.3737e-009,0.3247
9.4123e-009,0.3430
9.4509e-009,0.4092
9.4895e-009,0.5400
9.5280e-009,0.7257
9.5666e-009,0.9272
9.6052e-009,1.0641
9.6437e-009,1.1335
9.6823e-009,1.1515
9.7209e-009,1.1462
9.7595e-009,1.1364
9.7981e-009,1.1369
9.8366e-009,1.1829
9.8752e-009,1.1888
9.9138e-009,1.1602
9.9524e-009,1.0785
9.9909e-009,0.9237
1.00295e-008,0.7265
1.00681e-008,0.5664
1.01066e-008,0.4541
1.01452e-008,0.3915
1.01838e-008,0.3646
1.02224e-008,0.3569
1.02610e-008,0.3509
1.02995e-008,0.3262
1.03381e-008,0.3329
1.03767e-008,0.3814
1.04152e-008,0.4921
1.04538e-008,0.6621
1.04924e-008,0.8683
1.05310e-008,1.0286
1.05695e-008,1.1181
