.HEADER
..NAMES
Time,V U1.Y22
.DATA
0.0e+000,1.1838
3.86e-011,1.1838
7.72e-011,1.1838
1.157e-010,1.1838
1.543e-010,1.1838
1.929e-010,1.1838
2.314e-010,1.1838
2.700e-010,1.1838
3.086e-010,1.1838
3.472e-010,1.1838
3.857e-010,1.1838
4.243e-010,1.1838
4.629e-010,1.1838
5.015e-010,1.1838
5.401e-010,1.1838
5.786e-010,1.1868
6.172e-010,1.1919
6.558e-010,1.1884
6.944e-010,1.1562
7.329e-010,1.0669
7.715e-010,0.9265
8.101e-010,0.7806
8.486e-010,0.6473
8.872e-010,0.5395
9.258e-010,0.4580
9.644e-010,0.3971
1.0029e-009,0.3571
1.0415e-009,0.3324
1.0801e-009,0.3140
1.1187e-009,0.3016
1.1572e-009,0.2969
1.1958e-009,0.2974
1.2344e-009,0.3036
1.2730e-009,0.3172
1.3115e-009,0.3344
1.3501e-009,0.3485
1.3887e-009,0.3564
1.4273e-009,0.3571
1.4658e-009,0.3513
1.5044e-009,0.3426
1.5430e-009,0.3401
1.5816e-009,0.3571
1.6202e-009,0.4131
1.6587e-009,0.5195
1.6973e-009,0.6630
1.7359e-009,0.8089
1.7745e-009,0.9123
1.8130e-009,0.9806
1.8516e-009,1.0291
1.8902e-009,1.0713
1.9288e-009,1.1122
1.9673e-009,1.1432
2.0059e-009,1.1630
2.0445e-009,1.1740
2.0830e-009,1.1770
2.1216e-009,1.1740
2.1602e-009,1.1690
2.1988e-009,1.1614
2.2374e-009,1.1510
2.2759e-009,1.1435
2.3145e-009,1.1434
2.3531e-009,1.1494
2.3916e-009,1.1582
2.4302e-009,1.1669
2.4688e-009,1.1728
2.5074e-009,1.1759
2.5459e-009,1.1776
2.5845e-009,1.1782
2.6231e-009,1.1786
2.6617e-009,1.1799
2.7003e-009,1.1816
2.7388e-009,1.1826
2.7774e-009,1.1827
2.8160e-009,1.1831
2.8545e-009,1.1838
2.8931e-009,1.1844
2.9317e-009,1.1888
2.9703e-009,1.1932
3.0089e-009,1.1852
3.0474e-009,1.1430
3.0860e-009,1.0403
3.1246e-009,0.8947
3.1631e-009,0.7511
3.2017e-009,0.6225
3.2403e-009,0.5210
3.2789e-009,0.4443
3.3175e-009,0.3872
3.3560e-009,0.3512
3.3946e-009,0.3283
3.4332e-009,0.3112
3.4717e-009,0.3004
3.5103e-009,0.2968
3.5489e-009,0.2983
3.5875e-009,0.3061
3.6260e-009,0.3209
3.6646e-009,0.3380
3.7032e-009,0.3510
3.7418e-009,0.3574
3.7803e-009,0.3565
3.8189e-009,0.3497
