.HEADER
..NAMES
Time,V U1.AA18
.DATA
0.0e+000,0.3164
3.86e-011,0.3164
7.72e-011,0.3164
1.157e-010,0.3164
1.543e-010,0.3164
1.929e-010,0.3164
2.314e-010,0.3164
2.700e-010,0.3164
3.086e-010,0.3164
3.472e-010,0.3164
3.857e-010,0.3164
4.243e-010,0.3164
4.629e-010,0.3164
5.015e-010,0.3164
5.401e-010,0.3164
5.786e-010,0.3164
6.172e-010,0.3164
6.558e-010,0.3164
6.944e-010,0.3190
7.329e-010,0.3301
7.715e-010,0.3639
8.101e-010,0.4393
8.486e-010,0.5581
8.872e-010,0.7047
9.258e-010,0.8328
9.644e-010,0.9200
1.0029e-009,0.9824
1.0415e-009,1.0352
1.0801e-009,1.0859
1.1187e-009,1.1238
1.1572e-009,1.1424
1.1958e-009,1.1443
1.2344e-009,1.1332
1.2730e-009,1.1182
1.3115e-009,1.1083
1.3501e-009,1.1068
1.3887e-009,1.1150
1.4273e-009,1.1292
1.4658e-009,1.1425
1.5044e-009,1.1526
1.5430e-009,1.1593
1.5816e-009,1.1637
1.6202e-009,1.1711
1.6587e-009,1.1812
1.6973e-009,1.1849
1.7359e-009,1.1666
1.7745e-009,1.0975
1.8130e-009,0.9718
1.8516e-009,0.8296
1.8902e-009,0.6977
1.9288e-009,0.5858
1.9673e-009,0.4936
2.0059e-009,0.4181
2.0445e-009,0.3681
2.0830e-009,0.3349
2.1216e-009,0.3105
2.1602e-009,0.3317
2.1988e-009,0.4003
2.2374e-009,0.5316
2.2759e-009,0.7056
2.3145e-009,0.8746
2.3531e-009,0.9831
2.3916e-009,1.0401
2.4302e-009,1.0733
2.4688e-009,1.1085
2.5074e-009,1.1415
2.5459e-009,1.1603
2.5845e-009,1.1637
2.6231e-009,1.1497
2.6617e-009,1.1267
2.7003e-009,1.1077
2.7388e-009,1.0984
2.7774e-009,1.1027
2.8160e-009,1.1184
2.8545e-009,1.1363
2.8931e-009,1.1508
2.9317e-009,1.1597
2.9703e-009,1.1637
3.0089e-009,1.1668
3.0474e-009,1.1766
3.0860e-009,1.1844
3.1246e-009,1.1796
3.1631e-009,1.1390
3.2017e-009,1.0376
3.2403e-009,0.8972
3.2789e-009,0.7594
3.3175e-009,0.6358
3.3560e-009,0.5350
3.3946e-009,0.4507
3.4332e-009,0.3882
3.4717e-009,0.3505
3.5103e-009,0.3160
3.5489e-009,0.3164
3.5875e-009,0.3604
3.6260e-009,0.4610
3.6646e-009,0.6200
3.7032e-009,0.7994
3.7418e-009,0.9387
3.7803e-009,1.0179
3.8189e-009,1.0583
3.8575e-009,1.0908
3.8961e-009,1.1271
3.9346e-009,1.1529
3.9732e-009,1.1917
4.0118e-009,1.2041
4.0504e-009,1.1804
4.0890e-009,1.1216
4.1275e-009,1.0000
4.1661e-009,0.8437
4.2047e-009,0.7065
4.2433e-009,0.6012
4.2818e-009,0.5250
4.3204e-009,0.4519
4.3590e-009,0.3832
4.3975e-009,0.3383
4.4361e-009,0.3039
4.4747e-009,0.2958
4.5133e-009,0.3362
4.5519e-009,0.4265
4.5904e-009,0.5779
4.6290e-009,0.7593
4.6676e-009,0.9124
4.7062e-009,0.9995
4.7447e-009,1.0422
4.7833e-009,1.0724
4.8219e-009,1.1118
