.HEADER
..NAMES
Time,V U1.AD18&AE18
.DATA
0.0e+000,-0.8622
3.86e-011,-0.8622
7.72e-011,-0.8622
1.157e-010,-0.8622
1.543e-010,-0.8622
1.929e-010,-0.8622
2.314e-010,-0.8622
2.700e-010,-0.8622
3.086e-010,-0.8622
3.472e-010,-0.8622
3.857e-010,-0.8622
4.243e-010,-0.8622
4.629e-010,-0.8622
5.015e-010,-0.8622
5.401e-010,-0.8622
5.786e-010,-0.8622
6.172e-010,-0.8622
6.558e-010,-0.8622
6.944e-010,-0.8622
7.329e-010,-0.8622
7.715e-010,-0.8622
8.101e-010,-0.8622
8.486e-010,-0.8622
8.872e-010,-0.8622
9.258e-010,-0.8574
9.644e-010,-0.8403
1.0029e-009,-0.7984
1.0415e-009,-0.7068
1.0801e-009,-0.5588
1.1187e-009,-0.3564
1.1572e-009,-0.1376
1.1958e-009,0.0654
1.2344e-009,0.2453
1.2730e-009,0.4116
1.3115e-009,0.5506
1.3501e-009,0.6559
1.3887e-009,0.7486
1.4273e-009,0.7702
1.4658e-009,0.7577
1.5044e-009,0.6634
1.5430e-009,0.4862
1.5816e-009,0.2208
1.6202e-009,-0.0435
1.6587e-009,-0.2918
1.6973e-009,-0.4819
1.7359e-009,-0.6090
1.7745e-009,-0.6888
1.8130e-009,-0.7243
1.8516e-009,-0.7482
1.8902e-009,-0.7216
1.9288e-009,-0.6963
1.9673e-009,-0.5956
2.0059e-009,-0.4497
2.0445e-009,-0.2456
2.0830e-009,-0.0106
2.1216e-009,0.1888
2.1602e-009,0.3674
2.1988e-009,0.5035
2.2374e-009,0.6184
2.2759e-009,0.7067
2.3145e-009,0.7771
2.3531e-009,0.7963
2.3916e-009,0.7736
2.4302e-009,0.6944
2.4688e-009,0.5429
2.5074e-009,0.3007
2.5459e-009,0.0336
2.5845e-009,-0.2162
2.6231e-009,-0.4262
2.6617e-009,-0.5660
2.7003e-009,-0.6619
2.7388e-009,-0.7125
2.7774e-009,-0.7416
2.8160e-009,-0.7341
2.8545e-009,-0.7068
2.8931e-009,-0.6345
2.9317e-009,-0.4989
2.9703e-009,-0.3142
3.0089e-009,-0.0799
3.0474e-009,0.1285
3.0860e-009,0.3168
3.1246e-009,0.4627
3.1631e-009,0.5831
3.2017e-009,0.6817
3.2403e-009,0.7455
3.2789e-009,0.7968
3.3175e-009,0.7792
3.3560e-009,0.7277
3.3946e-009,0.5998
3.4332e-009,0.3853
3.4717e-009,0.1169
3.5103e-009,-0.1402
3.5489e-009,-0.3689
3.5875e-009,-0.5267
3.6260e-009,-0.6365
3.6646e-009,-0.7007
3.7032e-009,-0.7290
3.7418e-009,-0.7436
3.7803e-009,-0.7042
3.8189e-009,-0.6702
3.8575e-009,-0.5459
3.8961e-009,-0.3805
3.9346e-009,-0.1551
3.9732e-009,0.0668
4.0118e-009,0.2604
4.0504e-009,0.4204
4.0890e-009,0.5474
4.1275e-009,0.6534
4.1661e-009,0.7243
4.2047e-009,0.7914
4.2433e-009,0.7867
4.2818e-009,0.7531
4.3204e-009,0.6480
4.3590e-009,0.4633
4.3975e-009,0.2018
4.4361e-009,-0.0618
4.4747e-009,-0.3027
4.5133e-009,-0.4836
4.5519e-009,-0.6067
4.5904e-009,-0.6849
4.6290e-009,-0.7232
4.6676e-009,-0.7472
4.7062e-009,-0.7192
4.7447e-009,-0.6955
4.7833e-009,-0.5884
4.8219e-009,-0.4396
4.8604e-009,-0.2302
4.8990e-009,0.0018
4.9376e-009,0.1997
4.9762e-009,0.3753
5.0147e-009,0.5094
5.0533e-009,0.6224
5.0919e-009,0.7072
5.1305e-009,0.7776
5.1691e-009,0.7945
5.2076e-009,0.7705
5.2462e-009,0.6885
5.2848e-009,0.5321
5.3234e-009,0.2876
5.3619e-009,0.0193
5.4005e-009,-0.2292
5.4391e-009,-0.4351
5.4776e-009,-0.5724
5.5162e-009,-0.6655
5.5548e-009,-0.7147
5.5934e-009,-0.7412
5.6320e-009,-0.7320
5.6705e-009,-0.7034
5.7091e-009,-0.6291
5.7477e-009,-0.4911
5.7863e-009,-0.3031
5.8248e-009,-0.0685
5.8634e-009,0.1383
5.9020e-009,0.3241
5.9405e-009,0.4692
5.9791e-009,0.5884
6.0177e-009,0.6854
6.0563e-009,0.7540
6.0948e-009,0.7977
6.1334e-009,0.7805
6.1720e-009,0.7226
6.2106e-009,0.5915
6.2492e-009,0.3715
6.2877e-009,0.1030
6.3263e-009,-0.1525
6.3649e-009,-0.3796
6.4035e-009,-0.5334
6.4420e-009,-0.6414
6.4806e-009,-0.7030
6.5192e-009,-0.7300
6.5577e-009,-0.7422
6.5963e-009,-0.7014
6.6349e-009,-0.6650
6.6735e-009,-0.5381
6.7121e-009,-0.3704
6.7506e-009,-0.1431
6.7892e-009,0.0776
6.8278e-009,0.2685
6.8664e-009,0.4273
6.9049e-009,0.5529
6.9435e-009,0.6582
6.9821e-009,0.7266
7.0206e-009,0.7937
7.0592e-009,0.7858
7.0978e-009,0.7499
7.1364e-009,0.6410
7.1749e-009,0.4508
7.2135e-009,0.1876
7.2521e-009,-0.0740
7.2907e-009,-0.3147
7.3293e-009,-0.4910
7.3678e-009,-0.6125
7.4064e-009,-0.6875
7.4450e-009,-0.7243
7.4835e-009,-0.7467
7.5221e-009,-0.7165
7.5607e-009,-0.6913
7.5993e-009,-0.5813
7.6379e-009,-0.4302
7.6764e-009,-0.2183
7.7150e-009,0.0132
7.7536e-009,0.2088
7.7922e-009,0.3825
7.8307e-009,0.5153
7.8693e-009,0.6275
7.9079e-009,0.7105
7.9464e-009,0.7817
7.9850e-009,0.7943
8.0236e-009,0.7694
8.0622e-009,0.6825
8.1008e-009,0.5219
8.1393e-009,0.2731
8.1779e-009,0.0063
8.2165e-009,-0.2417
8.2550e-009,-0.4437
8.2936e-009,-0.5785
8.3322e-009,-0.6690
8.3708e-009,-0.7163
8.4093e-009,-0.7443
8.4479e-009,-0.7303
8.4865e-009,-0.7050
8.5251e-009,-0.6222
8.5637e-009,-0.4836
8.6022e-009,-0.2917
8.6408e-009,-0.0567
8.6794e-009,0.1477
8.7179e-009,0.3333
8.7565e-009,0.4755
8.7951e-009,0.5940
8.8337e-009,0.6893
8.8722e-009,0.7557
8.9108e-009,0.7967
8.9494e-009,0.7773
8.9880e-009,0.7175
9.0266e-009,0.5820
9.0651e-009,0.3584
9.1037e-009,0.0892
9.1423e-009,-0.1655
9.1808e-009,-0.3888
9.2194e-009,-0.5401
9.2580e-009,-0.6455
9.2966e-009,-0.7053
9.3352e-009,-0.7345
