.HEADER
..NAMES
Time,V U1.AC20
.DATA
0.0e+000,1.1828
3.86e-011,1.1828
7.72e-011,1.1828
1.157e-010,1.1828
1.543e-010,1.1828
1.929e-010,1.1828
2.314e-010,1.1828
2.700e-010,1.1828
3.086e-010,1.1828
3.472e-010,1.1828
3.857e-010,1.1828
4.243e-010,1.1828
4.629e-010,1.1828
5.015e-010,1.1828
5.401e-010,1.1828
5.786e-010,1.1828
6.172e-010,1.1828
6.558e-010,1.1828
6.944e-010,1.1881
7.329e-010,1.1913
7.715e-010,1.1777
8.101e-010,1.1221
8.486e-010,1.0061
8.872e-010,0.8587
9.258e-010,0.7154
9.644e-010,0.5844
1.0029e-009,0.4770
1.0415e-009,0.3966
1.0801e-009,0.3449
1.1187e-009,0.3160
1.1572e-009,0.2996
1.1958e-009,0.2905
1.2344e-009,0.2883
1.2730e-009,0.2955
1.3115e-009,0.3134
1.3501e-009,0.3351
1.3887e-009,0.3510
1.4273e-009,0.3590
1.4658e-009,0.3600
1.5044e-009,0.3550
1.5430e-009,0.3461
1.5816e-009,0.3364
1.6202e-009,0.3304
1.6587e-009,0.3383
1.6973e-009,0.3744
1.7359e-009,0.4570
1.7745e-009,0.5849
1.8130e-009,0.7389
1.8516e-009,0.8693
1.8902e-009,0.9620
1.9288e-009,1.0289
1.9673e-009,1.0803
2.0059e-009,1.1210
2.0445e-009,1.1511
2.0830e-009,1.1706
2.1216e-009,1.1801
2.1602e-009,1.1806
2.1988e-009,1.1723
2.2374e-009,1.1580
2.2759e-009,1.1424
2.3145e-009,1.1346
2.3531e-009,1.1378
2.3916e-009,1.1466
2.4302e-009,1.1553
2.4688e-009,1.1625
2.5074e-009,1.1680
2.5459e-009,1.1719
2.5845e-009,1.1746
2.6231e-009,1.1761
2.6617e-009,1.1769
2.7003e-009,1.1774
2.7388e-009,1.1784
2.7774e-009,1.1807
2.8160e-009,1.1831
2.8545e-009,1.1840
2.8931e-009,1.1836
2.9317e-009,1.1831
2.9703e-009,1.1828
3.0089e-009,1.1843
3.0474e-009,1.1893
3.0860e-009,1.1904
3.1246e-009,1.1707
3.1631e-009,1.1027
3.2017e-009,0.9764
3.2403e-009,0.8290
3.2789e-009,0.6871
3.3175e-009,0.5601
3.3560e-009,0.4578
3.3946e-009,0.3837
3.4332e-009,0.3375
3.4717e-009,0.3084
3.5103e-009,0.2840
3.5489e-009,0.2935
3.5875e-009,0.3409
3.6260e-009,0.4445
3.6646e-009,0.6078
3.7032e-009,0.7963
3.7418e-009,0.9433
3.7803e-009,1.0424
3.8189e-009,1.1053
3.8575e-009,1.1443
3.8961e-009,1.1679
3.9346e-009,1.1824
3.9732e-009,1.1916
4.0118e-009,1.1929
4.0504e-009,1.1868
4.0890e-009,1.1756
4.1275e-009,1.1592
4.1661e-009,1.1412
4.2047e-009,1.1326
4.2433e-009,1.1362
4.2818e-009,1.1455
4.3204e-009,1.1551
4.3590e-009,1.1633
4.3975e-009,1.1697
4.4361e-009,1.1738
4.4747e-009,1.1759
4.5133e-009,1.1770
4.5519e-009,1.1777
4.5904e-009,1.1778
4.6290e-009,1.1785
4.6676e-009,1.1810
4.7062e-009,1.1836
4.7447e-009,1.1843
4.7833e-009,1.1839
4.8219e-009,1.1834
4.8604e-009,1.1830
4.8990e-009,1.1857
4.9376e-009,1.1908
4.9762e-009,1.1866
5.0147e-009,1.1529
5.0533e-009,1.0618
5.0919e-009,0.9218
5.1305e-009,0.7762
5.1691e-009,0.6382
5.2076e-009,0.5196
5.2462e-009,0.4271
5.2848e-009,0.3635
5.3234e-009,0.3262
5.3619e-009,0.3057
5.4005e-009,0.2939
5.4391e-009,0.2886
5.4776e-009,0.2913
5.5162e-009,0.3050
5.5548e-009,0.3265
5.5934e-009,0.3455
5.6320e-009,0.3566
5.6705e-009,0.3604
5.7091e-009,0.3579
5.7477e-009,0.3504
5.7863e-009,0.3407
5.8248e-009,0.3317
5.8634e-009,0.3252
5.9020e-009,0.3217
5.9405e-009,0.3206
5.9791e-009,0.3209
6.0177e-009,0.3206
6.0563e-009,0.3188
6.0948e-009,0.3166
6.1334e-009,0.3147
6.1720e-009,0.3137
6.2106e-009,0.3134
6.2492e-009,0.3136
6.2877e-009,0.3142
6.3263e-009,0.3148
6.3649e-009,0.3152
6.4035e-009,0.3154
6.4420e-009,0.3154
6.4806e-009,0.3151
6.5192e-009,0.3147
6.5577e-009,0.3147
6.5963e-009,0.3149
6.6349e-009,0.3151
6.6735e-009,0.3151
6.7121e-009,0.3152
6.7506e-009,0.3152
6.7892e-009,0.3203
6.8278e-009,0.3381
6.8664e-009,0.3860
6.9049e-009,0.4801
6.9435e-009,0.6155
6.9821e-009,0.7700
7.0206e-009,0.8930
7.0592e-009,0.9811
7.0978e-009,1.0448
7.1364e-009,1.0939
7.1749e-009,1.1319
7.2135e-009,1.1586
7.2521e-009,1.1746
7.2907e-009,1.1812
7.3293e-009,1.1791
7.3678e-009,1.1691
7.4064e-009,1.1543
7.4450e-009,1.1403
7.4835e-009,1.1353
7.5221e-009,1.1401
7.5607e-009,1.1490
7.5993e-009,1.1573
7.6379e-009,1.1641
7.6764e-009,1.1693
7.7150e-009,1.1729
7.7536e-009,1.1755
7.7922e-009,1.1768
7.8307e-009,1.1775
7.8693e-009,1.1780
7.9079e-009,1.1793
7.9464e-009,1.1816
7.9850e-009,1.1837
8.0236e-009,1.1842
8.0622e-009,1.1838
8.1008e-009,1.1834
8.1393e-009,1.1831
8.1779e-009,1.1830
8.2165e-009,1.1830
8.2550e-009,1.1831
8.2936e-009,1.1830
8.3322e-009,1.1831
8.3708e-009,1.1834
8.4093e-009,1.1836
8.4479e-009,1.1834
8.4865e-009,1.1831
8.5251e-009,1.1830
8.5637e-009,1.1831
8.6022e-009,1.1832
8.6408e-009,1.1852
8.6794e-009,1.1904
8.7179e-009,1.1902
8.7565e-009,1.1670
8.7951e-009,1.0926
8.8337e-009,0.9619
8.8722e-009,0.8143
8.9108e-009,0.6733
8.9494e-009,0.5488
8.9880e-009,0.4495
9.0266e-009,0.3781
9.0651e-009,0.3346
