.HEADER
..NAMES
Time,V U1.AE2
.DATA
0.0e+000,1.1834
3.86e-011,1.1834
7.72e-011,1.1834
1.157e-010,1.1834
1.543e-010,1.1834
1.929e-010,1.1834
2.314e-010,1.1834
2.700e-010,1.1834
3.086e-010,1.1834
3.472e-010,1.1834
3.857e-010,1.1834
4.243e-010,1.1834
4.629e-010,1.1834
5.015e-010,1.1834
5.401e-010,1.1834
5.786e-010,1.1834
6.172e-010,1.1834
6.558e-010,1.1834
6.944e-010,1.1834
7.329e-010,1.1834
7.715e-010,1.1834
8.101e-010,1.1834
8.486e-010,1.1834
8.872e-010,1.1834
9.258e-010,1.1873
9.644e-010,1.1920
1.0029e-009,1.1850
1.0415e-009,1.1440
1.0801e-009,1.0428
1.1187e-009,0.8968
1.1572e-009,0.7478
1.1958e-009,0.6071
1.2344e-009,0.4881
1.2730e-009,0.3987
1.3115e-009,0.3417
1.3501e-009,0.3110
1.3887e-009,0.2823
1.4273e-009,0.2777
1.4658e-009,0.3018
1.5044e-009,0.3648
1.5430e-009,0.4736
1.5816e-009,0.6256
1.6202e-009,0.7876
1.6587e-009,0.9292
1.6973e-009,1.0414
1.7359e-009,1.1209
1.7745e-009,1.1715
1.8130e-009,1.2000
1.8516e-009,1.2132
1.8902e-009,1.2161
1.9288e-009,1.2161
1.9673e-009,1.2161
2.0059e-009,1.2124
2.0445e-009,1.2046
2.0830e-009,1.1919
2.1216e-009,1.1753
2.1602e-009,1.1603
2.1988e-009,1.1531
2.2374e-009,1.1528
2.2759e-009,1.1559
2.3145e-009,1.1642
2.3531e-009,1.1761
2.3916e-009,1.1814
2.4302e-009,1.1631
2.4688e-009,1.0941
2.5074e-009,0.9660
2.5459e-009,0.8158
2.5845e-009,0.6697
2.6231e-009,0.5383
2.6617e-009,0.4332
2.7003e-009,0.3612
2.7388e-009,0.3213
2.7774e-009,0.3012
2.8160e-009,0.2901
2.8545e-009,0.2827
2.8931e-009,0.2771
2.9317e-009,0.2734
2.9703e-009,0.2732
3.0089e-009,0.2806
3.0474e-009,0.2985
3.0860e-009,0.3206
3.1246e-009,0.3382
3.1631e-009,0.3487
3.2017e-009,0.3526
3.2403e-009,0.3510
3.2789e-009,0.3488
3.3175e-009,0.3586
3.3560e-009,0.3998
3.3946e-009,0.4900
3.4332e-009,0.6240
3.4717e-009,0.7799
3.5103e-009,0.9058
3.5489e-009,0.9982
3.5875e-009,1.0656
3.6260e-009,1.1142
3.6646e-009,1.1468
3.7032e-009,1.1679
3.7418e-009,1.1828
3.7803e-009,1.1930
3.8189e-009,1.1995
3.8575e-009,1.2024
3.8961e-009,1.2012
3.9346e-009,1.1937
3.9732e-009,1.1795
4.0118e-009,1.1622
4.0504e-009,1.1506
4.0890e-009,1.1495
4.1275e-009,1.1545
4.1661e-009,1.1607
4.2047e-009,1.1717
4.2433e-009,1.1822
4.2818e-009,1.1811
4.3204e-009,1.1475
4.3590e-009,1.0543
4.3975e-009,0.9115
4.4361e-009,0.7621
4.4747e-009,0.6193
4.5133e-009,0.4962
4.5519e-009,0.4025
4.5904e-009,0.3434
4.6290e-009,0.3130
4.6676e-009,0.2975
4.7062e-009,0.2878
4.7447e-009,0.2807
4.7833e-009,0.2755
4.8219e-009,0.2730
4.8604e-009,0.2748
4.8990e-009,0.2860
4.9376e-009,0.3067
4.9762e-009,0.3281
5.0147e-009,0.3432
5.0533e-009,0.3511
5.0919e-009,0.3529
5.1305e-009,0.3503
5.1691e-009,0.3505
5.2076e-009,0.3691
5.2462e-009,0.4274
5.2848e-009,0.5351
5.3234e-009,0.6815
5.3619e-009,0.8312
5.4005e-009,0.9435
5.4391e-009,1.0256
5.4776e-009,1.0858
5.5162e-009,1.1281
5.5548e-009,1.1558
5.5934e-009,1.1742
5.6320e-009,1.1872
5.6705e-009,1.1960
5.7091e-009,1.2012
5.7477e-009,1.2028
5.7863e-009,1.1994
5.8248e-009,1.1894
5.8634e-009,1.1734
5.9020e-009,1.1570
5.9405e-009,1.1492
5.9791e-009,1.1511
6.0177e-009,1.1570
6.0563e-009,1.1628
6.0948e-009,1.1679
6.1334e-009,1.1729
6.1720e-009,1.1770
6.2106e-009,1.1797
6.2492e-009,1.1812
6.2877e-009,1.1819
6.3263e-009,1.1819
6.3649e-009,1.1816
6.4035e-009,1.1806
6.4420e-009,1.1805
6.4806e-009,1.1821
6.5192e-009,1.1841
6.5577e-009,1.1850
6.5963e-009,1.1848
6.6349e-009,1.1844
6.6735e-009,1.1843
6.7121e-009,1.1842
6.7506e-009,1.1840
6.7892e-009,1.1839
6.8278e-009,1.1838
6.8664e-009,1.1837
6.9049e-009,1.1836
6.9435e-009,1.1835
6.9821e-009,1.1837
7.0206e-009,1.1877
7.0592e-009,1.1928
7.0978e-009,1.1867
7.1364e-009,1.1482
7.1749e-009,1.0505
7.2135e-009,0.9058
7.2521e-009,0.7567
7.2907e-009,0.6152
7.3293e-009,0.4946
7.3678e-009,0.4033
7.4064e-009,0.3445
7.4450e-009,0.3127
7.4835e-009,0.2848
7.5221e-009,0.2779
7.5607e-009,0.3002
7.5993e-009,0.3608
7.6379e-009,0.4669
7.6764e-009,0.6169
7.7150e-009,0.7797
7.7536e-009,0.9226
7.7922e-009,1.0366
7.8307e-009,1.1178
7.8693e-009,1.1698
7.9079e-009,1.1992
7.9464e-009,1.2133
7.9850e-009,1.2165
8.0236e-009,1.2163
8.0622e-009,1.2165
8.1008e-009,1.2131
8.1393e-009,1.2055
8.1779e-009,1.1930
8.2165e-009,1.1765
8.2550e-009,1.1612
8.2936e-009,1.1536
8.3322e-009,1.1530
8.3708e-009,1.1560
8.4093e-009,1.1605
8.4479e-009,1.1662
8.4865e-009,1.1716
8.5251e-009,1.1756
8.5637e-009,1.1788
8.6022e-009,1.1811
8.6408e-009,1.1819
8.6794e-009,1.1818
8.7179e-009,1.1814
8.7565e-009,1.1807
8.7951e-009,1.1809
8.8337e-009,1.1822
8.8722e-009,1.1839
8.9108e-009,1.1900
8.9494e-009,1.1929
8.9880e-009,1.1784
9.0266e-009,1.1204
9.0651e-009,1.0010
9.1037e-009,0.8507
9.1423e-009,0.7033
9.1808e-009,0.5678
9.2194e-009,0.4570
9.2580e-009,0.3774
9.2966e-009,0.3297
9.3352e-009,0.3051
9.3737e-009,0.2920
9.4123e-009,0.2840
9.4509e-009,0.2781
9.4895e-009,0.2741
9.5280e-009,0.2728
9.5666e-009,0.2779
9.6052e-009,0.2936
9.6437e-009,0.3160
9.6823e-009,0.3353
9.7209e-009,0.3474
9.7595e-009,0.3526
9.7981e-009,0.3520
9.8366e-009,0.3488
9.8752e-009,0.3546
9.9138e-009,0.3871
9.9524e-009,0.4670
9.9909e-009,0.5929
1.00295e-008,0.7481
1.00681e-008,0.8824
1.01066e-008,0.9809
1.01452e-008,1.0531
1.01838e-008,1.1056
1.02224e-008,1.1413
1.02610e-008,1.1643
1.02995e-008,1.1801
1.03381e-008,1.1912
1.03767e-008,1.1985
1.04152e-008,1.2023
1.04538e-008,1.2020
1.04924e-008,1.1960
1.05310e-008,1.1832
1.05695e-008,1.1659
1.06081e-008,1.1523
1.06467e-008,1.1491
1.06853e-008,1.1533
1.07239e-008,1.1596
1.07624e-008,1.1691
1.08010e-008,1.1804
1.08396e-008,1.1832
1.08781e-008,1.1591
1.09167e-008,1.0796
1.09553e-008,0.9442
1.09939e-008,0.7939
1.10324e-008,0.6489
1.10710e-008,0.5205
1.11096e-008,0.4197
1.11482e-008,0.3533
1.11868e-008,0.3181
1.12253e-008,0.3002
1.12639e-008,0.2897
1.13025e-008,0.2822
1.13410e-008,0.2765
1.13796e-008,0.2733
1.14182e-008,0.2739
1.14568e-008,0.2828
1.14953e-008,0.3020
1.15339e-008,0.3240
1.15725e-008,0.3407
1.16111e-008,0.3500
1.16497e-008,0.3530
1.16882e-008,0.3507
1.17268e-008,0.3436
1.17654e-008,0.3342
1.18039e-008,0.3260
1.18425e-008,0.3205
1.18811e-008,0.3176
1.19197e-008,0.3161
1.19583e-008,0.3157
1.19968e-008,0.3163
1.20354e-008,0.3177
1.20740e-008,0.3182
1.21126e-008,0.3169
1.21511e-008,0.3152
1.21897e-008,0.3141
1.22283e-008,0.3134
1.22668e-008,0.3128
1.23054e-008,0.3126
1.23440e-008,0.3130
1.23826e-008,0.3137
1.24212e-008,0.3142
1.24597e-008,0.3145
1.24983e-008,0.3145
1.25369e-008,0.3146
1.25755e-008,0.3148
1.26140e-008,0.3146
1.26526e-008,0.3179
1.26912e-008,0.3324
1.27297e-008,0.3739
1.27683e-008,0.4613
1.28069e-008,0.5930
1.28455e-008,0.7517
1.28841e-008,0.8863
1.29226e-008,0.9836
1.29612e-008,1.0529
1.29998e-008,1.1031
1.30383e-008,1.1387
1.30769e-008,1.1635
1.31155e-008,1.1808
1.31541e-008,1.1927
1.31926e-008,1.2004
1.32312e-008,1.2043
1.32698e-008,1.2039
1.33084e-008,1.1971
1.33470e-008,1.1834
1.33855e-008,1.1655
1.34241e-008,1.1520
1.34627e-008,1.1489
1.35012e-008,1.1533
1.35398e-008,1.1598
1.35784e-008,1.1704
1.36170e-008,1.1816
1.36555e-008,1.1835
1.36941e-008,1.1571
1.37327e-008,1.0743
1.37713e-008,0.9370
1.38099e-008,0.7868
1.38484e-008,0.6423
1.38870e-008,0.5150
1.39256e-008,0.4157
1.39641e-008,0.3512
1.40027e-008,0.3172
1.40413e-008,0.2917
1.40799e-008,0.2784
1.41185e-008,0.2938
1.41570e-008,0.3445
1.41956e-008,0.4408
1.42342e-008,0.5826
1.42728e-008,0.7473
1.43113e-008,0.8950
1.43499e-008,1.0156
1.43885e-008,1.1035
1.44270e-008,1.1611
1.44656e-008,1.1948
1.45042e-008,1.2239
1.45428e-008,1.2549
1.45814e-008,1.2583
1.46199e-008,1.2420
1.46585e-008,1.1825
1.46971e-008,1.0591
1.47357e-008,0.8943
1.47742e-008,0.7192
1.48128e-008,0.5551
1.48514e-008,0.4268
1.48899e-008,0.3441
1.49285e-008,0.3002
1.49671e-008,0.2811
1.50057e-008,0.2748
1.50443e-008,0.2719
1.50828e-008,0.2662
1.51214e-008,0.2638
1.51600e-008,0.2667
1.51985e-008,0.2745
1.52371e-008,0.2902
1.52757e-008,0.3118
1.53143e-008,0.3319
1.53528e-008,0.3465
1.53914e-008,0.3543
1.54300e-008,0.3550
1.54686e-008,0.3520
1.55071e-008,0.3587
1.55457e-008,0.3951
1.55843e-008,0.4796
1.56229e-008,0.6081
1.56615e-008,0.7639
1.57000e-008,0.8948
1.57386e-008,0.9903
1.57772e-008,1.0594
1.58158e-008,1.1098
1.58543e-008,1.1445
1.58929e-008,1.1672
1.59315e-008,1.1825
1.59701e-008,1.1928
1.60086e-008,1.1993
1.60472e-008,1.2024
1.60858e-008,1.2018
1.61243e-008,1.1951
1.61629e-008,1.1816
1.62015e-008,1.1645
1.62401e-008,1.1520
1.62786e-008,1.1496
1.63172e-008,1.1541
1.63558e-008,1.1604
1.63944e-008,1.1707
1.64329e-008,1.1818
1.64715e-008,1.1827
1.65101e-008,1.1542
1.65487e-008,1.0682
1.65873e-008,0.9291
1.66258e-008,0.7792
1.66644e-008,0.6352
1.67030e-008,0.5093
1.67416e-008,0.4116
1.67801e-008,0.3489
1.68187e-008,0.3159
1.68573e-008,0.2889
1.68959e-008,0.2781
1.69344e-008,0.2952
1.69730e-008,0.3482
1.70116e-008,0.4469
1.70501e-008,0.5910
1.70887e-008,0.7553
1.71273e-008,0.9018
1.71659e-008,1.0208
1.72044e-008,1.1070
1.72430e-008,1.1632
1.72816e-008,1.1960
1.73202e-008,1.2124
1.73588e-008,1.2171
1.73973e-008,1.2171
1.74359e-008,1.2171
1.74745e-008,1.2140
1.75131e-008,1.2071
1.75516e-008,1.1957
1.75902e-008,1.1796
1.76288e-008,1.1635
1.76674e-008,1.1545
1.77059e-008,1.1531
1.77445e-008,1.1557
1.77831e-008,1.1607
1.78216e-008,1.1741
1.78602e-008,1.1823
1.78988e-008,1.1711
1.79374e-008,1.1154
1.79759e-008,0.9984
1.80145e-008,0.8492
1.80531e-008,0.7019
1.80917e-008,0.5660
1.81302e-008,0.4543
1.81688e-008,0.3747
1.82074e-008,0.3283
1.82460e-008,0.3051
1.82846e-008,0.2789
1.83231e-008,0.2833
1.83617e-008,0.3176
1.84003e-008,0.3944
1.84389e-008,0.5174
1.84774e-008,0.6786
1.85160e-008,0.8353
1.85546e-008,0.9685
1.85932e-008,1.0700
1.86317e-008,1.1398
1.86703e-008,1.1827
1.87089e-008,1.2061
1.87474e-008,1.2158
1.87860e-008,1.2170
1.88246e-008,1.2170
1.88632e-008,1.2159
1.89017e-008,1.2109
1.89403e-008,1.2017
1.89789e-008,1.1875
1.90175e-008,1.1706
1.90560e-008,1.1577
1.90946e-008,1.1530
1.91332e-008,1.1540
1.91718e-008,1.1578
1.92104e-008,1.1628
1.92489e-008,1.1686
1.92875e-008,1.1735
1.93261e-008,1.1770
1.93647e-008,1.1800
1.94032e-008,1.1818
1.94418e-008,1.1821
1.94804e-008,1.1820
1.95190e-008,1.1814
1.95575e-008,1.1809
1.95961e-008,1.1815
1.96347e-008,1.1831
1.96732e-008,1.1865
1.97118e-008,1.1922
1.97504e-008,1.1909
1.97890e-008,1.1644
1.98275e-008,1.0838
1.98661e-008,0.9477
1.99047e-008,0.7970
1.99433e-008,0.6523
1.99819e-008,0.5247
2.00204e-008,0.4245
2.00590e-008,0.3570
2.00976e-008,0.3194
2.01362e-008,0.2997
2.01747e-008,0.2890
2.02133e-008,0.2819
2.02519e-008,0.2767
2.02905e-008,0.2734
2.03290e-008,0.2739
2.03676e-008,0.2826
2.04062e-008,0.3017
2.04447e-008,0.3239
2.04833e-008,0.3408
2.05219e-008,0.3502
2.05605e-008,0.3533
2.05990e-008,0.3508
2.06376e-008,0.3493
2.06762e-008,0.3624
2.07148e-008,0.4106
2.07533e-008,0.5084
2.07919e-008,0.6477
2.08305e-008,0.8021
2.08691e-008,0.9221
2.09077e-008,1.0099
2.09462e-008,1.0745
2.09848e-008,1.1205
2.10234e-008,1.1510
2.10620e-008,1.1708
2.11005e-008,1.2237
2.11391e-008,1.2393
2.11777e-008,1.2322
2.12163e-008,1.1862
2.12548e-008,1.0774
2.12934e-008,0.9184
2.13320e-008,0.7447
2.13705e-008,0.5761
2.14091e-008,0.4414
2.14477e-008,0.3536
2.14863e-008,0.3077
2.15248e-008,0.2868
2.15634e-008,0.2654
2.16020e-008,0.2709
2.16406e-008,0.3000
2.16791e-008,0.3694
2.17177e-008,0.4887
2.17563e-008,0.6499
2.17949e-008,0.8095
2.18335e-008,0.9453
2.18720e-008,1.0523
2.19106e-008,1.1295
2.19492e-008,1.1795
2.19878e-008,1.2077
2.20263e-008,1.2186
2.20649e-008,1.2189
2.21035e-008,1.2181
2.21420e-008,1.2168
2.21806e-008,1.2114
2.22192e-008,1.2030
2.22578e-008,1.1905
2.22963e-008,1.1737
2.23349e-008,1.1591
2.23735e-008,1.1529
2.24121e-008,1.1537
2.24506e-008,1.1577
2.24892e-008,1.1674
2.25278e-008,1.1788
2.25664e-008,1.1807
2.26050e-008,1.1544
2.26435e-008,1.0728
2.26821e-008,0.9369
2.27207e-008,0.7870
2.27593e-008,0.6429
2.27978e-008,0.5162
2.28364e-008,0.4168
2.28750e-008,0.3515
2.29136e-008,0.3167
2.29521e-008,0.2991
2.29907e-008,0.2891
2.30293e-008,0.2820
2.30678e-008,0.2767
2.31064e-008,0.2735
2.31450e-008,0.2743
2.31836e-008,0.2839
2.32221e-008,0.3035
2.32607e-008,0.3251
2.32993e-008,0.3414
2.33379e-008,0.3505
2.33764e-008,0.3532
2.34150e-008,0.3508
2.34536e-008,0.3498
2.34922e-008,0.3642
2.35308e-008,0.4145
2.35693e-008,0.5146
2.36079e-008,0.6556
2.36465e-008,0.8094
2.36851e-008,0.9275
2.37236e-008,1.0141
2.37622e-008,1.0775
2.38008e-008,1.1226
2.38394e-008,1.1524
2.38779e-008,1.1717
2.39165e-008,1.1856
2.39551e-008,1.1951
2.39936e-008,1.2008
2.40322e-008,1.2030
2.40708e-008,1.2006
2.41094e-008,1.1918
2.41479e-008,1.1764
2.41865e-008,1.1595
2.42251e-008,1.1499
2.42637e-008,1.1506
2.43023e-008,1.1562
2.43408e-008,1.1621
2.43794e-008,1.1674
2.44180e-008,1.1724
2.44566e-008,1.1767
2.44951e-008,1.1796
2.45337e-008,1.1813
2.45723e-008,1.1821
2.46109e-008,1.1822
2.46494e-008,1.1819
2.46880e-008,1.1810
2.47266e-008,1.1806
2.47651e-008,1.1820
2.48037e-008,1.1841
2.48423e-008,1.1852
2.48809e-008,1.1851
2.49194e-008,1.1847
2.49580e-008,1.1845
2.49966e-008,1.1845
2.50352e-008,1.1843
2.50737e-008,1.1841
2.51123e-008,1.1840
2.51509e-008,1.1840
2.51895e-008,1.1838
2.52281e-008,1.1837
2.52666e-008,1.1839
2.53052e-008,1.1870
2.53438e-008,1.1925
2.53824e-008,1.1895
2.54209e-008,1.1585
2.54595e-008,1.0713
2.54981e-008,0.9317
2.55367e-008,0.7817
2.55752e-008,0.6382
2.56138e-008,0.5134
2.56524e-008,0.4163
2.56909e-008,0.3525
2.57295e-008,0.3170
2.57681e-008,0.2881
2.58067e-008,0.2768
2.58452e-008,0.2944
2.58838e-008,0.3478
2.59224e-008,0.4462
2.59610e-008,0.5899
2.59995e-008,0.7541
2.60381e-008,0.9008
2.60767e-008,1.0201
2.61153e-008,1.1066
2.61539e-008,1.1630
2.61924e-008,1.1959
2.62310e-008,1.2241
2.62696e-008,1.2544
2.63082e-008,1.2576
2.63467e-008,1.2404
2.63853e-008,1.1783
2.64239e-008,1.0520
2.64625e-008,0.8860
2.65010e-008,0.7108
2.65396e-008,0.5479
2.65782e-008,0.4217
2.66167e-008,0.3410
2.66553e-008,0.2988
2.66939e-008,0.2770
2.67325e-008,0.2611
2.67710e-008,0.2736
2.68096e-008,0.3117
2.68482e-008,0.3940
2.68868e-008,0.5264
2.69254e-008,0.6923
2.69639e-008,0.8456
2.70025e-008,0.9746
2.70411e-008,1.0744
2.70797e-008,1.1447
2.71182e-008,1.1885
2.71568e-008,1.2114
2.71954e-008,1.2522
2.72340e-008,1.2602
2.72725e-008,1.2504
2.73111e-008,1.2054
2.73497e-008,1.0982
2.73882e-008,0.9407
2.74268e-008,0.7684
2.74654e-008,0.5980
2.75040e-008,0.4571
2.75425e-008,0.3614
2.75811e-008,0.3092
2.76197e-008,0.2849
2.76583e-008,0.2635
2.76968e-008,0.2676
2.77354e-008,0.2953
2.77740e-008,0.3621
2.78126e-008,0.4793
2.78512e-008,0.6390
2.78897e-008,0.7992
2.79283e-008,0.9369
2.79669e-008,1.0465
2.80055e-008,1.1257
2.80440e-008,1.1770
2.80826e-008,1.2061
2.81212e-008,1.2182
2.81598e-008,1.2191
2.81983e-008,1.2183
2.82369e-008,1.2173
2.82755e-008,1.2121
2.83140e-008,1.2038
2.83526e-008,1.1916
2.83912e-008,1.1747
2.84298e-008,1.1596
2.84683e-008,1.1530
2.85069e-008,1.1536
2.85455e-008,1.1574
2.85841e-008,1.1621
2.86226e-008,1.1677
2.86612e-008,1.1725
2.86998e-008,1.1761
2.87384e-008,1.1794
2.87770e-008,1.1815
2.88155e-008,1.1821
2.88541e-008,1.1822
2.88927e-008,1.1819
2.89313e-008,1.1811
2.89698e-008,1.1812
2.90084e-008,1.1827
2.90470e-008,1.1843
2.90855e-008,1.1848
2.91241e-008,1.1848
2.91627e-008,1.1847
2.92013e-008,1.1846
2.92398e-008,1.1843
2.92784e-008,1.1843
2.93170e-008,1.1842
2.93556e-008,1.1840
2.93941e-008,1.1838
2.94327e-008,1.1837
2.94713e-008,1.1837
2.95099e-008,1.1845
2.95485e-008,1.1902
2.95870e-008,1.1928
2.96256e-008,1.1768
2.96642e-008,1.1161
2.97028e-008,0.9946
2.97413e-008,0.8443
2.97799e-008,0.6973
2.98185e-008,0.5630
2.98570e-008,0.4535
2.98956e-008,0.3754
2.99342e-008,0.3290
2.99728e-008,0.3048
3.00113e-008,0.2773
3.00499e-008,0.2833
3.00885e-008,0.3197
3.01271e-008,0.3988
3.01657e-008,0.5238
3.02042e-008,0.6857
3.02428e-008,0.8413
3.02814e-008,0.9736
3.03199e-008,1.0739
3.03585e-008,1.1425
3.03971e-008,1.1843
3.04357e-008,1.2068
3.04743e-008,1.2157
3.05128e-008,1.2166
3.05514e-008,1.2170
3.05900e-008,1.2158
3.06285e-008,1.2106
3.06671e-008,1.2011
3.07057e-008,1.1866
3.07443e-008,1.1697
3.07829e-008,1.1571
3.08214e-008,1.1529
3.08600e-008,1.1541
3.08986e-008,1.1579
3.09372e-008,1.1630
3.09757e-008,1.1687
3.10143e-008,1.1735
3.10529e-008,1.1771
3.10914e-008,1.1801
3.11300e-008,1.1817
3.11686e-008,1.1820
3.12072e-008,1.1819
3.12458e-008,1.1813
3.12843e-008,1.1808
3.13229e-008,1.1815
3.13615e-008,1.1831
3.14000e-008,1.1868
3.14386e-008,1.1923
3.14772e-008,1.1904
3.15158e-008,1.1620
3.15544e-008,1.0785
3.15929e-008,0.9406
3.16315e-008,0.7900
3.16701e-008,0.6458
3.17087e-008,0.5193
3.17472e-008,0.4204
3.17858e-008,0.3545
3.18244e-008,0.3180
3.18629e-008,0.2908
3.19015e-008,0.2771
3.19401e-008,0.2927
3.19787e-008,0.3435
3.20173e-008,0.4394
3.20558e-008,0.5806
3.20944e-008,0.7451
3.21330e-008,0.8930
3.21715e-008,1.0142
3.22101e-008,1.1026
3.22487e-008,1.1605
3.22873e-008,1.1944
3.23259e-008,1.2114
3.23644e-008,1.2165
3.24030e-008,1.2166
3.24416e-008,1.2168
3.24801e-008,1.2143
3.25187e-008,1.2076
3.25573e-008,1.1964
3.25959e-008,1.1805
3.26344e-008,1.1641
3.26730e-008,1.1547
3.27116e-008,1.1529
3.27502e-008,1.1553
3.27888e-008,1.1596
3.28273e-008,1.1650
3.28659e-008,1.1706
3.29045e-008,1.1749
3.29430e-008,1.1783
3.29816e-008,1.1809
3.30202e-008,1.1820
3.30588e-008,1.1819
3.30974e-008,1.1818
3.31359e-008,1.1810
3.31745e-008,1.1809
3.32131e-008,1.1820
3.32516e-008,1.1836
3.32902e-008,1.1888
