.HEADER
..NAMES
Time,V U1.AD8&AE8
.DATA
0.0e+000,-0.8624
3.86e-011,-0.8624
7.72e-011,-0.8624
1.157e-010,-0.8624
1.543e-010,-0.8624
1.929e-010,-0.8624
2.314e-010,-0.8624
2.700e-010,-0.8624
3.086e-010,-0.8624
3.472e-010,-0.8624
3.857e-010,-0.8624
4.243e-010,-0.8624
4.629e-010,-0.8624
5.015e-010,-0.8624
5.401e-010,-0.8624
5.786e-010,-0.8624
6.172e-010,-0.8624
6.558e-010,-0.8624
6.944e-010,-0.8624
7.329e-010,-0.8624
7.715e-010,-0.8624
8.101e-010,-0.8624
8.486e-010,-0.8624
8.872e-010,-0.8624
9.258e-010,-0.8624
9.644e-010,-0.8624
1.0029e-009,-0.8624
1.0415e-009,-0.8603
1.0801e-009,-0.8506
1.1187e-009,-0.8223
1.1572e-009,-0.7555
1.1958e-009,-0.6326
1.2344e-009,-0.4449
1.2730e-009,-0.2088
1.3115e-009,0.0352
1.3501e-009,0.2449
1.3887e-009,0.4107
1.4273e-009,0.5440
1.4658e-009,0.6439
1.5044e-009,0.7250
1.5430e-009,0.7775
1.5816e-009,0.7791
1.6202e-009,0.7313
1.6587e-009,0.5945
1.6973e-009,0.3551
1.7359e-009,0.0650
1.7745e-009,-0.2376
1.8130e-009,-0.4837
1.8516e-009,-0.6320
1.8902e-009,-0.7175
1.9288e-009,-0.7620
1.9673e-009,-0.7819
2.0059e-009,-0.7818
2.0445e-009,-0.7457
2.0830e-009,-0.6776
2.1216e-009,-0.5432
2.1602e-009,-0.3457
2.1988e-009,-0.1072
2.2374e-009,0.1523
2.2759e-009,0.3807
2.3145e-009,0.5370
2.3531e-009,0.6489
2.3916e-009,0.7217
2.4302e-009,0.7577
2.4688e-009,0.8132
2.5074e-009,0.8064
2.5459e-009,0.7645
2.5845e-009,0.6472
2.6231e-009,0.4319
2.6617e-009,0.1532
2.7003e-009,-0.1438
2.7388e-009,-0.4156
2.7774e-009,-0.5920
2.8160e-009,-0.6944
2.8545e-009,-0.7479
2.8931e-009,-0.7692
2.9317e-009,-0.7830
2.9703e-009,-0.7518
3.0089e-009,-0.7067
3.0474e-009,-0.5918
3.0860e-009,-0.4116
3.1246e-009,-0.1817
3.1631e-009,0.0722
3.2017e-009,0.3177
3.2403e-009,0.4933
3.2789e-009,0.6174
3.3175e-009,0.7022
3.3560e-009,0.7494
3.3946e-009,0.8028
3.4332e-009,0.8133
3.4717e-009,0.7857
3.5103e-009,0.6941
3.5489e-009,0.5104
3.5875e-009,0.2443
3.6260e-009,-0.0497
3.6646e-009,-0.3388
3.7032e-009,-0.5458
3.7418e-009,-0.6685
3.7803e-009,-0.7349
3.8189e-009,-0.7658
3.8575e-009,-0.7828
3.8961e-009,-0.7673
3.9346e-009,-0.7285
3.9732e-009,-0.6347
4.0118e-009,-0.4758
4.0504e-009,-0.2582
4.0890e-009,-0.0103
4.1275e-009,0.2453
4.1661e-009,0.4454
4.2047e-009,0.5822
4.2433e-009,0.6793
4.2818e-009,0.7384
4.3204e-009,0.7882
4.3590e-009,0.8160
4.3975e-009,0.8002
4.4361e-009,0.7313
4.4747e-009,0.5795
4.5133e-009,0.3332
4.5519e-009,0.0450
4.5904e-009,-0.2524
4.6290e-009,-0.4916
4.6676e-009,-0.6371
4.7062e-009,-0.7185
4.7447e-009,-0.7593
4.7833e-009,-0.7773
4.8219e-009,-0.7778
4.8604e-009,-0.7418
4.8990e-009,-0.6721
4.9376e-009,-0.5337
4.9762e-009,-0.3315
5.0147e-009,-0.0909
5.0533e-009,0.1670
5.0919e-009,0.3911
5.1305e-009,0.5434
5.1691e-009,0.6531
5.2076e-009,0.7241
5.2462e-009,0.7650
5.2848e-009,0.8134
5.3234e-009,0.8075
5.3619e-009,0.7607
5.4005e-009,0.6386
5.4391e-009,0.4183
5.4776e-009,0.1379
5.5162e-009,-0.1602
5.5548e-009,-0.4276
5.5934e-009,-0.5992
5.6320e-009,-0.6985
5.6705e-009,-0.7503
5.7091e-009,-0.7699
5.7477e-009,-0.7834
5.7863e-009,-0.7488
5.8248e-009,-0.7033
5.8634e-009,-0.5846
5.9020e-009,-0.4005
5.9405e-009,-0.1698
5.9791e-009,0.0852
6.0177e-009,0.3284
6.0563e-009,0.5003
6.0948e-009,0.6230
6.1334e-009,0.7055
6.1720e-009,0.7506
6.2106e-009,0.8030
6.2492e-009,0.8117
6.2877e-009,0.7815
6.3263e-009,0.6869
6.3649e-009,0.4981
6.4035e-009,0.2290
6.4420e-009,-0.0651
6.4806e-009,-0.3521
6.5192e-009,-0.5543
6.5577e-009,-0.6729
6.5963e-009,-0.7372
6.6349e-009,-0.7667
6.6735e-009,-0.7843
6.7121e-009,-0.7657
6.7506e-009,-0.7277
6.7892e-009,-0.6288
6.8278e-009,-0.4653
6.8664e-009,-0.2465
6.9049e-009,0.0024
6.9435e-009,0.2573
6.9821e-009,0.4530
7.0206e-009,0.5887
7.0592e-009,0.6834
7.0978e-009,0.7400
7.1364e-009,0.7885
7.1749e-009,0.8154
7.2135e-009,0.7970
7.2521e-009,0.7254
7.2907e-009,0.5688
7.3293e-009,0.3184
7.3678e-009,0.0295
7.4064e-009,-0.2666
7.4450e-009,-0.5013
7.4835e-009,-0.6428
7.5221e-009,-0.7214
7.5607e-009,-0.7606
7.5993e-009,-0.7801
7.6379e-009,-0.7768
7.6764e-009,-0.7435
7.7150e-009,-0.6673
7.7536e-009,-0.5247
7.7922e-009,-0.3200
7.8307e-009,-0.0786
7.8693e-009,0.1798
7.9079e-009,0.3999
7.9464e-009,0.5502
7.9850e-009,0.6579
8.0236e-009,0.7264
8.0622e-009,0.7660
8.1008e-009,0.8132
8.1393e-009,0.8050
8.1779e-009,0.7559
8.2165e-009,0.6297
8.2550e-009,0.4045
8.2936e-009,0.1224
8.3322e-009,-0.1752
8.3708e-009,-0.4389
8.4093e-009,-0.6059
8.4479e-009,-0.7019
8.4865e-009,-0.7522
8.5251e-009,-0.7705
8.5637e-009,-0.7823
8.6022e-009,-0.7456
8.6408e-009,-0.6979
8.6794e-009,-0.5770
8.7179e-009,-0.3903
8.7565e-009,-0.1571
8.7951e-009,0.0983
8.8337e-009,0.3391
8.8722e-009,0.5072
8.9108e-009,0.6274
8.9494e-009,0.7084
8.9880e-009,0.7520
9.0266e-009,0.8061
9.0651e-009,0.8111
9.1037e-009,0.7793
9.1423e-009,0.6798
9.1808e-009,0.4855
9.2194e-009,0.2146
9.2580e-009,-0.0809
9.2966e-009,-0.3655
9.3352e-009,-0.5620
9.3737e-009,-0.6778
9.4123e-009,-0.7397
9.4509e-009,-0.7675
9.4895e-009,-0.7837
9.5280e-009,-0.7632
9.5666e-009,-0.7227
9.6052e-009,-0.6218
9.6437e-009,-0.4558
9.6823e-009,-0.2341
9.7209e-009,0.0158
9.7595e-009,0.2692
9.7981e-009,0.4612
9.8366e-009,0.5938
9.8752e-009,0.6869
