.HEADER
..NAMES
Time,V U1.AE22
.DATA
0.0e+000,0.3148
3.86e-011,0.3148
7.72e-011,0.3148
1.157e-010,0.3148
1.543e-010,0.3148
1.929e-010,0.3148
2.314e-010,0.3148
2.700e-010,0.3148
3.086e-010,0.3148
3.472e-010,0.3148
3.857e-010,0.3148
4.243e-010,0.3148
4.629e-010,0.3148
5.015e-010,0.3157
5.401e-010,0.3224
5.786e-010,0.3456
6.172e-010,0.4040
6.558e-010,0.5105
6.944e-010,0.6563
7.329e-010,0.8117
7.715e-010,0.9291
8.101e-010,1.0122
8.486e-010,1.0710
8.872e-010,1.1136
9.258e-010,1.1448
9.644e-010,1.1675
1.0029e-009,1.2231
1.0415e-009,1.2400
1.0801e-009,1.2333
1.1187e-009,1.1868
1.1572e-009,1.0801
1.1958e-009,0.9310
1.2344e-009,0.7716
1.2730e-009,0.6122
1.3115e-009,0.4720
1.3501e-009,0.3702
1.3887e-009,0.3138
1.4273e-009,0.2899
1.4658e-009,0.2668
1.5044e-009,0.2738
1.5430e-009,0.3108
1.5816e-009,0.3855
1.6202e-009,0.5016
1.6587e-009,0.6534
1.6973e-009,0.7939
1.7359e-009,0.9110
1.7745e-009,1.0100
1.8130e-009,1.0910
1.8516e-009,1.1497
1.8902e-009,1.1883
1.9288e-009,1.2119
1.9673e-009,1.2238
2.0059e-009,1.2266
2.0445e-009,1.2257
2.0830e-009,1.2242
2.1216e-009,1.2207
2.1602e-009,1.2133
2.1988e-009,1.2017
2.2374e-009,1.1867
2.2759e-009,1.1714
2.3145e-009,1.1624
2.3531e-009,1.1612
2.3916e-009,1.1695
2.4302e-009,1.1790
2.4688e-009,1.1784
2.5074e-009,1.1488
2.5459e-009,1.0614
2.5845e-009,0.9215
2.6231e-009,0.7726
2.6617e-009,0.6317
2.7003e-009,0.5107
2.7388e-009,0.4176
2.7774e-009,0.3557
2.8160e-009,0.3202
2.8545e-009,0.3011
2.8931e-009,0.2903
2.9317e-009,0.2836
2.9703e-009,0.2786
3.0089e-009,0.2741
3.0474e-009,0.2713
3.0860e-009,0.2716
3.1246e-009,0.2777
3.1631e-009,0.2928
3.2017e-009,0.3130
3.2403e-009,0.3306
3.2789e-009,0.3421
3.3175e-009,0.3472
3.3560e-009,0.3468
3.3946e-009,0.3415
3.4332e-009,0.3334
3.4717e-009,0.3258
3.5103e-009,0.3208
3.5489e-009,0.3180
3.5875e-009,0.3163
3.6260e-009,0.3151
3.6646e-009,0.3146
3.7032e-009,0.3148
3.7418e-009,0.3159
3.7803e-009,0.3173
3.8189e-009,0.3238
3.8575e-009,0.3436
3.8961e-009,0.3961
3.9346e-009,0.4963
3.9732e-009,0.6376
4.0118e-009,0.7939
4.0504e-009,0.9154
4.0890e-009,1.0024
4.1275e-009,1.0644
4.1661e-009,1.1091
4.2047e-009,1.1414
4.2433e-009,1.1651
4.2818e-009,1.2197
4.3204e-009,1.2391
4.3590e-009,1.2352
4.3975e-009,1.1942
4.4361e-009,1.0937
4.4747e-009,0.9466
4.5133e-009,0.7881
4.5519e-009,0.6278
4.5904e-009,0.4850
4.6290e-009,0.3785
4.6676e-009,0.3180
4.7062e-009,0.2914
4.7447e-009,0.2673
4.7833e-009,0.2713
4.8219e-009,0.3045
4.8604e-009,0.3750
4.8990e-009,0.4865
4.9376e-009,0.6362
4.9762e-009,0.7795
5.0147e-009,0.8988
5.0533e-009,0.9997
5.0919e-009,1.0831
5.1305e-009,1.1443
5.1691e-009,1.1847
5.2076e-009,1.2372
5.2462e-009,1.2637
5.2848e-009,1.2630
5.3234e-009,1.2325
5.3619e-009,1.1503
5.4005e-009,1.0119
5.4391e-009,0.8524
5.4776e-009,0.6878
5.5162e-009,0.5365
5.5548e-009,0.4156
5.5934e-009,0.3383
5.6320e-009,0.3004
5.6705e-009,0.2731
5.7091e-009,0.2668
5.7477e-009,0.2887
5.7863e-009,0.3460
5.8248e-009,0.4440
5.8634e-009,0.5845
5.9020e-009,0.7348
5.9405e-009,0.8609
5.9791e-009,0.9673
6.0177e-009,1.0570
6.0563e-009,1.1261
6.0948e-009,1.1734
6.1334e-009,1.2208
6.1720e-009,1.2592
6.2106e-009,1.2659
6.2492e-009,1.2465
6.2877e-009,1.1830
6.3263e-009,1.0599
6.3649e-009,0.9036
6.4035e-009,0.7395
6.4420e-009,0.5821
6.4806e-009,0.4497
6.5192e-009,0.3578
6.5577e-009,0.3092
6.5963e-009,0.2882
6.6349e-009,0.2787
6.6735e-009,0.2738
6.7121e-009,0.2709
6.7506e-009,0.2659
6.7892e-009,0.2622
6.8278e-009,0.2631
6.8664e-009,0.2690
6.9049e-009,0.2817
6.9435e-009,0.3008
6.9821e-009,0.3205
7.0206e-009,0.3358
7.0592e-009,0.3447
7.0978e-009,0.3523
7.1364e-009,0.3700
7.1749e-009,0.4161
7.2135e-009,0.5075
7.2521e-009,0.6397
7.2907e-009,0.7917
7.3293e-009,0.9121
7.3678e-009,0.9980
7.4064e-009,1.0595
7.4450e-009,1.1055
7.4835e-009,1.1397
7.5221e-009,1.1654
7.5607e-009,1.1839
7.5993e-009,1.1958
7.6379e-009,1.2034
7.6764e-009,1.2083
7.7150e-009,1.2109
7.7536e-009,1.2099
7.7922e-009,1.2037
7.8307e-009,1.1923
7.8693e-009,1.1769
7.9079e-009,1.1632
7.9464e-009,1.1575
7.9850e-009,1.1594
8.0236e-009,1.1643
8.0622e-009,1.1694
8.1008e-009,1.1740
8.1393e-009,1.1779
8.1779e-009,1.1806
8.2165e-009,1.1820
8.2550e-009,1.1829
8.2936e-009,1.1839
8.3322e-009,1.1843
8.3708e-009,1.1841
8.4093e-009,1.1834
8.4479e-009,1.1825
8.4865e-009,1.1821
8.5251e-009,1.1830
8.5637e-009,1.1845
8.6022e-009,1.1855
8.6408e-009,1.1856
8.6794e-009,1.1854
8.7179e-009,1.1852
8.7565e-009,1.1850
8.7951e-009,1.1847
8.8337e-009,1.1846
8.8722e-009,1.1846
8.9108e-009,1.1846
8.9494e-009,1.1846
8.9880e-009,1.1846
9.0266e-009,1.1845
9.0651e-009,1.1845
9.1037e-009,1.1847
9.1423e-009,1.1849
9.1808e-009,1.1849
9.2194e-009,1.1848
9.2580e-009,1.1846
9.2966e-009,1.1846
9.3352e-009,1.1846
9.3737e-009,1.1846
9.4123e-009,1.1861
9.4509e-009,1.1910
9.4895e-009,1.1926
9.5280e-009,1.1742
9.5666e-009,1.1084
9.6052e-009,0.9824
9.6437e-009,0.8315
9.6823e-009,0.6850
9.7209e-009,0.5537
9.7595e-009,0.4488
9.7981e-009,0.3756
9.8366e-009,0.3321
9.8752e-009,0.3089
9.9138e-009,0.2826
9.9524e-009,0.2892
9.9909e-009,0.3277
1.00295e-008,0.4095
1.00681e-008,0.5356
1.01066e-008,0.6888
1.01452e-008,0.8219
1.01838e-008,0.9339
1.02224e-008,1.0303
1.02610e-008,1.1072
1.02995e-008,1.1606
1.03381e-008,1.1945
1.03767e-008,1.2145
1.04152e-008,1.2227
1.04538e-008,1.2232
1.04924e-008,1.2222
1.05310e-008,1.2215
1.05695e-008,1.2180
1.06081e-008,1.2106
1.06467e-008,1.1990
1.06853e-008,1.1832
1.07239e-008,1.1679
1.07624e-008,1.1604
1.08010e-008,1.1609
1.08396e-008,1.1707
1.08781e-008,1.1793
1.09167e-008,1.1757
1.09553e-008,1.1388
1.09939e-008,1.0414
1.10324e-008,0.8969
1.10710e-008,0.7490
1.11096e-008,0.6105
1.11482e-008,0.4936
1.11868e-008,0.4056
1.12253e-008,0.3482
1.12639e-008,0.3158
1.13025e-008,0.2984
1.13410e-008,0.2884
1.13796e-008,0.2823
1.14182e-008,0.2774
1.14568e-008,0.2730
1.14953e-008,0.2705
1.15339e-008,0.2714
1.15725e-008,0.2790
1.16111e-008,0.2953
1.16497e-008,0.3156
1.16882e-008,0.3324
1.17268e-008,0.3428
1.17654e-008,0.3470
1.18039e-008,0.3457
1.18425e-008,0.3398
1.18811e-008,0.3316
1.19197e-008,0.3244
1.19583e-008,0.3198
1.19968e-008,0.3173
1.20354e-008,0.3157
1.20740e-008,0.3145
1.21126e-008,0.3142
1.21511e-008,0.3145
1.21897e-008,0.3157
1.22283e-008,0.3178
1.22668e-008,0.3251
1.23054e-008,0.3485
1.23440e-008,0.4078
1.23826e-008,0.5151
1.24212e-008,0.6611
1.24597e-008,0.8145
1.24983e-008,0.9302
1.25369e-008,1.0128
1.25755e-008,1.0717
1.26140e-008,1.1144
1.26526e-008,1.1453
1.26912e-008,1.1678
1.27297e-008,1.1840
1.27683e-008,1.1956
1.28069e-008,1.2038
1.28455e-008,1.2091
1.28841e-008,1.2114
1.29226e-008,1.2101
1.29612e-008,1.2033
1.29998e-008,1.1905
1.30383e-008,1.1739
1.30769e-008,1.1610
1.31155e-008,1.1570
1.31541e-008,1.1598
1.31926e-008,1.1648
1.32312e-008,1.1698
1.32698e-008,1.1745
1.33084e-008,1.1784
1.33470e-008,1.1809
1.33855e-008,1.1823
1.34241e-008,1.1831
1.34627e-008,1.1840
1.35012e-008,1.1842
1.35398e-008,1.1839
1.35784e-008,1.1831
1.36170e-008,1.1821
1.36555e-008,1.1860
1.36941e-008,1.1917
1.37327e-008,1.1859
1.37713e-008,1.1450
1.38099e-008,1.0431
1.38484e-008,0.8965
1.38870e-008,0.7473
1.39256e-008,0.6071
1.39641e-008,0.4897
1.40027e-008,0.4028
1.40413e-008,0.3474
1.40799e-008,0.3169
1.41185e-008,0.3006
1.41570e-008,0.2902
1.41956e-008,0.2824
1.42342e-008,0.2765
1.42728e-008,0.2726
1.43113e-008,0.2707
1.43499e-008,0.2717
1.43885e-008,0.2792
1.44270e-008,0.2959
1.44656e-008,0.3163
1.45042e-008,0.3329
1.45428e-008,0.3431
1.45814e-008,0.3473
1.46199e-008,0.3459
1.46585e-008,0.3399
1.46971e-008,0.3316
1.47357e-008,0.3242
1.47742e-008,0.3195
1.48128e-008,0.3169
1.48514e-008,0.3157
1.48899e-008,0.3147
1.49285e-008,0.3143
1.49671e-008,0.3146
1.50057e-008,0.3157
1.50443e-008,0.3181
1.50828e-008,0.3258
1.51214e-008,0.3505
1.51600e-008,0.4122
1.51985e-008,0.5219
1.52371e-008,0.6696
1.52757e-008,0.8214
1.53143e-008,0.9352
1.53528e-008,1.0162
1.53914e-008,1.0742
1.54300e-008,1.1161
1.54686e-008,1.1466
1.55071e-008,1.1764
1.55457e-008,1.2253
1.55843e-008,1.2399
1.56229e-008,1.2304
1.56615e-008,1.1785
1.57000e-008,1.0655
1.57386e-008,0.9142
1.57772e-008,0.7542
1.58158e-008,0.5961
1.58543e-008,0.4592
1.58929e-008,0.3623
1.59315e-008,0.3098
1.59701e-008,0.2881
1.60086e-008,0.2792
1.60472e-008,0.2750
1.60858e-008,0.2730
1.61243e-008,0.2683
1.61629e-008,0.2635
1.62015e-008,0.2635
1.62401e-008,0.2687
1.62786e-008,0.2803
1.63172e-008,0.2986
1.63558e-008,0.3184
1.63944e-008,0.3339
1.64329e-008,0.3432
1.64715e-008,0.3470
1.65101e-008,0.3455
1.65487e-008,0.3394
1.65873e-008,0.3311
1.66258e-008,0.3238
1.66644e-008,0.3194
1.67030e-008,0.3167
1.67416e-008,0.3148
1.67801e-008,0.3142
1.68187e-008,0.3146
1.68573e-008,0.3154
1.68959e-008,0.3163
1.69344e-008,0.3170
1.69730e-008,0.3167
1.70116e-008,0.3156
1.70501e-008,0.3146
1.70887e-008,0.3138
1.71273e-008,0.3133
1.71659e-008,0.3129
1.72044e-008,0.3130
1.72430e-008,0.3136
1.72816e-008,0.3141
1.73202e-008,0.3143
1.73588e-008,0.3144
1.73973e-008,0.3145
1.74359e-008,0.3145
1.74745e-008,0.3144
1.75131e-008,0.3144
1.75516e-008,0.3143
1.75902e-008,0.3141
1.76288e-008,0.3140
1.76674e-008,0.3141
1.77059e-008,0.3142
1.77445e-008,0.3142
1.77831e-008,0.3142
1.78216e-008,0.3143
1.78602e-008,0.3144
1.78988e-008,0.3143
1.79374e-008,0.3143
1.79759e-008,0.3143
1.80145e-008,0.3143
1.80531e-008,0.3143
1.80917e-008,0.3143
1.81302e-008,0.3143
1.81688e-008,0.3143
1.82074e-008,0.3143
1.82460e-008,0.3143
1.82846e-008,0.3143
1.83231e-008,0.3143
1.83617e-008,0.3143
1.84003e-008,0.3143
1.84389e-008,0.3143
1.84774e-008,0.3143
1.85160e-008,0.3143
1.85546e-008,0.3143
1.85932e-008,0.3144
1.86317e-008,0.3144
1.86703e-008,0.3144
1.87089e-008,0.3144
1.87474e-008,0.3144
1.87860e-008,0.3144
1.88246e-008,0.3144
1.88632e-008,0.3144
1.89017e-008,0.3144
1.89403e-008,0.3144
1.89789e-008,0.3144
1.90175e-008,0.3144
1.90560e-008,0.3144
1.90946e-008,0.3144
1.91332e-008,0.3144
1.91718e-008,0.3144
1.92104e-008,0.3144
1.92489e-008,0.3144
1.92875e-008,0.3144
1.93261e-008,0.3144
1.93647e-008,0.3144
1.94032e-008,0.3144
1.94418e-008,0.3144
1.94804e-008,0.3144
1.95190e-008,0.3144
1.95575e-008,0.3144
1.95961e-008,0.3144
1.96347e-008,0.3144
1.96732e-008,0.3144
1.97118e-008,0.3144
1.97504e-008,0.3177
1.97890e-008,0.3310
1.98275e-008,0.3694
1.98661e-008,0.4527
1.99047e-008,0.5814
1.99433e-008,0.7392
1.99819e-008,0.8765
2.00204e-008,0.9752
2.00590e-008,1.0445
2.00976e-008,1.0943
2.01362e-008,1.1305
2.01747e-008,1.1570
2.02133e-008,1.1764
2.02519e-008,1.1902
2.02905e-008,1.2000
2.03290e-008,1.2069
2.03676e-008,1.2110
2.04062e-008,1.2119
2.04447e-008,1.2083
2.04833e-008,1.1986
2.05219e-008,1.1833
2.05605e-008,1.1672
2.05990e-008,1.1582
2.06376e-008,1.1579
2.06762e-008,1.1664
2.07148e-008,1.1779
2.07533e-008,1.1813
2.07919e-008,1.1591
2.08305e-008,1.0826
2.08691e-008,0.9490
2.09077e-008,0.7993
2.09462e-008,0.6558
2.09848e-008,0.5297
2.10234e-008,0.4312
2.10620e-008,0.3638
2.11005e-008,0.3245
2.11391e-008,0.2973
2.11777e-008,0.2796
2.12163e-008,0.2935
2.12548e-008,0.3419
2.12934e-008,0.4335
2.13320e-008,0.5675
2.13705e-008,0.7199
2.14091e-008,0.8477
2.14477e-008,0.9561
2.14863e-008,1.0488
2.15248e-008,1.1206
2.15634e-008,1.1695
2.16020e-008,1.2000
2.16406e-008,1.2172
2.16791e-008,1.2235
2.17177e-008,1.2231
2.17563e-008,1.2225
2.17949e-008,1.2216
2.18335e-008,1.2176
2.18720e-008,1.2090
2.19106e-008,1.1962
2.19492e-008,1.1798
2.19878e-008,1.1658
2.20263e-008,1.1603
2.20649e-008,1.1618
2.21035e-008,1.1730
2.21420e-008,1.1804
2.21806e-008,1.1722
2.22192e-008,1.1245
2.22578e-008,1.0146
2.22963e-008,0.8664
2.23349e-008,0.7200
2.23735e-008,0.5850
2.24121e-008,0.4736
2.24506e-008,0.3915
2.24892e-008,0.3402
2.25278e-008,0.3116
2.25664e-008,0.2960
2.26050e-008,0.2871
2.26435e-008,0.2815
2.26821e-008,0.2766
2.27207e-008,0.2725
2.27593e-008,0.2705
2.27978e-008,0.2725
2.28364e-008,0.2818
2.28750e-008,0.2996
2.29136e-008,0.3196
2.29521e-008,0.3352
2.29907e-008,0.3443
2.30293e-008,0.3474
2.30678e-008,0.3450
2.31064e-008,0.3383
2.31450e-008,0.3301
2.31836e-008,0.3234
2.32221e-008,0.3193
2.32607e-008,0.3170
2.32993e-008,0.3156
2.33379e-008,0.3145
2.33764e-008,0.3143
2.34150e-008,0.3148
2.34536e-008,0.3160
2.34922e-008,0.3170
2.35308e-008,0.3167
2.35693e-008,0.3156
2.36079e-008,0.3145
2.36465e-008,0.3137
2.36851e-008,0.3130
2.37236e-008,0.3127
2.37622e-008,0.3129
2.38008e-008,0.3135
2.38394e-008,0.3141
2.38779e-008,0.3142
2.39165e-008,0.3143
2.39551e-008,0.3143
2.39936e-008,0.3143
2.40322e-008,0.3144
2.40708e-008,0.3144
2.41094e-008,0.3142
2.41479e-008,0.3140
2.41865e-008,0.3139
2.42251e-008,0.3140
2.42637e-008,0.3141
2.43023e-008,0.3141
2.43408e-008,0.3142
2.43794e-008,0.3143
2.44180e-008,0.3143
2.44566e-008,0.3143
2.44951e-008,0.3142
2.45337e-008,0.3142
2.45723e-008,0.3142
2.46109e-008,0.3142
2.46494e-008,0.3142
2.46880e-008,0.3142
2.47266e-008,0.3142
2.47651e-008,0.3142
2.48037e-008,0.3143
2.48423e-008,0.3143
2.48809e-008,0.3143
2.49194e-008,0.3143
2.49580e-008,0.3143
2.49966e-008,0.3143
2.50352e-008,0.3143
2.50737e-008,0.3143
2.51123e-008,0.3143
2.51509e-008,0.3143
2.51895e-008,0.3143
2.52281e-008,0.3143
2.52666e-008,0.3143
2.53052e-008,0.3143
2.53438e-008,0.3143
2.53824e-008,0.3143
