.HEADER
..NAMES
Time,V U1.AB20
.DATA
0.0e+000,0.3154
3.86e-011,0.3154
7.72e-011,0.3154
1.157e-010,0.3154
1.543e-010,0.3154
1.929e-010,0.3154
2.314e-010,0.3154
2.700e-010,0.3154
3.086e-010,0.3154
3.472e-010,0.3154
3.857e-010,0.3154
4.243e-010,0.3154
4.629e-010,0.3154
5.015e-010,0.3154
5.401e-010,0.3154
5.786e-010,0.3154
6.172e-010,0.3154
6.558e-010,0.3154
6.944e-010,0.3186
7.329e-010,0.3318
7.715e-010,0.3702
8.101e-010,0.4530
8.486e-010,0.5803
8.872e-010,0.7357
9.258e-010,0.8699
9.644e-010,0.9659
1.0029e-009,1.0344
1.0415e-009,1.0859
1.0801e-009,1.1260
1.1187e-009,1.1551
1.1572e-009,1.1739
1.1958e-009,1.1851
1.2344e-009,1.1905
1.2730e-009,1.1892
1.3115e-009,1.1804
1.3501e-009,1.1654
1.3887e-009,1.1518
1.4273e-009,1.1473
1.4658e-009,1.1511
1.5044e-009,1.1581
1.5430e-009,1.1651
1.5816e-009,1.1706
1.6202e-009,1.1781
1.6587e-009,1.1871
1.6973e-009,1.1880
1.7359e-009,1.1634
1.7745e-009,1.0845
1.8130e-009,0.9486
1.8516e-009,0.7992
1.8902e-009,0.6598
1.9288e-009,0.5391
1.9673e-009,0.4430
2.0059e-009,0.3738
2.0445e-009,0.3323
2.0830e-009,0.3035
2.1216e-009,0.2839
2.1602e-009,0.2964
2.1988e-009,0.3455
2.2374e-009,0.4472
2.2759e-009,0.6063
2.3145e-009,0.7896
2.3531e-009,0.9355
2.3916e-009,1.0379
2.4302e-009,1.1048
2.4688e-009,1.1469
2.5074e-009,1.1716
2.5459e-009,1.1920
2.5845e-009,1.2337
2.6231e-009,1.2419
2.6617e-009,1.2243
2.7003e-009,1.1614
2.7388e-009,1.0303
2.7774e-009,0.8570
2.8160e-009,0.6868
2.8545e-009,0.5432
2.8931e-009,0.4377
2.9317e-009,0.3663
2.9703e-009,0.3257
3.0089e-009,0.3058
3.0474e-009,0.2907
3.0860e-009,0.2807
3.1246e-009,0.2768
3.1631e-009,0.2787
3.2017e-009,0.2897
3.2403e-009,0.3094
3.2789e-009,0.3303
3.3175e-009,0.3463
3.3560e-009,0.3543
3.3946e-009,0.3537
3.4332e-009,0.3473
3.4717e-009,0.3380
3.5103e-009,0.3310
3.5489e-009,0.3390
3.5875e-009,0.3767
3.6260e-009,0.4611
3.6646e-009,0.5911
3.7032e-009,0.7490
3.7418e-009,0.8814
3.7803e-009,0.9743
3.8189e-009,1.0393
3.8575e-009,1.0879
3.8961e-009,1.1260
3.9346e-009,1.1541
3.9732e-009,1.1729
4.0118e-009,1.1847
4.0504e-009,1.1904
4.0890e-009,1.1889
4.1275e-009,1.1798
4.1661e-009,1.1645
4.2047e-009,1.1509
4.2433e-009,1.1467
4.2818e-009,1.1508
4.3204e-009,1.1581
4.3590e-009,1.1652
4.3975e-009,1.1707
4.4361e-009,1.1744
4.4747e-009,1.1771
4.5133e-009,1.1791
4.5519e-009,1.1804
4.5904e-009,1.1806
4.6290e-009,1.1798
4.6676e-009,1.1799
4.7062e-009,1.1819
4.7447e-009,1.1840
4.7833e-009,1.1850
4.8219e-009,1.1850
4.8604e-009,1.1845
4.8990e-009,1.1839
4.9376e-009,1.1837
4.9762e-009,1.1838
5.0147e-009,1.1840
5.0533e-009,1.1839
5.0919e-009,1.1836
5.1305e-009,1.1837
5.1691e-009,1.1841
5.2076e-009,1.1842
5.2462e-009,1.1841
5.2848e-009,1.1839
5.3234e-009,1.1838
5.3619e-009,1.1846
5.4005e-009,1.1898
5.4391e-009,1.1922
5.4776e-009,1.1757
5.5162e-009,1.1137
5.5548e-009,0.9913
5.5934e-009,0.8425
5.6320e-009,0.6988
5.6705e-009,0.5696
5.7091e-009,0.4647
5.7477e-009,0.3880
5.7863e-009,0.3395
5.8248e-009,0.3136
5.8634e-009,0.2991
5.9020e-009,0.2896
5.9405e-009,0.2835
5.9791e-009,0.2837
6.0177e-009,0.2954
6.0563e-009,0.3151
6.0948e-009,0.3333
6.1334e-009,0.3457
6.1720e-009,0.3513
6.2106e-009,0.3505
6.2492e-009,0.3447
6.2877e-009,0.3366
6.3263e-009,0.3291
6.3649e-009,0.3233
6.4035e-009,0.3194
6.4420e-009,0.3178
6.4806e-009,0.3184
6.5192e-009,0.3195
6.5577e-009,0.3191
6.5963e-009,0.3175
6.6349e-009,0.3157
6.6735e-009,0.3144
6.7121e-009,0.3137
6.7506e-009,0.3136
6.7892e-009,0.3139
6.8278e-009,0.3144
6.8664e-009,0.3146
6.9049e-009,0.3149
6.9435e-009,0.3153
6.9821e-009,0.3154
7.0206e-009,0.3150
7.0592e-009,0.3147
7.0978e-009,0.3147
7.1364e-009,0.3148
7.1749e-009,0.3148
7.2135e-009,0.3149
7.2521e-009,0.3150
7.2907e-009,0.3150
7.3293e-009,0.3149
7.3678e-009,0.3149
7.4064e-009,0.3150
7.4450e-009,0.3150
7.4835e-009,0.3149
7.5221e-009,0.3149
7.5607e-009,0.3149
7.5993e-009,0.3150
7.6379e-009,0.3150
7.6764e-009,0.3150
7.7150e-009,0.3150
7.7536e-009,0.3150
7.7922e-009,0.3150
7.8307e-009,0.3150
7.8693e-009,0.3150
7.9079e-009,0.3150
7.9464e-009,0.3150
7.9850e-009,0.3150
8.0236e-009,0.3150
8.0622e-009,0.3150
8.1008e-009,0.3150
8.1393e-009,0.3150
8.1779e-009,0.3150
8.2165e-009,0.3150
8.2550e-009,0.3150
8.2936e-009,0.3151
8.3322e-009,0.3151
8.3708e-009,0.3151
8.4093e-009,0.3151
8.4479e-009,0.3151
8.4865e-009,0.3151
8.5251e-009,0.3151
8.5637e-009,0.3151
8.6022e-009,0.3151
8.6408e-009,0.3151
8.6794e-009,0.3208
8.7179e-009,0.3400
8.7565e-009,0.3904
8.7951e-009,0.4879
8.8337e-009,0.6264
8.8722e-009,0.7818
8.9108e-009,0.9031
8.9494e-009,0.9893
8.9880e-009,1.0515
9.0266e-009,1.0992
9.0651e-009,1.1358
9.1037e-009,1.1616
9.1423e-009,1.1780
9.1808e-009,1.1872
9.2194e-009,1.1905
9.2580e-009,1.1870
9.2966e-009,1.1760
9.3352e-009,1.1603
9.3737e-009,1.1490
9.4123e-009,1.1476
9.4509e-009,1.1529
9.4895e-009,1.1602
9.5280e-009,1.1668
9.5666e-009,1.1717
9.6052e-009,1.1750
9.6437e-009,1.1776
9.6823e-009,1.1795
9.7209e-009,1.1807
9.7595e-009,1.1805
9.7981e-009,1.1798
9.8366e-009,1.1804
9.8752e-009,1.1826
9.9138e-009,1.1844
9.9524e-009,1.1851
9.9909e-009,1.1849
1.00295e-008,1.1844
1.00681e-008,1.1839
1.01066e-008,1.1838
1.01452e-008,1.1840
1.01838e-008,1.1841
1.02224e-008,1.1839
1.02610e-008,1.1837
1.02995e-008,1.1839
1.03381e-008,1.1842
1.03767e-008,1.1842
1.04152e-008,1.1841
1.04538e-008,1.1839
1.04924e-008,1.1838
1.05310e-008,1.1860
1.05695e-008,1.1913
