.HEADER
..NAMES
Time,V U1.Y17
.DATA
0.0e+000,0.3158
3.86e-011,0.3158
7.72e-011,0.3158
1.157e-010,0.3158
1.543e-010,0.3158
1.929e-010,0.3158
2.314e-010,0.3158
2.700e-010,0.3158
3.086e-010,0.3158
3.472e-010,0.3158
3.857e-010,0.3158
4.243e-010,0.3158
4.629e-010,0.3158
5.015e-010,0.3158
5.401e-010,0.3158
5.786e-010,0.3158
6.172e-010,0.3158
6.558e-010,0.3158
6.944e-010,0.3174
7.329e-010,0.3259
7.715e-010,0.3536
8.101e-010,0.4197
8.486e-010,0.5312
8.872e-010,0.6761
9.258e-010,0.8144
9.644e-010,0.9096
1.0029e-009,0.9753
1.0415e-009,1.0277
1.0801e-009,1.0782
1.1187e-009,1.1202
1.1572e-009,1.1601
1.1958e-009,1.1995
1.2344e-009,1.1990
1.2730e-009,1.1667
1.3115e-009,1.0755
1.3501e-009,0.9285
1.3887e-009,0.7728
1.4273e-009,0.6398
1.4658e-009,0.5426
1.5044e-009,0.4667
1.5430e-009,0.3989
1.5816e-009,0.3531
1.6202e-009,0.3197
1.6587e-009,0.2921
1.6973e-009,0.3096
1.7359e-009,0.3697
1.7745e-009,0.4894
1.8130e-009,0.6593
1.8516e-009,0.8358
1.8902e-009,0.9598
1.9288e-009,1.0301
1.9673e-009,1.0674
2.0059e-009,1.1024
2.0445e-009,1.1364
2.0830e-009,1.1583
2.1216e-009,1.1697
2.1602e-009,1.1669
2.1988e-009,1.1540
2.2374e-009,1.1411
2.2759e-009,1.1289
2.3145e-009,1.1220
2.3531e-009,1.1251
2.3916e-009,1.1351
2.4302e-009,1.1487
2.4688e-009,1.1612
2.5074e-009,1.1680
2.5459e-009,1.1713
2.5845e-009,1.1795
2.6231e-009,1.1856
2.6617e-009,1.1803
2.7003e-009,1.1413
2.7388e-009,1.0416
2.7774e-009,0.9006
2.8160e-009,0.7618
2.8545e-009,0.6378
2.8931e-009,0.5373
2.9317e-009,0.4531
2.9703e-009,0.3892
3.0089e-009,0.3505
3.0474e-009,0.3140
3.0860e-009,0.3095
3.1246e-009,0.3438
3.1631e-009,0.4287
3.2017e-009,0.5730
3.2403e-009,0.7495
3.2789e-009,0.9014
3.3175e-009,0.9978
3.3560e-009,1.0505
3.3946e-009,1.0874
3.4332e-009,1.1238
3.4717e-009,1.1505
3.5103e-009,1.1659
3.5489e-009,1.1693
3.5875e-009,1.1598
3.6260e-009,1.1468
3.6646e-009,1.1345
3.7032e-009,1.1248
3.7418e-009,1.1232
3.7803e-009,1.1300
3.8189e-009,1.1420
3.8575e-009,1.1554
3.8961e-009,1.1647
3.9346e-009,1.1694
3.9732e-009,1.1755
4.0118e-009,1.1833
4.0504e-009,1.1852
4.0890e-009,1.1661
4.1275e-009,1.0963
4.1661e-009,0.9693
4.2047e-009,0.8258
4.2433e-009,0.6933
4.2818e-009,0.5822
4.3204e-009,0.4910
4.3590e-009,0.4158
4.3975e-009,0.3662
4.4361e-009,0.3330
4.4747e-009,0.3067
4.5133e-009,0.3224
4.5519e-009,0.3804
4.5904e-009,0.4980
4.6290e-009,0.6637
4.6676e-009,0.8364
4.7062e-009,0.9584
4.7447e-009,1.0292
