.HEADER
..NAMES
Time,V U1.AB22
.DATA
0.0e+000,0.3154
3.86e-011,0.3154
7.72e-011,0.3154
1.157e-010,0.3154
1.543e-010,0.3154
1.929e-010,0.3154
2.314e-010,0.3154
2.700e-010,0.3154
3.086e-010,0.3154
3.472e-010,0.3154
3.857e-010,0.3154
4.243e-010,0.3154
4.629e-010,0.3154
5.015e-010,0.3154
5.401e-010,0.3190
5.786e-010,0.3330
6.172e-010,0.3729
6.558e-010,0.4578
6.944e-010,0.5867
7.329e-010,0.7426
7.715e-010,0.8748
8.101e-010,0.9692
8.486e-010,1.0367
8.872e-010,1.0878
9.258e-010,1.1278
9.644e-010,1.1574
1.0029e-009,1.2078
1.0415e-009,1.2355
1.0801e-009,1.2387
1.1187e-009,1.2116
1.1572e-009,1.1286
1.1958e-009,0.9894
1.2344e-009,0.8294
1.2730e-009,0.6634
1.3115e-009,0.5148
1.3501e-009,0.4045
1.3887e-009,0.3379
1.4273e-009,0.3054
1.4658e-009,0.2906
1.5044e-009,0.2832
1.5430e-009,0.2769
1.5816e-009,0.2690
1.6202e-009,0.2648
1.6587e-009,0.2664
1.6973e-009,0.2735
1.7359e-009,0.2884
1.7745e-009,0.3087
1.8130e-009,0.3273
1.8516e-009,0.3408
1.8902e-009,0.3488
1.9288e-009,0.3512
1.9673e-009,0.3541
2.0059e-009,0.3728
2.0445e-009,0.4287
2.0830e-009,0.5330
2.1216e-009,0.6746
2.1602e-009,0.8211
2.1988e-009,0.9306
2.2374e-009,1.0092
2.2759e-009,1.0677
2.3145e-009,1.1135
2.3531e-009,1.1482
2.3916e-009,1.1788
2.4302e-009,1.2266
2.4688e-009,1.2398
2.5074e-009,1.2289
2.5459e-009,1.1744
2.5845e-009,1.0577
2.6231e-009,0.9035
2.6617e-009,0.7392
2.7003e-009,0.5803
2.7388e-009,0.4512
2.7774e-009,0.3650
2.8160e-009,0.3180
2.8545e-009,0.2966
2.8931e-009,0.2724
2.9317e-009,0.2800
2.9703e-009,0.3142
3.0089e-009,0.3886
3.0474e-009,0.5111
3.0860e-009,0.6671
3.1246e-009,0.8112
3.1631e-009,0.9347
3.2017e-009,1.0348
3.2403e-009,1.1101
3.2789e-009,1.1633
3.3175e-009,1.1968
3.3560e-009,1.2454
3.3946e-009,1.2597
3.4332e-009,1.2523
3.4717e-009,1.2133
3.5103e-009,1.1152
3.5489e-009,0.9670
3.5875e-009,0.8049
3.6260e-009,0.6410
3.6646e-009,0.4981
3.7032e-009,0.3943
3.7418e-009,0.3323
3.7803e-009,0.3010
3.8189e-009,0.2727
3.8575e-009,0.2721
3.8961e-009,0.2972
3.9346e-009,0.3578
3.9732e-009,0.4656
4.0118e-009,0.6154
4.0504e-009,0.7663
4.0890e-009,0.8960
4.1275e-009,1.0043
4.1661e-009,1.0882
4.2047e-009,1.1484
4.2433e-009,1.1879
4.2818e-009,1.2340
4.3204e-009,1.2579
4.3590e-009,1.2569
4.3975e-009,1.2311
4.4361e-009,1.1535
4.4747e-009,1.0171
4.5133e-009,0.8573
4.5519e-009,0.6920
4.5904e-009,0.5398
4.6290e-009,0.4221
4.6676e-009,0.3476
4.7062e-009,0.3085
4.7447e-009,0.2896
4.7833e-009,0.2808
4.8219e-009,0.2749
4.8604e-009,0.2677
4.8990e-009,0.2634
4.9376e-009,0.2650
4.9762e-009,0.2715
5.0147e-009,0.2852
5.0533e-009,0.3053
5.0919e-009,0.3249
5.1305e-009,0.3393
5.1691e-009,0.3479
5.2076e-009,0.3502
5.2462e-009,0.3460
5.2848e-009,0.3378
5.3234e-009,0.3294
5.3619e-009,0.3232
5.4005e-009,0.3191
5.4391e-009,0.3171
5.4776e-009,0.3168
5.5162e-009,0.3166
5.5548e-009,0.3169
5.5934e-009,0.3177
5.6320e-009,0.3180
5.6705e-009,0.3173
5.7091e-009,0.3162
5.7477e-009,0.3153
5.7863e-009,0.3144
5.8248e-009,0.3138
5.8634e-009,0.3136
5.9020e-009,0.3141
5.9405e-009,0.3146
5.9791e-009,0.3151
6.0177e-009,0.3154
6.0563e-009,0.3154
6.0948e-009,0.3154
6.1334e-009,0.3154
6.1720e-009,0.3153
6.2106e-009,0.3151
6.2492e-009,0.3150
6.2877e-009,0.3150
6.3263e-009,0.3150
6.3649e-009,0.3150
6.4035e-009,0.3151
6.4420e-009,0.3152
6.4806e-009,0.3152
6.5192e-009,0.3152
6.5577e-009,0.3152
6.5963e-009,0.3151
6.6349e-009,0.3151
6.6735e-009,0.3151
6.7121e-009,0.3152
6.7506e-009,0.3151
6.7892e-009,0.3151
6.8278e-009,0.3152
6.8664e-009,0.3152
6.9049e-009,0.3152
6.9435e-009,0.3152
6.9821e-009,0.3152
7.0206e-009,0.3152
7.0592e-009,0.3152
7.0978e-009,0.3152
7.1364e-009,0.3152
7.1749e-009,0.3152
7.2135e-009,0.3152
7.2521e-009,0.3152
7.2907e-009,0.3152
7.3293e-009,0.3152
7.3678e-009,0.3152
7.4064e-009,0.3152
7.4450e-009,0.3152
7.4835e-009,0.3152
7.5221e-009,0.3152
7.5607e-009,0.3152
7.5993e-009,0.3152
7.6379e-009,0.3152
7.6764e-009,0.3152
7.7150e-009,0.3153
7.7536e-009,0.3153
7.7922e-009,0.3153
7.8307e-009,0.3153
7.8693e-009,0.3153
7.9079e-009,0.3153
7.9464e-009,0.3153
7.9850e-009,0.3153
8.0236e-009,0.3153
8.0622e-009,0.3153
8.1008e-009,0.3153
8.1393e-009,0.3153
8.1779e-009,0.3153
8.2165e-009,0.3153
8.2550e-009,0.3153
8.2936e-009,0.3153
8.3322e-009,0.3153
8.3708e-009,0.3153
8.4093e-009,0.3153
8.4479e-009,0.3153
8.4865e-009,0.3154
8.5251e-009,0.3215
8.5637e-009,0.3416
8.6022e-009,0.3940
8.6408e-009,0.4935
8.6794e-009,0.6335
8.7179e-009,0.7882
8.7565e-009,0.9076
8.7951e-009,0.9923
8.8337e-009,1.0538
8.8722e-009,1.1011
8.9108e-009,1.1379
8.9494e-009,1.1642
8.9880e-009,1.1823
9.0266e-009,1.1942
9.0651e-009,1.2020
9.1037e-009,1.2064
9.1423e-009,1.2071
9.1808e-009,1.2024
9.2194e-009,1.1913
9.2580e-009,1.1752
9.2966e-009,1.1608
9.3352e-009,1.1547
9.3737e-009,1.1567
9.4123e-009,1.1623
9.4509e-009,1.1682
9.4895e-009,1.1731
9.5280e-009,1.1766
9.5666e-009,1.1791
9.6052e-009,1.1807
9.6437e-009,1.1816
9.6823e-009,1.1823
9.7209e-009,1.1830
9.7595e-009,1.1828
9.7981e-009,1.1820
9.8366e-009,1.1815
9.8752e-009,1.1822
9.9138e-009,1.1837
9.9524e-009,1.1849
9.9909e-009,1.1852
1.00295e-008,1.1850
1.00681e-008,1.1845
1.01066e-008,1.1842
1.01452e-008,1.1841
1.01838e-008,1.1840
1.02224e-008,1.1840
1.02610e-008,1.1841
1.02995e-008,1.1840
1.03381e-008,1.1839
1.03767e-008,1.1838
1.04152e-008,1.1840
1.04538e-008,1.1842
1.04924e-008,1.1843
1.05310e-008,1.1842
1.05695e-008,1.1840
