.HEADER
..NAMES
Time,V U1.AE24
.DATA
0.0e+000,0.3151
3.86e-011,0.3151
7.72e-011,0.3151
1.157e-010,0.3151
1.543e-010,0.3151
1.929e-010,0.3151
2.314e-010,0.3151
2.700e-010,0.3151
3.086e-010,0.3151
3.472e-010,0.3151
3.857e-010,0.3151
4.243e-010,0.3151
4.629e-010,0.3151
5.015e-010,0.3174
5.401e-010,0.3280
5.786e-010,0.3607
6.172e-010,0.4354
6.558e-010,0.5571
6.944e-010,0.7129
7.329e-010,0.8585
7.715e-010,0.9645
8.101e-010,1.0393
8.486e-010,1.0921
8.872e-010,1.1293
9.258e-010,1.1550
9.644e-010,1.1744
1.0029e-009,1.1889
1.0415e-009,1.1994
1.0801e-009,1.2066
1.1187e-009,1.2100
1.1572e-009,1.2089
1.1958e-009,1.2014
1.2344e-009,1.1876
1.2730e-009,1.1700
1.3115e-009,1.1547
1.3501e-009,1.1490
1.3887e-009,1.1519
1.4273e-009,1.1582
1.4658e-009,1.1644
1.5044e-009,1.1700
1.5430e-009,1.1753
1.5816e-009,1.1793
1.6202e-009,1.1816
1.6587e-009,1.1828
1.6973e-009,1.1836
1.7359e-009,1.1839
1.7745e-009,1.1831
1.8130e-009,1.1821
1.8516e-009,1.1816
1.8902e-009,1.1821
1.9288e-009,1.1838
1.9673e-009,1.1855
2.0059e-009,1.1862
2.0445e-009,1.1860
2.0830e-009,1.1856
2.1216e-009,1.1855
2.1602e-009,1.1853
2.1988e-009,1.1850
2.2374e-009,1.1848
2.2759e-009,1.1848
2.3145e-009,1.1847
2.3531e-009,1.1846
2.3916e-009,1.1846
2.4302e-009,1.1848
2.4688e-009,1.1850
2.5074e-009,1.1852
2.5459e-009,1.1852
2.5845e-009,1.1850
2.6231e-009,1.1848
2.6617e-009,1.1847
2.7003e-009,1.1848
2.7388e-009,1.1848
2.7774e-009,1.1848
2.8160e-009,1.1847
2.8545e-009,1.1848
2.8931e-009,1.1848
2.9317e-009,1.1847
2.9703e-009,1.1847
3.0089e-009,1.1847
3.0474e-009,1.1847
3.0860e-009,1.1847
3.1246e-009,1.1847
3.1631e-009,1.1846
3.2017e-009,1.1846
3.2403e-009,1.1846
3.2789e-009,1.1846
3.3175e-009,1.1876
3.3560e-009,1.1928
3.3946e-009,1.1889
3.4332e-009,1.1557
3.4717e-009,1.0650
3.5103e-009,0.9229
3.5489e-009,0.7724
3.5875e-009,0.6289
3.6260e-009,0.5054
3.6646e-009,0.4112
3.7032e-009,0.3509
3.7418e-009,0.3184
3.7803e-009,0.3015
3.8189e-009,0.2911
3.8575e-009,0.2835
3.8961e-009,0.2775
3.9346e-009,0.2727
3.9732e-009,0.2712
4.0118e-009,0.2750
4.0504e-009,0.2872
4.0890e-009,0.3082
4.1275e-009,0.3301
4.1661e-009,0.3458
4.2047e-009,0.3538
4.2433e-009,0.3561
4.2818e-009,0.3600
4.3204e-009,0.3793
4.3590e-009,0.4347
4.3975e-009,0.5386
4.4361e-009,0.6814
4.4747e-009,0.8305
4.5133e-009,0.9421
4.5519e-009,1.0222
4.5904e-009,1.0801
4.6290e-009,1.1225
4.6676e-009,1.1526
4.7062e-009,1.1806
4.7447e-009,1.2279
4.7833e-009,1.2411
4.8219e-009,1.2309
4.8604e-009,1.1785
4.8990e-009,1.0636
4.9376e-009,0.9052
4.9762e-009,0.7354
5.0147e-009,0.5715
5.0533e-009,0.4347
5.0919e-009,0.3435
5.1305e-009,0.2984
5.1691e-009,0.2820
5.2076e-009,0.2620
5.2462e-009,0.2718
5.2848e-009,0.3106
5.3234e-009,0.3863
5.3619e-009,0.5063
5.4005e-009,0.6647
5.4391e-009,0.8127
5.4776e-009,0.9383
5.5162e-009,1.0417
5.5548e-009,1.1211
5.5934e-009,1.1743
5.6320e-009,1.2055
5.6705e-009,1.2538
5.7091e-009,1.2701
5.7477e-009,1.2620
5.7863e-009,1.2225
5.8248e-009,1.1270
5.8634e-009,0.9771
5.9020e-009,0.8071
5.9405e-009,0.6363
5.9791e-009,0.4868
6.0177e-009,0.3761
6.0563e-009,0.3129
6.0948e-009,0.2859
6.1334e-009,0.2757
6.1720e-009,0.2708
6.2106e-009,0.2685
6.2492e-009,0.2648
6.2877e-009,0.2609
6.3263e-009,0.2622
6.3649e-009,0.2698
6.4035e-009,0.2847
6.4420e-009,0.3057
6.4806e-009,0.3271
6.5192e-009,0.3442
6.5577e-009,0.3540
6.5963e-009,0.3578
6.6349e-009,0.3649
6.6735e-009,0.3907
6.7121e-009,0.4563
6.7506e-009,0.5685
6.7892e-009,0.7163
6.8278e-009,0.8578
6.8664e-009,0.9612
6.9049e-009,1.0358
6.9435e-009,1.0902
6.9821e-009,1.1297
7.0206e-009,1.1572
7.0592e-009,1.1769
7.0978e-009,1.1905
7.1364e-009,1.1996
7.1749e-009,1.2053
7.2135e-009,1.2078
7.2521e-009,1.2062
7.2907e-009,1.1985
7.3293e-009,1.1852
7.3678e-009,1.1689
7.4064e-009,1.1546
7.4450e-009,1.1490
7.4835e-009,1.1519
7.5221e-009,1.1582
7.5607e-009,1.1642
7.5993e-009,1.1694
7.6379e-009,1.1744
7.6764e-009,1.1783
7.7150e-009,1.1806
7.7536e-009,1.1819
7.7922e-009,1.1827
7.8307e-009,1.1832
7.8693e-009,1.1825
7.9079e-009,1.1816
7.9464e-009,1.1812
7.9850e-009,1.1817
8.0236e-009,1.1885
8.0622e-009,1.1936
8.1008e-009,1.1814
8.1393e-009,1.1266
8.1779e-009,1.0103
8.2165e-009,0.8598
8.2550e-009,0.7114
8.2936e-009,0.5741
8.3322e-009,0.4619
8.3708e-009,0.3817
8.4093e-009,0.3345
8.4479e-009,0.3098
8.4865e-009,0.2963
8.5251e-009,0.2875
8.5637e-009,0.2810
8.6022e-009,0.2756
8.6408e-009,0.2718
8.6794e-009,0.2721
8.7179e-009,0.2788
8.7565e-009,0.2951
8.7951e-009,0.3177
8.8337e-009,0.3376
8.8722e-009,0.3500
8.9108e-009,0.3551
8.9494e-009,0.3568
8.9880e-009,0.3652
9.0266e-009,0.3966
9.0651e-009,0.4725
9.1037e-009,0.5947
9.1423e-009,0.7473
9.1808e-009,0.8816
9.2194e-009,0.9789
9.2580e-009,1.0486
9.2966e-009,1.0995
9.3352e-009,1.1364
9.3737e-009,1.1621
9.4123e-009,1.1800
9.4509e-009,1.1920
9.4895e-009,1.2002
9.5280e-009,1.2057
9.5666e-009,1.2077
9.6052e-009,1.2050
9.6437e-009,1.1963
9.6823e-009,1.1823
9.7209e-009,1.1657
9.7595e-009,1.1525
9.7981e-009,1.1488
9.8366e-009,1.1528
9.8752e-009,1.1592
9.9138e-009,1.1651
9.9524e-009,1.1703
9.9909e-009,1.1751
1.00295e-008,1.1787
1.00681e-008,1.1808
1.01066e-008,1.1820
1.01452e-008,1.1829
1.01838e-008,1.1830
1.02224e-008,1.1821
1.02610e-008,1.1813
1.02995e-008,1.1811
1.03381e-008,1.1818
1.03767e-008,1.1835
1.04152e-008,1.1850
1.04538e-008,1.1855
1.04924e-008,1.1852
1.05310e-008,1.1848
1.05695e-008,1.1847
1.06081e-008,1.1846
1.06467e-008,1.1844
1.06853e-008,1.1842
1.07239e-008,1.1842
1.07624e-008,1.1841
1.08010e-008,1.1841
1.08396e-008,1.1896
1.08781e-008,1.1928
1.09167e-008,1.1786
1.09553e-008,1.1211
1.09939e-008,1.0023
1.10324e-008,0.8513
1.10710e-008,0.7029
1.11096e-008,0.5670
1.11482e-008,0.4567
1.11868e-008,0.3785
1.12253e-008,0.3326
1.12639e-008,0.3089
1.13025e-008,0.2959
1.13410e-008,0.2871
1.13796e-008,0.2803
1.14182e-008,0.2748
1.14568e-008,0.2712
1.14953e-008,0.2720
1.15339e-008,0.2793
1.15725e-008,0.2961
1.16111e-008,0.3187
1.16497e-008,0.3382
1.16882e-008,0.3503
1.17268e-008,0.3550
1.17654e-008,0.3540
1.18039e-008,0.3478
1.18425e-008,0.3384
