.HEADER
..NAMES
Time,V U1.AB18
.DATA
0.0e+000,1.1823
3.86e-011,1.1823
7.72e-011,1.1823
1.157e-010,1.1823
1.543e-010,1.1823
1.929e-010,1.1823
2.314e-010,1.1823
2.700e-010,1.1823
3.086e-010,1.1823
3.472e-010,1.1823
3.857e-010,1.1823
4.243e-010,1.1823
4.629e-010,1.1823
5.015e-010,1.1823
5.401e-010,1.1823
5.786e-010,1.1823
6.172e-010,1.1823
6.558e-010,1.1823
6.944e-010,1.1849
7.329e-010,1.1901
7.715e-010,1.1875
8.101e-010,1.1576
8.486e-010,1.0715
8.872e-010,0.9347
9.258e-010,0.7924
9.644e-010,0.6642
1.0029e-009,0.5586
1.0415e-009,0.4706
1.0801e-009,0.4016
1.1187e-009,0.3576
1.1572e-009,0.3203
1.1958e-009,0.3086
1.2344e-009,0.3383
1.2730e-009,0.4185
1.3115e-009,0.5614
1.3501e-009,0.7390
1.3887e-009,0.8989
1.4273e-009,0.9967
1.4658e-009,1.0466
1.5044e-009,1.0799
1.5430e-009,1.1160
1.5816e-009,1.1461
1.6202e-009,1.1771
1.6587e-009,1.2069
1.6973e-009,1.1947
1.7359e-009,1.1512
1.7745e-009,1.0500
1.8130e-009,0.8970
1.8516e-009,0.7465
1.8902e-009,0.6269
1.9288e-009,0.5420
1.9673e-009,0.4704
2.0059e-009,0.3996
2.0445e-009,0.3488
2.0830e-009,0.3176
2.1216e-009,0.2910
2.1602e-009,0.3156
2.1988e-009,0.3857
2.2374e-009,0.5173
2.2759e-009,0.6946
2.3145e-009,0.8667
2.3531e-009,0.9770
2.3916e-009,1.0328
2.4302e-009,1.0632
2.4688e-009,1.0994
2.5074e-009,1.1365
2.5459e-009,1.1593
2.5845e-009,1.1667
2.6231e-009,1.1555
2.6617e-009,1.1338
2.7003e-009,1.1150
2.7388e-009,1.1038
2.7774e-009,1.1052
2.8160e-009,1.1189
2.8545e-009,1.1361
2.8931e-009,1.1513
2.9317e-009,1.1609
2.9703e-009,1.1646
3.0089e-009,1.1670
3.0474e-009,1.1757
3.0860e-009,1.1837
3.1246e-009,1.1804
3.1631e-009,1.1433
3.2017e-009,1.0457
3.2403e-009,0.9055
3.2789e-009,0.7661
3.3175e-009,0.6408
3.3560e-009,0.5385
3.3946e-009,0.4529
3.4332e-009,0.3888
3.4717e-009,0.3502
3.5103e-009,0.3276
3.5489e-009,0.3197
3.5875e-009,0.3244
3.6260e-009,0.3372
3.6646e-009,0.3563
3.7032e-009,0.3729
3.7418e-009,0.3802
3.7803e-009,0.3785
3.8189e-009,0.3693
3.8575e-009,0.3569
3.8961e-009,0.3456
3.9346e-009,0.3360
3.9732e-009,0.3294
4.0118e-009,0.3258
4.0504e-009,0.3233
4.0890e-009,0.3212
4.1275e-009,0.3191
4.1661e-009,0.3167
4.2047e-009,0.3151
4.2433e-009,0.3144
4.2818e-009,0.3142
4.3204e-009,0.3149
4.3590e-009,0.3156
4.3975e-009,0.3159
4.4361e-009,0.3171
4.4747e-009,0.3241
4.5133e-009,0.3479
4.5519e-009,0.4074
4.5904e-009,0.5130
4.6290e-009,0.6538
4.6676e-009,0.7967
4.7062e-009,0.8969
4.7447e-009,0.9658
4.7833e-009,1.0196
4.8219e-009,1.0708
4.8604e-009,1.1144
4.8990e-009,1.1396
4.9376e-009,1.1479
4.9762e-009,1.1421
5.0147e-009,1.1286
5.0533e-009,1.1170
5.0919e-009,1.1115
5.1305e-009,1.1146
5.1691e-009,1.1258
5.2076e-009,1.1394
5.2462e-009,1.1508
5.2848e-009,1.1587
5.3234e-009,1.1633
5.3619e-009,1.1669
5.4005e-009,1.1706
5.4391e-009,1.1738
5.4776e-009,1.1770
5.5162e-009,1.1795
5.5548e-009,1.1810
5.5934e-009,1.1819
5.6320e-009,1.1821
5.6705e-009,1.1822
5.7091e-009,1.1819
5.7477e-009,1.1817
5.7863e-009,1.1819
5.8248e-009,1.1823
5.8634e-009,1.1866
5.9020e-009,1.1912
5.9405e-009,1.1838
5.9791e-009,1.1416
6.0177e-009,1.0395
6.0563e-009,0.8966
6.0948e-009,0.7575
6.1334e-009,0.6345
6.1720e-009,0.5346
6.2106e-009,0.4512
6.2492e-009,0.3884
6.2877e-009,0.3498
6.3263e-009,0.3274
6.3649e-009,0.3199
6.4035e-009,0.3250
6.4420e-009,0.3385
6.4806e-009,0.3577
6.5192e-009,0.3740
6.5577e-009,0.3808
6.5963e-009,0.3784
6.6349e-009,0.3688
6.6735e-009,0.3563
6.7121e-009,0.3449
