.HEADER
..NAMES
Time,V U1.W25
4.14681e-008,0.3982
4.15067e-008,0.5016
4.15453e-008,0.6453
4.15838e-008,0.8005
4.16224e-008,0.9167
4.16610e-008,0.9945
4.16996e-008,1.0448
4.17382e-008,1.0801
4.17767e-008,1.1089
4.18153e-008,1.1374
4.18539e-008,1.1600
4.18924e-008,1.1737
4.19310e-008,1.1798
4.19696e-008,1.1805
4.20082e-008,1.1758
4.20468e-008,1.1664
4.20853e-008,1.1555
4.21239e-008,1.1458
4.21625e-008,1.1422
4.22011e-008,1.1462
4.22396e-008,1.1549
4.22782e-008,1.1630
4.23168e-008,1.1697
4.23553e-008,1.1757
4.23939e-008,1.1795
4.24325e-008,1.1804
4.24711e-008,1.1802
4.25097e-008,1.1810
4.25482e-008,1.1820
4.25868e-008,1.1822
4.26254e-008,1.1821
4.26639e-008,1.1828
4.27025e-008,1.1842
4.27411e-008,1.1850
4.27797e-008,1.1854
4.28183e-008,1.1854
4.28568e-008,1.1852
4.28954e-008,1.1849
4.29340e-008,1.1845
4.29726e-008,1.1842
4.30111e-008,1.1842
4.30497e-008,1.1845
4.30883e-008,1.1847
4.31268e-008,1.1846
4.31654e-008,1.1844
4.32040e-008,1.1846
4.32426e-008,1.1874
4.32812e-008,1.1927
4.33197e-008,1.1898
4.33583e-008,1.1598
4.33969e-008,1.0742
4.34354e-008,0.9347
4.34740e-008,0.7838
4.35126e-008,0.6420
4.35512e-008,0.5234
4.35898e-008,0.4384
4.36283e-008,0.3856
4.36669e-008,0.3528
4.37055e-008,0.3210
4.37440e-008,0.3065
4.37826e-008,0.3224
4.38212e-008,0.3765
4.38598e-008,0.4797
4.38983e-008,0.6342
4.39369e-008,0.8021
4.39755e-008,0.9361
4.40141e-008,1.0356
4.40527e-008,1.1005
4.40912e-008,1.1378
4.41298e-008,1.1599
4.41684e-008,1.1924
4.42069e-008,1.2287
4.42455e-008,1.2327
4.42841e-008,1.2131
4.43227e-008,1.1473
4.43613e-008,1.0101
4.43998e-008,0.8329
4.44384e-008,0.6690
4.44770e-008,0.5253
4.45155e-008,0.4200
4.45541e-008,0.3593
4.45927e-008,0.3334
4.46313e-008,0.3185
4.46699e-008,0.2943
4.47084e-008,0.3044
4.47470e-008,0.3443
4.47856e-008,0.4287
4.48242e-008,0.5655
4.48627e-008,0.7429
4.49013e-008,0.8918
4.49399e-008,1.0034
4.49784e-008,1.0822
4.50170e-008,1.1315
4.50556e-008,1.1563
4.50942e-008,1.1735
4.51328e-008,1.1868
4.51713e-008,1.1901
4.52099e-008,1.1890
4.52485e-008,1.1870
4.52870e-008,1.1826
4.53256e-008,1.1716
4.53642e-008,1.1598
4.54028e-008,1.1505
4.54414e-008,1.1445
4.54799e-008,1.1443
4.55185e-008,1.1508
4.55571e-008,1.1599
4.55957e-008,1.1726
4.56342e-008,1.1835
4.56728e-008,1.1817
4.57114e-008,1.1444
4.57499e-008,1.0446
4.57885e-008,0.8975
4.58271e-008,0.7495
4.58657e-008,0.6118
4.59043e-008,0.4991
4.59428e-008,0.4223
4.59814e-008,0.3764
4.60200e-008,0.3475
4.60585e-008,0.3289
4.60971e-008,0.3161
4.61357e-008,0.3059
4.61743e-008,0.2977
4.62129e-008,0.2956
4.62514e-008,0.3015
4.62900e-008,0.3141
4.63286e-008,0.3315
4.63671e-008,0.3479
4.64057e-008,0.3570
4.64443e-008,0.3577
4.64829e-008,0.3538
4.65214e-008,0.3476
4.65600e-008,0.3457
4.65986e-008,0.3650
4.66372e-008,0.4278
4.66758e-008,0.5414
4.67143e-008,0.6912
4.67529e-008,0.8368
4.67915e-008,0.9425
4.68300e-008,1.0133
4.68686e-008,1.0587
4.69072e-008,1.0898
4.69458e-008,1.1171
4.69844e-008,1.1441
4.70229e-008,1.1631
4.70615e-008,1.1742
4.71001e-008,1.1789
4.71386e-008,1.1787
4.71772e-008,1.1731
4.72158e-008,1.1637
4.72544e-008,1.1529
4.72930e-008,1.1441
4.73315e-008,1.1426
4.73701e-008,1.1485
4.74087e-008,1.1572
4.74473e-008,1.1643
4.74858e-008,1.1709
4.75244e-008,1.1768
4.75630e-008,1.1798
4.76015e-008,1.1800
4.76401e-008,1.1801
4.76787e-008,1.1813
4.77173e-008,1.1819
4.77559e-008,1.1819
4.77944e-008,1.1819
4.78330e-008,1.1829
4.78716e-008,1.1842
4.79101e-008,1.1849
4.79487e-008,1.1851
4.79873e-008,1.1851
4.80259e-008,1.1849
4.80645e-008,1.1846
4.81030e-008,1.1843
4.81416e-008,1.1839
4.81802e-008,1.1840
4.82188e-008,1.1844
4.82573e-008,1.1845
4.82959e-008,1.1842
4.83345e-008,1.1842
4.83730e-008,1.1845
4.84116e-008,1.1887
4.84502e-008,1.1931
4.84888e-008,1.1855
4.85274e-008,1.1436
4.85659e-008,1.0415
4.86045e-008,0.8945
4.86431e-008,0.7453
4.86816e-008,0.6078
4.87202e-008,0.4975
4.87588e-008,0.4221
4.87974e-008,0.3754
4.88360e-008,0.3461
4.88745e-008,0.3147
4.89131e-008,0.3079
4.89517e-008,0.3320
4.89902e-008,0.3983
4.90288e-008,0.5149
4.90674e-008,0.6794
4.91060e-008,0.8400
4.91445e-008,0.9653
4.91831e-008,1.0555
4.92217e-008,1.1126
4.92603e-008,1.1442
4.92989e-008,1.1649
4.93374e-008,1.2085
4.93760e-008,1.2319
4.94146e-008,1.2302
4.94531e-008,1.2015
4.94917e-008,1.1188
4.95303e-008,0.9640
4.95689e-008,0.7889
4.96075e-008,0.6290
4.96460e-008,0.4936
4.96846e-008,0.3999
4.97232e-008,0.3500
4.97617e-008,0.3292
4.98003e-008,0.3063
4.98389e-008,0.2940
4.98775e-008,0.3109
4.99160e-008,0.3614
4.99546e-008,0.4589
4.99932e-008,0.6105
5.00318e-008,0.7857
5.00704e-008,0.9239
5.01089e-008,1.0268
5.01475e-008,1.0977
5.01861e-008,1.1396
5.02246e-008,1.1607
5.02632e-008,1.1778
5.03018e-008,1.1884
5.03404e-008,1.1900
5.03790e-008,1.1885
5.04175e-008,1.1864
5.04561e-008,1.1801
5.04947e-008,1.1681
5.05332e-008,1.1571
5.05718e-008,1.1484
5.06104e-008,1.1437
5.06490e-008,1.1453
5.06876e-008,1.1532
5.07261e-008,1.1617
5.07647e-008,1.1678
5.08033e-008,1.1736
5.08419e-008,1.1785
5.08804e-008,1.1805
5.09190e-008,1.1803
5.09576e-008,1.1810
5.09961e-008,1.1822
5.10347e-008,1.1823
5.10733e-008,1.1818
5.11119e-008,1.1825
5.11505e-008,1.1839
5.11890e-008,1.1845
5.12276e-008,1.1890
5.12662e-008,1.1938
5.13047e-008,1.1852
5.13433e-008,1.1401
5.13819e-008,1.0343
5.14205e-008,0.8863
5.14591e-008,0.7374
5.14976e-008,0.6008
5.15362e-008,0.4924
5.15748e-008,0.4188
5.16133e-008,0.3734
5.16519e-008,0.3449
5.16905e-008,0.3129
5.17291e-008,0.3083
5.17676e-008,0.3339
5.18062e-008,0.4028
5.18448e-008,0.5224
5.18834e-008,0.6886
5.19220e-008,0.8468
5.19605e-008,0.9706
5.19991e-008,1.0593
5.20377e-008,1.1148
5.20762e-008,1.1453
5.21148e-008,1.1661
5.21534e-008,1.1826
5.21920e-008,1.1880
5.22306e-008,1.1889
5.22691e-008,1.1887
5.23077e-008,1.1856
5.23463e-008,1.1753
5.23848e-008,1.1631
5.24234e-008,1.1532
5.24620e-008,1.1455
5.25006e-008,1.1433
5.25391e-008,1.1481
5.25777e-008,1.1570
5.26163e-008,1.1680
5.26549e-008,1.1804
5.26935e-008,1.1854
5.27320e-008,1.1643
5.27706e-008,1.0885
5.28092e-008,0.9543
5.28477e-008,0.8038
5.28863e-008,0.6605
5.29249e-008,0.5365
5.29635e-008,0.4465
5.30021e-008,0.3908
5.30406e-008,0.3567
5.30792e-008,0.3282
5.31178e-008,0.3073
5.31563e-008,0.3183
5.31949e-008,0.3643
5.32335e-008,0.4587
5.32721e-008,0.6049
5.33107e-008,0.7765
5.33492e-008,0.9159
5.33878e-008,1.0216
5.34264e-008,1.0922
5.34650e-008,1.1333
5.35035e-008,1.1562
5.35421e-008,1.1757
5.35807e-008,1.1867
5.36192e-008,1.1886
5.36578e-008,1.1886
5.36964e-008,1.1878
5.37350e-008,1.1811
5.37736e-008,1.1685
5.38121e-008,1.1576
5.38507e-008,1.1488
5.38893e-008,1.1436
5.39278e-008,1.1449
5.39664e-008,1.1526
5.40050e-008,1.1611
5.40436e-008,1.1673
5.40822e-008,1.1735
5.41207e-008,1.1782
5.41593e-008,1.1801
5.41979e-008,1.1801
5.42365e-008,1.1811
5.42750e-008,1.1821
5.43136e-008,1.1819
5.43522e-008,1.1816
5.43907e-008,1.1825
5.44293e-008,1.1838
5.44679e-008,1.1842
5.45065e-008,1.1846
5.45451e-008,1.1851
5.45836e-008,1.1850
5.46222e-008,1.1843
5.46608e-008,1.1841
5.46993e-008,1.1841
5.47379e-008,1.1839
5.47765e-008,1.1839
5.48151e-008,1.1841
5.48537e-008,1.1842
5.48922e-008,1.1840
5.49308e-008,1.1841
5.49694e-008,1.1844
5.50079e-008,1.1844
5.50465e-008,1.1841
5.50851e-008,1.1841
5.51237e-008,1.1843
5.51622e-008,1.1841
5.52008e-008,1.1840
5.52394e-008,1.1841
5.52780e-008,1.1843
5.53166e-008,1.1842
5.53551e-008,1.1841
5.53937e-008,1.1842
5.54323e-008,1.1842
5.54708e-008,1.1841
5.55094e-008,1.1841
5.55480e-008,1.1842
5.55866e-008,1.1841
5.56252e-008,1.1841
5.56637e-008,1.1841
5.57023e-008,1.1841
5.57409e-008,1.1841
5.57794e-008,1.1841
5.58180e-008,1.1841
5.58566e-008,1.1841
5.58952e-008,1.1841
5.59338e-008,1.1841
5.59723e-008,1.1841
5.60109e-008,1.1841
5.60495e-008,1.1841
5.60881e-008,1.1841
5.61266e-008,1.1841
5.61652e-008,1.1841
5.62038e-008,1.1840
5.62423e-008,1.1840
5.62809e-008,1.1840
5.63195e-008,1.1840
5.63581e-008,1.1840
5.63967e-008,1.1840
5.64352e-008,1.1840
5.64738e-008,1.1840
5.65124e-008,1.1840
5.65509e-008,1.1840
5.65895e-008,1.1840
5.66281e-008,1.1840
5.66667e-008,1.1840
5.67053e-008,1.1840
5.67438e-008,1.1840
5.67824e-008,1.1840
5.68210e-008,1.1840
5.68596e-008,1.1840
5.68981e-008,1.1840
5.69367e-008,1.1840
5.69753e-008,1.1840
5.70138e-008,1.1840
5.70524e-008,1.1840
5.70910e-008,1.1840
5.71296e-008,1.1840
5.71682e-008,1.1840
5.72067e-008,1.1840
5.72453e-008,1.1840
5.72839e-008,1.1840
5.73224e-008,1.1880
5.73610e-008,1.1926
5.73996e-008,1.1852
5.74382e-008,1.1434
5.74768e-008,1.0414
5.75153e-008,0.8945
5.75539e-008,0.7453
5.75925e-008,0.6077
5.76310e-008,0.4972
5.76696e-008,0.4217
5.77082e-008,0.3751
5.77468e-008,0.3458
5.77853e-008,0.3275
5.78239e-008,0.3144
5.78625e-008,0.3044
5.79011e-008,0.2970
5.79397e-008,0.2956
5.79782e-008,0.3016
5.80168e-008,0.3144
5.80554e-008,0.3320
5.80939e-008,0.3479
5.81325e-008,0.3565
5.81711e-008,0.3572
5.82097e-008,0.3534
5.82483e-008,0.3467
5.82868e-008,0.3453
5.83254e-008,0.3663
5.83640e-008,0.4317
5.84025e-008,0.5470
5.84411e-008,0.6978
5.84797e-008,0.8419
5.85183e-008,0.9458
5.85569e-008,1.0151
5.85954e-008,1.0597
5.86340e-008,1.0906
5.86726e-008,1.1180
5.87112e-008,1.1653
5.87497e-008,1.2091
5.87883e-008,1.2191
5.88269e-008,1.1989
5.88654e-008,1.1263
5.89040e-008,0.9831
5.89426e-008,0.8095
5.89812e-008,0.6482
5.90198e-008,0.5080
5.90583e-008,0.4109
5.90969e-008,0.3576
5.91355e-008,0.3341
5.91740e-008,0.3183
5.92126e-008,0.3085
5.92512e-008,0.3017
5.92898e-008,0.2926
5.93284e-008,0.2863
5.93669e-008,0.2905
5.94055e-008,0.3051
5.94441e-008,0.3217
5.94827e-008,0.3389
5.95212e-008,0.3536
5.95598e-008,0.3604
5.95984e-008,0.3580
5.96370e-008,0.3506
5.96755e-008,0.3412
5.97141e-008,0.3302
5.97527e-008,0.3213
5.97912e-008,0.3171
5.98298e-008,0.3161
5.98684e-008,0.3153
5.99070e-008,0.3155
5.99455e-008,0.3168
5.99841e-008,0.3170
6.00227e-008,0.3158
6.00613e-008,0.3145
6.00999e-008,0.3139
6.01384e-008,0.3130
6.01770e-008,0.3121
6.02156e-008,0.3120
6.02542e-008,0.3127
6.02927e-008,0.3133
6.03313e-008,0.3136
6.03699e-008,0.3141
6.04085e-008,0.3143
6.04470e-008,0.3140
6.04856e-008,0.3139
6.05242e-008,0.3139
6.05627e-008,0.3137
6.06013e-008,0.3134
6.06399e-008,0.3135
6.06785e-008,0.3137
6.07170e-008,0.3137
6.07556e-008,0.3137
6.07942e-008,0.3138
6.08328e-008,0.3139
6.08714e-008,0.3138
6.09099e-008,0.3137
6.09485e-008,0.3138
6.09871e-008,0.3138
6.10257e-008,0.3137
6.10642e-008,0.3137
6.11028e-008,0.3138
6.11414e-008,0.3138
6.11800e-008,0.3138
6.12185e-008,0.3138
6.12571e-008,0.3139
6.12957e-008,0.3138
6.13342e-008,0.3138
6.13728e-008,0.3139
6.14114e-008,0.3139
6.14500e-008,0.3138
6.14885e-008,0.3139
6.15271e-008,0.3139
6.15657e-008,0.3139
6.16043e-008,0.3139
6.16429e-008,0.3139
6.16814e-008,0.3139
6.17200e-008,0.3139
6.17586e-008,0.3139
6.17972e-008,0.3139
6.18357e-008,0.3140
6.18743e-008,0.3140
