.HEADER
..NAMES
Time,V U1.AC14
.DATA
0.0e+000,0.3243
3.67e-011,0.3243
7.33e-011,0.3243
1.100e-010,0.3257
1.467e-010,0.3335
1.834e-010,0.3580
2.201e-010,0.4152
2.567e-010,0.5102
2.934e-010,0.6297
3.301e-010,0.7498
3.667e-010,0.8406
4.034e-010,0.9081
4.401e-010,0.9606
4.768e-010,1.0035
5.135e-010,1.0381
5.501e-010,1.0644
5.868e-010,1.0824
6.235e-010,1.0950
6.601e-010,1.1039
6.968e-010,1.1103
7.335e-010,1.1149
7.702e-010,1.1181
8.068e-010,1.1192
8.435e-010,1.1173
8.802e-010,1.1116
9.169e-010,1.1024
9.536e-010,1.0926
9.902e-010,1.0844
1.0269e-009,1.0778
1.0636e-009,1.0686
1.1003e-009,1.0536
1.1369e-009,1.0347
1.1736e-009,1.0177
1.2103e-009,1.0091
1.2469e-009,1.0110
1.2836e-009,1.0198
1.3203e-009,1.0291
1.3570e-009,1.0336
1.3936e-009,1.0313
1.4303e-009,1.0240
1.4670e-009,1.0154
1.5037e-009,1.0090
1.5403e-009,1.0073
1.5770e-009,1.0104
1.6137e-009,1.0159
1.6504e-009,1.0209
1.6871e-009,1.0227
1.7237e-009,1.0208
1.7604e-009,1.0168
1.7971e-009,1.0132
1.8338e-009,1.0115
1.8704e-009,1.0123
1.9071e-009,1.0159
1.9438e-009,1.0215
1.9805e-009,1.0289
2.0171e-009,1.0404
2.0538e-009,1.0508
2.0905e-009,1.0477
2.1272e-009,1.0129
2.1638e-009,0.9281
2.2005e-009,0.8112
2.2372e-009,0.6924
2.2738e-009,0.5869
2.3105e-009,0.5036
2.3472e-009,0.4430
2.3839e-009,0.4010
2.4205e-009,0.3704
2.4572e-009,0.3462
2.4939e-009,0.3267
2.5306e-009,0.3115
2.5672e-009,0.3012
2.6039e-009,0.2961
2.6406e-009,0.2956
2.6773e-009,0.2980
2.7139e-009,0.3020
2.7506e-009,0.3073
2.7873e-009,0.3141
2.8240e-009,0.3226
2.8606e-009,0.3302
2.8973e-009,0.3351
2.9340e-009,0.3398
2.9707e-009,0.3485
3.0073e-009,0.3639
3.0440e-009,0.3852
3.0807e-009,0.4065
3.1174e-009,0.4210
3.1540e-009,0.4243
3.1907e-009,0.4173
3.2274e-009,0.4047
3.2641e-009,0.3942
3.3007e-009,0.3903
3.3374e-009,0.3941
3.3741e-009,0.4034
3.4108e-009,0.4137
3.4475e-009,0.4205
3.4841e-009,0.4213
3.5208e-009,0.4168
3.5575e-009,0.4101
3.5942e-009,0.4046
3.6308e-009,0.4025
3.6675e-009,0.4039
3.7042e-009,0.4074
3.7408e-009,0.4109
3.7775e-009,0.4129
3.8142e-009,0.4125
3.8509e-009,0.4109
3.8875e-009,0.4131
3.9242e-009,0.4280
3.9609e-009,0.4716
3.9976e-009,0.5547
4.0342e-009,0.6608
4.0709e-009,0.7731
4.1076e-009,0.8573
4.1443e-009,0.9172
4.1809e-009,0.9631
4.2176e-009,1.0006
4.2543e-009,1.0313
4.2910e-009,1.0552
4.3276e-009,1.0739
4.3643e-009,1.0894
4.4010e-009,1.1031
4.4377e-009,1.1151
4.4743e-009,1.1244
4.5110e-009,1.1293
4.5477e-009,1.1286
4.5844e-009,1.1221
4.6211e-009,1.1104
4.6577e-009,1.0958
4.6944e-009,1.0833
4.7311e-009,1.0767
4.7678e-009,1.0741
4.8044e-009,1.0713
4.8411e-009,1.0652
4.8778e-009,1.0476
4.9145e-009,1.0091
4.9511e-009,0.9311
4.9878e-009,0.8087
5.0245e-009,0.6765
5.0612e-009,0.5619
5.0978e-009,0.4682
5.1345e-009,0.3926
5.1712e-009,0.3337
5.2079e-009,0.2896
5.2445e-009,0.2596
5.2812e-009,0.2414
5.3179e-009,0.2325
5.3546e-009,0.2289
5.3912e-009,0.2268
5.4279e-009,0.2236
