.HEADER
..NAMES
Time,V U1.AB8
.DATA
0.0e+000,0.3162
3.86e-011,0.3162
7.72e-011,0.3162
1.157e-010,0.3162
1.543e-010,0.3162
1.929e-010,0.3162
2.314e-010,0.3162
2.700e-010,0.3162
3.086e-010,0.3162
3.472e-010,0.3162
3.857e-010,0.3162
4.243e-010,0.3162
4.629e-010,0.3162
5.015e-010,0.3162
5.401e-010,0.3162
5.786e-010,0.3162
6.172e-010,0.3162
6.558e-010,0.3162
6.944e-010,0.3162
7.329e-010,0.3162
7.715e-010,0.3162
8.101e-010,0.3170
8.486e-010,0.3236
8.872e-010,0.3462
9.258e-010,0.4029
9.644e-010,0.5048
1.0029e-009,0.6415
1.0415e-009,0.7827
1.0801e-009,0.8834
1.1187e-009,0.9542
1.1572e-009,1.0111
1.1958e-009,1.0661
1.2344e-009,1.1142
1.2730e-009,1.1450
1.3115e-009,1.2011
1.3501e-009,1.2072
1.3887e-009,1.1803
1.4273e-009,1.0985
1.4658e-009,0.9563
1.5044e-009,0.7978
1.5430e-009,0.6608
1.5816e-009,0.5586
1.6202e-009,0.4818
1.6587e-009,0.4108
1.6973e-009,0.3576
1.7359e-009,0.3216
1.7745e-009,0.2843
1.8130e-009,0.2904
1.8516e-009,0.3390
1.8902e-009,0.4481
1.9288e-009,0.6132
1.9673e-009,0.7981
2.0059e-009,0.9388
2.0445e-009,1.0209
2.0830e-009,1.0649
2.1216e-009,1.1016
2.1602e-009,1.1383
2.1988e-009,1.1660
2.2374e-009,1.2136
2.2759e-009,1.2259
2.3145e-009,1.2054
2.3531e-009,1.1402
2.3916e-009,1.0072
2.4302e-009,0.8409
2.4688e-009,0.6908
2.5074e-009,0.5763
2.5459e-009,0.4991
2.5845e-009,0.4313
2.6231e-009,0.3742
2.6617e-009,0.3343
2.7003e-009,0.3054
2.7388e-009,0.2925
2.7774e-009,0.2953
2.8160e-009,0.3103
2.8545e-009,0.3351
2.8931e-009,0.3601
2.9317e-009,0.3771
2.9703e-009,0.3827
3.0089e-009,0.3767
3.0474e-009,0.3644
3.0860e-009,0.3516
3.1246e-009,0.3413
3.1631e-009,0.3343
3.2017e-009,0.3297
3.2403e-009,0.3270
3.2789e-009,0.3248
3.3175e-009,0.3223
3.3560e-009,0.3197
3.3946e-009,0.3171
3.4332e-009,0.3151
3.4717e-009,0.3139
3.5103e-009,0.3140
3.5489e-009,0.3148
3.5875e-009,0.3159
3.6260e-009,0.3175
3.6646e-009,0.3246
3.7032e-009,0.3483
3.7418e-009,0.4069
3.7803e-009,0.5107
3.8189e-009,0.6486
3.8575e-009,0.7885
3.8961e-009,0.8875
3.9346e-009,0.9575
3.9732e-009,1.0141
4.0118e-009,1.0689
4.0504e-009,1.1161
4.0890e-009,1.1535
4.1275e-009,1.2028
4.1661e-009,1.2066
4.2047e-009,1.1776
4.2433e-009,1.0919
4.2818e-009,0.9482
4.3204e-009,0.7902
4.3590e-009,0.6543
4.3975e-009,0.5542
4.4361e-009,0.4776
4.4747e-009,0.4072
4.5133e-009,0.3550
4.5519e-009,0.3196
4.5904e-009,0.2973
4.6290e-009,0.2920
4.6676e-009,0.3000
4.7062e-009,0.3191
4.7447e-009,0.3445
4.7833e-009,0.3666
4.8219e-009,0.3793
4.8604e-009,0.3805
4.8990e-009,0.3720
4.9376e-009,0.3597
