.HEADER
..NAMES
Time,V U1.Y10
.DATA
0.0e+000,0.3157
3.86e-011,0.3157
7.72e-011,0.3157
1.157e-010,0.3157
1.543e-010,0.3157
1.929e-010,0.3157
2.314e-010,0.3157
2.700e-010,0.3157
3.086e-010,0.3157
3.472e-010,0.3157
3.857e-010,0.3157
4.243e-010,0.3157
4.629e-010,0.3157
5.015e-010,0.3157
5.401e-010,0.3157
5.786e-010,0.3157
6.172e-010,0.3157
6.558e-010,0.3157
6.944e-010,0.3157
7.329e-010,0.3157
7.715e-010,0.3157
8.101e-010,0.3157
8.486e-010,0.3173
8.872e-010,0.3258
9.258e-010,0.3534
9.644e-010,0.4188
1.0029e-009,0.5290
1.0415e-009,0.6731
1.0801e-009,0.8143
1.1187e-009,0.9192
1.1572e-009,0.9975
1.1958e-009,1.0591
1.2344e-009,1.1083
1.2730e-009,1.1438
1.3115e-009,1.1810
1.3501e-009,1.2229
1.3887e-009,1.2323
1.4273e-009,1.2125
1.4658e-009,1.1384
1.5044e-009,0.9974
1.5430e-009,0.8304
1.5816e-009,0.6780
1.6202e-009,0.5515
1.6587e-009,0.4518
1.6973e-009,0.3798
1.7359e-009,0.3359
1.7745e-009,0.3046
1.8130e-009,0.2761
1.8516e-009,0.2821
1.8902e-009,0.3222
1.9288e-009,0.4133
1.9673e-009,0.5612
2.0059e-009,0.7425
2.0445e-009,0.8949
2.0830e-009,1.0044
2.1216e-009,1.0788
2.1602e-009,1.1288
2.1988e-009,1.1591
2.2374e-009,1.1772
2.2759e-009,1.1898
2.3145e-009,1.1964
2.3531e-009,1.1980
2.3916e-009,1.1939
2.4302e-009,1.1817
2.4688e-009,1.1647
2.5074e-009,1.1523
2.5459e-009,1.1493
2.5845e-009,1.1537
2.6231e-009,1.1603
2.6617e-009,1.1665
2.7003e-009,1.1719
2.7388e-009,1.1819
2.7774e-009,1.1891
2.8160e-009,1.1832
2.8545e-009,1.1426
2.8931e-009,1.0425
2.9317e-009,0.9016
2.9703e-009,0.7622
3.0089e-009,0.6325
3.0474e-009,0.5194
3.0860e-009,0.4278
3.1246e-009,0.3643
3.1631e-009,0.3273
3.2017e-009,0.2933
3.2403e-009,0.2847
3.2789e-009,0.3054
3.3175e-009,0.3704
3.3560e-009,0.4931
3.3946e-009,0.6648
3.4332e-009,0.8318
3.4717e-009,0.9566
3.5103e-009,1.0437
3.5489e-009,1.1046
3.5875e-009,1.1452
3.6260e-009,1.1698
3.6646e-009,1.2079
3.7032e-009,1.2358
3.7418e-009,1.2369
3.7803e-009,1.2088
3.8189e-009,1.1235
3.8575e-009,0.9739
3.8961e-009,0.8045
3.9346e-009,0.6501
3.9732e-009,0.5247
4.0118e-009,0.4294
4.0504e-009,0.3648
4.0890e-009,0.3278
4.1275e-009,0.3035
4.1661e-009,0.2868
4.2047e-009,0.2775
4.2433e-009,0.2746
4.2818e-009,0.2813
4.3204e-009,0.2984
4.3590e-009,0.3200
4.3975e-009,0.3385
4.4361e-009,0.3488
4.4747e-009,0.3510
4.5133e-009,0.3471
4.5519e-009,0.3390
4.5904e-009,0.3303
4.6290e-009,0.3242
4.6676e-009,0.3208
4.7062e-009,0.3193
4.7447e-009,0.3195
4.7833e-009,0.3202
4.8219e-009,0.3201
4.8604e-009,0.3188
4.8990e-009,0.3165
4.9376e-009,0.3150
4.9762e-009,0.3141
5.0147e-009,0.3139
5.0533e-009,0.3144
5.0919e-009,0.3201
5.1305e-009,0.3381
5.1691e-009,0.3853
5.2076e-009,0.4775
5.2462e-009,0.6092
5.2848e-009,0.7588
5.3234e-009,0.8780
5.3619e-009,0.9663
5.4005e-009,1.0340
5.4391e-009,1.0887
5.4776e-009,1.1303
5.5162e-009,1.1583
5.5548e-009,1.2113
5.5934e-009,1.2312
5.6320e-009,1.2254
5.6705e-009,1.1780
5.7091e-009,1.0635
5.7477e-009,0.8998
5.7863e-009,0.7397
5.8248e-009,0.6012
5.8634e-009,0.4906
5.9020e-009,0.4065
5.9405e-009,0.3515
5.9791e-009,0.3185
6.0177e-009,0.2823
6.0563e-009,0.2756
6.0948e-009,0.2997
6.1334e-009,0.3676
6.1720e-009,0.4919
6.2106e-009,0.6658
6.2492e-009,0.8353
6.2877e-009,0.9629
6.3263e-009,1.0506
6.3649e-009,1.1100
6.4035e-009,1.1482
6.4420e-009,1.1702
6.4806e-009,1.1850
6.5192e-009,1.1941
6.5577e-009,1.1978
6.5963e-009,1.1965
6.6349e-009,1.1877
6.6735e-009,1.1717
6.7121e-009,1.1564
6.7506e-009,1.1494
6.7892e-009,1.1512
6.8278e-009,1.1573
6.8664e-009,1.1638
6.9049e-009,1.1697
6.9435e-009,1.1742
6.9821e-009,1.1771
7.0206e-009,1.1790
7.0592e-009,1.1801
7.0978e-009,1.1798
7.1364e-009,1.1792
7.1749e-009,1.1798
7.2135e-009,1.1818
7.2521e-009,1.1837
7.2907e-009,1.1844
7.3293e-009,1.1843
7.3678e-009,1.1838
7.4064e-009,1.1849
7.4450e-009,1.1894
