.HEADER
..NAMES
Time,V U1.AA20
.DATA
0.0e+000,1.1831
3.86e-011,1.1831
7.72e-011,1.1831
1.157e-010,1.1831
1.543e-010,1.1831
1.929e-010,1.1831
2.314e-010,1.1831
2.700e-010,1.1831
3.086e-010,1.1831
3.472e-010,1.1831
3.857e-010,1.1831
4.243e-010,1.1831
4.629e-010,1.1831
5.015e-010,1.1831
5.401e-010,1.1831
5.786e-010,1.1831
6.172e-010,1.1831
6.558e-010,1.1831
6.944e-010,1.1863
7.329e-010,1.1914
7.715e-010,1.1865
8.101e-010,1.1510
8.486e-010,1.0570
8.872e-010,0.9139
9.258e-010,0.7659
9.644e-010,0.6270
1.0029e-009,0.5096
1.0415e-009,0.4193
1.0801e-009,0.3580
1.1187e-009,0.3236
1.1572e-009,0.3061
1.1958e-009,0.2957
1.2344e-009,0.2881
1.2730e-009,0.2848
1.3115e-009,0.2910
1.3501e-009,0.3073
1.3887e-009,0.3259
1.4273e-009,0.3405
1.4658e-009,0.3490
1.5044e-009,0.3508
1.5430e-009,0.3469
1.5816e-009,0.3398
1.6202e-009,0.3327
1.6587e-009,0.3335
1.6973e-009,0.3552
1.7359e-009,0.4168
1.7745e-009,0.5286
1.8130e-009,0.6791
1.8516e-009,0.8299
1.8902e-009,0.9391
1.9288e-009,1.0146
1.9673e-009,1.0688
2.0059e-009,1.1103
2.0445e-009,1.1420
2.0830e-009,1.1779
2.1216e-009,1.2203
2.1602e-009,1.2301
2.1988e-009,1.2129
2.2374e-009,1.1436
2.2759e-009,1.0026
2.3145e-009,0.8278
2.3531e-009,0.6640
2.3916e-009,0.5297
2.4302e-009,0.4306
2.4688e-009,0.3643
2.5074e-009,0.3266
2.5459e-009,0.3058
2.5845e-009,0.2772
2.6231e-009,0.2838
2.6617e-009,0.3248
2.7003e-009,0.4143
2.7388e-009,0.5613
2.7774e-009,0.7462
2.8160e-009,0.9055
2.8545e-009,1.0208
2.8931e-009,1.0957
2.9317e-009,1.1412
2.9703e-009,1.1667
3.0089e-009,1.1797
3.0474e-009,1.2246
3.0860e-009,1.2377
3.1246e-009,1.2279
3.1631e-009,1.1791
3.2017e-009,1.0627
3.2403e-009,0.8936
3.2789e-009,0.7215
3.3175e-009,0.5705
3.3560e-009,0.4561
3.3946e-009,0.3776
3.4332e-009,0.3321
3.4717e-009,0.3093
3.5103e-009,0.2946
3.5489e-009,0.2850
3.5875e-009,0.2806
3.6260e-009,0.2806
3.6646e-009,0.2891
3.7032e-009,0.3068
3.7418e-009,0.3270
3.7803e-009,0.3433
3.8189e-009,0.3523
3.8575e-009,0.3533
3.8961e-009,0.3480
3.9346e-009,0.3390
3.9732e-009,0.3298
4.0118e-009,0.3234
4.0504e-009,0.3198
4.0890e-009,0.3181
4.1275e-009,0.3182
4.1661e-009,0.3191
4.2047e-009,0.3193
4.2433e-009,0.3185
4.2818e-009,0.3167
4.3204e-009,0.3152
4.3590e-009,0.3141
4.3975e-009,0.3136
4.4361e-009,0.3139
4.4747e-009,0.3145
4.5133e-009,0.3151
4.5519e-009,0.3154
4.5904e-009,0.3156
4.6290e-009,0.3156
4.6676e-009,0.3154
4.7062e-009,0.3152
4.7447e-009,0.3151
4.7833e-009,0.3151
4.8219e-009,0.3151
4.8604e-009,0.3152
4.8990e-009,0.3153
4.9376e-009,0.3153
4.9762e-009,0.3153
5.0147e-009,0.3153
5.0533e-009,0.3152
5.0919e-009,0.3152
5.1305e-009,0.3152
5.1691e-009,0.3152
5.2076e-009,0.3152
5.2462e-009,0.3152
5.2848e-009,0.3152
5.3234e-009,0.3152
5.3619e-009,0.3153
5.4005e-009,0.3213
5.4391e-009,0.3411
5.4776e-009,0.3930
5.5162e-009,0.4924
5.5548e-009,0.6327
5.5934e-009,0.7886
5.6320e-009,0.9092
5.6705e-009,0.9942
5.7091e-009,1.0550
5.7477e-009,1.1011
5.7863e-009,1.1362
5.8248e-009,1.1603
5.8634e-009,1.1756
5.9020e-009,1.1845
5.9405e-009,1.1878
5.9791e-009,1.1844
6.0177e-009,1.1733
6.0563e-009,1.1585
6.0948e-009,1.1486
6.1334e-009,1.1478
