.HEADER
..NAMES
Time,V U1.AD20&AE20
.DATA
0.0e+000,0.3150
3.86e-011,0.3150
7.72e-011,0.3150
1.157e-010,0.3150
1.543e-010,0.3150
1.929e-010,0.3150
2.314e-010,0.3150
2.700e-010,0.3150
3.086e-010,0.3150
3.472e-010,0.3150
3.857e-010,0.3150
4.243e-010,0.3150
4.629e-010,0.3150
5.015e-010,0.3150
5.401e-010,0.3150
5.786e-010,0.3150
6.172e-010,0.3150
6.558e-010,0.3150
6.944e-010,0.3150
7.329e-010,0.3150
7.715e-010,0.3150
8.101e-010,0.3150
8.486e-010,0.3150
8.872e-010,0.3150
9.258e-010,0.3196
9.644e-010,0.3362
1.0029e-009,0.3820
1.0415e-009,0.4752
1.0801e-009,0.6131
1.1187e-009,0.7752
1.1572e-009,0.9072
1.1958e-009,0.9986
1.2344e-009,1.0563
1.2730e-009,1.0905
1.3115e-009,1.1088
1.3501e-009,1.1206
1.3887e-009,1.1671
1.4273e-009,1.1832
1.4658e-009,1.1697
1.5044e-009,1.1145
1.5430e-009,0.9904
1.5816e-009,0.8096
1.6202e-009,0.6333
1.6587e-009,0.4956
1.6973e-009,0.4015
1.7359e-009,0.3468
1.7745e-009,0.3256
1.8130e-009,0.3255
1.8516e-009,0.3172
1.8902e-009,0.3282
1.9288e-009,0.3723
1.9673e-009,0.4676
2.0059e-009,0.6177
2.0445e-009,0.8047
2.0830e-009,0.9721
2.1216e-009,1.0785
2.1602e-009,1.1339
2.1988e-009,1.1551
2.2374e-009,1.1572
2.2759e-009,1.1518
2.3145e-009,1.1736
2.3531e-009,1.1924
2.3916e-009,1.1832
2.4302e-009,1.1410
2.4688e-009,1.0364
2.5074e-009,0.8675
2.5459e-009,0.6815
2.5845e-009,0.5298
2.6231e-009,0.4231
2.6617e-009,0.3585
2.7003e-009,0.3310
2.7388e-009,0.3272
2.7774e-009,0.3225
2.8160e-009,0.3234
2.8545e-009,0.3555
2.8931e-009,0.4321
2.9317e-009,0.5653
2.9703e-009,0.7430
3.0089e-009,0.9264
3.0474e-009,1.0515
3.0860e-009,1.1212
3.1246e-009,1.1512
3.1631e-009,1.1584
3.2017e-009,1.1538
3.2403e-009,1.1568
3.2789e-009,1.1900
3.3175e-009,1.1888
3.3560e-009,1.1594
3.3946e-009,1.0771
3.4332e-009,0.9260
3.4717e-009,0.7375
3.5103e-009,0.5732
3.5489e-009,0.4519
3.5875e-009,0.3743
3.6260e-009,0.3364
3.6646e-009,0.3265
3.7032e-009,0.3298
3.7418e-009,0.3193
3.7803e-009,0.3415
3.8189e-009,0.4018
3.8575e-009,0.5173
3.8961e-009,0.6828
3.9346e-009,0.8736
3.9732e-009,1.0185
4.0118e-009,1.1044
4.0504e-009,1.1446
4.0890e-009,1.1577
4.1275e-009,1.1557
4.1661e-009,1.1501
4.2047e-009,1.1854
