.HEADER
..NAMES
Time,V U1.AD25
.DATA
0.0e+000,1.1836
3.86e-011,1.1836
7.72e-011,1.1836
1.157e-010,1.1836
1.543e-010,1.1836
1.929e-010,1.1836
2.314e-010,1.1836
2.700e-010,1.1836
3.086e-010,1.1836
3.472e-010,1.1836
3.857e-010,1.1836
4.243e-010,1.1836
4.629e-010,1.1836
5.015e-010,1.1867
5.401e-010,1.1919
5.786e-010,1.1875
6.172e-010,1.1530
6.558e-010,1.0605
6.944e-010,0.9176
7.329e-010,0.7676
7.715e-010,0.6248
8.101e-010,0.5021
8.486e-010,0.4088
8.872e-010,0.3493
9.258e-010,0.3173
9.644e-010,0.3006
1.0029e-009,0.2902
1.0415e-009,0.2825
1.0801e-009,0.2763
1.1187e-009,0.2714
1.1572e-009,0.2698
1.1958e-009,0.2741
1.2344e-009,0.2869
1.2730e-009,0.3085
1.3115e-009,0.3310
1.3501e-009,0.3469
1.3887e-009,0.3548
1.4273e-009,0.3569
1.4658e-009,0.3608
1.5044e-009,0.3805
1.5430e-009,0.4367
1.5816e-009,0.5411
1.6202e-009,0.6838
1.6587e-009,0.8314
1.6973e-009,0.9418
1.7359e-009,1.0214
1.7745e-009,1.0794
1.8130e-009,1.1219
1.8516e-009,1.1519
1.8902e-009,1.1801
1.9288e-009,1.2271
1.9673e-009,1.2401
2.0059e-009,1.2293
2.0445e-009,1.1754
2.0830e-009,1.0591
2.1216e-009,0.9002
2.1602e-009,0.7294
2.1988e-009,0.5657
2.2374e-009,0.4298
2.2759e-009,0.3397
2.3145e-009,0.2956
2.3531e-009,0.2800
2.3916e-009,0.2743
2.4302e-009,0.2708
2.4688e-009,0.2686
2.5074e-009,0.2635
2.5459e-009,0.2600
2.5845e-009,0.2638
2.6231e-009,0.2745
2.6617e-009,0.2924
2.7003e-009,0.3146
2.7388e-009,0.3349
2.7774e-009,0.3496
2.8160e-009,0.3565
2.8545e-009,0.3600
2.8931e-009,0.3715
2.9317e-009,0.4081
2.9703e-009,0.4897
3.0089e-009,0.6147
3.0474e-009,0.7669
3.0860e-009,0.8945
3.1246e-009,0.9870
3.1631e-009,1.0545
3.2017e-009,1.1042
3.2403e-009,1.1395
3.2789e-009,1.1638
3.3175e-009,1.1810
3.3560e-009,1.1932
3.3946e-009,1.2012
3.4332e-009,1.2060
3.4717e-009,1.2074
3.5103e-009,1.2037
3.5489e-009,1.1934
3.5875e-009,1.1781
3.6260e-009,1.1616
3.6646e-009,1.1495
3.7032e-009,1.1471
3.7418e-009,1.1520
3.7803e-009,1.1587
3.8189e-009,1.1646
3.8575e-009,1.1698
3.8961e-009,1.1747
3.9346e-009,1.1785
3.9732e-009,1.1806
4.0118e-009,1.1817
4.0504e-009,1.1825
4.0890e-009,1.1825
4.1275e-009,1.1815
4.1661e-009,1.1807
4.2047e-009,1.1807
4.2433e-009,1.1817
4.2818e-009,1.1835
4.3204e-009,1.1850
4.3590e-009,1.1853
4.3975e-009,1.1850
4.4361e-009,1.1846
4.4747e-009,1.1846
4.5133e-009,1.1845
4.5519e-009,1.1842
4.5904e-009,1.1840
4.6290e-009,1.1840
4.6676e-009,1.1839
4.7062e-009,1.1838
4.7447e-009,1.1838
4.7833e-009,1.1841
4.8219e-009,1.1843
4.8604e-009,1.1845
4.8990e-009,1.1844
4.9376e-009,1.1842
4.9762e-009,1.1840
5.0147e-009,1.1840
5.0533e-009,1.1841
5.0919e-009,1.1841
5.1305e-009,1.1841
5.1691e-009,1.1840
5.2076e-009,1.1895
5.2462e-009,1.1927
5.2848e-009,1.1789
5.3234e-009,1.1227
5.3619e-009,1.0052
5.4005e-009,0.8550
5.4391e-009,0.7071
5.4776e-009,0.5710
5.5162e-009,0.4596
5.5548e-009,0.3803
5.5934e-009,0.3337
5.6320e-009,0.3096
5.6705e-009,0.2821
5.7091e-009,0.2851
5.7477e-009,0.3178
5.7863e-009,0.3919
5.8248e-009,0.5102
5.8634e-009,0.6648
5.9020e-009,0.8109
5.9405e-009,0.9365
5.9791e-009,1.0428
6.0177e-009,1.1236
6.0563e-009,1.1758
6.0948e-009,1.2054
6.1334e-009,1.2500
6.1720e-009,1.2677
6.2106e-009,1.2612
6.2492e-009,1.2255
6.2877e-009,1.1360
6.3263e-009,0.9897
6.3649e-009,0.8202
6.4035e-009,0.6478
6.4420e-009,0.4950
6.4806e-009,0.3805
6.5192e-009,0.3142
6.5577e-009,0.2858
6.5963e-009,0.2752
6.6349e-009,0.2694
6.6735e-009,0.2667
6.7121e-009,0.2638
6.7506e-009,0.2597
6.7892e-009,0.2604
6.8278e-009,0.2679
6.8664e-009,0.2827
6.9049e-009,0.3039
6.9435e-009,0.3258
6.9821e-009,0.3437
7.0206e-009,0.3546
7.0592e-009,0.3577
7.0978e-009,0.3542
7.1364e-009,0.3459
7.1749e-009,0.3353
7.2135e-009,0.3259
7.2521e-009,0.3202
7.2907e-009,0.3170
7.3293e-009,0.3150
7.3678e-009,0.3143
7.4064e-009,0.3152
7.4450e-009,0.3165
7.4835e-009,0.3175
7.5221e-009,0.3185
7.5607e-009,0.3248
7.5993e-009,0.3477
7.6379e-009,0.4062
7.6764e-009,0.5128
7.7150e-009,0.6587
7.7536e-009,0.8132
7.7922e-009,0.9305
7.8307e-009,1.0152
7.8693e-009,1.0754
7.9079e-009,1.1178
7.9464e-009,1.1470
7.9850e-009,1.1679
8.0236e-009,1.1838
8.0622e-009,1.1955
8.1008e-009,1.2036
8.1393e-009,1.2082
8.1779e-009,1.2086
8.2165e-009,1.2030
8.2550e-009,1.1904
8.2936e-009,1.1733
8.3322e-009,1.1563
8.3708e-009,1.1472
8.4093e-009,1.1480
8.4479e-009,1.1539
8.4865e-009,1.1681
8.5251e-009,1.1777
