.HEADER
..NAMES
Time,V U1.AB9
.DATA
0.0e+000,1.1825
3.86e-011,1.1825
7.72e-011,1.1825
1.157e-010,1.1825
1.543e-010,1.1825
1.929e-010,1.1825
2.314e-010,1.1825
2.700e-010,1.1825
3.086e-010,1.1825
3.472e-010,1.1825
3.857e-010,1.1825
4.243e-010,1.1825
4.629e-010,1.1825
5.015e-010,1.1825
5.401e-010,1.1825
5.786e-010,1.1825
6.172e-010,1.1825
6.558e-010,1.1825
6.944e-010,1.1825
7.329e-010,1.1825
7.715e-010,1.1825
8.101e-010,1.1848
8.486e-010,1.1901
8.872e-010,1.1888
9.258e-010,1.1621
9.644e-010,1.0805
1.0029e-009,0.9427
1.0415e-009,0.7932
1.0801e-009,0.6565
1.1187e-009,0.5453
1.1572e-009,0.4610
1.1958e-009,0.3969
1.2344e-009,0.3554
1.2730e-009,0.3211
1.3115e-009,0.3004
1.3501e-009,0.3165
1.3887e-009,0.3806
1.4273e-009,0.5076
1.4658e-009,0.6862
1.5044e-009,0.8702
1.5430e-009,1.0003
1.5816e-009,1.0746
1.6202e-009,1.1101
1.6587e-009,1.1349
1.6973e-009,1.1586
1.7359e-009,1.1813
1.7745e-009,1.2223
1.8130e-009,1.2252
1.8516e-009,1.1939
1.8902e-009,1.1048
1.9288e-009,0.9447
1.9673e-009,0.7666
2.0059e-009,0.6116
2.0445e-009,0.4985
2.0830e-009,0.4311
2.1216e-009,0.3815
2.1602e-009,0.3437
2.1988e-009,0.3204
2.2374e-009,0.2872
2.2759e-009,0.2902
2.3145e-009,0.3396
2.3531e-009,0.4504
2.3916e-009,0.6217
2.4302e-009,0.8202
2.4688e-009,0.9746
2.5074e-009,1.0648
2.5459e-009,1.1060
2.5845e-009,1.1273
2.6231e-009,1.1482
2.6617e-009,1.1664
2.7003e-009,1.1781
2.7388e-009,1.1812
2.7774e-009,1.1727
2.8160e-009,1.1549
2.8545e-009,1.1353
2.8931e-009,1.1192
2.9317e-009,1.1113
2.9703e-009,1.1153
3.0089e-009,1.1282
3.0474e-009,1.1436
3.0860e-009,1.1571
3.1246e-009,1.1663
3.1631e-009,1.1709
3.2017e-009,1.1731
3.2403e-009,1.1742
3.2789e-009,1.1750
3.3175e-009,1.1764
3.3560e-009,1.1784
3.3946e-009,1.1804
3.4332e-009,1.1825
3.4717e-009,1.1839
3.5103e-009,1.1840
3.5489e-009,1.1833
3.5875e-009,1.1825
3.6260e-009,1.1845
3.6646e-009,1.1895
3.7032e-009,1.1877
3.7418e-009,1.1593
3.7803e-009,1.0746
3.8189e-009,0.9353
3.8575e-009,0.7863
3.8961e-009,0.6504
3.9346e-009,0.5406
3.9732e-009,0.4572
4.0118e-009,0.3941
4.0504e-009,0.3537
4.0890e-009,0.3289
4.1275e-009,0.3125
4.1661e-009,0.3056
4.2047e-009,0.3101
4.2433e-009,0.3232
4.2818e-009,0.3432
4.3204e-009,0.3642
4.3590e-009,0.3776
4.3975e-009,0.3807
4.4361e-009,0.3752
4.4747e-009,0.3635
4.5133e-009,0.3500
4.5519e-009,0.3385
4.5904e-009,0.3299
4.6290e-009,0.3249
4.6676e-009,0.3230
4.7062e-009,0.3221
4.7447e-009,0.3210
4.7833e-009,0.3196
4.8219e-009,0.3177
4.8604e-009,0.3152
4.8990e-009,0.3136
4.9376e-009,0.3132
4.9762e-009,0.3136
5.0147e-009,0.3145
5.0533e-009,0.3153
5.0919e-009,0.3157
5.1305e-009,0.3160
5.1691e-009,0.3159
5.2076e-009,0.3156
5.2462e-009,0.3154
5.2848e-009,0.3153
5.3234e-009,0.3153
5.3619e-009,0.3154
5.4005e-009,0.3155
5.4391e-009,0.3156
5.4776e-009,0.3156
5.5162e-009,0.3155
5.5548e-009,0.3154
5.5934e-009,0.3153
5.6320e-009,0.3153
5.6705e-009,0.3153
5.7091e-009,0.3154
5.7477e-009,0.3154
5.7863e-009,0.3154
5.8248e-009,0.3155
5.8634e-009,0.3155
5.9020e-009,0.3155
5.9405e-009,0.3154
5.9791e-009,0.3185
6.0177e-009,0.3313
6.0563e-009,0.3689
6.0948e-009,0.4510
6.1334e-009,0.5782
6.1720e-009,0.7330
6.2106e-009,0.8641
6.2492e-009,0.9509
6.2877e-009,1.0083
6.3263e-009,1.0527
6.3649e-009,1.0957
6.4035e-009,1.1322
6.4420e-009,1.1841
6.4806e-009,1.2118
6.5192e-009,1.2049
6.5577e-009,1.1574
6.5963e-009,1.0377
6.6349e-009,0.8670
6.6735e-009,0.7024
6.7121e-009,0.5661
6.7506e-009,0.4741
6.7892e-009,0.4150
6.8278e-009,0.3653
6.8664e-009,0.3316
6.9049e-009,0.3107
6.9435e-009,0.2939
6.9821e-009,0.2899
7.0206e-009,0.3017
7.0592e-009,0.3212
7.0978e-009,0.3461
7.1364e-009,0.3709
7.1749e-009,0.3838
7.2135e-009,0.3841
7.2521e-009,0.3760
7.2907e-009,0.3614
7.3293e-009,0.3463
7.3678e-009,0.3358
7.4064e-009,0.3285
7.4450e-009,0.3245
7.4835e-009,0.3238
7.5221e-009,0.3232
7.5607e-009,0.3214
7.5993e-009,0.3197
7.6379e-009,0.3175
7.6764e-009,0.3146
7.7150e-009,0.3133
7.7536e-009,0.3133
7.7922e-009,0.3138
7.8307e-009,0.3151
7.8693e-009,0.3220
7.9079e-009,0.3422
7.9464e-009,0.3944
7.9850e-009,0.4942
8.0236e-009,0.6339
8.0622e-009,0.7871
8.1008e-009,0.9007
8.1393e-009,0.9745
8.1779e-009,1.0256
8.2165e-009,1.0690
8.2550e-009,1.1109
8.2936e-009,1.1427
8.3322e-009,1.1607
8.3708e-009,1.1656
8.4093e-009,1.1587
