.HEADER
..NAMES
Time,V U1.AE3&AD3
.DATA
0.0e+000,-0.8622
3.86e-011,-0.8622
7.72e-011,-0.8622
1.157e-010,-0.8622
1.543e-010,-0.8622
1.929e-010,-0.8622
2.314e-010,-0.8622
2.700e-010,-0.8622
3.086e-010,-0.8622
3.472e-010,-0.8622
3.857e-010,-0.8622
4.243e-010,-0.8622
4.629e-010,-0.8622
5.015e-010,-0.8622
5.401e-010,-0.8622
5.786e-010,-0.8622
6.172e-010,-0.8622
6.558e-010,-0.8622
6.944e-010,-0.8622
7.329e-010,-0.8622
7.715e-010,-0.8622
8.101e-010,-0.8622
8.486e-010,-0.8622
8.872e-010,-0.8622
9.258e-010,-0.8622
9.644e-010,-0.8622
1.0029e-009,-0.8622
1.0415e-009,-0.8622
1.0801e-009,-0.8622
1.1187e-009,-0.8622
1.1572e-009,-0.8604
1.1958e-009,-0.8511
1.2344e-009,-0.8223
1.2730e-009,-0.7569
1.3115e-009,-0.6387
1.3501e-009,-0.4641
1.3887e-009,-0.2506
1.4273e-009,-0.0256
1.4658e-009,0.1793
1.5044e-009,0.3540
1.5430e-009,0.5076
1.5816e-009,0.6297
1.6202e-009,0.7428
1.6587e-009,0.8278
1.6973e-009,0.8484
1.7359e-009,0.8286
1.7745e-009,0.7072
1.8130e-009,0.4888
1.8516e-009,0.2088
1.8902e-009,-0.0944
1.9288e-009,-0.3708
1.9673e-009,-0.5669
2.0059e-009,-0.6972
2.0445e-009,-0.7676
2.0830e-009,-0.8044
2.1216e-009,-0.8228
2.1602e-009,-0.7928
2.1988e-009,-0.7535
2.2374e-009,-0.6347
2.2759e-009,-0.4582
2.3145e-009,-0.2421
2.3531e-009,-0.0022
2.3916e-009,0.2284
2.4302e-009,0.4150
2.4688e-009,0.5796
2.5074e-009,0.6967
2.5459e-009,0.7775
2.5845e-009,0.8668
2.6231e-009,0.8859
2.6617e-009,0.8725
2.7003e-009,0.7782
2.7388e-009,0.5782
2.7774e-009,0.3088
2.8160e-009,0.0074
2.8545e-009,-0.2884
2.8931e-009,-0.5103
2.9317e-009,-0.6613
2.9703e-009,-0.7496
3.0089e-009,-0.7919
3.0474e-009,-0.8228
3.0860e-009,-0.8083
3.1246e-009,-0.7748
3.1631e-009,-0.6820
3.2017e-009,-0.5191
3.2403e-009,-0.3142
3.2789e-009,-0.0803
3.3175e-009,0.1610
3.3560e-009,0.3597
3.3946e-009,0.5329
3.4332e-009,0.6657
3.4717e-009,0.7554
3.5103e-009,0.8483
3.5489e-009,0.8860
3.5875e-009,0.8821
3.6260e-009,0.8199
3.6646e-009,0.6504
3.7032e-009,0.3982
3.7418e-009,0.1046
3.7803e-009,-0.1994
3.8189e-009,-0.4496
3.8575e-009,-0.6203
3.8961e-009,-0.7284
3.9346e-009,-0.7820
3.9732e-009,-0.8178
4.0118e-009,-0.8183
4.0504e-009,-0.7870
4.0890e-009,-0.7209
4.1275e-009,-0.5756
4.1661e-009,-0.3835
4.2047e-009,-0.1569
4.2433e-009,0.0869
4.2818e-009,0.3012
4.3204e-009,0.4808
4.3590e-009,0.6293
4.3975e-009,0.7298
4.4361e-009,0.8183
4.4747e-009,0.8798
4.5133e-009,0.8814
4.5519e-009,0.8495
4.5904e-009,0.7146
4.6290e-009,0.4839
4.6676e-009,0.2007
4.7062e-009,-0.1049
4.7447e-009,-0.3812
4.7833e-009,-0.5730
4.8219e-009,-0.7012
4.8604e-009,-0.7689
4.8990e-009,-0.8069
4.9376e-009,-0.8237
4.9762e-009,-0.7918
5.0147e-009,-0.7514
5.0533e-009,-0.6280
5.0919e-009,-0.4493
5.1305e-009,-0.2312
5.1691e-009,0.0095
5.2076e-009,0.2392
5.2462e-009,0.4256
5.2848e-009,0.5880
5.3234e-009,0.7021
5.3619e-009,0.7811
5.4005e-009,0.8682
5.4391e-009,0.8850
5.4776e-009,0.8689
5.5162e-009,0.7695
5.5548e-009,0.5647
5.5934e-009,0.2935
5.6320e-009,-0.0084
5.6705e-009,-0.3025
5.7091e-009,-0.5201
5.7477e-009,-0.6677
5.7863e-009,-0.7531
5.8248e-009,-0.7935
5.8634e-009,-0.8244
5.9020e-009,-0.8072
5.9405e-009,-0.7739
5.9791e-009,-0.6752
6.0177e-009,-0.5103
6.0563e-009,-0.3033
6.0948e-009,-0.0683
6.1334e-009,0.1718
6.1720e-009,0.3687
6.2106e-009,0.5410
6.2492e-009,0.6707
6.2877e-009,0.7589
6.3263e-009,0.8503
6.3649e-009,0.8856
6.4035e-009,0.8798
6.4420e-009,0.8134
6.4806e-009,0.6386
6.5192e-009,0.3835
6.5577e-009,0.0888
6.5963e-009,-0.2148
6.6349e-009,-0.4605
6.6735e-009,-0.6276
6.7121e-009,-0.7325
6.7506e-009,-0.7838
6.7892e-009,-0.8183
6.8278e-009,-0.8172
6.8664e-009,-0.7836
6.9049e-009,-0.7151
6.9435e-009,-0.5670
6.9821e-009,-0.3726
7.0206e-009,-0.1451
7.0592e-009,0.0987
7.0978e-009,0.3108
7.1364e-009,0.4886
7.1749e-009,0.6353
7.2135e-009,0.7336
7.2521e-009,0.8249
7.2907e-009,0.8815
7.3293e-009,0.8833
7.3678e-009,0.8456
7.4064e-009,0.7048
7.4450e-009,0.4703
7.4835e-009,0.1848
7.5221e-009,-0.1207
7.5607e-009,-0.3930
7.5993e-009,-0.5814
7.6379e-009,-0.7063
7.6764e-009,-0.7716
7.7150e-009,-0.8081
7.7536e-009,-0.8229
7.7922e-009,-0.7890
7.8307e-009,-0.7464
7.8693e-009,-0.6202
7.9079e-009,-0.4390
7.9464e-009,-0.2195
7.9850e-009,0.0220
8.0236e-009,0.2498
8.0622e-009,0.4341
8.1008e-009,0.5946
8.1393e-009,0.7066
8.1779e-009,0.7906
8.2165e-009,0.8712
8.2550e-009,0.8846
8.2936e-009,0.8669
8.3322e-009,0.7613
8.3708e-009,0.5522
8.4093e-009,0.2784
8.4479e-009,-0.0245
8.4865e-009,-0.3159
8.5251e-009,-0.5293
8.5637e-009,-0.6738
8.6022e-009,-0.7563
8.6408e-009,-0.7952
8.6794e-009,-0.8240
8.7179e-009,-0.8049
8.7565e-009,-0.7696
8.7951e-009,-0.6683
8.8337e-009,-0.5006
8.8722e-009,-0.2918
8.9108e-009,-0.0558
8.9494e-009,0.1833
8.9880e-009,0.3777
9.0266e-009,0.5484
9.0651e-009,0.6759
9.1037e-009,0.7623
9.1423e-009,0.8547
9.1808e-009,0.8861
9.2194e-009,0.8794
9.2580e-009,0.8071
9.2966e-009,0.6273
9.3352e-009,0.3692
