.HEADER
..NAMES
Time,V U1.AA23
.DATA
0.0e+000,1.1833
3.86e-011,1.1833
7.72e-011,1.1833
1.157e-010,1.1833
1.543e-010,1.1833
1.929e-010,1.1833
2.314e-010,1.1833
2.700e-010,1.1833
3.086e-010,1.1833
3.472e-010,1.1833
3.857e-010,1.1833
4.243e-010,1.1833
4.629e-010,1.1833
5.015e-010,1.1833
5.401e-010,1.1833
5.786e-010,1.1868
6.172e-010,1.1917
6.558e-010,1.1862
6.944e-010,1.1494
7.329e-010,1.0539
7.715e-010,0.9118
8.101e-010,0.7685
8.486e-010,0.6385
8.872e-010,0.5344
9.258e-010,0.4552
9.644e-010,0.3953
1.0029e-009,0.3563
1.0415e-009,0.3194
1.0801e-009,0.3040
1.1187e-009,0.3225
1.1572e-009,0.3875
1.1958e-009,0.5075
1.2344e-009,0.6713
1.2730e-009,0.8333
1.3115e-009,0.9571
1.3501e-009,1.0396
1.3887e-009,1.0900
1.4273e-009,1.1274
1.4658e-009,1.1571
1.5044e-009,1.1980
1.5430e-009,1.2271
1.5816e-009,1.2299
1.6202e-009,1.2007
1.6587e-009,1.1111
1.6973e-009,0.9594
1.7359e-009,0.7946
1.7745e-009,0.6384
1.8130e-009,0.5149
1.8516e-009,0.4355
1.8902e-009,0.3800
1.9288e-009,0.3436
1.9673e-009,0.3240
2.0059e-009,0.3075
2.0445e-009,0.2915
2.0830e-009,0.2870
2.1216e-009,0.2921
2.1602e-009,0.3034
2.1988e-009,0.3224
2.2374e-009,0.3442
2.2759e-009,0.3583
2.3145e-009,0.3641
2.3531e-009,0.3628
2.3916e-009,0.3539
2.4302e-009,0.3420
2.4688e-009,0.3325
2.5074e-009,0.3249
2.5459e-009,0.3200
2.5845e-009,0.3191
2.6231e-009,0.3193
2.6617e-009,0.3186
2.7003e-009,0.3182
2.7388e-009,0.3173
2.7774e-009,0.3155
2.8160e-009,0.3140
2.8545e-009,0.3133
2.8931e-009,0.3128
2.9317e-009,0.3129
2.9703e-009,0.3136
3.0089e-009,0.3142
3.0474e-009,0.3145
3.0860e-009,0.3149
3.1246e-009,0.3150
3.1631e-009,0.3146
3.2017e-009,0.3144
3.2403e-009,0.3144
3.2789e-009,0.3143
3.3175e-009,0.3144
3.3560e-009,0.3145
3.3946e-009,0.3177
3.4332e-009,0.3310
3.4717e-009,0.3693
3.5103e-009,0.4514
3.5489e-009,0.5765
3.5875e-009,0.7276
3.6260e-009,0.8543
3.6646e-009,0.9395
3.7032e-009,0.9978
3.7418e-009,1.0441
3.7803e-009,1.0885
3.8189e-009,1.1275
3.8575e-009,1.1545
3.8961e-009,1.1695
3.9346e-009,1.1754
3.9732e-009,1.1726
4.0118e-009,1.1647
4.0504e-009,1.1553
4.0890e-009,1.1455
4.1275e-009,1.1382
4.1661e-009,1.1386
4.2047e-009,1.1457
4.2433e-009,1.1552
4.2818e-009,1.1640
4.3204e-009,1.1704
4.3590e-009,1.1737
4.3975e-009,1.1755
4.4361e-009,1.1769
4.4747e-009,1.1779
4.5133e-009,1.1790
4.5519e-009,1.1806
4.5904e-009,1.1818
4.6290e-009,1.1825
4.6676e-009,1.1833
4.7062e-009,1.1841
4.7447e-009,1.1844
4.7833e-009,1.1860
4.8219e-009,1.1906
4.8604e-009,1.1911
4.8990e-009,1.1709
4.9376e-009,1.1023
4.9762e-009,0.9750
5.0147e-009,0.8285
5.0533e-009,0.6918
5.0919e-009,0.5759
5.1305e-009,0.4868
5.1691e-009,0.4187
5.2076e-009,0.3710
5.2462e-009,0.3415
5.2848e-009,0.3206
5.3234e-009,0.3054
5.3619e-009,0.2987
5.4005e-009,0.2999
5.4391e-009,0.3079
5.4776e-009,0.3232
5.5162e-009,0.3418
5.5548e-009,0.3559
5.5934e-009,0.3623
5.6320e-009,0.3610
5.6705e-009,0.3537
5.7091e-009,0.3435
5.7477e-009,0.3378
5.7863e-009,0.3477
5.8248e-009,0.3899
5.8634e-009,0.4811
5.9020e-009,0.6142
5.9405e-009,0.7646
5.9791e-009,0.8806
6.0177e-009,0.9578
6.0563e-009,1.0105
6.0948e-009,1.0537
6.1334e-009,1.0966
6.1720e-009,1.1329
6.2106e-009,1.1950
6.2492e-009,1.2178
6.2877e-009,1.2117
6.3263e-009,1.1630
6.3649e-009,1.0426
6.4035e-009,0.8815
6.4420e-009,0.7225
6.4806e-009,0.5804
6.5192e-009,0.4792
6.5577e-009,0.4152
6.5963e-009,0.3664
6.6349e-009,0.3368
6.6735e-009,0.3185
6.7121e-009,0.3005
6.7506e-009,0.2876
6.7892e-009,0.2881
6.8278e-009,0.2963
6.8664e-009,0.3111
6.9049e-009,0.3329
6.9435e-009,0.3523
6.9821e-009,0.3620
7.0206e-009,0.3644
7.0592e-009,0.3599
7.0978e-009,0.3488
7.1364e-009,0.3376
7.1749e-009,0.3292
7.2135e-009,0.3228
7.2521e-009,0.3196
7.2907e-009,0.3197
7.3293e-009,0.3195
7.3678e-009,0.3187
7.4064e-009,0.3184
