.HEADER
..NAMES
Time,V U1.AD20&AE20
.DATA
0.0e+000,-0.8624
3.86e-011,-0.8624
7.72e-011,-0.8624
1.157e-010,-0.8624
1.543e-010,-0.8624
1.929e-010,-0.8624
2.314e-010,-0.8624
2.700e-010,-0.8624
3.086e-010,-0.8624
3.472e-010,-0.8624
3.857e-010,-0.8624
4.243e-010,-0.8624
4.629e-010,-0.8624
5.015e-010,-0.8624
5.401e-010,-0.8624
5.786e-010,-0.8624
6.172e-010,-0.8624
6.558e-010,-0.8624
6.944e-010,-0.8624
7.329e-010,-0.8624
7.715e-010,-0.8624
8.101e-010,-0.8624
8.486e-010,-0.8624
8.872e-010,-0.8624
9.258e-010,-0.8578
9.644e-010,-0.8412
1.0029e-009,-0.7992
1.0415e-009,-0.7095
1.0801e-009,-0.5650
1.1187e-009,-0.3683
1.1572e-009,-0.1506
1.1958e-009,0.0620
1.2344e-009,0.2478
1.2730e-009,0.4127
1.3115e-009,0.5413
1.3501e-009,0.6372
1.3887e-009,0.7377
1.4273e-009,0.7785
1.4658e-009,0.7867
1.5044e-009,0.7223
1.5430e-009,0.5670
1.5816e-009,0.3193
1.6202e-009,0.0382
1.6587e-009,-0.2318
1.6973e-009,-0.4493
1.7359e-009,-0.5965
1.7745e-009,-0.6830
1.8130e-009,-0.7205
1.8516e-009,-0.7513
1.8902e-009,-0.7461
1.9288e-009,-0.7235
1.9673e-009,-0.6355
2.0059e-009,-0.4878
2.0445e-009,-0.2956
2.0830e-009,-0.0747
2.1216e-009,0.1342
2.1602e-009,0.3124
2.1988e-009,0.4679
2.2374e-009,0.5871
2.2759e-009,0.6712
2.3145e-009,0.7537
2.3531e-009,0.7961
2.3916e-009,0.7983
2.4302e-009,0.7553
2.4688e-009,0.6238
2.5074e-009,0.4029
2.5459e-009,0.1240
2.5845e-009,-0.1536
2.6231e-009,-0.3890
2.6617e-009,-0.5544
2.7003e-009,-0.6573
2.7388e-009,-0.7081
2.7774e-009,-0.7403
2.8160e-009,-0.7515
2.8545e-009,-0.7252
2.8931e-009,-0.6742
2.9317e-009,-0.5392
2.9703e-009,-0.3617
3.0089e-009,-0.1435
3.0474e-009,0.0748
3.0860e-009,0.2569
3.1246e-009,0.4230
3.1631e-009,0.5539
3.2017e-009,0.6476
3.2403e-009,0.7218
3.2789e-009,0.7885
3.3175e-009,0.7977
3.3560e-009,0.7788
3.3946e-009,0.6745
3.4332e-009,0.4822
3.4717e-009,0.2135
3.5103e-009,-0.0677
3.5489e-009,-0.3224
3.5875e-009,-0.5097
3.6260e-009,-0.6312
3.6646e-009,-0.6967
3.7032e-009,-0.7255
3.7418e-009,-0.7539
3.7803e-009,-0.7318
3.8189e-009,-0.7050
3.8575e-009,-0.5862
3.8961e-009,-0.4237
3.9346e-009,-0.2139
3.9732e-009,0.0084
4.0118e-009,0.2004
4.0504e-009,0.3737
4.0890e-009,0.5162
4.1275e-009,0.6216
4.1661e-009,0.6957
4.2047e-009,0.7764
4.2433e-009,0.7994
4.2818e-009,0.7933
4.3204e-009,0.7167
4.3590e-009,0.5529
4.3975e-009,0.3021
4.4361e-009,0.0206
4.4747e-009,-0.2479
4.5133e-009,-0.4582
4.5519e-009,-0.5995
4.5904e-009,-0.6812
4.6290e-009,-0.7184
4.6676e-009,-0.7497
4.7062e-009,-0.7430
4.7447e-009,-0.7193
4.7833e-009,-0.6292
4.8219e-009,-0.4791
4.8604e-009,-0.2840
4.8990e-009,-0.0622
4.9376e-009,0.1445
4.9762e-009,0.3202
5.0147e-009,0.4748
5.0533e-009,0.5923
5.0919e-009,0.6744
5.1305e-009,0.7587
5.1691e-009,0.7967
5.2076e-009,0.7998
5.2462e-009,0.7504
5.2848e-009,0.6145
5.3234e-009,0.3885
5.3619e-009,0.1096
5.4005e-009,-0.1667
5.4391e-009,-0.4000
5.4776e-009,-0.5620
5.5162e-009,-0.6614
5.5548e-009,-0.7096
5.5934e-009,-0.7412
5.6320e-009,-0.7508
5.6705e-009,-0.7227
5.7091e-009,-0.6684
5.7477e-009,-0.5308
5.7863e-009,-0.3515
5.8248e-009,-0.1326
5.8634e-009,0.0854
5.9020e-009,0.2652
5.9405e-009,0.4301
5.9791e-009,0.5590
6.0177e-009,0.6515
6.0563e-009,0.7308
6.0948e-009,0.7904
6.1334e-009,0.7981
6.1720e-009,0.7757
6.2106e-009,0.6673
6.2492e-009,0.4694
6.2877e-009,0.1985
6.3263e-009,-0.0819
6.3649e-009,-0.3340
6.4035e-009,-0.5179
6.4420e-009,-0.6362
6.4806e-009,-0.6988
6.5192e-009,-0.7267
6.5577e-009,-0.7536
6.5963e-009,-0.7295
6.6349e-009,-0.7002
6.6735e-009,-0.5783
6.7121e-009,-0.4140
6.7506e-009,-0.2030
6.7892e-009,0.0192
6.8278e-009,0.2096
6.8664e-009,0.3815
6.9049e-009,0.5221
6.9435e-009,0.6258
6.9821e-009,0.6986
7.0206e-009,0.7773
7.0592e-009,0.7990
7.0978e-009,0.7908
7.1364e-009,0.7105
7.1749e-009,0.5416
7.2135e-009,0.2879
7.2521e-009,0.0063
7.2907e-009,-0.2607
7.3293e-009,-0.4669
7.3678e-009,-0.6051
7.4064e-009,-0.6840
7.4450e-009,-0.7197
7.4835e-009,-0.7517
7.5221e-009,-0.7418
7.5607e-009,-0.7198
7.5993e-009,-0.6227
7.6379e-009,-0.4711
7.6764e-009,-0.2729
7.7150e-009,-0.0508
7.7536e-009,0.1529
7.7922e-009,0.3293
7.8307e-009,0.4815
7.8693e-009,0.5972
7.9079e-009,0.6781
7.9464e-009,0.7601
7.9850e-009,0.7970
8.0236e-009,0.7976
8.0622e-009,0.7454
8.1008e-009,0.6046
8.1393e-009,0.3750
8.1779e-009,0.0952
8.2165e-009,-0.1809
8.2550e-009,-0.4097
8.2936e-009,-0.5686
8.3322e-009,-0.6649
8.3708e-009,-0.7115
8.4093e-009,-0.7443
8.4479e-009,-0.7501
8.4865e-009,-0.7267
8.5251e-009,-0.6626
8.5637e-009,-0.5237
8.6022e-009,-0.3409
8.6408e-009,-0.1212
8.6794e-009,0.0946
8.7179e-009,0.2744
8.7565e-009,0.4375
8.7951e-009,0.5648
8.8337e-009,0.6551
8.8722e-009,0.7336
8.9108e-009,0.7910
8.9494e-009,0.7967
8.9880e-009,0.7718
9.0266e-009,0.6587
9.0651e-009,0.4569
9.1037e-009,0.1842
9.1423e-009,-0.0964
9.1808e-009,-0.3453
9.2194e-009,-0.5254
9.2580e-009,-0.6405
9.2966e-009,-0.7011
9.3352e-009,-0.7319
9.3737e-009,-0.7540
9.4123e-009,-0.7274
9.4509e-009,-0.6964
9.4895e-009,-0.5717
9.5280e-009,-0.4046
9.5666e-009,-0.1914
9.6052e-009,0.0302
9.6437e-009,0.2183
9.6823e-009,0.3897
9.7209e-009,0.5285
9.7595e-009,0.6300
9.7981e-009,0.7018
9.8366e-009,0.7805
9.8752e-009,0.7990
9.9138e-009,0.7894
