.HEADER
..NAMES
Time,V U1.AE11
.DATA
0.0e+000,1.1839
3.86e-011,1.1839
7.72e-011,1.1839
1.157e-010,1.1839
1.543e-010,1.1839
1.929e-010,1.1839
2.314e-010,1.1839
2.700e-010,1.1839
3.086e-010,1.1839
3.472e-010,1.1839
3.857e-010,1.1839
4.243e-010,1.1839
4.629e-010,1.1839
5.015e-010,1.1839
5.401e-010,1.1839
5.786e-010,1.1839
6.172e-010,1.1839
6.558e-010,1.1839
6.944e-010,1.1839
7.329e-010,1.1839
7.715e-010,1.1839
8.101e-010,1.1854
8.486e-010,1.1903
8.872e-010,1.1920
9.258e-010,1.1736
9.644e-010,1.1077
1.0029e-009,0.9806
1.0415e-009,0.8278
1.0801e-009,0.6799
1.1187e-009,0.5482
1.1572e-009,0.4443
1.1958e-009,0.3720
1.2344e-009,0.3289
1.2730e-009,0.3067
1.3115e-009,0.2950
1.3501e-009,0.2868
1.3887e-009,0.2791
1.4273e-009,0.2715
1.4658e-009,0.2689
1.5044e-009,0.2774
1.5430e-009,0.2955
1.5816e-009,0.3147
1.6202e-009,0.3301
1.6587e-009,0.3402
1.6973e-009,0.3441
1.7359e-009,0.3414
1.7745e-009,0.3382
1.8130e-009,0.3479
1.8516e-009,0.3879
1.8902e-009,0.4758
1.9288e-009,0.6080
1.9673e-009,0.7660
2.0059e-009,0.8984
2.0445e-009,0.9940
2.0830e-009,1.0599
2.1216e-009,1.1060
2.1602e-009,1.1389
2.1988e-009,1.1626
2.2374e-009,1.1786
2.2759e-009,1.1900
2.3145e-009,1.1994
2.3531e-009,1.2061
2.3916e-009,1.2071
2.4302e-009,1.1993
2.4688e-009,1.1837
2.5074e-009,1.1680
2.5459e-009,1.1600
2.5845e-009,1.1595
2.6231e-009,1.1628
2.6617e-009,1.1677
2.7003e-009,1.1726
2.7388e-009,1.1764
2.7774e-009,1.1790
2.8160e-009,1.1812
2.8545e-009,1.1832
2.8931e-009,1.1840
2.9317e-009,1.1832
2.9703e-009,1.1817
3.0089e-009,1.1808
3.0474e-009,1.1816
3.0860e-009,1.1831
3.1246e-009,1.1842
3.1631e-009,1.1847
3.2017e-009,1.1848
3.2403e-009,1.1845
3.2789e-009,1.1841
3.3175e-009,1.1840
3.3560e-009,1.1842
3.3946e-009,1.1843
3.4332e-009,1.1840
3.4717e-009,1.1836
3.5103e-009,1.1835
3.5489e-009,1.1838
3.5875e-009,1.1842
3.6260e-009,1.1843
3.6646e-009,1.1842
3.7032e-009,1.1841
3.7418e-009,1.1840
3.7803e-009,1.1839
3.8189e-009,1.1840
3.8575e-009,1.1841
3.8961e-009,1.1841
3.9346e-009,1.1840
3.9732e-009,1.1839
4.0118e-009,1.1840
4.0504e-009,1.1840
4.0890e-009,1.1845
4.1275e-009,1.1899
4.1661e-009,1.1926
4.2047e-009,1.1774
4.2433e-009,1.1179
4.2818e-009,0.9965
4.3204e-009,0.8442
4.3590e-009,0.6956
4.3975e-009,0.5614
4.4361e-009,0.4541
4.4747e-009,0.3784
4.5133e-009,0.3323
4.5519e-009,0.3085
4.5904e-009,0.2825
4.6290e-009,0.2871
4.6676e-009,0.3209
4.7062e-009,0.3953
4.7447e-009,0.5171
4.7833e-009,0.6816
4.8219e-009,0.8400
4.8604e-009,0.9688
4.8990e-009,1.0635
4.9376e-009,1.1286
4.9762e-009,1.1693
5.0147e-009,1.1907
5.0533e-009,1.2331
5.0919e-009,1.2494
5.1305e-009,1.2468
5.1691e-009,1.2107
5.2076e-009,1.1135
5.2462e-009,0.9595
5.2848e-009,0.7876
5.3234e-009,0.6181
5.3619e-009,0.4787
5.4005e-009,0.3822
5.4391e-009,0.3257
5.4776e-009,0.3000
5.5162e-009,0.2906
5.5548e-009,0.2826
5.5934e-009,0.2741
5.6320e-009,0.2687
5.6705e-009,0.2660
5.7091e-009,0.2692
5.7477e-009,0.2821
5.7863e-009,0.3009
5.8248e-009,0.3194
5.8634e-009,0.3345
5.9020e-009,0.3438
5.9405e-009,0.3455
5.9791e-009,0.3407
6.0177e-009,0.3330
6.0563e-009,0.3251
6.0948e-009,0.3192
6.1334e-009,0.3161
6.1720e-009,0.3145
6.2106e-009,0.3143
6.2492e-009,0.3155
6.2877e-009,0.3164
6.3263e-009,0.3168
6.3649e-009,0.3166
6.4035e-009,0.3161
6.4420e-009,0.3149
6.4806e-009,0.3136
6.5192e-009,0.3129
6.5577e-009,0.3128
6.5963e-009,0.3131
6.6349e-009,0.3137
6.6735e-009,0.3140
6.7121e-009,0.3142
6.7506e-009,0.3144
6.7892e-009,0.3146
6.8278e-009,0.3145
6.8664e-009,0.3143
6.9049e-009,0.3142
6.9435e-009,0.3140
6.9821e-009,0.3139
7.0206e-009,0.3140
7.0592e-009,0.3141
7.0978e-009,0.3142
7.1364e-009,0.3143
7.1749e-009,0.3143
7.2135e-009,0.3142
7.2521e-009,0.3142
7.2907e-009,0.3142
7.3293e-009,0.3142
7.3678e-009,0.3142
7.4064e-009,0.3195
7.4450e-009,0.3376
7.4835e-009,0.3864
7.5221e-009,0.4830
7.5607e-009,0.6229
7.5993e-009,0.7831
7.6379e-009,0.9106
7.6764e-009,1.0003
7.7150e-009,1.0622
7.7536e-009,1.1067
7.7922e-009,1.1394
7.8307e-009,1.1635
7.8693e-009,1.2161
7.9079e-009,1.2378
7.9464e-009,1.2369
7.9850e-009,1.2015
8.0236e-009,1.1028
8.0622e-009,0.9456
8.1008e-009,0.7695
8.1393e-009,0.5992
8.1779e-009,0.4646
8.2165e-009,0.3749
8.2550e-009,0.3242
8.2936e-009,0.3019
8.3322e-009,0.2939
8.3708e-009,0.2854
8.4093e-009,0.2752
8.4479e-009,0.2687
8.4865e-009,0.2665
8.5251e-009,0.2705
8.5637e-009,0.2833
8.6022e-009,0.3017
8.6408e-009,0.3203
8.6794e-009,0.3358
8.7179e-009,0.3450
8.7565e-009,0.3461
8.7951e-009,0.3408
8.8337e-009,0.3329
8.8722e-009,0.3249
8.9108e-009,0.3188
8.9494e-009,0.3159
8.9880e-009,0.3148
9.0266e-009,0.3148
9.0651e-009,0.3158
9.1037e-009,0.3166
9.1423e-009,0.3171
9.1808e-009,0.3170
9.2194e-009,0.3164
9.2580e-009,0.3151
9.2966e-009,0.3138
9.3352e-009,0.3131
9.3737e-009,0.3130
9.4123e-009,0.3133
9.4509e-009,0.3139
9.4895e-009,0.3144
9.5280e-009,0.3146
9.5666e-009,0.3147
9.6052e-009,0.3148
9.6437e-009,0.3147
9.6823e-009,0.3146
9.7209e-009,0.3144
9.7595e-009,0.3142
9.7981e-009,0.3141
9.8366e-009,0.3142
9.8752e-009,0.3143
9.9138e-009,0.3144
9.9524e-009,0.3145
9.9909e-009,0.3145
1.00295e-008,0.3144
1.00681e-008,0.3144
1.01066e-008,0.3144
1.01452e-008,0.3144
1.01838e-008,0.3144
1.02224e-008,0.3144
1.02610e-008,0.3144
1.02995e-008,0.3144
1.03381e-008,0.3144
1.03767e-008,0.3144
1.04152e-008,0.3144
1.04538e-008,0.3144
1.04924e-008,0.3144
1.05310e-008,0.3144
1.05695e-008,0.3144
1.06081e-008,0.3144
1.06467e-008,0.3144
1.06853e-008,0.3188
1.07239e-008,0.3348
1.07624e-008,0.3793
1.08010e-008,0.4707
1.08396e-008,0.6066
1.08781e-008,0.7673
1.09167e-008,0.8992
1.09553e-008,0.9925
1.09939e-008,1.0568
1.10324e-008,1.1028
1.10710e-008,1.1366
1.11096e-008,1.1617
1.11482e-008,1.1792
1.11868e-008,1.1916
1.12253e-008,1.2010
1.12639e-008,1.2074
1.13025e-008,1.2083
1.13410e-008,1.2005
1.13796e-008,1.1845
1.14182e-008,1.1681
1.14568e-008,1.1598
1.14953e-008,1.1594
1.15339e-008,1.1632
1.15725e-008,1.1683
1.16111e-008,1.1733
1.16497e-008,1.1772
1.16882e-008,1.1796
1.17268e-008,1.1816
1.17654e-008,1.1835
1.18039e-008,1.1844
1.18425e-008,1.1837
1.18811e-008,1.1821
1.19197e-008,1.1812
1.19583e-008,1.1819
1.19968e-008,1.1835
1.20354e-008,1.1846
1.20740e-008,1.1852
1.21126e-008,1.1853
1.21511e-008,1.1849
1.21897e-008,1.1845
1.22283e-008,1.1844
1.22668e-008,1.1845
1.23054e-008,1.1846
1.23440e-008,1.1844
1.23826e-008,1.1840
1.24212e-008,1.1838
1.24597e-008,1.1841
1.24983e-008,1.1845
1.25369e-008,1.1846
1.25755e-008,1.1846
1.26140e-008,1.1845
1.26526e-008,1.1843
1.26912e-008,1.1842
1.27297e-008,1.1843
1.27683e-008,1.1844
1.28069e-008,1.1844
1.28455e-008,1.1844
1.28841e-008,1.1843
1.29226e-008,1.1842
1.29612e-008,1.1843
1.29998e-008,1.1847
1.30383e-008,1.1901
1.30769e-008,1.1929
1.31155e-008,1.1779
1.31541e-008,1.1187
1.31926e-008,0.9976
1.32312e-008,0.8453
1.32698e-008,0.6967
1.33084e-008,0.5623
1.33470e-008,0.4549
1.33855e-008,0.3790
1.34241e-008,0.3328
1.34627e-008,0.3089
1.35012e-008,0.2828
1.35398e-008,0.2873
1.35784e-008,0.3210
1.36170e-008,0.3953
1.36555e-008,0.5168
1.36941e-008,0.6813
1.37327e-008,0.8398
1.37713e-008,0.9687
1.38099e-008,1.0635
1.38484e-008,1.1286
1.38870e-008,1.1695
1.39256e-008,1.1909
1.39641e-008,1.2333
1.40027e-008,1.2496
1.40413e-008,1.2471
1.40799e-008,1.2112
1.41185e-008,1.1144
1.41570e-008,0.9606
1.41956e-008,0.7887
1.42342e-008,0.6191
1.42728e-008,0.4795
1.43113e-008,0.3828
1.43499e-008,0.3261
1.43885e-008,0.3003
1.44270e-008,0.2909
1.44656e-008,0.2828
1.45042e-008,0.2743
1.45428e-008,0.2689
1.45814e-008,0.2662
1.46199e-008,0.2694
1.46585e-008,0.2822
1.46971e-008,0.3010
1.47357e-008,0.3195
1.47742e-008,0.3346
1.48128e-008,0.3440
1.48514e-008,0.3457
1.48899e-008,0.3418
1.49285e-008,0.3437
1.49671e-008,0.3668
1.50057e-008,0.4320
1.50443e-008,0.5469
1.50828e-008,0.6992
1.51214e-008,0.8476
1.51600e-008,0.9573
1.51985e-008,1.0345
1.52371e-008,1.0883
1.52757e-008,1.1266
1.53143e-008,1.1542
1.53528e-008,1.1925
1.53914e-008,1.2293
1.54300e-008,1.2393
1.54686e-008,1.2250
1.55071e-008,1.1624
1.55457e-008,1.0325
1.55843e-008,0.8632
1.56229e-008,0.6866
1.56615e-008,0.5311
1.57000e-008,0.4177
1.57386e-008,0.3471
1.57772e-008,0.3110
1.58158e-008,0.2972
1.58543e-008,0.2901
1.58929e-008,0.2799
1.59315e-008,0.2714
1.59701e-008,0.2670
1.60086e-008,0.2674
1.60472e-008,0.2756
1.60858e-008,0.2918
1.61243e-008,0.3107
1.61629e-008,0.3282
