.HEADER
..NAMES
Time,V U1.AA17
.DATA
0.0e+000,1.1823
3.86e-011,1.1823
7.72e-011,1.1823
1.157e-010,1.1823
1.543e-010,1.1823
1.929e-010,1.1823
2.314e-010,1.1823
2.700e-010,1.1823
3.086e-010,1.1823
3.472e-010,1.1823
3.857e-010,1.1823
4.243e-010,1.1823
4.629e-010,1.1823
5.015e-010,1.1823
5.401e-010,1.1823
5.786e-010,1.1823
6.172e-010,1.1823
6.558e-010,1.1823
6.944e-010,1.1849
7.329e-010,1.1900
7.715e-010,1.1878
8.101e-010,1.1590
8.486e-010,1.0748
8.872e-010,0.9384
9.258e-010,0.7945
9.644e-010,0.6634
1.0029e-009,0.5558
1.0415e-009,0.4698
1.0801e-009,0.4028
1.1187e-009,0.3601
1.1572e-009,0.3361
1.1958e-009,0.3255
1.2344e-009,0.3282
1.2730e-009,0.3407
1.3115e-009,0.3584
1.3501e-009,0.3757
1.3887e-009,0.3850
1.4273e-009,0.3837
1.4658e-009,0.3751
1.5044e-009,0.3623
1.5430e-009,0.3489
1.5816e-009,0.3382
1.6202e-009,0.3309
1.6587e-009,0.3264
1.6973e-009,0.3241
1.7359e-009,0.3220
1.7745e-009,0.3197
1.8130e-009,0.3175
1.8516e-009,0.3157
1.8902e-009,0.3147
1.9288e-009,0.3146
1.9673e-009,0.3151
2.0059e-009,0.3157
2.0445e-009,0.3163
2.0830e-009,0.3166
2.1216e-009,0.3220
2.1602e-009,0.3405
2.1988e-009,0.3897
2.2374e-009,0.4851
2.2759e-009,0.6199
2.3145e-009,0.7693
2.3531e-009,0.8814
2.3916e-009,0.9566
2.4302e-009,1.0109
2.4688e-009,1.0582
2.5074e-009,1.1017
2.5459e-009,1.1306
2.5845e-009,1.1419
2.6231e-009,1.1390
2.6617e-009,1.1266
2.7003e-009,1.1134
2.7388e-009,1.1069
2.7774e-009,1.1089
2.8160e-009,1.1192
2.8545e-009,1.1338
2.8931e-009,1.1468
2.9317e-009,1.1560
2.9703e-009,1.1622
3.0089e-009,1.1662
3.0474e-009,1.1694
3.0860e-009,1.1727
3.1246e-009,1.1757
3.1631e-009,1.1783
3.2017e-009,1.1805
3.2403e-009,1.1815
3.2789e-009,1.1818
3.3175e-009,1.1819
3.3560e-009,1.1815
3.3946e-009,1.1813
3.4332e-009,1.1815
3.4717e-009,1.1817
3.5103e-009,1.1821
3.5489e-009,1.1823
3.5875e-009,1.1823
3.6260e-009,1.1823
3.6646e-009,1.1822
3.7032e-009,1.1821
3.7418e-009,1.1821
3.7803e-009,1.1822
3.8189e-009,1.1823
3.8575e-009,1.1824
3.8961e-009,1.1825
3.9346e-009,1.1825
3.9732e-009,1.1824
4.0118e-009,1.1824
4.0504e-009,1.1824
4.0890e-009,1.1824
4.1275e-009,1.1824
4.1661e-009,1.1824
4.2047e-009,1.1824
4.2433e-009,1.1824
4.2818e-009,1.1824
4.3204e-009,1.1824
4.3590e-009,1.1824
4.3975e-009,1.1824
4.4361e-009,1.1824
4.4747e-009,1.1824
4.5133e-009,1.1824
4.5519e-009,1.1824
4.5904e-009,1.1824
4.6290e-009,1.1824
4.6676e-009,1.1824
4.7062e-009,1.1824
4.7447e-009,1.1824
4.7833e-009,1.1824
4.8219e-009,1.1824
4.8604e-009,1.1824
4.8990e-009,1.1824
4.9376e-009,1.1824
4.9762e-009,1.1824
5.0147e-009,1.1824
5.0533e-009,1.1824
5.0919e-009,1.1824
5.1305e-009,1.1824
5.1691e-009,1.1824
5.2076e-009,1.1824
5.2462e-009,1.1824
5.2848e-009,1.1824
5.3234e-009,1.1824
5.3619e-009,1.1824
5.4005e-009,1.1870
5.4391e-009,1.1910
5.4776e-009,1.1806
5.5162e-009,1.1318
5.5548e-009,1.0221
5.5934e-009,0.8767
5.6320e-009,0.7376
5.6705e-009,0.6151
5.7091e-009,0.5177
5.7477e-009,0.4391
5.7863e-009,0.3822
5.8248e-009,0.3484
5.8634e-009,0.3302
5.9020e-009,0.3251
5.9405e-009,0.3326
5.9791e-009,0.3478
6.0177e-009,0.3662
6.0563e-009,0.3809
6.0948e-009,0.3856
6.1334e-009,0.3808
6.1720e-009,0.3702
6.2106e-009,0.3565
6.2492e-009,0.3440
6.2877e-009,0.3348
6.3263e-009,0.3288
6.3649e-009,0.3254
6.4035e-009,0.3233
6.4420e-009,0.3212
6.4806e-009,0.3189
6.5192e-009,0.3167
6.5577e-009,0.3152
6.5963e-009,0.3147
6.6349e-009,0.3148
6.6735e-009,0.3154
6.7121e-009,0.3161
