.HEADER
..NAMES
Time,V U1.AD8&AE8
.DATA
0.0e+000,1.1776
3.86e-011,1.1776
7.72e-011,1.1776
1.157e-010,1.1776
1.543e-010,1.1776
1.929e-010,1.1776
2.314e-010,1.1776
2.700e-010,1.1776
3.086e-010,1.1776
3.472e-010,1.1776
3.857e-010,1.1776
4.243e-010,1.1776
4.629e-010,1.1776
5.015e-010,1.1776
5.401e-010,1.1776
5.786e-010,1.1776
6.172e-010,1.1776
6.558e-010,1.1776
6.944e-010,1.1776
7.329e-010,1.1776
7.715e-010,1.1776
8.101e-010,1.1776
8.486e-010,1.1776
8.872e-010,1.1776
9.258e-010,1.1776
9.644e-010,1.1776
1.0029e-009,1.1776
1.0415e-009,1.1776
1.0801e-009,1.1776
1.1187e-009,1.1803
1.1572e-009,1.1859
1.1958e-009,1.1838
1.2344e-009,1.1538
1.2730e-009,1.0699
1.3115e-009,0.9380
1.3501e-009,0.8065
1.3887e-009,0.6906
1.4273e-009,0.5823
1.4658e-009,0.4887
1.5044e-009,0.4273
1.5430e-009,0.4033
1.5816e-009,0.4020
1.6202e-009,0.4137
1.6587e-009,0.4469
1.6973e-009,0.5140
1.7359e-009,0.6200
1.7745e-009,0.7603
1.8130e-009,0.8861
1.8516e-009,0.9587
1.8902e-009,1.0070
1.9288e-009,1.0506
1.9673e-009,1.0806
2.0059e-009,1.0853
2.0445e-009,1.0793
2.0830e-009,1.0832
2.1216e-009,1.0823
2.1602e-009,1.0724
2.1988e-009,1.0336
2.2374e-009,0.9209
2.2759e-009,0.7817
2.3145e-009,0.6683
2.3531e-009,0.5654
2.3916e-009,0.4778
2.4302e-009,0.4162
2.4688e-009,0.3833
2.5074e-009,0.3885
2.5459e-009,0.4041
2.5845e-009,0.4402
2.6231e-009,0.4974
2.6617e-009,0.5840
2.7003e-009,0.7083
2.7388e-009,0.8453
2.7774e-009,0.9353
2.8160e-009,0.9904
2.8545e-009,1.0340
2.8931e-009,1.0706
2.9317e-009,1.0867
2.9703e-009,1.0763
3.0089e-009,1.0863
3.0474e-009,1.0836
3.0860e-009,1.0753
3.1246e-009,1.0495
3.1631e-009,0.9615
3.2017e-009,0.8234
3.2403e-009,0.7034
3.2789e-009,0.5974
3.3175e-009,0.5036
3.3560e-009,0.4327
3.3946e-009,0.3910
3.4332e-009,0.3837
3.4717e-009,0.3947
3.5103e-009,0.4268
3.5489e-009,0.4757
3.5875e-009,0.5528
3.6260e-009,0.6662
3.6646e-009,0.8056
3.7032e-009,0.9118
3.7418e-009,0.9756
3.7803e-009,1.0204
3.8189e-009,1.0610
3.8575e-009,1.0843
3.8961e-009,1.0822
3.9346e-009,1.0856
3.9732e-009,1.0843
4.0118e-009,1.0798
4.0504e-009,1.0618
4.0890e-009,0.9978
4.1275e-009,0.8680
4.1661e-009,0.7383
4.2047e-009,0.6302
4.2433e-009,0.5316
4.2818e-009,0.4516
4.3204e-009,0.4010
4.3590e-009,0.3818
4.3975e-009,0.3885
4.4361e-009,0.4155
4.4747e-009,0.4574
4.5133e-009,0.5253
4.5519e-009,0.6259
4.5904e-009,0.7614
4.6290e-009,0.8845
4.6676e-009,0.9587
4.7062e-009,1.0067
4.7447e-009,1.0494
4.7833e-009,1.0793
4.8219e-009,1.0858
4.8604e-009,1.0814
4.8990e-009,1.0855
4.9376e-009,1.0826
4.9762e-009,1.0692
5.0147e-009,1.0266
5.0533e-009,0.9129
5.0919e-009,0.7756
5.1305e-009,0.6636
5.1691e-009,0.5609
5.2076e-009,0.4741
5.2462e-009,0.4143
5.2848e-009,0.3838
5.3234e-009,0.3865
5.3619e-009,0.4048
5.4005e-009,0.4419
5.4391e-009,0.5010
5.4776e-009,0.5899
5.5162e-009,0.7162
5.5548e-009,0.8517
5.5934e-009,0.9391
5.6320e-009,0.9932
5.6705e-009,1.0366
5.7091e-009,1.0720
5.7477e-009,1.0867
5.7863e-009,1.0748
5.8248e-009,1.0871
5.8634e-009,1.0839
5.9020e-009,1.0743
