.HEADER
..NAMES
Time,V U1.Y23
.DATA
0.0e+000,1.1833
3.86e-011,1.1833
7.72e-011,1.1833
1.157e-010,1.1833
1.543e-010,1.1833
1.929e-010,1.1833
2.314e-010,1.1833
2.700e-010,1.1833
3.086e-010,1.1833
3.472e-010,1.1833
3.857e-010,1.1833
4.243e-010,1.1833
4.629e-010,1.1833
5.015e-010,1.1833
5.401e-010,1.1833
5.786e-010,1.1870
6.172e-010,1.1917
6.558e-010,1.1853
6.944e-010,1.1461
7.329e-010,1.0477
7.715e-010,0.9049
8.101e-010,0.7624
8.486e-010,0.6333
8.872e-010,0.5302
9.258e-010,0.4523
9.644e-010,0.3935
1.0029e-009,0.3552
1.0415e-009,0.3308
1.0801e-009,0.3127
1.1187e-009,0.3017
1.1572e-009,0.2998
1.1958e-009,0.3042
1.2344e-009,0.3148
1.2730e-009,0.3317
1.3115e-009,0.3490
1.3501e-009,0.3592
1.3887e-009,0.3617
1.4273e-009,0.3576
1.4658e-009,0.3487
1.5044e-009,0.3384
1.5430e-009,0.3296
1.5816e-009,0.3231
1.6202e-009,0.3199
1.6587e-009,0.3192
1.6973e-009,0.3185
1.7359e-009,0.3175
1.7745e-009,0.3169
1.8130e-009,0.3160
1.8516e-009,0.3146
1.8902e-009,0.3134
1.9288e-009,0.3126
1.9673e-009,0.3135
2.0059e-009,0.3209
2.0445e-009,0.3453
2.0830e-009,0.4050
2.1216e-009,0.5113
2.1602e-009,0.6535
2.1988e-009,0.7989
2.2374e-009,0.9021
2.2759e-009,0.9711
2.3145e-009,1.0218
2.3531e-009,1.0661
2.3916e-009,1.1090
2.4302e-009,1.1420
2.4688e-009,1.1624
2.5074e-009,1.1720
2.5459e-009,1.1728
2.5845e-009,1.1666
2.6231e-009,1.1584
2.6617e-009,1.1498
2.7003e-009,1.1409
2.7388e-009,1.1368
2.7774e-009,1.1410
2.8160e-009,1.1500
2.8545e-009,1.1594
2.8931e-009,1.1672
2.9317e-009,1.1796
2.9703e-009,1.1858
3.0089e-009,1.1755
3.0474e-009,1.1254
3.0860e-009,1.0135
3.1246e-009,0.8689
3.1631e-009,0.7311
3.2017e-009,0.6081
3.2403e-009,0.5115
3.2789e-009,0.4387
3.3175e-009,0.3848
3.3560e-009,0.3501
3.3946e-009,0.3126
3.4332e-009,0.3063
3.4717e-009,0.3352
3.5103e-009,0.4155
3.5489e-009,0.5499
3.5875e-009,0.7182
3.6260e-009,0.8704
3.6646e-009,0.9831
3.7032e-009,1.0554
3.7418e-009,1.0999
3.7803e-009,1.1361
3.8189e-009,1.1631
3.8575e-009,1.1775
3.8961e-009,1.1844
3.9346e-009,1.1863
3.9732e-009,1.1797
4.0118e-009,1.1698
4.0504e-009,1.1592
4.0890e-009,1.1475
4.1275e-009,1.1380
4.1661e-009,1.1374
4.2047e-009,1.1429
4.2433e-009,1.1514
4.2818e-009,1.1614
4.3204e-009,1.1739
4.3590e-009,1.1839
4.3975e-009,1.1840
4.4361e-009,1.1573
4.4747e-009,1.0744
4.5133e-009,0.9387
4.5519e-009,0.7956
4.5904e-009,0.6634
4.6290e-009,0.5536
4.6676e-009,0.4709
4.7062e-009,0.4080
4.7447e-009,0.3644
4.7833e-009,0.3285
4.8219e-009,0.3059
4.8604e-009,0.3162
4.8990e-009,0.3706
4.9376e-009,0.4798
4.9762e-009,0.6363
5.0147e-009,0.8025
5.0533e-009,0.9350
5.0919e-009,1.0255
5.1305e-009,1.0810
5.1691e-009,1.1193
5.2076e-009,1.1520
5.2462e-009,1.1794
5.2848e-009,1.2219
5.3234e-009,1.2298
5.3619e-009,1.2090
5.4005e-009,1.1359
5.4391e-009,0.9932
5.4776e-009,0.8289
5.5162e-009,0.6708
5.5548e-009,0.5386
5.5934e-009,0.4495
5.6320e-009,0.3918
5.6705e-009,0.3496
5.7091e-009,0.3274
5.7477e-009,0.3122
5.7863e-009,0.2963
5.8248e-009,0.2883
5.8634e-009,0.2926
5.9020e-009,0.3023
5.9405e-009,0.3185
5.9791e-009,0.3403
6.0177e-009,0.3567
6.0563e-009,0.3634
6.0948e-009,0.3636
6.1334e-009,0.3568
6.1720e-009,0.3447
6.2106e-009,0.3343
6.2492e-009,0.3267
6.2877e-009,0.3210
6.3263e-009,0.3189
6.3649e-009,0.3194
6.4035e-009,0.3188
6.4420e-009,0.3179
6.4806e-009,0.3174
6.5192e-009,0.3159
6.5577e-009,0.3141
6.5963e-009,0.3132
6.6349e-009,0.3129
6.6735e-009,0.3127
6.7121e-009,0.3132
6.7506e-009,0.3140
6.7892e-009,0.3143
6.8278e-009,0.3146
6.8664e-009,0.3149
6.9049e-009,0.3147
6.9435e-009,0.3142
6.9821e-009,0.3143
7.0206e-009,0.3143
7.0592e-009,0.3142
7.0978e-009,0.3143
7.1364e-009,0.3165
7.1749e-009,0.3265
7.2135e-009,0.3579
7.2521e-009,0.4296
7.2907e-009,0.5461
7.3293e-009,0.6940
7.3678e-009,0.8299
7.4064e-009,0.9232
