.HEADER
..NAMES
Time,V U1.AA8
.DATA
0.0e+000,1.1825
3.86e-011,1.1825
7.72e-011,1.1825
1.157e-010,1.1825
1.543e-010,1.1825
1.929e-010,1.1825
2.314e-010,1.1825
2.700e-010,1.1825
3.086e-010,1.1825
3.472e-010,1.1825
3.857e-010,1.1825
4.243e-010,1.1825
4.629e-010,1.1825
5.015e-010,1.1825
5.401e-010,1.1825
5.786e-010,1.1825
6.172e-010,1.1825
6.558e-010,1.1825
6.944e-010,1.1825
7.329e-010,1.1825
7.715e-010,1.1825
8.101e-010,1.1844
8.486e-010,1.1896
8.872e-010,1.1896
9.258e-010,1.1669
9.644e-010,1.0918
1.0029e-009,0.9585
1.0415e-009,0.8094
1.0801e-009,0.6732
1.1187e-009,0.5611
1.1572e-009,0.4735
1.1958e-009,0.4047
1.2344e-009,0.3597
1.2730e-009,0.3314
1.3115e-009,0.3128
1.3501e-009,0.3055
1.3887e-009,0.3099
1.4273e-009,0.3248
1.4658e-009,0.3471
1.5044e-009,0.3686
1.5430e-009,0.3817
1.5816e-009,0.3843
1.6202e-009,0.3774
1.6587e-009,0.3648
1.6973e-009,0.3513
1.7359e-009,0.3395
1.7745e-009,0.3310
1.8130e-009,0.3263
1.8516e-009,0.3242
1.8902e-009,0.3230
1.9288e-009,0.3216
1.9673e-009,0.3195
2.0059e-009,0.3171
2.0445e-009,0.3147
2.0830e-009,0.3134
2.1216e-009,0.3133
2.1602e-009,0.3140
2.1988e-009,0.3150
2.2374e-009,0.3157
2.2759e-009,0.3161
2.3145e-009,0.3162
2.3531e-009,0.3159
2.3916e-009,0.3156
2.4302e-009,0.3154
2.4688e-009,0.3154
2.5074e-009,0.3155
2.5459e-009,0.3157
2.5845e-009,0.3158
2.6231e-009,0.3158
2.6617e-009,0.3157
2.7003e-009,0.3156
2.7388e-009,0.3155
2.7774e-009,0.3155
2.8160e-009,0.3155
2.8545e-009,0.3155
2.8931e-009,0.3155
2.9317e-009,0.3156
2.9703e-009,0.3156
3.0089e-009,0.3156
3.0474e-009,0.3156
3.0860e-009,0.3156
3.1246e-009,0.3156
3.1631e-009,0.3178
3.2017e-009,0.3283
3.2403e-009,0.3609
3.2789e-009,0.4353
3.3175e-009,0.5556
3.3560e-009,0.7073
3.3946e-009,0.8437
3.4332e-009,0.9348
3.4717e-009,0.9956
3.5103e-009,1.0431
3.5489e-009,1.0894
3.5875e-009,1.1286
3.6260e-009,1.1785
3.6646e-009,1.2106
3.7032e-009,1.2058
3.7418e-009,1.1628
3.7803e-009,1.0510
3.8189e-009,0.8855
3.8575e-009,0.7195
3.8961e-009,0.5837
3.9346e-009,0.4927
3.9732e-009,0.4290
4.0118e-009,0.3734
4.0504e-009,0.3356
4.0890e-009,0.3032
4.1275e-009,0.2787
4.1661e-009,0.2973
4.2047e-009,0.3655
4.2433e-009,0.5002
4.2818e-009,0.6893
4.3204e-009,0.8816
4.3590e-009,1.0108
4.3975e-009,1.0779
4.4361e-009,1.1064
4.4747e-009,1.1292
4.5133e-009,1.1542
4.5519e-009,1.1727
4.5904e-009,1.1832
4.6290e-009,1.1813
4.6676e-009,1.1654
4.7062e-009,1.1431
4.7447e-009,1.1214
4.7833e-009,1.1074
4.8219e-009,1.1065
4.8604e-009,1.1177
4.8990e-009,1.1343
4.9376e-009,1.1504
4.9762e-009,1.1617
5.0147e-009,1.1678
5.0533e-009,1.1707
5.0919e-009,1.1723
5.1305e-009,1.1735
5.1691e-009,1.1751
5.2076e-009,1.1774
5.2462e-009,1.1799
5.2848e-009,1.1821
5.3234e-009,1.1840
5.3619e-009,1.1843
5.4005e-009,1.1835
5.4391e-009,1.1825
5.4776e-009,1.1817
5.5162e-009,1.1816
5.5548e-009,1.1819
5.5934e-009,1.1823
5.6320e-009,1.1827
5.6705e-009,1.1828
5.7091e-009,1.1828
5.7477e-009,1.1827
5.7863e-009,1.1826
5.8248e-009,1.1824
5.8634e-009,1.1824
5.9020e-009,1.1825
5.9405e-009,1.1826
5.9791e-009,1.1858
6.0177e-009,1.1911
6.0563e-009,1.1872
6.0948e-009,1.1539
6.1334e-009,1.0621
6.1720e-009,0.9194
6.2106e-009,0.7729
6.2492e-009,0.6416
6.2877e-009,0.5367
6.3263e-009,0.4539
6.3649e-009,0.3910
6.4035e-009,0.3512
6.4420e-009,0.3154
6.4806e-009,0.2996
6.5192e-009,0.3235
6.5577e-009,0.3991
6.5963e-009,0.5406
6.6349e-009,0.7277
6.6735e-009,0.9042
6.7121e-009,1.0202
6.7506e-009,1.0810
6.7892e-009,1.1115
6.8278e-009,1.1386
6.8664e-009,1.1626
6.9049e-009,1.1780
6.9435e-009,1.1842
6.9821e-009,1.1776
7.0206e-009,1.1596
7.0592e-009,1.1377
7.0978e-009,1.1181
7.1364e-009,1.1074
7.1749e-009,1.1097
7.2135e-009,1.1219
7.2521e-009,1.1380
7.2907e-009,1.1527
7.3293e-009,1.1625
7.3678e-009,1.1678
7.4064e-009,1.1707
7.4450e-009,1.1724
7.4835e-009,1.1738
7.5221e-009,1.1757
7.5607e-009,1.1780
7.5993e-009,1.1803
7.6379e-009,1.1823
7.6764e-009,1.1839
7.7150e-009,1.1839
7.7536e-009,1.1831
7.7922e-009,1.1822
7.8307e-009,1.1816
7.8693e-009,1.1816
7.9079e-009,1.1820
7.9464e-009,1.1823
7.9850e-009,1.1826
8.0236e-009,1.1827
8.0622e-009,1.1827
8.1008e-009,1.1826
8.1393e-009,1.1824
8.1779e-009,1.1823
8.2165e-009,1.1823
8.2550e-009,1.1824
8.2936e-009,1.1826
8.3322e-009,1.1827
8.3708e-009,1.1827
8.4093e-009,1.1827
