.HEADER
..NAMES
Time,V U1.AA5
.DATA
0.0e+000,0.3153
3.86e-011,0.3153
7.72e-011,0.3153
1.157e-010,0.3153
1.543e-010,0.3153
1.929e-010,0.3153
2.314e-010,0.3153
2.700e-010,0.3153
3.086e-010,0.3153
3.472e-010,0.3153
3.857e-010,0.3153
4.243e-010,0.3153
4.629e-010,0.3153
5.015e-010,0.3153
5.401e-010,0.3153
5.786e-010,0.3153
6.172e-010,0.3153
6.558e-010,0.3153
6.944e-010,0.3153
7.329e-010,0.3153
7.715e-010,0.3153
8.101e-010,0.3153
8.486e-010,0.3153
8.872e-010,0.3153
9.258e-010,0.3156
9.644e-010,0.3218
1.0029e-009,0.3427
1.0415e-009,0.3966
1.0801e-009,0.4980
1.1187e-009,0.6395
1.1572e-009,0.7945
1.1958e-009,0.9133
1.2344e-009,0.9973
1.2730e-009,1.0579
1.3115e-009,1.1039
1.3501e-009,1.1392
1.3887e-009,1.1649
1.4273e-009,1.1825
1.4658e-009,1.1943
1.5044e-009,1.2017
1.5430e-009,1.2049
1.5816e-009,1.2025
1.6202e-009,1.1929
1.6587e-009,1.1770
1.6973e-009,1.1610
1.7359e-009,1.1533
1.7745e-009,1.1546
1.8130e-009,1.1602
1.8516e-009,1.1663
1.8902e-009,1.1784
1.9288e-009,1.1873
1.9673e-009,1.1817
2.0059e-009,1.1402
2.0445e-009,1.0380
2.0830e-009,0.8929
2.1216e-009,0.7461
2.1602e-009,0.6082
2.1988e-009,0.4927
2.2374e-009,0.4070
2.2759e-009,0.3518
2.3145e-009,0.3212
2.3531e-009,0.2916
2.3916e-009,0.2855
2.4302e-009,0.3078
2.4688e-009,0.3700
2.5074e-009,0.4792
2.5459e-009,0.6322
2.5845e-009,0.7926
2.6231e-009,0.9299
2.6617e-009,1.0354
2.7003e-009,1.1098
2.7388e-009,1.1592
2.7774e-009,1.1893
2.8160e-009,1.2038
2.8545e-009,1.2087
2.8931e-009,1.2122
2.9317e-009,1.2139
2.9703e-009,1.2110
3.0089e-009,1.2035
3.0474e-009,1.1911
3.0860e-009,1.1750
3.1246e-009,1.1621
3.1631e-009,1.1567
3.2017e-009,1.1569
3.2403e-009,1.1606
3.2789e-009,1.1659
3.3175e-009,1.1712
3.3560e-009,1.1751
3.3946e-009,1.1782
