.HEADER
..NAMES
Time,V U1.AA6
.DATA
0.0e+000,1.1836
3.86e-011,1.1836
7.72e-011,1.1836
1.157e-010,1.1836
1.543e-010,1.1836
1.929e-010,1.1836
2.314e-010,1.1836
2.700e-010,1.1836
3.086e-010,1.1836
3.472e-010,1.1836
3.857e-010,1.1836
4.243e-010,1.1836
4.629e-010,1.1836
5.015e-010,1.1836
5.401e-010,1.1836
5.786e-010,1.1836
6.172e-010,1.1836
6.558e-010,1.1836
6.944e-010,1.1836
7.329e-010,1.1836
7.715e-010,1.1836
8.101e-010,1.1836
8.486e-010,1.1836
8.872e-010,1.1836
9.258e-010,1.1836
9.644e-010,1.1856
1.0029e-009,1.1908
1.0415e-009,1.1905
1.0801e-009,1.1667
1.1187e-009,1.0901
1.1572e-009,0.9561
1.1958e-009,0.8074
1.2344e-009,0.6707
1.2730e-009,0.5579
1.3115e-009,0.4715
1.3501e-009,0.4048
1.3887e-009,0.3607
1.4273e-009,0.3272
1.4658e-009,0.3011
1.5044e-009,0.3102
1.5430e-009,0.3596
1.5816e-009,0.4601
1.6202e-009,0.6044
1.6587e-009,0.7642
1.6973e-009,0.8950
1.7359e-009,0.9923
1.7745e-009,1.0603
1.8130e-009,1.1129
1.8516e-009,1.1536
1.8902e-009,1.1766
1.9288e-009,1.1871
1.9673e-009,1.1905
2.0059e-009,1.1884
2.0445e-009,1.1853
2.0830e-009,1.1825
2.1216e-009,1.1759
2.1602e-009,1.1650
2.1988e-009,1.1547
2.2374e-009,1.1488
2.2759e-009,1.1492
2.3145e-009,1.1554
2.3531e-009,1.1636
2.3916e-009,1.1778
2.4302e-009,1.1867
2.4688e-009,1.1788
2.5074e-009,1.1303
2.5459e-009,1.0189
2.5845e-009,0.8716
2.6231e-009,0.7303
2.6617e-009,0.6060
2.7003e-009,0.5092
2.7388e-009,0.4329
2.7774e-009,0.3774
2.8160e-009,0.3443
2.8545e-009,0.3227
2.8931e-009,0.3072
2.9317e-009,0.2991
2.9703e-009,0.2957
3.0089e-009,0.2954
3.0474e-009,0.3010
3.0860e-009,0.3130
3.1246e-009,0.3283
3.1631e-009,0.3427
3.2017e-009,0.3515
3.2403e-009,0.3525
3.2789e-009,0.3478
3.3175e-009,0.3416
3.3560e-009,0.3438
3.3946e-009,0.3704
3.4332e-009,0.4425
3.4717e-009,0.5630
3.5103e-009,0.7145
3.5489e-009,0.8493
3.5875e-009,0.9393
3.6260e-009,0.9987
3.6646e-009,1.0448
3.7032e-009,1.0894
3.7418e-009,1.1279
3.7803e-009,1.1792
3.8189e-009,1.2158
3.8575e-009,1.2206
3.8961e-009,1.1933
3.9346e-009,1.1057
3.9732e-009,0.9643
4.0118e-009,0.8077
4.0504e-009,0.6532
4.0890e-009,0.5255
4.1275e-009,0.4362
4.1661e-009,0.3722
4.2047e-009,0.3372
4.2433e-009,0.3118
4.2818e-009,0.2936
4.3204e-009,0.3043
4.3590e-009,0.3541
4.3975e-009,0.4540
4.4361e-009,0.5982
4.4747e-009,0.7617
4.5133e-009,0.8971
4.5519e-009,0.9961
4.5904e-009,1.0647
4.6290e-009,1.1171
4.6676e-009,1.1558
4.7062e-009,1.1848
4.7447e-009,1.2283
4.7833e-009,1.2355
4.8219e-009,1.2169
4.8604e-009,1.1516
4.8990e-009,1.0230
4.9376e-009,0.8659
4.9762e-009,0.7072
5.0147e-009,0.5659
5.0533e-009,0.4633
5.0919e-009,0.3893
5.1305e-009,0.3431
5.1691e-009,0.3223
5.2076e-009,0.2950
5.2462e-009,0.2964
5.2848e-009,0.3327
5.3234e-009,0.4164
5.3619e-009,0.5492
5.4005e-009,0.7125
5.4391e-009,0.8579
5.4776e-009,0.9680
5.5162e-009,1.0447
5.5548e-009,1.1013
5.5934e-009,1.1455
5.6320e-009,1.1729
5.6705e-009,1.1863
5.7091e-009,1.1913
5.7477e-009,1.1902
5.7863e-009,1.1870
5.8248e-009,1.1837
5.8634e-009,1.1781
5.9020e-009,1.1687
5.9405e-009,1.1583
5.9791e-009,1.1507
6.0177e-009,1.1490
6.0563e-009,1.1534
6.0948e-009,1.1612
6.1334e-009,1.1740
6.1720e-009,1.1853
6.2106e-009,1.1837
6.2492e-009,1.1495
6.2877e-009,1.0548
6.3263e-009,0.9116
6.3649e-009,0.7671
6.4035e-009,0.6368
6.4420e-009,0.5328
6.4806e-009,0.4519
6.5192e-009,0.3900
6.5577e-009,0.3517
6.5963e-009,0.3282
6.6349e-009,0.3109
6.6735e-009,0.3008
6.7121e-009,0.2966
6.7506e-009,0.2954
6.7892e-009,0.2991
6.8278e-009,0.3096
6.8664e-009,0.3244
6.9049e-009,0.3394
6.9435e-009,0.3500
6.9821e-009,0.3532
7.0206e-009,0.3497
7.0592e-009,0.3426
7.0978e-009,0.3337
7.1364e-009,0.3255
7.1749e-009,0.3204
7.2135e-009,0.3186
7.2521e-009,0.3181
7.2907e-009,0.3177
7.3293e-009,0.3172
7.3678e-009,0.3161
7.4064e-009,0.3157
7.4450e-009,0.3155
7.4835e-009,0.3147
7.5221e-009,0.3145
7.5607e-009,0.3205
7.5993e-009,0.3419
7.6379e-009,0.3971
7.6764e-009,0.5001
7.7150e-009,0.6421
7.7536e-009,0.7937
7.7922e-009,0.9029
7.8307e-009,0.9742
7.8693e-009,1.0245
7.9079e-009,1.0691
7.9464e-009,1.1122
7.9850e-009,1.1448
8.0236e-009,1.2066
8.0622e-009,1.2231
8.1008e-009,1.2112
8.1393e-009,1.1528
8.1779e-009,1.0292
8.2165e-009,0.8749
8.2550e-009,0.7174
8.2936e-009,0.5744
8.3322e-009,0.4708
8.3708e-009,0.3963
8.4093e-009,0.3486
8.4479e-009,0.3268
8.4865e-009,0.3127
8.5251e-009,0.2990
