.HEADER
..NAMES
Time,V U1.AE3&AD3
6.5963e-009,0.7319
6.6349e-009,0.8512
6.6735e-009,0.9408
6.7121e-009,1.0153
6.7506e-009,1.0688
6.7892e-009,1.1022
6.8278e-009,1.1129
6.8664e-009,1.1147
6.9049e-009,1.1216
6.9435e-009,1.1030
6.9821e-009,1.0840
7.0206e-009,1.0343
7.0592e-009,0.9321
7.0978e-009,0.8164
7.1364e-009,0.6941
7.1749e-009,0.5702
7.2135e-009,0.4716
7.2521e-009,0.3943
7.2907e-009,0.3520
7.3293e-009,0.3441
7.3678e-009,0.3476
7.4064e-009,0.3942
7.4450e-009,0.4661
7.4835e-009,0.5627
7.5221e-009,0.6878
7.5607e-009,0.8185
7.5993e-009,0.9139
7.6379e-009,0.9941
7.6764e-009,1.0542
7.7150e-009,1.0940
7.7536e-009,1.1122
7.7922e-009,1.1057
7.8307e-009,1.1233
7.8693e-009,1.1094
7.9079e-009,1.0912
7.9464e-009,1.0558
7.9850e-009,0.9688
8.0236e-009,0.8518
8.0622e-009,0.7350
8.1008e-009,0.6067
8.1393e-009,0.5005
8.1779e-009,0.4156
8.2165e-009,0.3607
8.2550e-009,0.3469
8.2936e-009,0.3418
8.3322e-009,0.3757
8.3708e-009,0.4410
8.4093e-009,0.5290
8.4479e-009,0.6455
8.4865e-009,0.7810
8.5251e-009,0.8859
8.5637e-009,0.9706
8.6022e-009,1.0374
8.6408e-009,1.0836
8.6794e-009,1.1089
8.7179e-009,1.1104
8.7565e-009,1.1223
8.7951e-009,1.1159
8.8337e-009,1.0967
8.8722e-009,1.0719
8.9108e-009,1.0021
8.9494e-009,0.8883
8.9880e-009,0.7742
9.0266e-009,0.6460
9.0651e-009,0.5314
9.1037e-009,0.4402
9.1423e-009,0.3736
9.1808e-009,0.3474
9.2194e-009,0.3400
9.2580e-009,0.3601
9.2966e-009,0.4183
9.3352e-009,0.4982
9.3737e-009,0.6056
9.4123e-009,0.7390
9.4509e-009,0.8563
9.4895e-009,0.9453
9.5280e-009,1.0187
9.5666e-009,1.0712
9.6052e-009,1.1034
9.6437e-009,1.1125
9.6823e-009,1.1181
9.7209e-009,1.1212
9.7595e-009,1.1021
9.7981e-009,1.0830
9.8366e-009,1.0304
9.8752e-009,0.9261
9.9138e-009,0.8109
9.9524e-009,0.6869
9.9909e-009,0.5646
1.00295e-008,0.4670
1.00681e-008,0.3908
1.01066e-008,0.3513
1.01452e-008,0.3449
1.01838e-008,0.3492
1.02224e-008,0.3976
1.02610e-008,0.4704
1.02995e-008,0.5686
1.03381e-008,0.6950
1.03767e-008,0.8243
1.04152e-008,0.9181
1.04538e-008,0.9977
1.04924e-008,1.0566
1.05310e-008,1.0956
1.05695e-008,1.1128
1.06081e-008,1.1077
1.06467e-008,1.1240
1.06853e-008,1.1083
1.07239e-008,1.0905
1.07624e-008,1.0530
1.08010e-008,0.9633
1.08396e-008,0.8464
1.08781e-008,0.7279
1.09167e-008,0.6004
1.09553e-008,0.4957
1.09939e-008,0.4119
1.10324e-008,0.3591
1.10710e-008,0.3473
1.11096e-008,0.3430
1.11482e-008,0.3786
1.11868e-008,0.4451
1.12253e-008,0.5343
1.12639e-008,0.6524
1.13025e-008,0.7876
1.13410e-008,0.8904
1.13796e-008,0.9745
1.14182e-008,1.0402
1.14568e-008,1.0855
1.14953e-008,1.1098
1.15339e-008,1.1100
1.15725e-008,1.1240
1.16111e-008,1.1147
1.16497e-008,1.0961
1.16882e-008,1.0699
1.17268e-008,0.9972
1.17654e-008,0.8826
1.18039e-008,0.7677
1.18425e-008,0.6390
1.18811e-008,0.5263
1.19197e-008,0.4362
1.19583e-008,0.3714
1.19968e-008,0.3474
1.20354e-008,0.3409
1.20740e-008,0.3625
1.21126e-008,0.4221
1.21511e-008,0.5031
1.21897e-008,0.6121
1.22283e-008,0.7461
1.22668e-008,0.8612
1.23054e-008,0.9494
1.23440e-008,1.0219
1.23826e-008,1.0733
1.24212e-008,1.1046
1.24597e-008,1.1126
1.24983e-008,1.1210
1.25369e-008,1.1205
1.25755e-008,1.1013
1.26140e-008,1.0817
1.26526e-008,1.0263
1.26912e-008,0.9202
1.27297e-008,0.8052
1.27683e-008,0.6797
1.28069e-008,0.5590
1.28455e-008,0.4625
1.28841e-008,0.3879
1.29226e-008,0.3508
1.29612e-008,0.3428
1.29998e-008,0.3505
1.30383e-008,0.4011
1.30769e-008,0.4746
1.31155e-008,0.5744
1.31541e-008,0.7022
1.31926e-008,0.8296
1.32312e-008,0.9229
1.32698e-008,1.0014
1.33084e-008,1.0592
1.33470e-008,1.0971
1.33855e-008,1.1130
1.34241e-008,1.1069
1.34627e-008,1.1231
1.35012e-008,1.1073
1.35398e-008,1.0892
1.35784e-008,1.0497
1.36170e-008,0.9573
1.36555e-008,0.8404
1.36941e-008,0.7220
1.37327e-008,0.5947
1.37713e-008,0.4910
1.38099e-008,0.4085
1.38484e-008,0.3573
1.38870e-008,0.3473
1.39256e-008,0.3432
1.39641e-008,0.3815
1.40027e-008,0.4489
1.40413e-008,0.5396
1.40799e-008,0.6591
1.41185e-008,0.7937
1.41570e-008,0.8953
1.41956e-008,0.9786
1.42342e-008,1.0431
1.42728e-008,1.0873
1.43113e-008,1.1103
1.43499e-008,1.1091
1.43885e-008,1.1230
1.44270e-008,1.1139
1.44656e-008,1.0951
1.45042e-008,1.0674
1.45428e-008,0.9919
1.45814e-008,0.8764
1.46199e-008,0.7618
1.46585e-008,0.6330
1.46971e-008,0.5212
1.47357e-008,0.4321
1.47742e-008,0.3691
1.48128e-008,0.3470
1.48514e-008,0.3402
1.48899e-008,0.3648
1.49285e-008,0.4255
1.49671e-008,0.5079
1.50057e-008,0.6184
1.50443e-008,0.7530
1.50828e-008,0.8662
1.51214e-008,0.9538
1.51600e-008,1.0251
1.51985e-008,1.0756
1.52371e-008,1.1055
1.52757e-008,1.1121
1.53143e-008,1.1200
1.53528e-008,1.1197
1.53914e-008,1.1003
1.54300e-008,1.0799
1.54686e-008,1.0219
1.55071e-008,0.9139
1.55457e-008,0.7994
1.55843e-008,0.6737
1.56229e-008,0.5537
1.56615e-008,0.4581
1.57000e-008,0.3849
1.57386e-008,0.3498
1.57772e-008,0.3434
1.58158e-008,0.3523
1.58543e-008,0.4042
1.58929e-008,0.4793
1.59315e-008,0.5804
1.59701e-008,0.7093
1.60086e-008,0.8351
1.60472e-008,0.9270
1.60858e-008,1.0048
1.61243e-008,1.0616
1.61629e-008,1.0984
1.62015e-008,1.1132
1.62401e-008,1.1123
1.62786e-008,1.1234
1.63172e-008,1.1062
1.63558e-008,1.0884
1.63944e-008,1.0465
1.64329e-008,0.9516
1.64715e-008,0.8350
1.65101e-008,0.7146
1.65487e-008,0.5886
1.65873e-008,0.4863
1.66258e-008,0.4049
1.66644e-008,0.3560
1.67030e-008,0.3477
1.67416e-008,0.3445
1.67801e-008,0.3846
1.68187e-008,0.4531
1.68573e-008,0.5451
1.68959e-008,0.6660
1.69344e-008,0.8000
1.69730e-008,0.8996
1.70116e-008,0.9824
1.70501e-008,1.0458
1.70887e-008,1.0890
1.71273e-008,1.1111
1.71659e-008,1.1085
1.72044e-008,1.1243
1.72430e-008,1.1126
1.72816e-008,1.0944
1.73202e-008,1.0651
1.73588e-008,0.9867
1.73973e-008,0.8709
1.74359e-008,0.7551
1.74745e-008,0.6263
1.75131e-008,0.5162
1.75516e-008,0.4281
1.75902e-008,0.3671
1.76288e-008,0.3471
1.76674e-008,0.3411
1.77059e-008,0.3674
1.77445e-008,0.4293
1.77831e-008,0.5129
1.78216e-008,0.6250
1.78602e-008,0.7600
1.78988e-008,0.8709
1.79374e-008,0.9578
1.79759e-008,1.0282
1.80145e-008,1.0776
1.80531e-008,1.1067
1.80917e-008,1.1120
1.81302e-008,1.1224
1.81688e-008,1.1188
1.82074e-008,1.0996
1.82460e-008,1.0785
1.82846e-008,1.0176
1.83231e-008,0.9080
1.83617e-008,0.7934
1.84003e-008,0.6664
1.84389e-008,0.5483
1.84774e-008,0.4537
1.85160e-008,0.3821
1.85546e-008,0.3493
1.85932e-008,0.3417
1.86317e-008,0.3539
1.86703e-008,0.4077
1.87089e-008,0.4836
1.87474e-008,0.5863
1.87860e-008,0.7166
1.88246e-008,0.8402
1.88632e-008,0.9317
1.89017e-008,1.0083
1.89403e-008,1.0640
1.89789e-008,1.0998
1.90175e-008,1.1131
1.90560e-008,1.1115
1.90946e-008,1.1227
1.91332e-008,1.1053
1.91718e-008,1.0870
1.92104e-008,1.0428
1.92489e-008,0.9454
1.92875e-008,0.8291
1.93261e-008,0.7087
1.93647e-008,0.5829
1.94032e-008,0.4816
1.94418e-008,0.4016
1.94804e-008,0.3546
1.95190e-008,0.3464
1.95575e-008,0.3451
1.95961e-008,0.3875
1.96347e-008,0.4571
1.96732e-008,0.5506
1.97118e-008,0.6729
1.97504e-008,0.8059
1.97890e-008,0.9045
1.98275e-008,0.9863
1.98661e-008,1.0487
1.99047e-008,1.0907
1.99433e-008,1.1114
1.99819e-008,1.1076
2.00204e-008,1.1234
2.00590e-008,1.1118
2.00976e-008,1.0934
2.01362e-008,1.0623
2.01747e-008,0.9811
2.02133e-008,0.8646
2.02519e-008,0.7492
2.02905e-008,0.6204
2.03290e-008,0.5112
2.03676e-008,0.4241
2.04062e-008,0.3650
2.04447e-008,0.3469
2.04833e-008,0.3408
2.05219e-008,0.3699
2.05605e-008,0.4328
2.05990e-008,0.5179
2.06376e-008,0.6314
2.06762e-008,0.7667
2.07148e-008,0.8759
2.07533e-008,0.9621
2.07919e-008,1.0313
2.08305e-008,1.0797
2.08691e-008,1.1074
2.09077e-008,1.1115
2.09462e-008,1.1215
2.09848e-008,1.1180
2.10234e-008,1.0987
2.10620e-008,1.0764
2.11005e-008,1.0129
2.11391e-008,0.9017
2.11777e-008,0.7875
2.12163e-008,0.6604
2.12548e-008,0.5430
2.12934e-008,0.4493
2.13320e-008,0.3793
2.13705e-008,0.3485
2.14091e-008,0.3424
2.14477e-008,0.3558
2.14863e-008,0.4110
2.15248e-008,0.4884
2.15634e-008,0.5924
2.16020e-008,0.7238
2.16406e-008,0.8456
2.16791e-008,0.9357
2.17177e-008,1.0116
2.17563e-008,1.0663
2.17949e-008,1.1010
2.18335e-008,1.1132
2.18720e-008,1.1160
2.19106e-008,1.1226
2.19492e-008,1.1043
2.19878e-008,1.0860
2.20263e-008,1.0393
2.20649e-008,0.9396
2.21035e-008,0.8236
2.21420e-008,0.7013
2.21806e-008,0.5770
2.22192e-008,0.4770
2.22578e-008,0.3982
2.22963e-008,0.3536
2.23349e-008,0.3470
2.23735e-008,0.3465
2.24121e-008,0.3908
2.24506e-008,0.4613
2.24892e-008,0.5562
2.25278e-008,0.6799
2.25664e-008,0.8120
2.26050e-008,0.9087
2.26435e-008,0.9899
2.26821e-008,1.0512
2.27207e-008,1.0924
2.27593e-008,1.1121
2.27978e-008,1.1069
2.28364e-008,1.1244
2.28750e-008,1.1105
2.29136e-008,1.0927
2.29521e-008,1.0597
2.29907e-008,0.9758
2.30293e-008,0.8592
2.30678e-008,0.7423
2.31064e-008,0.6138
2.31450e-008,0.5064
2.31836e-008,0.4202
2.32221e-008,0.3631
2.32607e-008,0.3472
2.32993e-008,0.3418
2.33379e-008,0.3727
2.33764e-008,0.4368
2.34150e-008,0.5230
2.34536e-008,0.6381
2.34922e-008,0.7736
2.35308e-008,0.8805
2.35693e-008,0.9660
2.36079e-008,1.0342
2.36465e-008,1.0816
2.36851e-008,1.1084
2.37236e-008,1.1113
2.37622e-008,1.1234
2.38008e-008,1.1170
2.38394e-008,1.0980
2.38779e-008,1.0747
2.39165e-008,1.0082
2.39551e-008,0.8959
2.39936e-008,0.7813
2.40322e-008,0.6533
2.40708e-008,0.5377
2.41094e-008,0.4452
2.41479e-008,0.3768
2.41865e-008,0.3482
2.42251e-008,0.3410
2.42637e-008,0.3578
2.43023e-008,0.4146
2.43408e-008,0.4928
2.43794e-008,0.5985
2.44180e-008,0.7310
2.44566e-008,0.8505
2.44951e-008,0.9403
2.45337e-008,1.0150
2.45723e-008,1.0686
2.46109e-008,1.1022
2.46494e-008,1.1130
2.46880e-008,1.1149
2.47266e-008,1.1218
2.47651e-008,1.1033
2.48037e-008,1.0845
2.48423e-008,1.0352
2.48809e-008,0.9334
2.49194e-008,0.8177
2.49580e-008,0.6954
2.49966e-008,0.5714
2.50352e-008,0.4726
2.50737e-008,0.3950
2.51123e-008,0.3524
2.51509e-008,0.3442
2.51895e-008,0.3474
2.52281e-008,0.3938
2.52666e-008,0.4655
2.53052e-008,0.5619
2.53438e-008,0.6868
2.53824e-008,0.8177
2.54209e-008,0.9134
2.54595e-008,0.9937
2.54981e-008,1.0539
2.55367e-008,1.0939
2.55752e-008,1.1123
2.56138e-008,1.1059
2.56524e-008,1.1235
2.56909e-008,1.1097
2.57295e-008,1.0915
2.57681e-008,1.0566
2.58067e-008,0.9700
2.58452e-008,0.8530
2.58838e-008,0.7363
2.59224e-008,0.6079
2.59610e-008,0.5015
2.59995e-008,0.4164
2.60381e-008,0.3611
2.60767e-008,0.3471
2.61153e-008,0.3417
2.61539e-008,0.3754
2.61924e-008,0.4404
2.62310e-008,0.5282
2.62696e-008,0.6446
2.63082e-008,0.7801
2.63467e-008,0.8854
2.63853e-008,0.9702
2.64239e-008,1.0371
2.64625e-008,1.0835
2.65010e-008,1.1090
2.65396e-008,1.1106
2.65782e-008,1.1225
2.66167e-008,1.1162
2.66553e-008,1.0970
2.66939e-008,1.0724
2.67325e-008,1.0032
2.67710e-008,0.8896
2.68096e-008,0.7754
2.68482e-008,0.6472
2.68868e-008,0.5325
2.69254e-008,0.4410
2.69639e-008,0.3742
2.70025e-008,0.3476
2.70411e-008,0.3419
2.70797e-008,0.3599
2.71182e-008,0.4180
2.71568e-008,0.4978
2.71954e-008,0.6048
2.72340e-008,0.7380
2.72725e-008,0.8556
2.73111e-008,0.9442
2.73497e-008,1.0182
2.73882e-008,1.0708
2.74268e-008,1.1034
2.74654e-008,1.1130
2.75040e-008,1.1185
2.75425e-008,1.1215
2.75811e-008,1.1024
2.76197e-008,1.0833
2.76583e-008,1.0314
2.76968e-008,0.9275
2.77354e-008,0.8121
2.77740e-008,0.6881
2.78126e-008,0.5657
2.78512e-008,0.4680
2.78897e-008,0.3917
2.79283e-008,0.3517
2.79669e-008,0.3449
2.80055e-008,0.3490
2.80440e-008,0.3972
2.80826e-008,0.4698
2.81212e-008,0.5677
2.81598e-008,0.6939
2.81983e-008,0.8235
2.82369e-008,0.9176
2.82755e-008,0.9972
2.83140e-008,1.0564
2.83526e-008,1.0955
2.83912e-008,1.1128
2.84298e-008,1.1079
2.84683e-008,1.1241
2.85069e-008,1.1085
2.85455e-008,1.0908
2.85841e-008,1.0537
2.86226e-008,0.9645
2.86612e-008,0.8476
2.86998e-008,0.7292
2.87384e-008,0.6016
2.87770e-008,0.4967
2.88155e-008,0.4127
2.88541e-008,0.3595
2.88927e-008,0.3473
2.89313e-008,0.3428
2.89698e-008,0.3783
2.90084e-008,0.4445
2.90470e-008,0.5335
2.90855e-008,0.6514
2.91241e-008,0.7866
2.91627e-008,0.8898
2.92013e-008,0.9740
2.92398e-008,1.0399
2.92784e-008,1.0853
2.93170e-008,1.1098
2.93556e-008,1.1101
2.93941e-008,1.1242
2.94327e-008,1.1149
2.94713e-008,1.0963
2.95099e-008,1.0705
2.95485e-008,0.9983
2.95870e-008,0.8838
2.96256e-008,0.7690
2.96642e-008,0.6402
2.97028e-008,0.5273
2.97413e-008,0.4370
2.97799e-008,0.3719
2.98185e-008,0.3476
2.98570e-008,0.3408
2.98956e-008,0.3622
2.99342e-008,0.4216
2.99728e-008,0.5023
3.00113e-008,0.6111
3.00499e-008,0.7451
3.00885e-008,0.8605
3.01271e-008,0.9488
3.01657e-008,1.0215
3.02042e-008,1.0731
3.02428e-008,1.1045
3.02814e-008,1.1127
3.03199e-008,1.1174
3.03585e-008,1.1207
3.03971e-008,1.1014
3.04357e-008,1.0816
3.04743e-008,1.0270
3.05128e-008,0.9212
3.05514e-008,0.8062
3.05900e-008,0.6821
3.06285e-008,0.5602
3.06671e-008,0.4636
3.07057e-008,0.3887
3.07443e-008,0.3506
3.07829e-008,0.3426
3.08214e-008,0.3502
3.08600e-008,0.4003
3.08986e-008,0.4741
3.09372e-008,0.5735
3.09757e-008,0.7010
3.10143e-008,0.8289
3.10529e-008,0.9223
3.10914e-008,1.0009
3.11300e-008,1.0590
3.11686e-008,1.0968
3.12072e-008,1.1129
3.12458e-008,1.1071
3.12843e-008,1.1233
3.13229e-008,1.1076
3.13615e-008,1.0895
3.14000e-008,1.0503
3.14386e-008,0.9585
3.14772e-008,0.8416
3.15158e-008,0.7232
3.15544e-008,0.5958
3.15929e-008,0.4919
3.16315e-008,0.4091
3.16701e-008,0.3577
3.17087e-008,0.3474
3.17472e-008,0.3431
3.17858e-008,0.3811
3.18244e-008,0.4483
3.18629e-008,0.5388
3.19015e-008,0.6580
3.19401e-008,0.7928
3.19787e-008,0.8947
3.20173e-008,0.9781
3.20558e-008,1.0428
3.20944e-008,1.0871
3.21330e-008,1.1103
3.21715e-008,1.1093
3.22101e-008,1.1233
3.22487e-008,1.1141
3.22873e-008,1.0953
3.23259e-008,1.0679
3.23644e-008,0.9929
3.24030e-008,0.8776
3.24416e-008,0.7630
3.24801e-008,0.6342
3.25187e-008,0.5222
3.25573e-008,0.4329
3.25959e-008,0.3696
3.26344e-008,0.3472
3.26730e-008,0.3401
3.27116e-008,0.3645
3.27502e-008,0.4249
3.27888e-008,0.5071
3.28273e-008,0.6174
3.28659e-008,0.7519
3.29045e-008,0.8655
3.29430e-008,0.9533
3.29816e-008,1.0247
3.30202e-008,1.0753
3.30588e-008,1.1055
3.30974e-008,1.1122
3.31359e-008,1.1203
3.31745e-008,1.1199
3.32131e-008,1.1006
3.32516e-008,1.0804
3.32902e-008,1.0228
3.33288e-008,0.9152
3.33674e-008,0.8006
3.34060e-008,0.6748
3.34445e-008,0.5547
3.34831e-008,0.4589
3.35217e-008,0.3855
3.35603e-008,0.3500
3.35988e-008,0.3433
3.36374e-008,0.3520
3.36760e-008,0.4037
3.37145e-008,0.4785
3.37531e-008,0.5794
3.37917e-008,0.7082
3.38303e-008,0.8343
3.38689e-008,0.9264
3.39074e-008,1.0043
3.39460e-008,1.0613
3.39846e-008,1.0983
3.40231e-008,1.1132
3.40617e-008,1.1124
3.41003e-008,1.1236
3.41389e-008,1.1064
3.41775e-008,1.0887
3.42160e-008,1.0472
3.42546e-008,0.9527
3.42932e-008,0.8362
3.43318e-008,0.7158
3.43703e-008,0.5897
3.44089e-008,0.4872
3.44475e-008,0.4056
3.44860e-008,0.3564
3.45246e-008,0.3478
3.45632e-008,0.3443
3.46018e-008,0.3842
3.46404e-008,0.4524
3.46789e-008,0.5442
3.47175e-008,0.6649
3.47561e-008,0.7990
3.47946e-008,0.8990
3.48332e-008,0.9818
3.48718e-008,1.0455
3.49104e-008,1.0888
3.49490e-008,1.1110
3.49875e-008,1.1087
3.50261e-008,1.1245
3.50647e-008,1.1128
3.51032e-008,1.0947
3.51418e-008,1.0657
3.51804e-008,0.9878
3.52190e-008,0.8720
3.52575e-008,0.7563
3.52961e-008,0.6274
3.53347e-008,0.5172
3.53733e-008,0.4289
3.54119e-008,0.3675
3.54504e-008,0.3473
3.54890e-008,0.3410
3.55276e-008,0.3671
3.55661e-008,0.4287
3.56047e-008,0.5121
3.56433e-008,0.6240
3.56819e-008,0.7589
3.57205e-008,0.8702
3.57590e-008,0.9572
3.57976e-008,1.0277
3.58362e-008,1.0773
3.58747e-008,1.1066
3.59133e-008,1.1122
3.59519e-008,1.1193
3.59905e-008,1.1192
3.60290e-008,1.0996
3.60676e-008,1.0784
3.61062e-008,1.0183
3.61448e-008,0.9090
3.61834e-008,0.7946
3.62219e-008,0.6688
3.62605e-008,0.5494
3.62991e-008,0.4547
3.63376e-008,0.3828
3.63762e-008,0.3491
3.64148e-008,0.3416
3.64534e-008,0.3535
3.64920e-008,0.4069
3.65305e-008,0.4830
3.65691e-008,0.5853
3.66077e-008,0.7153
3.66462e-008,0.8395
3.66848e-008,0.9310
3.67234e-008,1.0078
3.67620e-008,1.0637
3.68006e-008,1.0995
3.68391e-008,1.1131
3.68777e-008,1.1116
3.69163e-008,1.1228
3.69549e-008,1.1055
3.69934e-008,1.0873
3.70320e-008,1.0435
3.70706e-008,0.9466
3.71091e-008,0.8302
3.71477e-008,0.7098
3.71863e-008,0.5840
3.72249e-008,0.4825
3.72635e-008,0.4022
3.73020e-008,0.3549
3.73406e-008,0.3465
3.73792e-008,0.3449
3.74177e-008,0.3871
3.74563e-008,0.4564
3.74949e-008,0.5497
3.75335e-008,0.6717
3.75721e-008,0.8050
3.76106e-008,0.9038
3.76492e-008,0.9858
3.76878e-008,1.0483
3.77263e-008,1.0905
3.77649e-008,1.1114
3.78035e-008,1.1078
3.78421e-008,1.1236
3.78806e-008,1.1120
3.79192e-008,1.0936
3.79578e-008,1.0629
3.79964e-008,0.9822
3.80350e-008,0.8658
3.80735e-008,0.7504
3.81121e-008,0.6215
3.81507e-008,0.5122
3.81892e-008,0.4249
3.82278e-008,0.3654
3.82664e-008,0.3470
3.83050e-008,0.3406
3.83436e-008,0.3696
3.83821e-008,0.4321
3.84207e-008,0.5170
3.84593e-008,0.6304
3.84978e-008,0.7656
3.85364e-008,0.8752
3.85750e-008,0.9615
3.86136e-008,1.0308
3.86521e-008,1.0794
3.86907e-008,1.1074
3.87293e-008,1.1116
3.87679e-008,1.1217
3.88065e-008,1.1182
3.88450e-008,1.0989
3.88836e-008,1.0769
3.89222e-008,1.0138
3.89607e-008,0.9029
3.89993e-008,0.7887
3.90379e-008,0.6616
3.90765e-008,0.5440
3.91151e-008,0.4502
3.91536e-008,0.3798
3.91922e-008,0.3487
3.92308e-008,0.3423
3.92693e-008,0.3555
3.93079e-008,0.4105
3.93465e-008,0.4876
3.93851e-008,0.5914
3.94237e-008,0.7226
3.94622e-008,0.8447
3.95008e-008,0.9350
3.95394e-008,1.0111
3.95780e-008,1.0659
3.96165e-008,1.1009
3.96551e-008,1.1133
3.96937e-008,1.1162
3.97322e-008,1.1228
3.97708e-008,1.1045
3.98094e-008,1.0864
3.98480e-008,1.0400
3.98866e-008,0.9408
3.99251e-008,0.8248
3.99637e-008,0.7025
4.00023e-008,0.5781
4.00408e-008,0.4779
4.00794e-008,0.3988
4.01180e-008,0.3539
4.01566e-008,0.3470
4.01952e-008,0.3463
4.02337e-008,0.3903
4.02723e-008,0.4606
4.03109e-008,0.5553
4.03494e-008,0.6788
4.03880e-008,0.8110
4.04266e-008,0.9080
4.04652e-008,0.9894
4.05037e-008,1.0508
4.05423e-008,1.0922
4.05809e-008,1.1120
4.06195e-008,1.1071
4.06581e-008,1.1246
4.06966e-008,1.1107
4.07352e-008,1.0929
4.07738e-008,1.0603
4.08123e-008,0.9769
4.08509e-008,0.8603
4.08895e-008,0.7434
4.09281e-008,0.6149
4.09667e-008,0.5074
4.10052e-008,0.4209
4.10438e-008,0.3635
4.10824e-008,0.3473
4.11209e-008,0.3416
4.11595e-008,0.3723
4.11981e-008,0.4361
4.12367e-008,0.5222
4.12752e-008,0.6370
4.13138e-008,0.7725
4.13524e-008,0.8797
4.13910e-008,0.9654
