.HEADER
..NAMES
Time,V U1.AE21
.DATA
0.0e+000,1.1841
3.86e-011,1.1841
7.72e-011,1.1841
1.157e-010,1.1841
1.543e-010,1.1841
1.929e-010,1.1841
2.314e-010,1.1841
2.700e-010,1.1841
3.086e-010,1.1841
3.472e-010,1.1841
3.857e-010,1.1841
4.243e-010,1.1841
4.629e-010,1.1841
5.015e-010,1.1841
5.401e-010,1.1841
5.786e-010,1.1841
6.172e-010,1.1841
6.558e-010,1.1845
6.944e-010,1.1899
7.329e-010,1.1927
7.715e-010,1.1777
8.101e-010,1.1187
8.486e-010,0.9982
8.872e-010,0.8466
9.258e-010,0.6984
9.644e-010,0.5636
1.0029e-009,0.4549
1.0415e-009,0.3782
1.0801e-009,0.3320
1.1187e-009,0.3081
1.1572e-009,0.2958
1.1958e-009,0.2876
1.2344e-009,0.2800
1.2730e-009,0.2721
1.3115e-009,0.2679
1.3501e-009,0.2745
1.3887e-009,0.2918
1.4273e-009,0.3114
1.4658e-009,0.3274
1.5044e-009,0.3381
1.5430e-009,0.3431
1.5816e-009,0.3417
1.6202e-009,0.3382
1.6587e-009,0.3456
1.6973e-009,0.3808
1.7359e-009,0.4628
1.7745e-009,0.5899
1.8130e-009,0.7463
1.8516e-009,0.8827
1.8902e-009,0.9832
1.9288e-009,1.0535
1.9673e-009,1.1024
2.0059e-009,1.1364
2.0445e-009,1.1603
2.0830e-009,1.2074
2.1216e-009,1.2339
2.1602e-009,1.2379
2.1988e-009,1.2126
2.2374e-009,1.1304
2.2759e-009,0.9839
2.3145e-009,0.8104
2.3531e-009,0.6368
2.3916e-009,0.4927
2.4302e-009,0.3918
2.4688e-009,0.3321
2.5074e-009,0.3039
2.5459e-009,0.2939
2.5845e-009,0.2867
2.6231e-009,0.2766
2.6617e-009,0.2695
2.7003e-009,0.2661
2.7388e-009,0.2682
2.7774e-009,0.2785
2.8160e-009,0.2958
2.8545e-009,0.3147
2.8931e-009,0.3313
2.9317e-009,0.3425
2.9703e-009,0.3457
3.0089e-009,0.3424
3.0474e-009,0.3424
3.0860e-009,0.3607
3.1246e-009,0.4172
3.1631e-009,0.5239
3.2017e-009,0.6709
3.2403e-009,0.8240
3.2789e-009,0.9398
3.3175e-009,1.0226
3.3560e-009,1.0811
3.3946e-009,1.1222
3.4332e-009,1.1509
3.4717e-009,1.1781
3.5103e-009,1.2248
3.5489e-009,1.2387
3.5875e-009,1.2296
3.6260e-009,1.1776
3.6646e-009,1.0597
3.7032e-009,0.8946
3.7418e-009,0.7178
3.7803e-009,0.5561
3.8189e-009,0.4340
3.8575e-009,0.3562
3.8961e-009,0.3144
3.9346e-009,0.2976
3.9732e-009,0.2909
4.0118e-009,0.2817
4.0504e-009,0.2725
4.0890e-009,0.2673
4.1275e-009,0.2663
4.1661e-009,0.2727
4.2047e-009,0.2873
4.2433e-009,0.3060
4.2818e-009,0.3240
4.3204e-009,0.3381
4.3590e-009,0.3454
4.3975e-009,0.3445
4.4361e-009,0.3412
4.4747e-009,0.3488
4.5133e-009,0.3843
4.5519e-009,0.4675
4.5904e-009,0.5973
4.6290e-009,0.7554
4.6676e-009,0.8897
4.7062e-009,0.9872
4.7447e-009,1.0560
4.7833e-009,1.1047
4.8219e-009,1.1387
4.8604e-009,1.1624
4.8990e-009,1.1784
4.9376e-009,1.1899
4.9762e-009,1.1992
5.0147e-009,1.2061
5.0533e-009,1.2081
5.0919e-009,1.2018
5.1305e-009,1.1867
5.1691e-009,1.1701
5.2076e-009,1.1612
5.2462e-009,1.1603
5.2848e-009,1.1636
5.3234e-009,1.1680
5.3619e-009,1.1726
5.4005e-009,1.1765
5.4391e-009,1.1793
5.4776e-009,1.1817
5.5162e-009,1.1837
5.5548e-009,1.1847
5.5934e-009,1.1841
5.6320e-009,1.1824
5.6705e-009,1.1812
5.7091e-009,1.1818
5.7477e-009,1.1835
5.7863e-009,1.1847
5.8248e-009,1.1871
5.8634e-009,1.1924
5.9020e-009,1.1921
5.9405e-009,1.1685
5.9791e-009,1.0934
6.0177e-009,0.9604
6.0563e-009,0.8086
6.0948e-009,0.6622
6.1334e-009,0.5326
6.1720e-009,0.4316
6.2106e-009,0.3635
6.2492e-009,0.3250
6.2877e-009,0.3049
6.3263e-009,0.2940
6.3649e-009,0.2862
6.4035e-009,0.2783
6.4420e-009,0.2706
6.4806e-009,0.2687
6.5192e-009,0.2786
6.5577e-009,0.2974
6.5963e-009,0.3163
6.6349e-009,0.3309
6.6735e-009,0.3402
6.7121e-009,0.3437
6.7506e-009,0.3409
6.7892e-009,0.3389
6.8278e-009,0.3517
6.8664e-009,0.3977
6.9049e-009,0.4923
6.9435e-009,0.6292
6.9821e-009,0.7860
7.0206e-009,0.9127
7.0592e-009,1.0046
7.0978e-009,1.0684
7.1364e-009,1.1127
7.1749e-009,1.1437
7.2135e-009,1.1655
7.2521e-009,1.1808
7.2907e-009,1.1918
7.3293e-009,1.2010
7.3678e-009,1.2075
7.4064e-009,1.2078
7.4450e-009,1.1990
7.4835e-009,1.1825
7.5221e-009,1.1674
7.5607e-009,1.1606
7.5993e-009,1.1608
7.6379e-009,1.1642
7.6764e-009,1.1687
7.7150e-009,1.1793
7.7536e-009,1.1884
7.7922e-009,1.1845
7.8307e-009,1.1476
7.8693e-009,1.0509
7.9079e-009,0.9058
7.9464e-009,0.7540
7.9850e-009,0.6093
8.0236e-009,0.4882
8.0622e-009,0.4003
8.1008e-009,0.3453
8.1393e-009,0.3158
8.1779e-009,0.3009
8.2165e-009,0.2916
8.2550e-009,0.2834
8.2936e-009,0.2750
8.3322e-009,0.2688
8.3708e-009,0.2711
8.4093e-009,0.2850
8.4479e-009,0.3044
8.4865e-009,0.3217
8.5251e-009,0.3347
8.5637e-009,0.3425
8.6022e-009,0.3438
8.6408e-009,0.3398
8.6794e-009,0.3411
8.7179e-009,0.3636
8.7565e-009,0.4268
8.7951e-009,0.5382
8.8337e-009,0.6874
8.8722e-009,0.8372
8.9108e-009,0.9503
8.9494e-009,1.0307
8.9880e-009,1.0865
9.0266e-009,1.1253
9.0651e-009,1.1527
9.1037e-009,1.1720
9.1423e-009,1.1852
9.1808e-009,1.1954
9.2194e-009,1.2039
9.2580e-009,1.2085
9.2966e-009,1.2057
9.3352e-009,1.1936
9.3737e-009,1.1764
9.4123e-009,1.1639
9.4509e-009,1.1601
9.4895e-009,1.1619
9.5280e-009,1.1659
9.5666e-009,1.1713
9.6052e-009,1.1834
9.6437e-009,1.1893
9.6823e-009,1.1765
9.7209e-009,1.1196
9.7595e-009,1.0011
9.7981e-009,0.8497
9.8366e-009,0.6993
9.8752e-009,0.5614
9.9138e-009,0.4519
9.9524e-009,0.3765
9.9909e-009,0.3321
1.00295e-008,0.3092
1.00681e-008,0.2972
1.01066e-008,0.2885
1.01452e-008,0.2803
1.01838e-008,0.2723
1.02224e-008,0.2683
1.02610e-008,0.2750
1.02995e-008,0.2920
1.03381e-008,0.3113
1.03767e-008,0.3271
1.04152e-008,0.3382
1.04538e-008,0.3437
1.04924e-008,0.3425
1.05310e-008,0.3389
1.05695e-008,0.3460
1.06081e-008,0.3809
