.HEADER
..NAMES
Time,V U1.AA9
.DATA
0.0e+000,1.1824
3.86e-011,1.1824
7.72e-011,1.1824
1.157e-010,1.1824
1.543e-010,1.1824
1.929e-010,1.1824
2.314e-010,1.1824
2.700e-010,1.1824
3.086e-010,1.1824
3.472e-010,1.1824
3.857e-010,1.1824
4.243e-010,1.1824
4.629e-010,1.1824
5.015e-010,1.1824
5.401e-010,1.1824
5.786e-010,1.1824
6.172e-010,1.1824
6.558e-010,1.1824
6.944e-010,1.1824
7.329e-010,1.1824
7.715e-010,1.1824
8.101e-010,1.1843
8.486e-010,1.1894
8.872e-010,1.1899
9.258e-010,1.1679
9.644e-010,1.0940
1.0029e-009,0.9606
1.0415e-009,0.8100
1.0801e-009,0.6724
1.1187e-009,0.5595
1.1572e-009,0.4714
1.1958e-009,0.4023
1.2344e-009,0.3573
1.2730e-009,0.3256
1.3115e-009,0.2974
1.3501e-009,0.3100
1.3887e-009,0.3686
1.4273e-009,0.4926
1.4658e-009,0.6712
1.5044e-009,0.8609
1.5430e-009,0.9958
1.5816e-009,1.0705
1.6202e-009,1.1058
1.6587e-009,1.1326
1.6973e-009,1.1581
1.7359e-009,1.1755
1.7745e-009,1.2238
1.8130e-009,1.2276
1.8516e-009,1.1980
1.8902e-009,1.1128
1.9288e-009,0.9575
1.9673e-009,0.7766
2.0059e-009,0.6209
2.0445e-009,0.5107
2.0830e-009,0.4434
2.1216e-009,0.3888
2.1602e-009,0.3477
2.1988e-009,0.3191
2.2374e-009,0.2829
2.2759e-009,0.2841
2.3145e-009,0.3295
2.3531e-009,0.4366
2.3916e-009,0.6094
2.4302e-009,0.8121
2.4688e-009,0.9709
2.5074e-009,1.0620
2.5459e-009,1.1008
2.5845e-009,1.1221
2.6231e-009,1.1462
2.6617e-009,1.1670
2.7003e-009,1.2140
2.7388e-009,1.2302
2.7774e-009,1.2127
2.8160e-009,1.1495
2.8545e-009,1.0127
2.8931e-009,0.8319
2.9317e-009,0.6644
2.9703e-009,0.5374
3.0089e-009,0.4609
3.0474e-009,0.4051
3.0860e-009,0.3594
3.1246e-009,0.3284
3.1631e-009,0.2917
3.2017e-009,0.2794
3.2403e-009,0.3097
3.2789e-009,0.3948
3.3175e-009,0.5492
3.3560e-009,0.7487
3.3946e-009,0.9284
3.4332e-009,1.0405
3.4717e-009,1.0926
3.5103e-009,1.1155
3.5489e-009,1.1386
3.5875e-009,1.1609
3.6260e-009,1.1962
3.6646e-009,1.2280
3.7032e-009,1.2218
3.7418e-009,1.1774
3.7803e-009,1.0637
3.8189e-009,0.8901
3.8575e-009,0.7138
3.8961e-009,0.5718
3.9346e-009,0.4809
3.9732e-009,0.4222
4.0118e-009,0.3725
4.0504e-009,0.3377
4.0890e-009,0.3112
4.1275e-009,0.2919
4.1661e-009,0.2883
4.2047e-009,0.2986
4.2433e-009,0.3204
4.2818e-009,0.3498
4.3204e-009,0.3747
4.3590e-009,0.3878
4.3975e-009,0.3880
4.4361e-009,0.3769
4.4747e-009,0.3609
4.5133e-009,0.3462
4.5519e-009,0.3352
4.5904e-009,0.3331
4.6290e-009,0.3502
4.6676e-009,0.4019
4.7062e-009,0.5023
4.7447e-009,0.6419
4.7833e-009,0.7925
4.8219e-009,0.9007
4.8604e-009,0.9700
4.8990e-009,1.0196
4.9376e-009,1.0665
4.9762e-009,1.1124
5.0147e-009,1.1457
5.0533e-009,1.2033
5.0919e-009,1.2147
5.1305e-009,1.1920
5.1691e-009,1.1168
5.2076e-009,0.9717
5.2462e-009,0.7979
5.2848e-009,0.6442
5.3234e-009,0.5306
5.3619e-009,0.4580
5.4005e-009,0.3975
5.4391e-009,0.3506
5.4776e-009,0.3195
5.5162e-009,0.2961
5.5548e-009,0.2865
5.5934e-009,0.2925
5.6320e-009,0.3097
5.6705e-009,0.3366
5.7091e-009,0.3643
5.7477e-009,0.3824
5.7863e-009,0.3883
5.8248e-009,0.3821
5.8634e-009,0.3680
5.9020e-009,0.3529
5.9405e-009,0.3406
5.9791e-009,0.3320
6.0177e-009,0.3273
6.0563e-009,0.3254
6.0948e-009,0.3242
6.1334e-009,0.3227
