.HEADER
..NAMES
Time,V U1.AB6
.DATA
0.0e+000,0.3149
3.86e-011,0.3149
7.72e-011,0.3149
1.157e-010,0.3149
1.543e-010,0.3149
1.929e-010,0.3149
2.314e-010,0.3149
2.700e-010,0.3149
3.086e-010,0.3149
3.472e-010,0.3149
3.857e-010,0.3149
4.243e-010,0.3149
4.629e-010,0.3149
5.015e-010,0.3149
5.401e-010,0.3149
5.786e-010,0.3149
6.172e-010,0.3149
6.558e-010,0.3149
6.944e-010,0.3149
7.329e-010,0.3149
7.715e-010,0.3149
8.101e-010,0.3149
8.486e-010,0.3149
8.872e-010,0.3149
9.258e-010,0.3149
9.644e-010,0.3165
1.0029e-009,0.3250
1.0415e-009,0.3527
1.0801e-009,0.4188
1.1187e-009,0.5308
1.1572e-009,0.6767
1.1958e-009,0.8168
1.2344e-009,0.9133
1.2730e-009,0.9785
1.3115e-009,1.0290
1.3501e-009,1.0773
1.3887e-009,1.1209
1.4273e-009,1.1663
1.4658e-009,1.2129
1.5044e-009,1.2219
1.5430e-009,1.1998
1.5816e-009,1.1216
1.6202e-009,0.9838
1.6587e-009,0.8265
1.6973e-009,0.6729
1.7359e-009,0.5447
1.7745e-009,0.4535
1.8130e-009,0.3861
1.8516e-009,0.3454
1.8902e-009,0.3237
1.9288e-009,0.3059
1.9673e-009,0.2931
2.0059e-009,0.2873
2.0445e-009,0.2876
2.0830e-009,0.2955
2.1216e-009,0.3103
2.1602e-009,0.3290
2.1988e-009,0.3467
2.2374e-009,0.3581
2.2759e-009,0.3614
2.3145e-009,0.3573
2.3531e-009,0.3484
2.3916e-009,0.3427
2.4302e-009,0.3513
2.4688e-009,0.3909
2.5074e-009,0.4799
2.5459e-009,0.6118
2.5845e-009,0.7622
2.6231e-009,0.8782
2.6617e-009,0.9550
2.7003e-009,1.0087
2.7388e-009,1.0558
2.7774e-009,1.1021
2.8160e-009,1.1380
2.8545e-009,1.1609
2.8931e-009,1.1736
2.9317e-009,1.1769
2.9703e-009,1.1744
3.0089e-009,1.1699
3.0474e-009,1.1634
3.0860e-009,1.1550
3.1246e-009,1.1469
3.1631e-009,1.1429
3.2017e-009,1.1457
3.2403e-009,1.1540
3.2789e-009,1.1635
3.3175e-009,1.1707
3.3560e-009,1.1747
3.3946e-009,1.1766
3.4332e-009,1.1777
3.4717e-009,1.1784
3.5103e-009,1.1794
3.5489e-009,1.1810
3.5875e-009,1.1827
3.6260e-009,1.1837
3.6646e-009,1.1840
3.7032e-009,1.1839
3.7418e-009,1.1842
3.7803e-009,1.1872
3.8189e-009,1.1927
3.8575e-009,1.1911
3.8961e-009,1.1641
3.9346e-009,1.0830
3.9732e-009,0.9479
4.0118e-009,0.8029
4.0504e-009,0.6706
4.0890e-009,0.5617
4.1275e-009,0.4755
4.1661e-009,0.4077
4.2047e-009,0.3629
4.2433e-009,0.3339
4.2818e-009,0.3133
4.3204e-009,0.3014
4.3590e-009,0.2972
4.3975e-009,0.2984
4.4361e-009,0.3053
4.4747e-009,0.3175
4.5133e-009,0.3331
4.5519e-009,0.3482
4.5904e-009,0.3577
4.6290e-009,0.3593
4.6676e-009,0.3543
4.7062e-009,0.3457
4.7447e-009,0.3366
4.7833e-009,0.3284
4.8219e-009,0.3227
4.8604e-009,0.3203
4.8990e-009,0.3197
4.9376e-009,0.3192
4.9762e-009,0.3184
5.0147e-009,0.3170
5.0533e-009,0.3159
5.0919e-009,0.3153
5.1305e-009,0.3146
5.1691e-009,0.3139
5.2076e-009,0.3135
5.2462e-009,0.3135
5.2848e-009,0.3139
5.3234e-009,0.3143
5.3619e-009,0.3146
5.4005e-009,0.3148
5.4391e-009,0.3150
5.4776e-009,0.3149
5.5162e-009,0.3146
5.5548e-009,0.3145
5.5934e-009,0.3145
5.6320e-009,0.3146
5.6705e-009,0.3147
5.7091e-009,0.3146
5.7477e-009,0.3146
5.7863e-009,0.3146
5.8248e-009,0.3147
5.8634e-009,0.3147
5.9020e-009,0.3146
5.9405e-009,0.3146
5.9791e-009,0.3146
6.0177e-009,0.3146
6.0563e-009,0.3146
6.0948e-009,0.3146
6.1334e-009,0.3146
6.1720e-009,0.3147
6.2106e-009,0.3147
6.2492e-009,0.3147
6.2877e-009,0.3146
6.3263e-009,0.3147
6.3649e-009,0.3147
6.4035e-009,0.3147
6.4420e-009,0.3147
6.4806e-009,0.3147
6.5192e-009,0.3147
6.5577e-009,0.3147
6.5963e-009,0.3147
6.6349e-009,0.3147
6.6735e-009,0.3147
6.7121e-009,0.3147
6.7506e-009,0.3147
6.7892e-009,0.3147
6.8278e-009,0.3147
6.8664e-009,0.3147
6.9049e-009,0.3147
6.9435e-009,0.3147
6.9821e-009,0.3147
7.0206e-009,0.3147
7.0592e-009,0.3147
7.0978e-009,0.3148
7.1364e-009,0.3148
7.1749e-009,0.3148
7.2135e-009,0.3148
7.2521e-009,0.3148
7.2907e-009,0.3148
7.3293e-009,0.3148
7.3678e-009,0.3148
7.4064e-009,0.3148
7.4450e-009,0.3148
7.4835e-009,0.3148
7.5221e-009,0.3155
7.5607e-009,0.3220
7.5993e-009,0.3441
7.6379e-009,0.4003
7.6764e-009,0.5033
7.7150e-009,0.6433
7.7536e-009,0.7904
7.7922e-009,0.8955
7.8307e-009,0.9661
7.8693e-009,1.0186
7.9079e-009,1.0670
7.9464e-009,1.1126
7.9850e-009,1.1458
8.0236e-009,1.2071
8.0622e-009,1.2224
8.1008e-009,1.2077
8.1393e-009,1.1441
8.1779e-009,1.0161
8.2165e-009,0.8599
8.2550e-009,0.7046
8.2936e-009,0.5684
8.3322e-009,0.4706
8.3708e-009,0.3981
8.4093e-009,0.3517
8.4479e-009,0.3276
8.4865e-009,0.3093
8.5251e-009,0.2950
8.5637e-009,0.2878
8.6022e-009,0.2869
8.6408e-009,0.2931
8.6794e-009,0.3066
8.7179e-009,0.3248
8.7565e-009,0.3433
8.7951e-009,0.3562
8.8337e-009,0.3612
8.8722e-009,0.3586
8.9108e-009,0.3503
8.9494e-009,0.3431
8.9880e-009,0.3475
9.0266e-009,0.3784
9.0651e-009,0.4565
9.1037e-009,0.5809
9.1423e-009,0.7310
9.1808e-009,0.8569
9.2194e-009,0.9409
9.2580e-009,0.9981
9.2966e-009,1.0456
9.3352e-009,1.0928
9.3737e-009,1.1314
9.4123e-009,1.1853
9.4509e-009,1.2174
9.4895e-009,1.2177
9.5280e-009,1.1826
9.5666e-009,1.0826
9.6052e-009,0.9346
9.6437e-009,0.7775
9.6823e-009,0.6287
9.7209e-009,0.5128
9.7595e-009,0.4296
9.7981e-009,0.3702
9.8366e-009,0.3375
9.8752e-009,0.3074
9.9138e-009,0.2900
9.9524e-009,0.3046
9.9909e-009,0.3607
1.00295e-008,0.4710
1.00681e-008,0.6260
1.01066e-008,0.7903
1.01452e-008,0.9219
1.01838e-008,1.0154
1.02224e-008,1.0783
1.02610e-008,1.1272
1.02995e-008,1.1624
1.03381e-008,1.1952
1.03767e-008,1.2320
1.04152e-008,1.2356
1.04538e-008,1.2109
1.04924e-008,1.1336
1.05310e-008,0.9961
1.05695e-008,0.8363
1.06081e-008,0.6796
1.06467e-008,0.5475
1.06853e-008,0.4526
1.07239e-008,0.3834
1.07624e-008,0.3420
