.HEADER
..NAMES
Time,V U1.Y8
.DATA
0.0e+000,1.1830
3.86e-011,1.1830
7.72e-011,1.1830
1.157e-010,1.1830
1.543e-010,1.1830
1.929e-010,1.1830
2.314e-010,1.1830
2.700e-010,1.1830
3.086e-010,1.1830
3.472e-010,1.1830
3.857e-010,1.1830
4.243e-010,1.1830
4.629e-010,1.1830
5.015e-010,1.1830
5.401e-010,1.1830
5.786e-010,1.1830
6.172e-010,1.1830
6.558e-010,1.1830
6.944e-010,1.1830
7.329e-010,1.1830
7.715e-010,1.1830
8.101e-010,1.1832
8.486e-010,1.1887
8.872e-010,1.1915
9.258e-010,1.1770
9.644e-010,1.1187
1.0029e-009,0.9991
1.0415e-009,0.8513
1.0801e-009,0.7128
1.1187e-009,0.5943
1.1572e-009,0.5008
1.1958e-009,0.4254
1.2344e-009,0.3723
1.2730e-009,0.3399
1.3115e-009,0.3043
1.3501e-009,0.3071
1.3887e-009,0.3494
1.4273e-009,0.4456
1.4658e-009,0.5959
1.5044e-009,0.7733
1.5430e-009,0.9189
1.5816e-009,1.0157
1.6202e-009,1.0718
1.6587e-009,1.1108
1.6973e-009,1.1445
1.7359e-009,1.1667
1.7745e-009,1.2111
1.8130e-009,1.2262
1.8516e-009,1.2115
1.8902e-009,1.1553
1.9288e-009,1.0300
1.9673e-009,0.8639
2.0059e-009,0.7028
2.0445e-009,0.5686
2.0830e-009,0.4775
2.1216e-009,0.4106
2.1602e-009,0.3614
2.1988e-009,0.3325
2.2374e-009,0.2982
2.2759e-009,0.2888
2.3145e-009,0.3179
2.3531e-009,0.3964
2.3916e-009,0.5348
2.4302e-009,0.7148
2.4688e-009,0.8807
2.5074e-009,0.9947
2.5459e-009,1.0616
2.5845e-009,1.1014
2.6231e-009,1.1344
2.6617e-009,1.1597
2.7003e-009,1.1742
2.7388e-009,1.1805
2.7774e-009,1.1777
2.8160e-009,1.1678
2.8545e-009,1.1562
2.8931e-009,1.1439
2.9317e-009,1.1332
2.9703e-009,1.1290
3.0089e-009,1.1324
3.0474e-009,1.1418
