.HEADER
..NAMES
Time,V U1.AB14
.DATA
0.0e+000,0.3244
3.67e-011,0.3244
7.33e-011,0.3244
1.100e-010,0.3258
1.467e-010,0.3337
1.834e-010,0.3583
2.201e-010,0.4159
2.567e-010,0.5117
2.934e-010,0.6323
3.301e-010,0.7535
3.667e-010,0.8450
4.034e-010,0.9129
4.401e-010,0.9656
4.768e-010,1.0086
5.135e-010,1.0425
5.501e-010,1.0677
5.868e-010,1.0847
6.235e-010,1.0965
6.601e-010,1.1049
6.968e-010,1.1110
7.335e-010,1.1155
7.702e-010,1.1188
8.068e-010,1.1202
8.435e-010,1.1190
8.802e-010,1.1139
9.169e-010,1.1049
9.536e-010,1.0948
9.902e-010,1.0853
1.0269e-009,1.0763
1.0636e-009,1.0665
1.1003e-009,1.0530
1.1369e-009,1.0275
1.1736e-009,0.9782
1.2103e-009,0.8855
1.2469e-009,0.7574
1.2836e-009,0.6334
1.3203e-009,0.5300
1.3570e-009,0.4446
1.3936e-009,0.3733
1.4303e-009,0.3159
1.4670e-009,0.2736
1.5037e-009,0.2458
1.5403e-009,0.2315
1.5770e-009,0.2269
1.6137e-009,0.2275
1.6504e-009,0.2283
1.6871e-009,0.2265
1.7237e-009,0.2210
1.7604e-009,0.2140
1.7971e-009,0.2095
1.8338e-009,0.2112
1.8704e-009,0.2215
1.9071e-009,0.2375
1.9438e-009,0.2539
1.9805e-009,0.2698
2.0171e-009,0.2901
2.0538e-009,0.3179
2.0905e-009,0.3506
2.1272e-009,0.3806
2.1638e-009,0.3997
2.2005e-009,0.4043
2.2372e-009,0.3981
2.2738e-009,0.3887
2.3105e-009,0.3842
2.3472e-009,0.3883
2.3839e-009,0.3992
2.4205e-009,0.4116
2.4572e-009,0.4195
2.4939e-009,0.4195
2.5306e-009,0.4121
2.5672e-009,0.4015
2.6039e-009,0.3932
2.6406e-009,0.3916
2.6773e-009,0.3976
2.7139e-009,0.4083
2.7506e-009,0.4188
2.7873e-009,0.4253
2.8240e-009,0.4259
2.8606e-009,0.4214
2.8973e-009,0.4136
2.9340e-009,0.4040
2.9707e-009,0.3935
3.0073e-009,0.3826
