.HEADER
..NAMES
Time,V U1.AA25&AA24
.DATA
0.0e+000,-0.8627
3.86e-011,-0.8627
7.72e-011,-0.8627
1.157e-010,-0.8627
1.543e-010,-0.8627
1.929e-010,-0.8627
2.314e-010,-0.8627
2.700e-010,-0.8627
3.086e-010,-0.8627
3.472e-010,-0.8627
3.857e-010,-0.8627
4.243e-010,-0.8627
4.629e-010,-0.8627
5.015e-010,-0.8627
5.401e-010,-0.8627
5.786e-010,-0.8627
6.172e-010,-0.8627
6.558e-010,-0.8627
6.944e-010,-0.8627
7.329e-010,-0.8627
7.715e-010,-0.8625
8.101e-010,-0.8563
8.486e-010,-0.8356
8.872e-010,-0.7866
9.258e-010,-0.6881
9.644e-010,-0.5316
1.0029e-009,-0.3222
1.0415e-009,-0.0922
1.0801e-009,0.1298
1.1187e-009,0.3093
1.1572e-009,0.4589
1.1958e-009,0.5782
1.2344e-009,0.6569
1.2730e-009,0.7475
1.3115e-009,0.7778
1.3501e-009,0.7732
1.3887e-009,0.6945
1.4273e-009,0.5100
1.4658e-009,0.2482
1.5044e-009,-0.0488
1.5430e-009,-0.3350
1.5816e-009,-0.5370
1.6202e-009,-0.6608
1.6587e-009,-0.7326
1.6973e-009,-0.7608
1.7359e-009,-0.7796
1.7745e-009,-0.7583
1.8130e-009,-0.7224
1.8516e-009,-0.6220
1.8902e-009,-0.4489
1.9288e-009,-0.2342
1.9673e-009,0.0044
2.0059e-009,0.2404
2.0445e-009,0.4144
2.0830e-009,0.5435
2.1216e-009,0.6481
2.1602e-009,0.7116
2.1988e-009,0.7779
2.2374e-009,0.8116
2.2759e-009,0.8033
2.3145e-009,0.7385
2.3531e-009,0.5821
2.3916e-009,0.3357
2.4302e-009,0.0457
2.4688e-009,-0.2493
2.5074e-009,-0.4836
2.5459e-009,-0.6296
2.5845e-009,-0.7133
2.6231e-009,-0.7515
2.6617e-009,-0.7741
2.7003e-009,-0.7670
2.7388e-009,-0.7354
2.7774e-009,-0.6611
2.8160e-009,-0.5086
2.8545e-009,-0.3037
2.8931e-009,-0.0724
2.9317e-009,0.1702
2.9703e-009,0.3686
3.0089e-009,0.5053
3.0474e-009,0.6199
3.0860e-009,0.6962
3.1246e-009,0.7553
3.1631e-009,0.8060
3.2017e-009,0.8078
3.2403e-009,0.7667
3.2789e-009,0.6426
3.3175e-009,0.4201
3.3560e-009,0.1391
3.3946e-009,-0.1596
3.4332e-009,-0.4204
3.4717e-009,-0.5912
3.5103e-009,-0.6926
3.5489e-009,-0.7437
3.5875e-009,-0.7638
3.6260e-009,-0.7735
3.6646e-009,-0.7372
3.7032e-009,-0.6921
3.7418e-009,-0.5664
3.7803e-009,-0.3717
3.8189e-009,-0.1470
3.8575e-009,0.0944
3.8961e-009,0.3143
3.9346e-009,0.4643
3.9732e-009,0.5858
4.0118e-009,0.6772
4.0504e-009,0.7258
4.0890e-009,0.7955
4.1275e-009,0.8104
4.1661e-009,0.7884
4.2047e-009,0.6932
4.2433e-009,0.4996
4.2818e-009,0.2316
4.3204e-009,-0.0667
4.3590e-009,-0.3474
4.3975e-009,-0.5453
4.4361e-009,-0.6670
4.4747e-009,-0.7326
4.5133e-009,-0.7577
4.5519e-009,-0.7765
4.5904e-009,-0.7536
4.6290e-009,-0.7163
4.6676e-009,-0.6148
4.7062e-009,-0.4376
4.7447e-009,-0.2205
4.7833e-009,0.0169
4.8219e-009,0.2514
4.8604e-009,0.4224
4.8990e-009,0.5492
4.9376e-009,0.6527
4.9762e-009,0.7140
5.0147e-009,0.7811
5.0533e-009,0.8112
5.0919e-009,0.8026
5.1305e-009,0.7328
5.1691e-009,0.5706
5.2076e-009,0.3213
5.2462e-009,0.0287
5.2848e-009,-0.2648
5.3234e-009,-0.4928
5.3619e-009,-0.6355
5.4005e-009,-0.7170
5.4391e-009,-0.7529
5.4776e-009,-0.7744
5.5162e-009,-0.7655
5.5548e-009,-0.7313
5.5934e-009,-0.6550
5.6320e-009,-0.5002
5.6705e-009,-0.2922
5.7091e-009,-0.0602
5.7477e-009,0.1814
5.7863e-009,0.3766
5.8248e-009,0.5107
5.8634e-009,0.6238
5.9020e-009,0.6989
5.9405e-009,0.7570
5.9791e-009,0.8059
6.0177e-009,0.8056
6.0563e-009,0.7621
6.0948e-009,0.6333
6.1334e-009,0.4066
6.1720e-009,0.1238
6.2106e-009,-0.1747
6.2492e-009,-0.4321
6.2877e-009,-0.5979
6.3263e-009,-0.6963
6.3649e-009,-0.7454
6.4035e-009,-0.7675
6.4420e-009,-0.7736
6.4806e-009,-0.7345
6.5192e-009,-0.6886
6.5577e-009,-0.5576
6.5963e-009,-0.3615
6.6349e-009,-0.1358
6.6735e-009,0.1064
6.7121e-009,0.3233
6.7506e-009,0.4705
6.7892e-009,0.5916
6.8278e-009,0.6804
6.8664e-009,0.7272
6.9049e-009,0.7966
6.9435e-009,0.8095
6.9821e-009,0.7843
7.0206e-009,0.6855
7.0592e-009,0.4867
7.0978e-009,0.2162
7.1364e-009,-0.0816
7.1749e-009,-0.3600
7.2135e-009,-0.5539
7.2521e-009,-0.6715
7.2907e-009,-0.7348
7.3293e-009,-0.7585
7.3678e-009,-0.7770
7.4064e-009,-0.7517
7.4450e-009,-0.7150
7.4835e-009,-0.6079
7.5221e-009,-0.4270
7.5607e-009,-0.2096
7.5993e-009,0.0292
7.6379e-009,0.2618
7.6764e-009,0.4285
7.7150e-009,0.5557
7.7536e-009,0.6571
7.7922e-009,0.7153
7.8307e-009,0.7823
7.8693e-009,0.8112
7.9079e-009,0.7995
7.9464e-009,0.7267
7.9850e-009,0.5594
8.0236e-009,0.3061
8.0622e-009,0.0133
8.1008e-009,-0.2783
8.1393e-009,-0.5025
8.1779e-009,-0.6413
8.2165e-009,-0.7198
8.2550e-009,-0.7540
8.2936e-009,-0.7760
8.3322e-009,-0.7642
8.3708e-009,-0.7325
8.4093e-009,-0.6499
8.4479e-009,-0.4896
8.4865e-009,-0.2814
8.5251e-009,-0.0482
8.5637e-009,0.1930
8.6022e-009,0.3836
8.6408e-009,0.5173
8.6794e-009,0.6293
8.7179e-009,0.7011
8.7565e-009,0.7627
8.7951e-009,0.8075
8.8337e-009,0.8069
8.8722e-009,0.7580
8.9108e-009,0.6234
8.9494e-009,0.3927
8.9880e-009,0.1081
9.0266e-009,-0.1897
9.0651e-009,-0.4426
9.1037e-009,-0.6049
9.1423e-009,-0.7006
9.1808e-009,-0.7470
9.2194e-009,-0.7676
9.2580e-009,-0.7723
9.2966e-009,-0.7313
9.3352e-009,-0.6830
9.3737e-009,-0.5494
9.4123e-009,-0.3505
9.4509e-009,-0.1235
9.4895e-009,0.1186
9.5280e-009,0.3324
9.5666e-009,0.4769
9.6052e-009,0.5964
9.6437e-009,0.6837
9.6823e-009,0.7361
9.7209e-009,0.7991
9.7595e-009,0.8088
9.7981e-009,0.7820
9.8366e-009,0.6777
9.8752e-009,0.4743
9.9138e-009,0.2016
9.9524e-009,-0.0978
9.9909e-009,-0.3727
1.00295e-008,-0.5613
1.00681e-008,-0.6763
1.01066e-008,-0.7372
1.01452e-008,-0.7592
1.01838e-008,-0.7764
1.02224e-008,-0.7491
1.02610e-008,-0.7097
1.02995e-008,-0.6005
1.03381e-008,-0.4171
1.03767e-008,-0.1974
1.04152e-008,0.0417
1.04538e-008,0.2722
1.04924e-008,0.4358
1.05310e-008,0.5609
1.05695e-008,0.6608
1.06081e-008,0.7176
1.06467e-008,0.7861
1.06853e-008,0.8112
1.07239e-008,0.7986
1.07624e-008,0.7209
1.08010e-008,0.5481
1.08396e-008,0.2924
1.08781e-008,-0.0028
1.09167e-008,-0.2928
1.09553e-008,-0.5111
1.09939e-008,-0.6466
1.10324e-008,-0.7229
1.10710e-008,-0.7550
1.11096e-008,-0.7760
1.11482e-008,-0.7624
1.11868e-008,-0.7280
1.12253e-008,-0.6431
1.12639e-008,-0.4805
1.13025e-008,-0.2696
1.13410e-008,-0.0358
1.13796e-008,0.2043
1.14182e-008,0.3917
1.14568e-008,0.5231
1.14953e-008,0.6333
1.15339e-008,0.7039
1.15725e-008,0.7683
1.16111e-008,0.8085
1.16497e-008,0.8077
1.16882e-008,0.7539
1.17268e-008,0.6133
1.17654e-008,0.3796
1.18039e-008,0.0927
1.18425e-008,-0.2051
1.18811e-008,-0.4528
1.19197e-008,-0.6114
1.19583e-008,-0.7043
1.19968e-008,-0.7484
1.20354e-008,-0.7706
1.20740e-008,-0.7718
1.21126e-008,-0.7348
1.21511e-008,-0.6786
1.21897e-008,-0.5401
1.22283e-008,-0.3396
1.22668e-008,-0.1118
1.23054e-008,0.1310
1.23440e-008,0.3413
1.23826e-008,0.4835
1.24212e-008,0.6020
1.24597e-008,0.6867
1.24983e-008,0.7381
1.25369e-008,0.8002
1.25755e-008,0.8077
1.26140e-008,0.7778
1.26526e-008,0.6696
1.26912e-008,0.4611
1.27297e-008,0.1865
1.27683e-008,-0.1125
1.28069e-008,-0.3847
1.28455e-008,-0.5693
1.28841e-008,-0.6804
1.29226e-008,-0.7390
1.29612e-008,-0.7597
1.29998e-008,-0.7765
1.30383e-008,-0.7468
1.30769e-008,-0.7076
1.31155e-008,-0.5928
1.31541e-008,-0.4063
1.31926e-008,-0.1863
1.32312e-008,0.0542
1.32698e-008,0.2824
1.33084e-008,0.4421
1.33470e-008,0.5675
1.33855e-008,0.6649
1.34241e-008,0.7189
1.34627e-008,0.7873
1.35012e-008,0.8110
1.35398e-008,0.7953
1.35784e-008,0.7144
1.36170e-008,0.5365
1.36555e-008,0.2771
1.36941e-008,-0.0179
1.37327e-008,-0.3059
1.37713e-008,-0.5202
1.38099e-008,-0.6520
1.38484e-008,-0.7253
1.38870e-008,-0.7559
1.39256e-008,-0.7771
1.39641e-008,-0.7608
1.40027e-008,-0.7283
1.40413e-008,-0.6373
1.40799e-008,-0.4698
1.41185e-008,-0.2586
1.41570e-008,-0.0235
1.41956e-008,0.2156
1.42342e-008,0.3985
1.42728e-008,0.5298
1.43113e-008,0.6386
1.43499e-008,0.7060
1.43885e-008,0.7696
1.44270e-008,0.8090
1.44656e-008,0.8054
1.45042e-008,0.7486
1.45428e-008,0.6036
1.45814e-008,0.3650
1.46199e-008,0.0773
1.46585e-008,-0.2192
1.46971e-008,-0.4631
1.47357e-008,-0.6179
1.47742e-008,-0.7076
1.48128e-008,-0.7498
1.48514e-008,-0.7705
1.48899e-008,-0.7701
1.49285e-008,-0.7320
1.49671e-008,-0.6728
1.50057e-008,-0.5314
1.50443e-008,-0.3283
1.50828e-008,-0.0997
1.51214e-008,0.1429
1.51600e-008,0.3498
1.51985e-008,0.4897
1.52371e-008,0.6069
1.52757e-008,0.6898
1.53143e-008,0.7461
1.53528e-008,0.8023
1.53914e-008,0.8067
1.54300e-008,0.7750
1.54686e-008,0.6613
1.55071e-008,0.4485
1.55457e-008,0.1715
1.55843e-008,-0.1284
1.56229e-008,-0.3966
1.56615e-008,-0.5763
1.57000e-008,-0.6848
1.57386e-008,-0.7410
1.57772e-008,-0.7603
1.58158e-008,-0.7757
1.58543e-008,-0.7438
1.58929e-008,-0.7020
1.59315e-008,-0.5851
1.59701e-008,-0.3960
1.60086e-008,-0.1740
1.60472e-008,0.0667
1.60858e-008,0.2924
1.61243e-008,0.4491
1.61629e-008,0.5725
1.62015e-008,0.6685
1.62401e-008,0.7213
1.62786e-008,0.7906
1.63172e-008,0.8108
1.63558e-008,0.7939
1.63944e-008,0.7079
1.64329e-008,0.5250
1.64715e-008,0.2631
1.65101e-008,-0.0340
1.65487e-008,-0.3199
1.65873e-008,-0.5282
1.66258e-008,-0.6571
1.66644e-008,-0.7281
1.67030e-008,-0.7567
1.67416e-008,-0.7769
1.67801e-008,-0.7587
1.68187e-008,-0.7234
1.68573e-008,-0.6303
1.68959e-008,-0.4605
1.69344e-008,-0.2466
1.69730e-008,-0.0110
1.70116e-008,0.2267
1.70501e-008,0.4063
1.70887e-008,0.5354
1.71273e-008,0.6425
1.71659e-008,0.7088
1.72044e-008,0.7746
1.72430e-008,0.8099
1.72816e-008,0.8057
1.73202e-008,0.7441
1.73588e-008,0.5931
1.73973e-008,0.3516
1.74359e-008,0.0618
1.74745e-008,-0.2344
1.75131e-008,-0.4728
1.75516e-008,-0.6238
1.75902e-008,-0.7110
1.76288e-008,-0.7510
1.76674e-008,-0.7730
1.77059e-008,-0.7693
1.77445e-008,-0.7348
1.77831e-008,-0.6680
1.78216e-008,-0.5216
1.78602e-008,-0.3173
1.78988e-008,-0.0876
1.79374e-008,0.1551
1.79759e-008,0.3583
1.80145e-008,0.4964
1.80531e-008,0.6123
1.80917e-008,0.6925
1.81302e-008,0.7478
1.81688e-008,0.8031
1.82074e-008,0.8053
1.82460e-008,0.7705
1.82846e-008,0.6527
1.83231e-008,0.4351
1.83617e-008,0.1563
1.84003e-008,-0.1429
1.84389e-008,-0.4081
1.84774e-008,-0.5838
1.85160e-008,-0.6885
1.85546e-008,-0.7425
1.85932e-008,-0.7644
1.86317e-008,-0.7755
1.86703e-008,-0.7414
1.87089e-008,-0.6992
1.87474e-008,-0.5766
1.87860e-008,-0.3852
1.88246e-008,-0.1625
1.88632e-008,0.0791
1.89017e-008,0.3021
1.89403e-008,0.4555
1.89789e-008,0.5790
1.90175e-008,0.6723
1.90560e-008,0.7227
1.90946e-008,0.7919
1.91332e-008,0.8104
1.91718e-008,0.7903
1.92104e-008,0.7010
1.92489e-008,0.5129
1.92875e-008,0.2478
1.93261e-008,-0.0488
1.93647e-008,-0.3326
1.94032e-008,-0.5370
1.94418e-008,-0.6621
1.94804e-008,-0.7303
1.95190e-008,-0.7575
1.95575e-008,-0.7776
1.95961e-008,-0.7569
1.96347e-008,-0.7227
1.96732e-008,-0.6239
1.97118e-008,-0.4497
1.97504e-008,-0.2354
1.97890e-008,0.0015
1.98275e-008,0.2379
1.98661e-008,0.4129
1.99047e-008,0.5421
1.99433e-008,0.6475
1.99819e-008,0.7105
2.00204e-008,0.7759
2.00590e-008,0.8103
2.00976e-008,0.8030
2.01362e-008,0.7385
2.01747e-008,0.5828
2.02133e-008,0.3366
2.02519e-008,0.0465
2.02905e-008,-0.2482
2.03290e-008,-0.4827
2.03676e-008,-0.6297
2.04062e-008,-0.7139
2.04447e-008,-0.7522
2.04833e-008,-0.7728
2.05219e-008,-0.7674
2.05605e-008,-0.7313
2.05990e-008,-0.6619
2.06376e-008,-0.5125
2.06762e-008,-0.3059
2.07148e-008,-0.0754
2.07533e-008,0.1667
2.07919e-008,0.3665
2.08305e-008,0.5024
2.08691e-008,0.6172
2.09077e-008,0.6953
2.09462e-008,0.7546
2.09848e-008,0.8049
2.10234e-008,0.8075
2.10620e-008,0.7673
2.11005e-008,0.6436
2.11391e-008,0.4222
2.11777e-008,0.1411
2.12163e-008,-0.1585
2.12548e-008,-0.4195
2.12934e-008,-0.5904
2.13320e-008,-0.6928
2.13705e-008,-0.7443
2.14091e-008,-0.7646
2.14477e-008,-0.7745
2.14863e-008,-0.7382
2.15248e-008,-0.6934
2.15634e-008,-0.5687
2.16020e-008,-0.3746
2.16406e-008,-0.1500
2.16791e-008,0.0914
2.17177e-008,0.3118
2.17563e-008,0.4623
2.17949e-008,0.5840
2.18335e-008,0.6758
2.18720e-008,0.7250
2.19106e-008,0.7948
2.19492e-008,0.8100
2.19878e-008,0.7885
2.20263e-008,0.6939
2.20649e-008,0.5012
2.21035e-008,0.2336
2.21420e-008,-0.0649
2.21806e-008,-0.3461
2.22192e-008,-0.5446
2.22578e-008,-0.6669
2.22963e-008,-0.7328
2.23349e-008,-0.7581
2.23735e-008,-0.7772
2.24121e-008,-0.7545
2.24506e-008,-0.7176
2.24892e-008,-0.6167
2.25278e-008,-0.4401
2.25664e-008,-0.2233
2.26050e-008,0.0140
2.26435e-008,0.2487
2.26821e-008,0.4204
2.27207e-008,0.5476
2.27593e-008,0.6513
2.27978e-008,0.7131
2.28364e-008,0.7804
2.28750e-008,0.8108
2.29136e-008,0.8027
2.29521e-008,0.7334
2.29907e-008,0.5719
2.30293e-008,0.3232
2.30678e-008,0.0308
