.HEADER
..NAMES
Time,V U1.AD9
.DATA
0.0e+000,1.1832
3.86e-011,1.1832
7.72e-011,1.1832
1.157e-010,1.1832
1.543e-010,1.1832
1.929e-010,1.1832
2.314e-010,1.1832
2.700e-010,1.1832
3.086e-010,1.1832
3.472e-010,1.1832
3.857e-010,1.1832
4.243e-010,1.1832
4.629e-010,1.1832
5.015e-010,1.1832
5.401e-010,1.1832
5.786e-010,1.1832
6.172e-010,1.1832
6.558e-010,1.1832
6.944e-010,1.1832
7.329e-010,1.1832
7.715e-010,1.1832
8.101e-010,1.1836
8.486e-010,1.1889
8.872e-010,1.1915
9.258e-010,1.1764
9.644e-010,1.1173
1.0029e-009,0.9981
1.0415e-009,0.8497
1.0801e-009,0.7049
1.1187e-009,0.5723
1.1572e-009,0.4642
1.1958e-009,0.3865
1.2344e-009,0.3388
1.2730e-009,0.3134
1.3115e-009,0.2858
1.3501e-009,0.2893
1.3887e-009,0.3231
1.4273e-009,0.4013
1.4658e-009,0.5343
1.5044e-009,0.7128
1.5430e-009,0.8742
1.5816e-009,0.9957
1.6202e-009,1.0797
1.6587e-009,1.1352
1.6973e-009,1.1670
1.7359e-009,1.1828
1.7745e-009,1.1922
1.8130e-009,1.1991
1.8516e-009,1.2013
1.8902e-009,1.1989
1.9288e-009,1.1923
1.9673e-009,1.1801
2.0059e-009,1.1644
2.0445e-009,1.1538
2.0830e-009,1.1517
2.1216e-009,1.1554
2.1602e-009,1.1608
2.1988e-009,1.1663
2.2374e-009,1.1770
2.2759e-009,1.1874
2.3145e-009,1.1855
2.3531e-009,1.1521
2.3916e-009,1.0605
2.4302e-009,0.9184
2.4688e-009,0.7692
2.5074e-009,0.6286
2.5459e-009,0.5096
2.5845e-009,0.4190
2.6231e-009,0.3588
2.6617e-009,0.3243
2.7003e-009,0.3059
2.7388e-009,0.2942
2.7774e-009,0.2853
2.8160e-009,0.2790
2.8545e-009,0.2799
2.8931e-009,0.2925
2.9317e-009,0.3121
2.9703e-009,0.3299
3.0089e-009,0.3422
3.0474e-009,0.3483
3.0860e-009,0.3483
3.1246e-009,0.3431
3.1631e-009,0.3357
3.2017e-009,0.3351
3.2403e-009,0.3552
3.2789e-009,0.4140
3.3175e-009,0.5216
3.3560e-009,0.6692
3.3946e-009,0.8220
3.4332e-009,0.9354
3.4717e-009,1.0148
3.5103e-009,1.0713
3.5489e-009,1.1125
3.5875e-009,1.1423
3.6260e-009,1.1638
3.6646e-009,1.1793
3.7032e-009,1.1899
3.7418e-009,1.1950
3.7803e-009,1.1931
3.8189e-009,1.1830
3.8575e-009,1.1671
3.8961e-009,1.1542
3.9346e-009,1.1505
3.9732e-009,1.1542
4.0118e-009,1.1602
4.0504e-009,1.1659
4.0890e-009,1.1710
4.1275e-009,1.1752
4.1661e-009,1.1783
4.2047e-009,1.1803
4.2433e-009,1.1811
4.2818e-009,1.1807
4.3204e-009,1.1795
4.3590e-009,1.1793
4.3975e-009,1.1811
4.4361e-009,1.1832
4.4747e-009,1.1842
4.5133e-009,1.1842
4.5519e-009,1.1839
4.5904e-009,1.1879
4.6290e-009,1.1921
4.6676e-009,1.1836
4.7062e-009,1.1392
4.7447e-009,1.0347
4.7833e-009,0.8889
4.8219e-009,0.7425
4.8604e-009,0.6056
4.8990e-009,0.4906
4.9376e-009,0.4047
4.9762e-009,0.3495
5.0147e-009,0.3189
5.0533e-009,0.3026
5.0919e-009,0.2922
5.1305e-009,0.2841
5.1691e-009,0.2788
5.2076e-009,0.2819
5.2462e-009,0.2967
5.2848e-009,0.3165
5.3234e-009,0.3331
5.3619e-009,0.3438
5.4005e-009,0.3485
5.4391e-009,0.3475
5.4776e-009,0.3416
5.5162e-009,0.3348
5.5548e-009,0.3373
5.5934e-009,0.3639
5.6320e-009,0.4328
5.6705e-009,0.5498
5.7091e-009,0.7033
5.7477e-009,0.8491
5.7863e-009,0.9546
5.8248e-009,1.0282
5.8634e-009,1.0811
5.9020e-009,1.1196
5.9405e-009,1.1473
5.9791e-009,1.1914
6.0177e-009,1.2261
6.0563e-009,1.2340
6.0948e-009,1.2134
6.1334e-009,1.1384
6.1720e-009,0.9937
6.2106e-009,0.8184
6.2492e-009,0.6519
6.2877e-009,0.5148
6.3263e-009,0.4156
6.3649e-009,0.3518
6.4035e-009,0.3188
6.4420e-009,0.2964
6.4806e-009,0.2763
6.5192e-009,0.2859
6.5577e-009,0.3314
6.5963e-009,0.4243
6.6349e-009,0.5700
6.6735e-009,0.7483
6.7121e-009,0.9023
6.7506e-009,1.0193
6.7892e-009,1.0997
6.8278e-009,1.1492
6.8664e-009,1.1752
6.9049e-009,1.1871
6.9435e-009,1.1943
6.9821e-009,1.1993
7.0206e-009,1.2011
7.0592e-009,1.1985
7.0978e-009,1.1903
7.1364e-009,1.1762
7.1749e-009,1.1615
7.2135e-009,1.1536
7.2521e-009,1.1532
7.2907e-009,1.1569
7.3293e-009,1.1619
7.3678e-009,1.1675
7.4064e-009,1.1801
7.4450e-009,1.1887
7.4835e-009,1.1813
7.5221e-009,1.1351
7.5607e-009,1.0274
7.5993e-009,0.8792
7.6379e-009,0.7317
7.6764e-009,0.5955
7.7150e-009,0.4835
7.7536e-009,0.4007
7.7922e-009,0.3480
7.8307e-009,0.3187
7.8693e-009,0.3026
7.9079e-009,0.2918
7.9464e-009,0.2836
7.9850e-009,0.2786
8.0236e-009,0.2823
8.0622e-009,0.2974
8.1008e-009,0.3173
8.1393e-009,0.3339
8.1779e-009,0.3446
8.2165e-009,0.3490
8.2550e-009,0.3475
8.2936e-009,0.3413
8.3322e-009,0.3332
8.3708e-009,0.3258
8.4093e-009,0.3206
8.4479e-009,0.3175
8.4865e-009,0.3165
8.5251e-009,0.3177
8.5637e-009,0.3190
8.6022e-009,0.3189
8.6408e-009,0.3172
8.6794e-009,0.3158
8.7179e-009,0.3148
8.7565e-009,0.3139
8.7951e-009,0.3151
8.8337e-009,0.3240
8.8722e-009,0.3526
8.9108e-009,0.4200
8.9494e-009,0.5341
8.9880e-009,0.6842
9.0266e-009,0.8319
9.0651e-009,0.9405
9.1037e-009,1.0178
9.1423e-009,1.0742
9.1808e-009,1.1156
9.2194e-009,1.1456
9.2580e-009,1.1674
9.2966e-009,1.1821
9.3352e-009,1.1917
9.3737e-009,1.1959
9.4123e-009,1.1928
9.4509e-009,1.1814
9.4895e-009,1.1651
9.5280e-009,1.1533
9.5666e-009,1.1510
9.6052e-009,1.1553
9.6437e-009,1.1612
9.6823e-009,1.1668
9.7209e-009,1.1725
9.7595e-009,1.1840
9.7981e-009,1.1895
9.8366e-009,1.1759
9.8752e-009,1.1175
9.9138e-009,0.9973
9.9524e-009,0.8466
9.9909e-009,0.7010
1.00295e-008,0.5702
1.00681e-008,0.4646
1.01066e-008,0.3880
1.01452e-008,0.3403
1.01838e-008,0.3146
1.02224e-008,0.2863
1.02610e-008,0.2893
1.02995e-008,0.3229
1.03381e-008,0.4011
1.03767e-008,0.5338
1.04152e-008,0.7120
1.04538e-008,0.8739
1.04924e-008,0.9961
1.05310e-008,1.0806
1.05695e-008,1.1358
1.06081e-008,1.1673
1.06467e-008,1.1830
1.06853e-008,1.1924
1.07239e-008,1.1993
1.07624e-008,1.2016
1.08010e-008,1.1993
1.08396e-008,1.1928
1.08781e-008,1.1804
1.09167e-008,1.1648
1.09553e-008,1.1542
1.09939e-008,1.1521
1.10324e-008,1.1557
1.10710e-008,1.1610
1.11096e-008,1.1665
1.11482e-008,1.1772
1.11868e-008,1.1877
1.12253e-008,1.1859
1.12639e-008,1.1527
1.13025e-008,1.0615
1.13410e-008,0.9196
1.13796e-008,0.7703
1.14182e-008,0.6297
1.14568e-008,0.5105
1.14953e-008,0.4197
1.15339e-008,0.3593
1.15725e-008,0.3248
1.16111e-008,0.3063
1.16497e-008,0.2945
1.16882e-008,0.2856
1.17268e-008,0.2793
1.17654e-008,0.2801
1.18039e-008,0.2927
1.18425e-008,0.3122
1.18811e-008,0.3301
1.19197e-008,0.3423
1.19583e-008,0.3485
1.19968e-008,0.3486
1.20354e-008,0.3433
1.20740e-008,0.3354
1.21126e-008,0.3276
1.21511e-008,0.3218
1.21897e-008,0.3181
1.22283e-008,0.3166
1.22668e-008,0.3173
1.23054e-008,0.3188
1.23440e-008,0.3191
1.23826e-008,0.3176
1.24212e-008,0.3162
1.24597e-008,0.3151
1.24983e-008,0.3142
1.25369e-008,0.3141
1.25755e-008,0.3204
1.26140e-008,0.3422
1.26526e-008,0.3973
1.26912e-008,0.4998
1.27297e-008,0.6419
1.27683e-008,0.7968
1.28069e-008,0.9152
1.28455e-008,0.9998
1.28841e-008,1.0610
1.29226e-008,1.1061
1.29612e-008,1.1388
1.29998e-008,1.1622
1.30383e-008,1.2182
1.30769e-008,1.2346
1.31155e-008,1.2263
1.31541e-008,1.1751
1.31926e-008,1.0546
1.32312e-008,0.8831
1.32698e-008,0.7110
1.33084e-008,0.5614
1.33470e-008,0.4488
1.33855e-008,0.3720
1.34241e-008,0.3284
1.34627e-008,0.3078
1.35012e-008,0.2807
1.35398e-008,0.2790
1.35784e-008,0.3094
1.36170e-008,0.3839
1.36555e-008,0.5097
1.36941e-008,0.6827
1.37327e-008,0.8492
1.37713e-008,0.9807
1.38099e-008,1.0741
1.38484e-008,1.1342
1.38870e-008,1.1677
1.39256e-008,1.1839
1.39641e-008,1.2235
1.40027e-008,1.2413
1.40413e-008,1.2382
1.40799e-008,1.2028
1.41185e-008,1.1072
1.41570e-008,0.9501
1.41956e-008,0.7766
1.42342e-008,0.6136
1.42728e-008,0.4828
1.43113e-008,0.3906
1.43499e-008,0.3351
1.43885e-008,0.3088
1.44270e-008,0.2843
1.44656e-008,0.2756
1.45042e-008,0.2959
1.45428e-008,0.3555
1.45814e-008,0.4646
1.46199e-008,0.6261
1.46585e-008,0.8004
1.46971e-008,0.9424
1.47357e-008,1.0470
1.47742e-008,1.1174
1.48128e-008,1.1593
1.48514e-008,1.1802
1.48899e-008,1.2083
1.49285e-008,1.2378
1.49671e-008,1.2418
1.50057e-008,1.2191
1.50443e-008,1.1449
1.50828e-008,1.0041
1.51214e-008,0.8310
1.51600e-008,0.6622
1.51985e-008,0.5197
1.52371e-008,0.4156
1.52757e-008,0.3491
1.53143e-008,0.3151
1.53528e-008,0.2936
1.53914e-008,0.2757
1.54300e-008,0.2861
1.54686e-008,0.3313
1.55071e-008,0.4240
1.55457e-008,0.5699
1.55843e-008,0.7481
1.56229e-008,0.9014
1.56615e-008,1.0178
1.57000e-008,1.0986
1.57386e-008,1.1489
1.57772e-008,1.1754
1.58158e-008,1.1877
1.58543e-008,1.1951
1.58929e-008,1.1999
1.59315e-008,1.2013
1.59701e-008,1.1985
1.60086e-008,1.1904
1.60472e-008,1.1764
1.60858e-008,1.1616
1.61243e-008,1.1536
1.61629e-008,1.1533
1.62015e-008,1.1571
1.62401e-008,1.1621
1.62786e-008,1.1676
1.63172e-008,1.1731
1.63558e-008,1.1775
1.63944e-008,1.1802
1.64329e-008,1.1814
1.64715e-008,1.1816
1.65101e-008,1.1807
1.65487e-008,1.1799
1.65873e-008,1.1809
1.66258e-008,1.1826
1.66644e-008,1.1838
1.67030e-008,1.1842
1.67416e-008,1.1841
1.67801e-008,1.1841
1.68187e-008,1.1840
1.68573e-008,1.1838
1.68959e-008,1.1836
1.69344e-008,1.1834
1.69730e-008,1.1832
1.70116e-008,1.1832
1.70501e-008,1.1833
1.70887e-008,1.1836
1.71273e-008,1.1838
1.71659e-008,1.1837
1.72044e-008,1.1835
1.72430e-008,1.1835
1.72816e-008,1.1835
1.73202e-008,1.1835
1.73588e-008,1.1835
1.73973e-008,1.1835
1.74359e-008,1.1835
1.74745e-008,1.1835
1.75131e-008,1.1835
1.75516e-008,1.1836
1.75902e-008,1.1836
1.76288e-008,1.1835
1.76674e-008,1.1835
1.77059e-008,1.1857
1.77445e-008,1.1909
1.77831e-008,1.1900
1.78216e-008,1.1648
1.78602e-008,1.0870
1.78988e-008,0.9538
1.79374e-008,0.8053
1.79759e-008,0.6628
1.80145e-008,0.5367
1.80531e-008,0.4374
1.80917e-008,0.3692
1.81302e-008,0.3298
1.81688e-008,0.3027
1.82074e-008,0.2844
1.82460e-008,0.2963
1.82846e-008,0.3422
1.83231e-008,0.4365
1.83617e-008,0.5867
1.84003e-008,0.7670
1.84389e-008,0.9163
1.84774e-008,1.0254
1.85160e-008,1.1000
1.85546e-008,1.1476
1.85932e-008,1.1736
1.86317e-008,1.1862
1.86703e-008,1.1949
1.87089e-008,1.2006
1.87474e-008,1.2013
1.87860e-008,1.1977
1.88246e-008,1.1895
1.88632e-008,1.1755
1.89017e-008,1.1605
1.89403e-008,1.1525
1.89789e-008,1.1526
1.90175e-008,1.1573
1.90560e-008,1.1627
1.90946e-008,1.1682
1.91332e-008,1.1736
1.91718e-008,1.1778
1.92104e-008,1.1801
1.92489e-008,1.1811
1.92875e-008,1.1813
1.93261e-008,1.1806
1.93647e-008,1.1798
1.94032e-008,1.1807
1.94418e-008,1.1825
1.94804e-008,1.1838
1.95190e-008,1.1842
1.95575e-008,1.1841
1.95961e-008,1.1879
1.96347e-008,1.1924
1.96732e-008,1.1850
1.97118e-008,1.1436
1.97504e-008,1.0427
1.97890e-008,0.8982
1.98275e-008,0.7514
1.98661e-008,0.6132
1.99047e-008,0.4966
1.99433e-008,0.4091
1.99819e-008,0.3521
2.00204e-008,0.3202
2.00590e-008,0.3034
2.00976e-008,0.2928
2.01362e-008,0.2846
2.01747e-008,0.2790
2.02133e-008,0.2814
2.02519e-008,0.2956
2.02905e-008,0.3154
2.03290e-008,0.3323
2.03676e-008,0.3434
2.04062e-008,0.3485
2.04447e-008,0.3478
2.04833e-008,0.3422
2.05219e-008,0.3342
2.05605e-008,0.3267
2.05990e-008,0.3212
2.06376e-008,0.3177
2.06762e-008,0.3165
2.07148e-008,0.3175
2.07533e-008,0.3189
2.07919e-008,0.3189
2.08305e-008,0.3173
2.08691e-008,0.3159
2.09077e-008,0.3149
2.09462e-008,0.3141
2.09848e-008,0.3136
2.10234e-008,0.3137
2.10620e-008,0.3141
2.11005e-008,0.3145
2.11391e-008,0.3148
2.11777e-008,0.3152
2.12163e-008,0.3155
2.12548e-008,0.3153
2.12934e-008,0.3149
2.13320e-008,0.3147
2.13705e-008,0.3148
2.14091e-008,0.3148
2.14477e-008,0.3148
2.14863e-008,0.3149
2.15248e-008,0.3150
2.15634e-008,0.3150
2.16020e-008,0.3150
2.16406e-008,0.3150
2.16791e-008,0.3150
2.17177e-008,0.3149
2.17563e-008,0.3149
2.17949e-008,0.3149
2.18335e-008,0.3150
2.18720e-008,0.3150
2.19106e-008,0.3150
2.19492e-008,0.3202
2.19878e-008,0.3381
2.20263e-008,0.3860
2.20649e-008,0.4804
2.21035e-008,0.6167
2.21420e-008,0.7728
2.21806e-008,0.8978
2.22192e-008,0.9879
2.22578e-008,1.0524
2.22963e-008,1.0999
2.23349e-008,1.1343
2.23735e-008,1.1592
2.24121e-008,1.1767
2.24506e-008,1.1883
2.24892e-008,1.1949
2.25278e-008,1.1951
2.25664e-008,1.1873
2.26050e-008,1.1722
2.26435e-008,1.1573
2.26821e-008,1.1511
2.27207e-008,1.1533
2.27593e-008,1.1589
2.27978e-008,1.1646
2.28364e-008,1.1698
2.28750e-008,1.1742
2.29136e-008,1.1776
2.29521e-008,1.1800
2.29907e-008,1.1812
2.30293e-008,1.1813
2.30678e-008,1.1801
2.31064e-008,1.1795
2.31450e-008,1.1809
2.31836e-008,1.1830
2.32221e-008,1.1843
2.32607e-008,1.1845
2.32993e-008,1.1843
2.33379e-008,1.1840
2.33764e-008,1.1838
2.34150e-008,1.1838
2.34536e-008,1.1837
2.34922e-008,1.1836
2.35308e-008,1.1833
2.35693e-008,1.1833
2.36079e-008,1.1835
2.36465e-008,1.1838
2.36851e-008,1.1839
2.37236e-008,1.1838
2.37622e-008,1.1836
2.38008e-008,1.1835
2.38394e-008,1.1836
2.38779e-008,1.1836
2.39165e-008,1.1836
2.39551e-008,1.1836
2.39936e-008,1.1836
2.40322e-008,1.1836
2.40708e-008,1.1836
2.41094e-008,1.1837
2.41479e-008,1.1837
2.41865e-008,1.1836
2.42251e-008,1.1836
2.42637e-008,1.1851
2.43023e-008,1.1899
2.43408e-008,1.1916
2.43794e-008,1.1737
2.44180e-008,1.1092
2.44566e-008,0.9853
2.44951e-008,0.8367
2.45337e-008,0.6924
2.45723e-008,0.5618
2.46109e-008,0.4562
2.46494e-008,0.3815
2.46880e-008,0.3362
2.47266e-008,0.3121
2.47651e-008,0.2853
2.48037e-008,0.2915
2.48423e-008,0.3288
2.48809e-008,0.4118
2.49194e-008,0.5503
2.49580e-008,0.7300
2.49966e-008,0.8879
2.50352e-008,1.0055
2.50737e-008,1.0865
2.51123e-008,1.1395
2.51509e-008,1.1694
2.51895e-008,1.1841
2.52281e-008,1.1934
2.52666e-008,1.1999
2.53052e-008,1.2016
2.53438e-008,1.1988
2.53824e-008,1.1917
2.54209e-008,1.1789
2.54595e-008,1.1634
2.54981e-008,1.1535
2.55367e-008,1.1521
2.55752e-008,1.1562
2.56138e-008,1.1616
2.56524e-008,1.1671
2.56909e-008,1.1725
2.57295e-008,1.1771
2.57681e-008,1.1798
2.58067e-008,1.1810
2.58452e-008,1.1814
2.58838e-008,1.1808
2.59224e-008,1.1799
2.59610e-008,1.1805
2.59995e-008,1.1821
2.60381e-008,1.1836
2.60767e-008,1.1842
2.61153e-008,1.1841
2.61539e-008,1.1840
2.61924e-008,1.1839
2.62310e-008,1.1837
2.62696e-008,1.1835
2.63082e-008,1.1834
2.63467e-008,1.1832
2.63853e-008,1.1831
2.64239e-008,1.1832
2.64625e-008,1.1835
2.65010e-008,1.1837
2.65396e-008,1.1836
2.65782e-008,1.1835
2.66167e-008,1.1856
2.66553e-008,1.1908
2.66939e-008,1.1900
2.67325e-008,1.1649
2.67710e-008,1.0874
2.68096e-008,0.9544
2.68482e-008,0.8059
2.68868e-008,0.6633
2.69254e-008,0.5372
2.69639e-008,0.4378
2.70025e-008,0.3695
2.70411e-008,0.3299
2.70797e-008,0.3086
2.71182e-008,0.2964
2.71568e-008,0.2875
2.71954e-008,0.2806
2.72340e-008,0.2792
2.72725e-008,0.2892
2.73111e-008,0.3081
2.73497e-008,0.3267
2.73882e-008,0.3399
2.74268e-008,0.3472
2.74654e-008,0.3487
2.75040e-008,0.3448
2.75425e-008,0.3372
2.75811e-008,0.3293
2.76197e-008,0.3230
2.76583e-008,0.3188
2.76968e-008,0.3166
2.77354e-008,0.3169
2.77740e-008,0.3185
2.78126e-008,0.3192
2.78512e-008,0.3179
2.78897e-008,0.3164
2.79283e-008,0.3152
2.79669e-008,0.3144
2.80055e-008,0.3137
2.80440e-008,0.3182
2.80826e-008,0.3352
2.81212e-008,0.3813
2.81598e-008,0.4734
2.81983e-008,0.6082
2.82369e-008,0.7651
2.82755e-008,0.8924
2.83140e-008,0.9838
2.83526e-008,1.0490
2.83912e-008,1.0973
2.84298e-008,1.1323
2.84683e-008,1.1578
2.85069e-008,1.2114
2.85455e-008,1.2330
2.85841e-008,1.2308
2.86226e-008,1.1916
2.86612e-008,1.0869
2.86998e-008,0.9218
2.87384e-008,0.7475
2.87770e-008,0.5911
2.88155e-008,0.4701
2.88541e-008,0.3860
2.88927e-008,0.3355
2.89313e-008,0.3112
2.89698e-008,0.2845
2.90084e-008,0.2767
2.90470e-008,0.2994
2.90855e-008,0.3635
2.91241e-008,0.4778
2.91627e-008,0.6430
2.92013e-008,0.8156
2.92398e-008,0.9553
2.92784e-008,1.0567
2.93170e-008,1.1236
2.93556e-008,1.1622
2.93941e-008,1.1812
2.94327e-008,1.2126
2.94713e-008,1.2386
2.95099e-008,1.2408
2.95485e-008,1.2146
2.95870e-008,1.1341
2.96256e-008,0.9878
2.96642e-008,0.8142
2.97028e-008,0.6471
2.97413e-008,0.5081
2.97799e-008,0.4074
2.98185e-008,0.3443
2.98570e-008,0.3129
2.98956e-008,0.2985
2.99342e-008,0.2873
2.99728e-008,0.2791
3.00113e-008,0.2750
3.00499e-008,0.2757
3.00885e-008,0.2852
3.01271e-008,0.3033
3.01657e-008,0.3236
3.02042e-008,0.3401
3.02428e-008,0.3498
3.02814e-008,0.3514
3.03199e-008,0.3468
3.03585e-008,0.3384
3.03971e-008,0.3292
3.04357e-008,0.3223
3.04743e-008,0.3186
3.05128e-008,0.3170
3.05514e-008,0.3170
3.05900e-008,0.3182
3.06285e-008,0.3191
3.06671e-008,0.3185
3.07057e-008,0.3171
3.07443e-008,0.3156
3.07829e-008,0.3144
3.08214e-008,0.3137
3.08600e-008,0.3186
3.08986e-008,0.3366
3.09372e-008,0.3850
3.09757e-008,0.4798
3.10143e-008,0.6164
3.10529e-008,0.7729
3.10914e-008,0.8982
3.11300e-008,0.9881
3.11686e-008,1.0522
3.12072e-008,1.0996
3.12458e-008,1.1340
3.12843e-008,1.1590
3.13229e-008,1.2122
3.13615e-008,1.2333
3.14000e-008,1.2300
3.14386e-008,1.1882
3.14772e-008,1.0798
3.15158e-008,0.9129
3.15544e-008,0.7389
3.15929e-008,0.5842
3.16315e-008,0.4651
3.16701e-008,0.3827
3.17087e-008,0.3338
3.17472e-008,0.3105
3.17858e-008,0.2967
3.18244e-008,0.2843
3.18629e-008,0.2770
3.19015e-008,0.2744
3.19401e-008,0.2778
3.19787e-008,0.2907
3.20173e-008,0.3111
3.20558e-008,0.3313
3.20944e-008,0.3458
3.21330e-008,0.3519
3.21715e-008,0.3503
3.22101e-008,0.3437
3.22487e-008,0.3357
3.22873e-008,0.3367
3.23259e-008,0.3627
3.23644e-008,0.4320
3.24030e-008,0.5488
3.24416e-008,0.7013
3.24801e-008,0.8474
3.25187e-008,0.9541
3.25573e-008,1.0287
3.25959e-008,1.0816
3.26344e-008,1.1197
3.26730e-008,1.1472
3.27116e-008,1.1868
3.27502e-008,1.2250
3.27888e-008,1.2340
3.28273e-008,1.2145
3.28659e-008,1.1406
3.29045e-008,0.9967
3.29430e-008,0.8210
3.29816e-008,0.6544
3.30202e-008,0.5170
3.30588e-008,0.4172
3.30974e-008,0.3527
3.31359e-008,0.3192
3.31745e-008,0.3031
3.32131e-008,0.2900
3.32516e-008,0.2800
3.32902e-008,0.2752
3.33288e-008,0.2752
3.33674e-008,0.2834
3.34060e-008,0.3010
3.34445e-008,0.3221
