.HEADER
..NAMES
Time,V U1.AD24
.DATA
0.0e+000,1.1835
3.86e-011,1.1835
7.72e-011,1.1835
1.157e-010,1.1835
1.543e-010,1.1835
1.929e-010,1.1835
2.314e-010,1.1835
2.700e-010,1.1835
3.086e-010,1.1835
3.472e-010,1.1835
3.857e-010,1.1835
4.243e-010,1.1835
4.629e-010,1.1835
5.015e-010,1.1855
5.401e-010,1.1907
5.786e-010,1.1903
6.172e-010,1.1664
6.558e-010,1.0906
6.944e-010,0.9579
7.329e-010,0.8079
7.715e-010,0.6637
8.101e-010,0.5359
8.486e-010,0.4354
8.872e-010,0.3667
9.258e-010,0.3273
9.644e-010,0.2998
1.0029e-009,0.2806
1.0415e-009,0.2915
1.0801e-009,0.3356
1.1187e-009,0.4231
1.1572e-009,0.5546
1.1958e-009,0.7109
1.2344e-009,0.8486
1.2730e-009,0.9682
1.3115e-009,1.0661
1.3501e-009,1.1363
1.3887e-009,1.1803
1.4273e-009,1.2055
1.4658e-009,1.2187
1.5044e-009,1.2222
1.5430e-009,1.2212
1.5816e-009,1.2207
1.6202e-009,1.2177
1.6587e-009,1.2096
1.6973e-009,1.1964
1.7359e-009,1.1804
1.7745e-009,1.1642
1.8130e-009,1.1547
1.8516e-009,1.1539
1.8902e-009,1.1573
1.9288e-009,1.1613
1.9673e-009,1.1656
2.0059e-009,1.1706
2.0445e-009,1.1753
2.0830e-009,1.1780
2.1216e-009,1.1798
2.1602e-009,1.1815
2.1988e-009,1.1825
2.2374e-009,1.1820
2.2759e-009,1.1811
2.3145e-009,1.1807
2.3531e-009,1.1810
2.3916e-009,1.1859
2.4302e-009,1.1922
2.4688e-009,1.1865
2.5074e-009,1.1471
2.5459e-009,1.0480
2.5845e-009,0.9034
2.6231e-009,0.7552
2.6617e-009,0.6147
2.7003e-009,0.4957
2.7388e-009,0.4067
2.7774e-009,0.3495
2.8160e-009,0.3177
2.8545e-009,0.3005
2.8931e-009,0.2897
2.9317e-009,0.2818
2.9703e-009,0.2755
3.0089e-009,0.2710
3.0474e-009,0.2702
3.0860e-009,0.2753
3.1246e-009,0.2897
3.1631e-009,0.3118
3.2017e-009,0.3324
3.2403e-009,0.3457
3.2789e-009,0.3519
3.3175e-009,0.3521
3.3560e-009,0.3470
3.3946e-009,0.3381
3.4332e-009,0.3290
3.4717e-009,0.3223
3.5103e-009,0.3184
3.5489e-009,0.3161
3.5875e-009,0.3149
3.6260e-009,0.3145
3.6646e-009,0.3151
3.7032e-009,0.3163
3.7418e-009,0.3173
3.7803e-009,0.3167
3.8189e-009,0.3151
3.8575e-009,0.3136
3.8961e-009,0.3128
3.9346e-009,0.3122
3.9732e-009,0.3119
4.0118e-009,0.3122
4.0504e-009,0.3129
4.0890e-009,0.3135
4.1275e-009,0.3137
4.1661e-009,0.3138
4.2047e-009,0.3139
4.2433e-009,0.3143
4.2818e-009,0.3204
4.3204e-009,0.3407
4.3590e-009,0.3934
4.3975e-009,0.4936
4.4361e-009,0.6349
4.4747e-009,0.7913
4.5133e-009,0.9130
4.5519e-009,1.0001
4.5904e-009,1.0623
4.6290e-009,1.1076
4.6676e-009,1.1400
4.7062e-009,1.1635
4.7447e-009,1.1811
4.7833e-009,1.1937
4.8219e-009,1.2025
4.8604e-009,1.2077
4.8990e-009,1.2088
4.9376e-009,1.2041
4.9762e-009,1.1926
5.0147e-009,1.1762
5.0533e-009,1.1595
5.0919e-009,1.1504
5.1305e-009,1.1511
5.1691e-009,1.1568
5.2076e-009,1.1698
5.2462e-009,1.1799
5.2848e-009,1.1766
5.3234e-009,1.1376
5.3619e-009,1.0373
5.4005e-009,0.8926
5.4391e-009,0.7455
5.4776e-009,0.6068
5.5162e-009,0.4890
5.5548e-009,0.4006
5.5934e-009,0.3444
5.6320e-009,0.3141
5.6705e-009,0.2990
5.7091e-009,0.2901
5.7477e-009,0.2831
5.7863e-009,0.2763
5.8248e-009,0.2713
5.8634e-009,0.2709
5.9020e-009,0.2768
5.9405e-009,0.2917
5.9791e-009,0.3137
6.0177e-009,0.3338
6.0563e-009,0.3468
6.0948e-009,0.3524
6.1334e-009,0.3522
6.1720e-009,0.3470
6.2106e-009,0.3383
6.2492e-009,0.3294
6.2877e-009,0.3228
6.3263e-009,0.3188
6.3649e-009,0.3163
6.4035e-009,0.3152
6.4420e-009,0.3149
6.4806e-009,0.3157
6.5192e-009,0.3169
