.HEADER
..NAMES
Time,V U4.A7
.DATA
0.0e+000,0.3204
3.86e-011,0.3204
7.72e-011,0.3204
1.157e-010,0.3204
1.543e-010,0.3204
1.929e-010,0.3204
2.314e-010,0.3204
2.700e-010,0.3204
3.086e-010,0.3204
3.472e-010,0.3204
3.857e-010,0.3204
4.243e-010,0.3207
4.629e-010,0.3247
5.015e-010,0.3394
5.401e-010,0.3783
5.786e-010,0.4552
6.172e-010,0.5658
6.558e-010,0.6912
6.944e-010,0.7950
7.329e-010,0.8720
7.715e-010,0.9400
8.101e-010,0.9986
8.486e-010,1.0445
8.872e-010,1.0795
9.258e-010,1.1283
9.644e-010,1.1570
1.0029e-009,1.1554
1.0415e-009,1.1372
1.0801e-009,1.0705
1.1187e-009,0.9544
1.1572e-009,0.8294
1.1958e-009,0.7139
1.2344e-009,0.6116
1.2730e-009,0.5285
1.3115e-009,0.4655
1.3501e-009,0.4233
1.3887e-009,0.3967
1.4273e-009,0.3726
1.4658e-009,0.3559
1.5044e-009,0.3461
1.5430e-009,0.3334
1.5816e-009,0.3212
1.6202e-009,0.3175
1.6587e-009,0.3182
1.6973e-009,0.3193
1.7359e-009,0.3211
1.7745e-009,0.3229
1.8130e-009,0.3247
1.8516e-009,0.3258
1.8902e-009,0.3322
1.9288e-009,0.3579
1.9673e-009,0.4163
2.0059e-009,0.5112
2.0445e-009,0.6329
2.0830e-009,0.7533
2.1216e-009,0.8401
2.1602e-009,0.9109
2.1988e-009,0.9736
2.2374e-009,1.0255
2.2759e-009,1.0641
2.3145e-009,1.1023
2.3531e-009,1.1493
2.3916e-009,1.1572
2.4302e-009,1.1504
2.4688e-009,1.1093
2.5074e-009,1.0138
2.5459e-009,0.8881
2.5845e-009,0.7676
2.6231e-009,0.6578
2.6617e-009,0.5653
2.7003e-009,0.4931
2.7388e-009,0.4407
2.7774e-009,0.4047
2.8160e-009,0.3719
2.8545e-009,0.3684
2.8931e-009,0.3975
2.9317e-009,0.4606
2.9703e-009,0.5591
3.0089e-009,0.6852
3.0474e-009,0.7946
3.0860e-009,0.8788
3.1246e-009,0.9509
3.1631e-009,1.0101
3.2017e-009,1.0552
3.2403e-009,1.0900
3.2789e-009,1.1381
3.3175e-009,1.1596
3.3560e-009,1.1565
3.3946e-009,1.1281
3.4332e-009,1.0503
3.4717e-009,0.9331
3.5103e-009,0.8108
3.5489e-009,0.6948
3.5875e-009,0.5939
3.6260e-009,0.5142
3.6646e-009,0.4552
3.7032e-009,0.4153
3.7418e-009,0.3800
3.7803e-009,0.3658
3.8189e-009,0.3849
3.8575e-009,0.4365
3.8961e-009,0.5242
3.9346e-009,0.6457
3.9732e-009,0.7637
4.0118e-009,0.8528
4.0504e-009,0.9288
4.0890e-009,0.9927
4.1275e-009,1.0426
4.1661e-009,1.0787
4.2047e-009,1.1236
4.2433e-009,1.1578
4.2818e-009,1.1586
4.3204e-009,1.1418
4.3590e-009,1.0808
4.3975e-009,0.9723
4.4361e-009,0.8488
4.4747e-009,0.7302
4.5133e-009,0.6237
4.5519e-009,0.5372
4.5904e-009,0.4717
4.6290e-009,0.4267
4.6676e-009,0.3990
4.7062e-009,0.3755
4.7447e-009,0.3576
4.7833e-009,0.3469
4.8219e-009,0.3349
4.8604e-009,0.3232
4.8990e-009,0.3183
4.9376e-009,0.3180
4.9762e-009,0.3190
5.0147e-009,0.3209
5.0533e-009,0.3228
5.0919e-009,0.3246
5.1305e-009,0.3253
5.1691e-009,0.3240
5.2076e-009,0.3234
5.2462e-009,0.3233
5.2848e-009,0.3220
5.3234e-009,0.3211
5.3619e-009,0.3218
5.4005e-009,0.3223
5.4391e-009,0.3218
5.4776e-009,0.3215
5.5162e-009,0.3215
5.5548e-009,0.3212
5.5934e-009,0.3215
5.6320e-009,0.3271
5.6705e-009,0.3466
5.7091e-009,0.3947
5.7477e-009,0.4814
5.7863e-009,0.5983
5.8248e-009,0.7222
5.8634e-009,0.8168
5.9020e-009,0.8905
5.9405e-009,0.9564
5.9791e-009,1.0121
6.0177e-009,1.0544
6.0563e-009,1.0909
6.0948e-009,1.1416
6.1334e-009,1.1572
6.1720e-009,1.1540
6.2106e-009,1.1257
6.2492e-009,1.0439
6.2877e-009,0.9212
6.3263e-009,0.7985
6.3649e-009,0.6856
6.4035e-009,0.5880
6.4420e-009,0.5102
6.4806e-009,0.4525
6.5192e-009,0.4145
6.5577e-009,0.3795
6.5963e-009,0.3651
6.6349e-009,0.3866
6.6735e-009,0.4407
6.7121e-009,0.5293
6.7506e-009,0.6512
6.7892e-009,0.7690
6.8278e-009,0.8578
6.8664e-009,0.9329
6.9049e-009,0.9957
6.9435e-009,1.0447
6.9821e-009,1.0809
7.0206e-009,1.1275
7.0592e-009,1.1578
7.0978e-009,1.1584
7.1364e-009,1.1402
7.1749e-009,1.0761
7.2135e-009,0.9659
7.2521e-009,0.8429
7.2907e-009,0.7245
7.3293e-009,0.6185
7.3678e-009,0.5332
7.4064e-009,0.4688
7.4450e-009,0.4251
7.4835e-009,0.3978
7.5221e-009,0.3741
7.5607e-009,0.3569
7.5993e-009,0.3463
7.6379e-009,0.3341
7.6764e-009,0.3228
7.7150e-009,0.3184
7.7536e-009,0.3180
7.7922e-009,0.3189
7.8307e-009,0.3210
7.8693e-009,0.3229
7.9079e-009,0.3248
7.9464e-009,0.3261
7.9850e-009,0.3319
8.0236e-009,0.3559
8.0622e-009,0.4118
8.1008e-009,0.5051
8.1393e-009,0.6259
8.1779e-009,0.7473
8.2165e-009,0.8356
8.2550e-009,0.9070
8.2936e-009,0.9704
8.3322e-009,1.0230
8.3708e-009,1.0623
8.4093e-009,1.1011
8.4479e-009,1.1487
8.4865e-009,1.1570
8.5251e-009,1.1516
8.5637e-009,1.1134
8.6022e-009,1.0205
8.6408e-009,0.8951
8.6794e-009,0.7742
8.7179e-009,0.6636
8.7565e-009,0.5700
8.7951e-009,0.4965
8.8337e-009,0.4431
8.8722e-009,0.4075
8.9108e-009,0.3736
8.9494e-009,0.3672
8.9880e-009,0.3951
9.0266e-009,0.4564
9.0651e-009,0.5526
9.1037e-009,0.6781
9.1423e-009,0.7894
9.1808e-009,0.8744
9.2194e-009,0.9471
9.2580e-009,1.0071
9.2966e-009,1.0531
9.3352e-009,1.0888
9.3737e-009,1.1371
9.4123e-009,1.1590
9.4509e-009,1.1572
9.4895e-009,1.1311
9.5280e-009,1.0561
9.5666e-009,0.9401
9.6052e-009,0.8176
9.6437e-009,0.7009
