.HEADER
..NAMES
Time,V U2.N2
.DATA
0.0e+000,1.0888
3.67e-011,1.0888
7.33e-011,1.0888
1.100e-010,1.0888
1.467e-010,1.0888
1.834e-010,1.0888
2.201e-010,1.0888
2.567e-010,1.0888
2.934e-010,1.0888
3.301e-010,1.0888
3.667e-010,1.0888
4.034e-010,1.0888
4.401e-010,1.0888
4.768e-010,1.0888
5.135e-010,1.0888
5.501e-010,1.0888
5.868e-010,1.0888
6.235e-010,1.0888
6.601e-010,1.0888
6.968e-010,1.0888
7.335e-010,1.0889
7.702e-010,1.0889
8.068e-010,1.0891
8.435e-010,1.0895
8.802e-010,1.0898
9.169e-010,1.0890
9.536e-010,1.0848
9.902e-010,1.0737
1.0269e-009,1.0524
1.0636e-009,1.0177
1.1003e-009,0.9672
1.1369e-009,0.8997
1.1736e-009,0.8172
1.2103e-009,0.7258
1.2469e-009,0.6336
1.2836e-009,0.5482
1.3203e-009,0.4757
1.3570e-009,0.4213
1.3936e-009,0.3875
1.4303e-009,0.3723
1.4670e-009,0.3702
1.5037e-009,0.3745
1.5403e-009,0.3796
1.5770e-009,0.3815
1.6137e-009,0.3785
1.6504e-009,0.3708
1.6871e-009,0.3602
1.7237e-009,0.3497
1.7604e-009,0.3420
1.7971e-009,0.3394
1.8338e-009,0.3434
1.8704e-009,0.3557
1.9071e-009,0.3784
1.9438e-009,0.4131
1.9805e-009,0.4613
2.0171e-009,0.5240
2.0538e-009,0.6012
2.0905e-009,0.6891
2.1272e-009,0.7799
2.1638e-009,0.8645
2.2005e-009,0.9361
2.2372e-009,0.9906
2.2738e-009,1.0251
2.3105e-009,1.0392
2.3472e-009,1.0372
2.3839e-009,1.0278
2.4205e-009,1.0195
2.4572e-009,1.0169
2.4939e-009,1.0208
2.5306e-009,1.0300
2.5672e-009,1.0428
2.6039e-009,1.0560
2.6406e-009,1.0661
2.6773e-009,1.0705
2.7139e-009,1.0694
2.7506e-009,1.0653
2.7873e-009,1.0618
2.8240e-009,1.0611
2.8606e-009,1.0641
2.8973e-009,1.0700
2.9340e-009,1.0772
2.9707e-009,1.0835
3.0073e-009,1.0877
3.0440e-009,1.0891
3.0807e-009,1.0882
3.1174e-009,1.0860
3.1540e-009,1.0842
3.1907e-009,1.0843
3.2274e-009,1.0873
3.2641e-009,1.0924
3.3007e-009,1.0976
3.3374e-009,1.1014
3.3741e-009,1.1029
3.4108e-009,1.1023
3.4475e-009,1.1003
3.4841e-009,1.0978
3.5208e-009,1.0957
3.5575e-009,1.0952
3.5942e-009,1.0965
3.6308e-009,1.0994
3.6675e-009,1.1027
3.7042e-009,1.1046
3.7408e-009,1.1026
3.7775e-009,1.0939
3.8142e-009,1.0754
3.8509e-009,1.0449
3.8875e-009,1.0008
3.9242e-009,0.9415
3.9609e-009,0.8669
3.9976e-009,0.7805
4.0342e-009,0.6895
4.0709e-009,0.6017
4.1076e-009,0.5229
4.1443e-009,0.4580
4.1809e-009,0.4115
4.2176e-009,0.3853
4.2543e-009,0.3764
4.2910e-009,0.3780
4.3276e-009,0.3830
4.3643e-009,0.3868
4.4010e-009,0.3865
4.4377e-009,0.3810
4.4743e-009,0.3708
4.5110e-009,0.3582
4.5477e-009,0.3467
4.5844e-009,0.3391
4.6211e-009,0.3361
4.6577e-009,0.3366
4.6944e-009,0.3384
4.7311e-009,0.3394
4.7678e-009,0.3383
4.8044e-009,0.3347
4.8411e-009,0.3294
4.8778e-009,0.3240
4.9145e-009,0.3202
4.9511e-009,0.3191
4.9878e-009,0.3207
5.0245e-009,0.3241
5.0612e-009,0.3281
5.0978e-009,0.3307
5.1345e-009,0.3306
5.1712e-009,0.3273
5.2079e-009,0.3219
5.2445e-009,0.3163
5.2812e-009,0.3121
5.3179e-009,0.3101
5.3546e-009,0.3104
5.3912e-009,0.3126
5.4279e-009,0.3161
5.4646e-009,0.3194
5.5013e-009,0.3215
5.5379e-009,0.3215
5.5746e-009,0.3201
5.6113e-009,0.3185
5.6480e-009,0.3178
5.6846e-009,0.3189
5.7213e-009,0.3219
5.7580e-009,0.3265
5.7947e-009,0.3319
5.8313e-009,0.3371
5.8680e-009,0.3408
5.9047e-009,0.3423
5.9414e-009,0.3415
5.9780e-009,0.3390
6.0147e-009,0.3356
6.0514e-009,0.3323
6.0881e-009,0.3299
6.1247e-009,0.3288
6.1614e-009,0.3289
6.1981e-009,0.3298
6.2348e-009,0.3309
6.2714e-009,0.3317
6.3081e-009,0.3320
6.3448e-009,0.3318
6.3815e-009,0.3309
6.4181e-009,0.3299
6.4548e-009,0.3290
6.4915e-009,0.3286
6.5282e-009,0.3286
6.5648e-009,0.3290
6.6015e-009,0.3294
6.6382e-009,0.3296
6.6749e-009,0.3297
6.7115e-009,0.3295
6.7482e-009,0.3291
6.7849e-009,0.3286
6.8215e-009,0.3282
6.8582e-009,0.3281
6.8949e-009,0.3282
6.9316e-009,0.3286
6.9682e-009,0.3291
7.0049e-009,0.3295
7.0416e-009,0.3298
7.0783e-009,0.3298
7.1149e-009,0.3296
7.1516e-009,0.3292
7.1883e-009,0.3288
7.2250e-009,0.3284
7.2616e-009,0.3281
7.2983e-009,0.3279
7.3350e-009,0.3279
7.3717e-009,0.3280
7.4083e-009,0.3281
7.4450e-009,0.3281
7.4817e-009,0.3278
7.5184e-009,0.3271
7.5550e-009,0.3261
7.5917e-009,0.3249
7.6284e-009,0.3235
7.6651e-009,0.3222
7.7018e-009,0.3214
7.7384e-009,0.3212
7.7751e-009,0.3218
7.8118e-009,0.3228
7.8484e-009,0.3243
7.8851e-009,0.3258
7.9218e-009,0.3270
