.HEADER
..NAMES
Time,V U2.F3&G3
.DATA
0.0e+000,1.1760
3.86e-011,1.1760
7.72e-011,1.1760
1.157e-010,1.1760
1.543e-010,1.1760
1.929e-010,1.1760
2.314e-010,1.1760
2.700e-010,1.1760
3.086e-010,1.1760
3.472e-010,1.1760
3.857e-010,1.1760
4.243e-010,1.1760
4.629e-010,1.1760
5.015e-010,1.1760
5.401e-010,1.1760
5.786e-010,1.1760
6.172e-010,1.1760
6.558e-010,1.1760
6.944e-010,1.1762
7.329e-010,1.1784
7.715e-010,1.1813
8.101e-010,1.1778
8.486e-010,1.1543
8.872e-010,1.0952
9.258e-010,1.0025
9.644e-010,0.8937
1.0029e-009,0.7769
1.0415e-009,0.6611
1.0801e-009,0.5586
1.1187e-009,0.4779
1.1572e-009,0.4215
1.1958e-009,0.3823
1.2344e-009,0.3646
1.2730e-009,0.3729
1.3115e-009,0.4111
1.3501e-009,0.4838
1.3887e-009,0.5858
1.4273e-009,0.6956
1.4658e-009,0.7981
1.5044e-009,0.8917
1.5430e-009,0.9716
1.5816e-009,1.0339
1.6202e-009,1.0778
1.6587e-009,1.1150
1.6973e-009,1.1436
1.7359e-009,1.1562
1.7745e-009,1.1532
1.8130e-009,1.1183
1.8516e-009,1.0403
1.8902e-009,0.9351
1.9288e-009,0.8161
1.9673e-009,0.6938
2.0059e-009,0.5837
2.0445e-009,0.4948
2.0830e-009,0.4301
2.1216e-009,0.3854
2.1602e-009,0.3600
2.1988e-009,0.3619
2.2374e-009,0.3916
2.2759e-009,0.4533
2.3145e-009,0.5469
2.3531e-009,0.6569
2.3916e-009,0.7620
2.4302e-009,0.8595
2.4688e-009,0.9450
2.5074e-009,1.0141
2.5459e-009,1.0645
2.5845e-009,1.1030
2.6231e-009,1.1370
2.6617e-009,1.1542
2.7003e-009,1.1570
2.7388e-009,1.1343
2.7774e-009,1.0691
2.8160e-009,0.9697
2.8545e-009,0.8544
2.8931e-009,0.7315
2.9317e-009,0.6164
2.9703e-009,0.5205
3.0089e-009,0.4480
3.0474e-009,0.3980
3.0860e-009,0.3652
3.1246e-009,0.3584
3.1631e-009,0.3790
3.2017e-009,0.4300
3.2403e-009,0.5142
3.2789e-009,0.6220
3.3175e-009,0.7294
3.3560e-009,0.8297
3.3946e-009,0.9196
3.4332e-009,0.9943
3.4717e-009,1.0506
3.5103e-009,1.0903
3.5489e-009,1.1267
3.5875e-009,1.1498
3.6260e-009,1.1576
3.6646e-009,1.1451
3.7032e-009,1.0941
3.7418e-009,1.0032
3.7803e-009,0.8924
3.8189e-009,0.7706
3.8575e-009,0.6512
3.8961e-009,0.5484
3.9346e-009,0.4682
3.9732e-009,0.4119
4.0118e-009,0.3730
4.0504e-009,0.3575
4.0890e-009,0.3693
4.1275e-009,0.4102
4.1661e-009,0.4842
4.2047e-009,0.5868
4.2433e-009,0.6963
4.2818e-009,0.7989
4.3204e-009,0.8927
4.3590e-009,0.9725
4.3975e-009,1.0348
4.4361e-009,1.0788
4.4747e-009,1.1159
4.5133e-009,1.1445
4.5519e-009,1.1568
4.5904e-009,1.1525
4.6290e-009,1.1152
4.6676e-009,1.0351
4.7062e-009,0.9289
4.7447e-009,0.8096
4.7833e-009,0.6876
4.8219e-009,0.5786
4.8604e-009,0.4909
4.8990e-009,0.4275
4.9376e-009,0.3833
4.9762e-009,0.3593
5.0147e-009,0.3626
5.0533e-009,0.3938
5.0919e-009,0.4571
5.1305e-009,0.5523
5.1691e-009,0.6624
5.2076e-009,0.7672
5.2462e-009,0.8643
5.2848e-009,0.9491
5.3234e-009,1.0172
5.3619e-009,1.0666
5.4005e-009,1.1043
5.4391e-009,1.1377
5.4776e-009,1.1544
5.5162e-009,1.1565
5.5548e-009,1.1318
5.5934e-009,1.0645
5.6320e-009,0.9641
5.6705e-009,0.8484
5.7091e-009,0.7254
5.7477e-009,0.6110
5.7863e-009,0.5161
5.8248e-009,0.4449
5.8634e-009,0.3955
5.9020e-009,0.3638
5.9405e-009,0.3586
5.9791e-009,0.3805
6.0177e-009,0.4334
6.0563e-009,0.5192
6.0948e-009,0.6277
6.1334e-009,0.7348
6.1720e-009,0.8347
6.2106e-009,0.9239
6.2492e-009,0.9976
6.2877e-009,1.0529
6.3263e-009,1.0926
6.3649e-009,1.1291
6.4035e-009,1.1507
6.4420e-009,1.1578
6.4806e-009,1.1438
6.5192e-009,1.0905
6.5577e-009,0.9980
6.5963e-009,0.8863
6.6349e-009,0.7641
6.6735e-009,0.6454
6.7121e-009,0.5437
6.7506e-009,0.4647
6.7892e-009,0.4098
6.8278e-009,0.3719
6.8664e-009,0.3577
6.9049e-009,0.3709
6.9435e-009,0.4134
6.9821e-009,0.4889
7.0206e-009,0.5926
7.0592e-009,0.7018
7.0978e-009,0.8039
7.1364e-009,0.8971
7.1749e-009,0.9762
7.2135e-009,1.0375
7.2521e-009,1.0809
7.2907e-009,1.1187
7.3293e-009,1.1459
7.3678e-009,1.1573
7.4064e-009,1.1517
7.4450e-009,1.1123
7.4835e-009,1.0303
7.5221e-009,0.9232
7.5607e-009,0.8032
7.5993e-009,0.6816
7.6379e-009,0.5736
7.6764e-009,0.4872
7.7150e-009,0.4249
7.7536e-009,0.3819
7.7922e-009,0.3590
7.8307e-009,0.3637
7.8693e-009,0.3964
7.9079e-009,0.4614
7.9464e-009,0.5578
7.9850e-009,0.6680
8.0236e-009,0.7724
8.0622e-009,0.8690
8.1008e-009,0.9530
8.1393e-009,1.0202
8.1779e-009,1.0687
8.2165e-009,1.1070
8.2550e-009,1.1395
8.2936e-009,1.1551
8.3322e-009,1.1562
8.3708e-009,1.1296
8.4093e-009,1.0601
8.4479e-009,0.9586
8.4865e-009,0.8421
8.5251e-009,0.7191
8.5637e-009,0.6056
8.6022e-009,0.5120
8.6408e-009,0.4420
8.6794e-009,0.3938
8.7179e-009,0.3632
8.7565e-009,0.3593
8.7951e-009,0.3827
8.8337e-009,0.4372
8.8722e-009,0.5245
8.9108e-009,0.6334
8.9494e-009,0.7401
8.9880e-009,0.8396
9.0266e-009,0.9281
9.0651e-009,1.0010
9.1037e-009,1.0553
9.1423e-009,1.0940
9.1808e-009,1.1299
9.2194e-009,1.1512
9.2580e-009,1.1575
9.2966e-009,1.1419
9.3352e-009,1.0864
9.3737e-009,0.9925
9.4123e-009,0.8803
9.4509e-009,0.7580
9.4895e-009,0.6398
9.5280e-009,0.5391
9.5666e-009,0.4614
9.6052e-009,0.4073
9.6437e-009,0.3701
9.6823e-009,0.3575
9.7209e-009,0.3721
9.7595e-009,0.4163
9.7981e-009,0.4936
9.8366e-009,0.5983
9.8752e-009,0.7072
9.9138e-009,0.8090
9.9524e-009,0.9016
9.9909e-009,0.9798
1.00295e-008,1.0401
1.00681e-008,1.0826
1.01066e-008,1.1196
1.01452e-008,1.1464
1.01838e-008,1.1573
1.02224e-008,1.1505
1.02610e-008,1.1089
1.02995e-008,1.0250
1.03381e-008,0.9172
