.HEADER
..NAMES
Time,V U3.D3
.DATA
2.17177e-008,1.1044
2.17563e-008,1.0082
2.17949e-008,0.8985
2.18335e-008,0.7859
2.18720e-008,0.6736
2.19106e-008,0.5742
2.19492e-008,0.4962
2.19878e-008,0.4407
2.20263e-008,0.4027
2.20649e-008,0.3780
2.21035e-008,0.3612
2.21420e-008,0.3490
2.21806e-008,0.3377
2.22192e-008,0.3263
2.22578e-008,0.3195
2.22963e-008,0.3177
2.23349e-008,0.3171
2.23735e-008,0.3174
2.24121e-008,0.3195
2.24506e-008,0.3224
2.24892e-008,0.3245
2.25278e-008,0.3291
2.25664e-008,0.3445
2.26050e-008,0.3833
2.26435e-008,0.4564
2.26821e-008,0.5601
2.27207e-008,0.6798
2.27593e-008,0.7831
2.27978e-008,0.8708
2.28364e-008,0.9461
2.28750e-008,1.0067
2.29136e-008,1.0504
2.29521e-008,1.0804
2.29907e-008,1.1025
2.30293e-008,1.1191
2.30678e-008,1.1337
2.31064e-008,1.1472
2.31450e-008,1.1587
2.31836e-008,1.1670
2.32221e-008,1.1692
2.32607e-008,1.1686
2.32993e-008,1.1693
2.33379e-008,1.1706
2.33764e-008,1.1711
2.34150e-008,1.1714
2.34536e-008,1.1765
2.34922e-008,1.1809
2.35308e-008,1.1754
2.35693e-008,1.1452
2.36079e-008,1.0726
2.36465e-008,0.9681
2.36851e-008,0.8577
2.37236e-008,0.7439
2.37622e-008,0.6351
2.38008e-008,0.5427
2.38394e-008,0.4734
2.38779e-008,0.4245
2.39165e-008,0.3838
2.39551e-008,0.3661
2.39936e-008,0.3757
2.40322e-008,0.4136
2.40708e-008,0.4868
2.41094e-008,0.5954
2.41479e-008,0.7148
2.41865e-008,0.8158
2.42251e-008,0.9039
2.42637e-008,0.9771
2.43023e-008,1.0334
2.43408e-008,1.0722
2.43794e-008,1.0975
2.44180e-008,1.1155
2.44566e-008,1.1305
2.44951e-008,1.1428
2.45337e-008,1.1534
2.45723e-008,1.1635
2.46109e-008,1.1707
2.46494e-008,1.1713
2.46880e-008,1.1705
2.47266e-008,1.1709
2.47651e-008,1.1716
2.48037e-008,1.1714
2.48423e-008,1.1732
2.48809e-008,1.1793
2.49194e-008,1.1796
2.49580e-008,1.1639
2.49966e-008,1.1123
