.HEADER
..NAMES
Time,V U5.T8
.DATA
0.0e+000,1.0907
3.67e-011,1.0907
7.33e-011,1.0907
1.100e-010,1.0907
1.467e-010,1.0907
1.834e-010,1.0907
2.201e-010,1.0907
2.567e-010,1.0907
2.934e-010,1.0907
3.301e-010,1.0907
3.667e-010,1.0907
4.034e-010,1.0907
4.401e-010,1.0907
4.768e-010,1.0910
5.135e-010,1.0918
5.501e-010,1.0937
5.868e-010,1.0959
6.235e-010,1.0936
6.601e-010,1.0776
6.968e-010,1.0353
7.335e-010,0.9607
7.702e-010,0.8593
8.068e-010,0.7415
8.435e-010,0.6233
8.802e-010,0.5250
9.169e-010,0.4615
9.536e-010,0.4355
9.902e-010,0.4398
1.0269e-009,0.4598
1.0636e-009,0.4796
1.1003e-009,0.4880
1.1369e-009,0.4823
1.1736e-009,0.4664
1.2103e-009,0.4474
1.2469e-009,0.4321
1.2836e-009,0.4239
1.3203e-009,0.4220
1.3570e-009,0.4235
1.3936e-009,0.4252
1.4303e-009,0.4252
1.4670e-009,0.4234
1.5037e-009,0.4232
1.5403e-009,0.4334
1.5770e-009,0.4678
1.6137e-009,0.5362
1.6504e-009,0.6359
1.6871e-009,0.7519
1.7237e-009,0.8613
1.7604e-009,0.9460
1.7971e-009,0.9921
1.8338e-009,0.9947
1.8704e-009,0.9645
1.9071e-009,0.9232
1.9438e-009,0.8918
1.9805e-009,0.8833
2.0171e-009,0.8988
2.0538e-009,0.9294
2.0905e-009,0.9623
2.1272e-009,0.9867
2.1638e-009,0.9978
2.2005e-009,0.9972
2.2372e-009,0.9905
2.2738e-009,0.9840
2.3105e-009,0.9813
2.3472e-009,0.9831
2.3839e-009,0.9889
2.4205e-009,0.9973
2.4572e-009,1.0074
2.4939e-009,1.0172
2.5306e-009,1.0257
2.5672e-009,1.0330
2.6039e-009,1.0403
2.6406e-009,1.0491
2.6773e-009,1.0614
2.7139e-009,1.0776
2.7506e-009,1.0957
2.7873e-009,1.1123
2.8240e-009,1.1235
2.8606e-009,1.1259
2.8973e-009,1.1186
2.9340e-009,1.1043
2.9707e-009,1.0881
3.0073e-009,1.0757
3.0440e-009,1.0713
3.0807e-009,1.0758
3.1174e-009,1.0865
3.1540e-009,1.0986
3.1907e-009,1.1075
3.2274e-009,1.1107
3.2641e-009,1.1088
3.3007e-009,1.1039
3.3374e-009,1.0988
3.3741e-009,1.0964
3.4108e-009,1.0947
3.4475e-009,1.0868
3.4841e-009,1.0606
3.5208e-009,1.0038
3.5575e-009,0.9159
3.5942e-009,0.8063
3.6308e-009,0.6877
3.6675e-009,0.5780
3.7042e-009,0.4964
3.7408e-009,0.4528
3.7775e-009,0.4441
3.8142e-009,0.4588
3.8509e-009,0.4810
3.8875e-009,0.4959
3.9242e-009,0.4959
3.9609e-009,0.4816
3.9976e-009,0.4591
4.0342e-009,0.4368
4.0709e-009,0.4213
4.1076e-009,0.4153
4.1443e-009,0.4173
4.1809e-009,0.4232
4.2176e-009,0.4288
4.2543e-009,0.4313
4.2910e-009,0.4302
4.3276e-009,0.4300
4.3643e-009,0.4422
4.4010e-009,0.4823
4.4377e-009,0.5577
4.4743e-009,0.6631
4.5110e-009,0.7796
4.5477e-009,0.8842
4.5844e-009,0.9599
4.6211e-009,0.9941
4.6577e-009,0.9861
4.6944e-009,0.9511
4.7311e-009,0.9118
4.7678e-009,0.8875
4.8044e-009,0.8877
4.8411e-009,0.9096
4.8778e-009,0.9422
4.9145e-009,0.9729
4.9511e-009,0.9925
4.9878e-009,0.9987
5.0245e-009,0.9948
5.0612e-009,0.9871
5.0978e-009,0.9815
5.1345e-009,0.9802
5.1712e-009,0.9836
5.2079e-009,0.9907
5.2445e-009,1.0004
5.2812e-009,1.0114
5.3179e-009,1.0215
5.3546e-009,1.0297
5.3912e-009,1.0367
5.4279e-009,1.0436
5.4646e-009,1.0523
5.5013e-009,1.0651
5.5379e-009,1.0817
5.5746e-009,1.0997
5.6113e-009,1.1154
5.6480e-009,1.1245
5.6846e-009,1.1243
5.7213e-009,1.1147
5.7580e-009,1.0994
5.7947e-009,1.0840
5.8313e-009,1.0740
5.8680e-009,1.0728
5.9047e-009,1.0799
5.9414e-009,1.0916
5.9780e-009,1.1030
6.0147e-009,1.1097
6.0514e-009,1.1106
6.0881e-009,1.1070
6.1247e-009,1.1013
6.1614e-009,1.0968
6.1981e-009,1.0953
6.2348e-009,1.0934
6.2714e-009,1.0825
6.3081e-009,1.0495
6.3448e-009,0.9841
6.3815e-009,0.8893
6.4181e-009,0.7758
6.4548e-009,0.6572
6.4915e-009,0.5529
6.5282e-009,0.4806
6.5648e-009,0.4466
6.6015e-009,0.4455
6.6382e-009,0.4641
6.6749e-009,0.4858
6.7115e-009,0.4976
6.7482e-009,0.4937
6.7849e-009,0.4767
6.8215e-009,0.4534
6.8582e-009,0.4322
6.8949e-009,0.4191
6.9316e-009,0.4155
6.9682e-009,0.4188
7.0049e-009,0.4250
7.0416e-009,0.4299
7.0783e-009,0.4311
7.1149e-009,0.4271
7.1516e-009,0.4182
7.1883e-009,0.4071
7.2250e-009,0.3963
7.2616e-009,0.3876
7.2983e-009,0.3821
7.3350e-009,0.3790
