.HEADER
..NAMES
Time,V U3.L3
1.16260e-008,0.9519
1.16627e-008,0.9465
1.16993e-008,0.9584
1.17360e-008,0.9864
1.17727e-008,1.0247
1.18093e-008,1.0638
1.18460e-008,1.0935
1.18827e-008,1.1062
1.19194e-008,1.1006
1.19561e-008,1.0822
1.19927e-008,1.0605
1.20294e-008,1.0447
1.20661e-008,1.0406
1.21027e-008,1.0488
1.21394e-008,1.0659
1.21761e-008,1.0864
1.22128e-008,1.1042
1.22495e-008,1.1139
1.22861e-008,1.1131
1.23228e-008,1.1031
1.23595e-008,1.0888
1.23961e-008,1.0766
1.24328e-008,1.0714
1.24695e-008,1.0749
1.25062e-008,1.0851
1.25429e-008,1.0977
1.25795e-008,1.1084
1.26162e-008,1.1139
1.26529e-008,1.1133
1.26895e-008,1.1074
1.27262e-008,1.0988
1.27629e-008,1.0906
1.27996e-008,1.0857
1.28363e-008,1.0854
1.28729e-008,1.0893
1.29096e-008,1.0951
1.29463e-008,1.0999
1.29829e-008,1.1014
1.30196e-008,1.0987
1.30563e-008,1.0929
1.30930e-008,1.0861
1.31297e-008,1.0806
1.31663e-008,1.0780
1.32030e-008,1.0789
1.32397e-008,1.0826
1.32763e-008,1.0878
1.33130e-008,1.0929
1.33497e-008,1.0963
1.33864e-008,1.0970
1.34231e-008,1.0950
1.34597e-008,1.0913
1.34964e-008,1.0873
1.35331e-008,1.0846
1.35697e-008,1.0836
1.36064e-008,1.0844
1.36431e-008,1.0861
1.36798e-008,1.0880
1.37165e-008,1.0896
1.37531e-008,1.0906
1.37898e-008,1.0908
1.38265e-008,1.0904
1.38631e-008,1.0895
1.38998e-008,1.0887
1.39365e-008,1.0881
1.39732e-008,1.0879
1.40099e-008,1.0879
1.40465e-008,1.0879
1.40832e-008,1.0879
1.41199e-008,1.0878
1.41565e-008,1.0878
1.41932e-008,1.0881
1.42299e-008,1.0886
1.42666e-008,1.0891
1.43033e-008,1.0894
1.43399e-008,1.0894
1.43766e-008,1.0890
1.44133e-008,1.0884
1.44499e-008,1.0878
1.44866e-008,1.0874
1.45233e-008,1.0874
1.45600e-008,1.0878
1.45967e-008,1.0885
1.46333e-008,1.0894
1.46700e-008,1.0901
1.47067e-008,1.0903
1.47433e-008,1.0899
1.47800e-008,1.0891
1.48167e-008,1.0882
1.48534e-008,1.0875
1.48901e-008,1.0874
1.49267e-008,1.0878
1.49634e-008,1.0886
1.50001e-008,1.0894
1.50368e-008,1.0901
1.50734e-008,1.0902
1.51101e-008,1.0899
1.51468e-008,1.0892
1.51834e-008,1.0883
1.52201e-008,1.0877
1.52568e-008,1.0875
1.52935e-008,1.0879
1.53301e-008,1.0887
1.53668e-008,1.0895
1.54035e-008,1.0902
1.54402e-008,1.0903
1.54769e-008,1.0900
1.55135e-008,1.0894
1.55502e-008,1.0886
1.55869e-008,1.0880
1.56236e-008,1.0877
1.56602e-008,1.0879
1.56969e-008,1.0885
1.57336e-008,1.0893
1.57703e-008,1.0899
1.58069e-008,1.0902
1.58436e-008,1.0900
1.58803e-008,1.0896
1.59169e-008,1.0889
1.59536e-008,1.0884
1.59903e-008,1.0881
1.60270e-008,1.0882
1.60636e-008,1.0886
1.61003e-008,1.0891
1.61370e-008,1.0896
1.61737e-008,1.0898
1.62104e-008,1.0898
1.62470e-008,1.0895
1.62837e-008,1.0891
1.63204e-008,1.0887
1.63571e-008,1.0885
1.63937e-008,1.0885
1.64304e-008,1.0887
1.64671e-008,1.0891
1.65037e-008,1.0894
1.65404e-008,1.0896
1.65771e-008,1.0896
1.66138e-008,1.0894
1.66504e-008,1.0892
1.66871e-008,1.0889
1.67238e-008,1.0888
1.67605e-008,1.0888
1.67972e-008,1.0889
1.68338e-008,1.0891
1.68705e-008,1.0893
1.69072e-008,1.0894
1.69439e-008,1.0894
1.69805e-008,1.0893
1.70172e-008,1.0892
1.70539e-008,1.0890
1.70905e-008,1.0890
1.71272e-008,1.0890
1.71639e-008,1.0890
1.72006e-008,1.0891
1.72372e-008,1.0892
1.72739e-008,1.0893
1.73106e-008,1.0893
1.73473e-008,1.0892
1.73840e-008,1.0892
1.74206e-008,1.0891
1.74573e-008,1.0891
1.74940e-008,1.0891
1.75307e-008,1.0892
1.75673e-008,1.0894
1.76040e-008,1.0899
1.76407e-008,1.0909
1.76773e-008,1.0917
1.77140e-008,1.0898
1.77507e-008,1.0804
1.77874e-008,1.0571
1.78240e-008,1.0154
1.78607e-008,0.9530
1.78974e-008,0.8703
1.79341e-008,0.7728
1.79708e-008,0.6696
1.80074e-008,0.5723
1.80441e-008,0.4926
1.80808e-008,0.4396
1.81175e-008,0.4154
1.81541e-008,0.4153
1.81908e-008,0.4295
1.82275e-008,0.4462
1.82641e-008,0.4552
1.83008e-008,0.4504
1.83375e-008,0.4303
1.83742e-008,0.3986
1.84108e-008,0.3628
1.84475e-008,0.3320
1.84842e-008,0.3135
1.85209e-008,0.3103
1.85576e-008,0.3202
1.85942e-008,0.3370
1.86309e-008,0.3531
1.86676e-008,0.3627
1.87043e-008,0.3634
1.87409e-008,0.3556
1.87776e-008,0.3425
1.88143e-008,0.3288
1.88509e-008,0.3191
1.88876e-008,0.3163
1.89243e-008,0.3206
1.89610e-008,0.3293
1.89976e-008,0.3380
1.90343e-008,0.3426
1.90710e-008,0.3411
1.91077e-008,0.3341
1.91444e-008,0.3243
1.91810e-008,0.3151
1.92177e-008,0.3093
1.92544e-008,0.3085
1.92911e-008,0.3125
1.93277e-008,0.3196
1.93644e-008,0.3272
1.94011e-008,0.3326
1.94377e-008,0.3341
1.94744e-008,0.3320
1.95111e-008,0.3291
1.95478e-008,0.3307
1.95844e-008,0.3438
1.96211e-008,0.3749
1.96578e-008,0.4275
1.96945e-008,0.5007
1.97312e-008,0.5892
1.97678e-008,0.6850
1.98045e-008,0.7785
1.98412e-008,0.8594
1.98779e-008,0.9193
1.99145e-008,0.9547
1.99512e-008,0.9675
1.99879e-008,0.9652
2.00245e-008,0.9584
2.00612e-008,0.9561
2.00979e-008,0.9635
2.01346e-008,0.9819
2.01712e-008,1.0089
2.02079e-008,1.0398
2.02446e-008,1.0685
2.02813e-008,1.0888
2.03179e-008,1.0970
2.03546e-008,1.0933
2.03913e-008,1.0821
2.04280e-008,1.0701
2.04647e-008,1.0629
2.05013e-008,1.0618
2.05380e-008,1.0626
2.05747e-008,1.0563
2.06114e-008,1.0331
2.06480e-008,0.9869
2.06847e-008,0.9150
2.07214e-008,0.8192
2.07580e-008,0.7088
2.07947e-008,0.5983
2.08314e-008,0.5036
2.08681e-008,0.4386
2.09047e-008,0.4096
2.09414e-008,0.4118
2.09781e-008,0.4328
2.10148e-008,0.4579
2.10515e-008,0.4741
2.10881e-008,0.4733
2.11248e-008,0.4535
2.11615e-008,0.4184
2.11982e-008,0.3763
2.12348e-008,0.3383
2.12715e-008,0.3146
2.13082e-008,0.3096
2.13448e-008,0.3211
2.13815e-008,0.3421
2.14182e-008,0.3651
2.14549e-008,0.3872
2.14915e-008,0.4122
2.15282e-008,0.4465
2.15649e-008,0.4960
2.16016e-008,0.5631
2.16383e-008,0.6476
2.16749e-008,0.7445
2.17116e-008,0.8425
2.17483e-008,0.9275
2.17850e-008,0.9862
2.18216e-008,1.0114
2.18583e-008,1.0062
2.18950e-008,0.9828
2.19316e-008,0.9566
2.19683e-008,0.9409
2.20050e-008,0.9436
2.20417e-008,0.9660
2.20783e-008,1.0034
2.21150e-008,1.0468
2.21517e-008,1.0848
2.21884e-008,1.1071
2.22251e-008,1.1095
2.22617e-008,1.0947
2.22984e-008,1.0719
2.23351e-008,1.0519
2.23718e-008,1.0420
2.24084e-008,1.0420
2.24451e-008,1.0436
2.24818e-008,1.0349
2.25184e-008,1.0058
2.25551e-008,0.9490
2.25918e-008,0.8624
2.26285e-008,0.7528
2.26651e-008,0.6345
2.27018e-008,0.5258
2.27385e-008,0.4448
2.27752e-008,0.4023
2.28119e-008,0.3970
2.28485e-008,0.4177
2.28852e-008,0.4484
2.29219e-008,0.4732
2.29586e-008,0.4810
2.29952e-008,0.4674
2.30319e-008,0.4347
2.30686e-008,0.3909
2.31052e-008,0.3480
2.31419e-008,0.3174
2.31786e-008,0.3060
2.32153e-008,0.3135
2.32519e-008,0.3336
2.32886e-008,0.3583
2.33253e-008,0.3829
2.33620e-008,0.4092
2.33987e-008,0.4430
2.34353e-008,0.4901
2.34720e-008,0.5538
2.35087e-008,0.6346
2.35454e-008,0.7287
2.35820e-008,0.8260
2.36187e-008,0.9131
2.36554e-008,0.9768
2.36920e-008,1.0085
2.37287e-008,1.0091
2.37654e-008,0.9893
2.38021e-008,0.9637
2.38387e-008,0.9458
2.38754e-008,0.9447
2.39121e-008,0.9629
2.39488e-008,0.9968
2.39855e-008,1.0383
2.40221e-008,1.0767
2.40588e-008,1.1017
2.40955e-008,1.1079
2.41322e-008,1.0968
2.41688e-008,1.0758
2.42055e-008,1.0551
2.42422e-008,1.0430
2.42788e-008,1.0433
2.43155e-008,1.0551
2.43522e-008,1.0737
2.43889e-008,1.0933
2.44255e-008,1.1080
2.44622e-008,1.1136
2.44989e-008,1.1092
2.45356e-008,1.0976
2.45723e-008,1.0844
2.46089e-008,1.0751
2.46456e-008,1.0732
2.46823e-008,1.0790
2.47190e-008,1.0896
2.47556e-008,1.1009
2.47923e-008,1.1092
2.48290e-008,1.1124
2.48657e-008,1.1103
2.49023e-008,1.1043
2.49390e-008,1.0969
2.49757e-008,1.0907
2.50123e-008,1.0878
2.50490e-008,1.0888
2.50857e-008,1.0927
2.51224e-008,1.0978
2.51590e-008,1.1016
2.51957e-008,1.1011
2.52324e-008,1.0928
2.52691e-008,1.0721
2.53058e-008,1.0348
2.53424e-008,0.9794
2.53791e-008,0.9059
2.54158e-008,0.8168
2.54525e-008,0.7190
2.54891e-008,0.6219
2.55258e-008,0.5361
2.55625e-008,0.4712
2.55991e-008,0.4328
2.56358e-008,0.4195
2.56725e-008,0.4244
2.57092e-008,0.4376
2.57458e-008,0.4489
2.57825e-008,0.4502
2.58192e-008,0.4377
2.58559e-008,0.4121
2.58926e-008,0.3788
2.59292e-008,0.3460
2.59659e-008,0.3222
2.60026e-008,0.3123
2.60393e-008,0.3166
2.60759e-008,0.3304
2.61126e-008,0.3467
2.61493e-008,0.3589
2.61859e-008,0.3630
2.62226e-008,0.3583
2.62593e-008,0.3469
2.62960e-008,0.3329
2.63326e-008,0.3211
2.63693e-008,0.3156
2.64060e-008,0.3178
2.64427e-008,0.3258
2.64794e-008,0.3355
2.65160e-008,0.3423
2.65527e-008,0.3430
2.65894e-008,0.3373
2.66261e-008,0.3275
2.66627e-008,0.3170
2.66994e-008,0.3093
2.67361e-008,0.3066
2.67727e-008,0.3094
2.68094e-008,0.3164
2.68461e-008,0.3250
2.68828e-008,0.3320
2.69194e-008,0.3350
2.69561e-008,0.3333
2.69928e-008,0.3280
2.70295e-008,0.3216
2.70662e-008,0.3171
2.71028e-008,0.3164
2.71395e-008,0.3199
2.71762e-008,0.3264
2.72129e-008,0.3337
2.72495e-008,0.3395
2.72862e-008,0.3422
2.73229e-008,0.3411
2.73595e-008,0.3368
2.73962e-008,0.3308
2.74329e-008,0.3251
2.74696e-008,0.3215
2.75062e-008,0.3209
2.75429e-008,0.3232
2.75796e-008,0.3273
2.76163e-008,0.3314
2.76530e-008,0.3344
2.76896e-008,0.3353
2.77263e-008,0.3344
2.77630e-008,0.3322
2.77997e-008,0.3297
2.78363e-008,0.3276
2.78730e-008,0.3265
2.79097e-008,0.3265
2.79463e-008,0.3274
2.79830e-008,0.3288
2.80197e-008,0.3300
2.80564e-008,0.3306
2.80930e-008,0.3306
2.81297e-008,0.3302
2.81664e-008,0.3296
2.82031e-008,0.3292
2.82398e-008,0.3291
2.82764e-008,0.3292
2.83131e-008,0.3293
2.83498e-008,0.3295
2.83865e-008,0.3295
2.84231e-008,0.3295
2.84598e-008,0.3295
2.84965e-008,0.3294
2.85331e-008,0.3294
2.85698e-008,0.3294
2.86065e-008,0.3295
2.86432e-008,0.3294
2.86798e-008,0.3293
2.87165e-008,0.3290
2.87532e-008,0.3287
2.87899e-008,0.3285
2.88266e-008,0.3286
2.88632e-008,0.3293
2.88999e-008,0.3319
2.89366e-008,0.3392
2.89733e-008,0.3557
2.90099e-008,0.3864
2.90466e-008,0.4352
2.90833e-008,0.5023
2.91199e-008,0.5846
2.91566e-008,0.6765
2.91933e-008,0.7693
2.92300e-008,0.8528
2.92666e-008,0.9178
2.93033e-008,0.9590
2.93400e-008,0.9764
2.93767e-008,0.9762
2.94133e-008,0.9684
2.94500e-008,0.9623
2.94867e-008,0.9648
2.95234e-008,0.9787
2.95601e-008,1.0031
2.95967e-008,1.0336
2.96334e-008,1.0638
2.96701e-008,1.0867
2.97068e-008,1.0976
2.97434e-008,1.0960
2.97801e-008,1.0857
2.98168e-008,1.0733
2.98534e-008,1.0646
2.98901e-008,1.0610
2.99268e-008,1.0582
2.99635e-008,1.0474
3.00002e-008,1.0195
3.00368e-008,0.9692
3.00735e-008,0.8935
3.01102e-008,0.7953
3.01469e-008,0.6847
3.01835e-008,0.5764
3.02202e-008,0.4866
3.02569e-008,0.4283
3.02935e-008,0.4059
3.03302e-008,0.4128
3.03669e-008,0.4361
3.04036e-008,0.4608
3.04403e-008,0.4746
3.04769e-008,0.4703
3.05136e-008,0.4472
3.05503e-008,0.4098
3.05869e-008,0.3674
3.06236e-008,0.3316
3.06603e-008,0.3114
3.06970e-008,0.3102
3.07336e-008,0.3244
3.07703e-008,0.3465
3.08070e-008,0.3697
3.08437e-008,0.3926
3.08804e-008,0.4196
3.09170e-008,0.4574
3.09537e-008,0.5109
3.09904e-008,0.5820
3.10270e-008,0.6696
3.10637e-008,0.7673
3.11004e-008,0.8631
3.11371e-008,0.9426
3.11738e-008,0.9938
3.12104e-008,1.0116
3.12471e-008,1.0013
3.12838e-008,0.9766
3.13205e-008,0.9524
3.13571e-008,0.9408
3.13938e-008,0.9482
3.14305e-008,0.9744
3.14671e-008,1.0135
3.15038e-008,1.0560
3.15405e-008,1.0904
3.15772e-008,1.1079
3.16139e-008,1.1057
3.16505e-008,1.0882
3.16872e-008,1.0651
3.17239e-008,1.0465
3.17605e-008,1.0396
3.17972e-008,1.0458
3.18339e-008,1.0621
3.18706e-008,1.0830
3.19072e-008,1.1019
3.19439e-008,1.1132
3.19806e-008,1.1141
3.20173e-008,1.1052
3.20540e-008,1.0909
3.20906e-008,1.0777
3.21273e-008,1.0709
3.21640e-008,1.0728
3.22006e-008,1.0821
3.22373e-008,1.0947
3.22740e-008,1.1062
3.23107e-008,1.1130
3.23474e-008,1.1137
3.23840e-008,1.1090
3.24207e-008,1.1011
3.24574e-008,1.0929
3.24941e-008,1.0872
3.25307e-008,1.0859
3.25674e-008,1.0888
3.26041e-008,1.0944
3.26407e-008,1.1002
3.26774e-008,1.1033
3.27141e-008,1.1003
3.27508e-008,1.0874
3.27875e-008,1.0599
3.28241e-008,1.0150
3.28608e-008,0.9520
3.28975e-008,0.8718
3.29341e-008,0.7785
3.29708e-008,0.6803
3.30075e-008,0.5869
3.30442e-008,0.5086
3.30808e-008,0.4539
3.31175e-008,0.4256
3.31542e-008,0.4199
3.31909e-008,0.4288
3.32276e-008,0.4421
3.32642e-008,0.4501
3.33009e-008,0.4464
3.33376e-008,0.4288
3.33742e-008,0.3997
3.34109e-008,0.3658
3.34476e-008,0.3358
3.34843e-008,0.3170
3.35210e-008,0.3127
3.35576e-008,0.3216
3.35943e-008,0.3397
3.36310e-008,0.3635
3.36677e-008,0.3935
3.37043e-008,0.4326
3.37410e-008,0.4846
3.37777e-008,0.5508
3.38143e-008,0.6305
3.38510e-008,0.7207
3.38877e-008,0.8137
3.39244e-008,0.8980
3.39611e-008,0.9620
3.39977e-008,0.9973
3.40344e-008,1.0034
3.40711e-008,0.9884
3.41077e-008,0.9659
3.41444e-008,0.9486
3.41811e-008,0.9458
3.42178e-008,0.9610
3.42545e-008,0.9921
3.42911e-008,1.0322
3.43278e-008,1.0714
3.43645e-008,1.0990
3.44012e-008,1.1083
3.44378e-008,1.0995
3.44745e-008,1.0792
3.45112e-008,1.0578
3.45478e-008,1.0443
3.45845e-008,1.0417
3.46212e-008,1.0449
3.46579e-008,1.0430
3.46946e-008,1.0247
3.47312e-008,0.9815
3.47679e-008,0.9084
3.48046e-008,0.8080
3.48412e-008,0.6914
3.48779e-008,0.5759
3.49146e-008,0.4802
3.49513e-008,0.4194
3.49879e-008,0.3978
3.50246e-008,0.4079
3.50613e-008,0.4355
3.50980e-008,0.4640
3.51347e-008,0.4799
3.51713e-008,0.4758
3.52080e-008,0.4509
3.52447e-008,0.4108
3.52813e-008,0.3661
3.53180e-008,0.3290
3.53547e-008,0.3091
3.53914e-008,0.3090
3.54281e-008,0.3246
3.54647e-008,0.3479
3.55014e-008,0.3720
3.55381e-008,0.3960
3.55748e-008,0.4245
3.56114e-008,0.4642
3.56481e-008,0.5198
3.56848e-008,0.5932
3.57214e-008,0.6827
3.57581e-008,0.7811
3.57948e-008,0.8756
3.58315e-008,0.9521
3.58682e-008,0.9991
3.59048e-008,1.0127
3.59415e-008,0.9997
3.59782e-008,0.9740
3.60148e-008,0.9506
3.60515e-008,0.9410
3.60882e-008,0.9509
3.61249e-008,0.9791
3.61615e-008,1.0191
3.61982e-008,1.0610
3.62349e-008,1.0936
3.62716e-008,1.1086
3.63083e-008,1.1044
3.63449e-008,1.0863
3.63816e-008,1.0643
3.64183e-008,1.0483
3.64549e-008,1.0427
3.64916e-008,1.0443
3.65283e-008,1.0430
3.65650e-008,1.0274
3.66017e-008,0.9886
3.66383e-008,0.9208
3.66750e-008,0.8252
3.67117e-008,0.7113
3.67484e-008,0.5953
3.67850e-008,0.4954
3.68217e-008,0.4276
3.68584e-008,0.3984
3.68950e-008,0.4028
3.69317e-008,0.4276
3.69684e-008,0.4568
3.70051e-008,0.4760
3.70418e-008,0.4766
3.70784e-008,0.4565
3.71151e-008,0.4199
3.71518e-008,0.3762
3.71884e-008,0.3372
3.72251e-008,0.3131
3.72618e-008,0.3081
3.72985e-008,0.3197
3.73351e-008,0.3398
3.73718e-008,0.3585
3.74085e-008,0.3686
3.74452e-008,0.3674
3.74819e-008,0.3562
3.75185e-008,0.3395
3.75552e-008,0.3229
3.75919e-008,0.3117
3.76285e-008,0.3093
3.76652e-008,0.3160
3.77019e-008,0.3284
3.77386e-008,0.3410
3.77753e-008,0.3484
3.78119e-008,0.3476
3.78486e-008,0.3393
3.78853e-008,0.3268
3.79220e-008,0.3145
3.79586e-008,0.3061
3.79953e-008,0.3037
3.80320e-008,0.3071
3.80686e-008,0.3147
3.81053e-008,0.3239
3.81420e-008,0.3316
3.81787e-008,0.3354
3.82154e-008,0.3345
3.82520e-008,0.3298
3.82887e-008,0.3237
3.83254e-008,0.3191
3.83620e-008,0.3178
3.83987e-008,0.3203
3.84354e-008,0.3255
3.84721e-008,0.3316
3.85088e-008,0.3368
3.85454e-008,0.3398
3.85821e-008,0.3398
3.86188e-008,0.3372
3.86555e-008,0.3326
3.86921e-008,0.3275
3.87288e-008,0.3235
3.87655e-008,0.3216
3.88021e-008,0.3223
3.88388e-008,0.3249
3.88755e-008,0.3283
3.89122e-008,0.3315
3.89489e-008,0.3338
3.89855e-008,0.3347
3.90222e-008,0.3343
3.90589e-008,0.3328
3.90955e-008,0.3306
3.91322e-008,0.3283
3.91689e-008,0.3264
3.92056e-008,0.3256
3.92422e-008,0.3259
3.92789e-008,0.3272
3.93156e-008,0.3289
3.93523e-008,0.3305
3.93890e-008,0.3317
