.HEADER
..NAMES
Time,V U5.F7
.DATA
0.0e+000,1.1760
3.86e-011,1.1760
7.72e-011,1.1760
1.157e-010,1.1760
1.543e-010,1.1760
1.929e-010,1.1760
2.314e-010,1.1760
2.700e-010,1.1760
3.086e-010,1.1760
3.472e-010,1.1760
3.857e-010,1.1760
4.243e-010,1.1760
4.629e-010,1.1760
5.015e-010,1.1765
5.401e-010,1.1798
5.786e-010,1.1814
6.172e-010,1.1718
6.558e-010,1.1344
6.944e-010,1.0563
7.329e-010,0.9536
7.715e-010,0.8436
8.101e-010,0.7282
8.486e-010,0.6208
8.872e-010,0.5312
9.258e-010,0.4655
9.644e-010,0.4210
1.0029e-009,0.3903
1.0415e-009,0.3707
1.0801e-009,0.3599
1.1187e-009,0.3543
1.1572e-009,0.3496
1.1958e-009,0.3441
1.2344e-009,0.3369
1.2730e-009,0.3277
1.3115e-009,0.3207
1.3501e-009,0.3179
1.3887e-009,0.3168
1.4273e-009,0.3173
1.4658e-009,0.3213
1.5044e-009,0.3348
1.5430e-009,0.3663
1.5816e-009,0.4262
1.6202e-009,0.5163
1.6587e-009,0.6300
1.6973e-009,0.7399
1.7359e-009,0.8334
1.7745e-009,0.9149
1.8130e-009,0.9813
1.8516e-009,1.0310
1.8902e-009,1.0664
1.9288e-009,1.1082
1.9673e-009,1.1386
2.0059e-009,1.1477
2.0445e-009,1.1400
2.0830e-009,1.0966
2.1216e-009,1.0159
2.1602e-009,0.9154
2.1988e-009,0.8021
2.2374e-009,0.6886
2.2759e-009,0.5853
2.3145e-009,0.5010
2.3531e-009,0.4423
2.3916e-009,0.4036
2.4302e-009,0.3781
2.4688e-009,0.3617
2.5074e-009,0.3559
2.5459e-009,0.3519
2.5845e-009,0.3452
2.6231e-009,0.3394
2.6617e-009,0.3321
2.7003e-009,0.3242
2.7388e-009,0.3188
2.7774e-009,0.3157
2.8160e-009,0.3152
2.8545e-009,0.3171
2.8931e-009,0.3249
2.9317e-009,0.3470
2.9703e-009,0.3936
3.0089e-009,0.4708
3.0474e-009,0.5745
3.0860e-009,0.6908
3.1246e-009,0.7907
3.1631e-009,0.8777
3.2017e-009,0.9515
3.2403e-009,1.0093
3.2789e-009,1.0507
3.3175e-009,1.0794
3.3560e-009,1.1003
3.3946e-009,1.1155
3.4332e-009,1.1262
3.4717e-009,1.1341
3.5103e-009,1.1426
3.5489e-009,1.1524
3.5875e-009,1.1618
3.6260e-009,1.1694
3.6646e-009,1.1744
3.7032e-009,1.1744
3.7418e-009,1.1733
3.7803e-009,1.1730
3.8189e-009,1.1728
3.8575e-009,1.1722
3.8961e-009,1.1715
3.9346e-009,1.1717
3.9732e-009,1.1724
4.0118e-009,1.1729
4.0504e-009,1.1733
4.0890e-009,1.1743
4.1275e-009,1.1753
4.1661e-009,1.1757
4.2047e-009,1.1756
4.2433e-009,1.1753
4.2818e-009,1.1747
4.3204e-009,1.1744
4.3590e-009,1.1747
4.3975e-009,1.1749
4.4361e-009,1.1750
4.4747e-009,1.1750
4.5133e-009,1.1751
4.5519e-009,1.1753
4.5904e-009,1.1753
4.6290e-009,1.1753
4.6676e-009,1.1753
4.7062e-009,1.1754
4.7447e-009,1.1754
4.7833e-009,1.1752
4.8219e-009,1.1752
4.8604e-009,1.1752
4.8990e-009,1.1753
4.9376e-009,1.1754
4.9762e-009,1.1754
5.0147e-009,1.1754
5.0533e-009,1.1754
5.0919e-009,1.1754
5.1305e-009,1.1755
5.1691e-009,1.1755
5.2076e-009,1.1770
5.2462e-009,1.1806
5.2848e-009,1.1790
5.3234e-009,1.1603
5.3619e-009,1.1060
5.4005e-009,1.0144
5.4391e-009,0.9083
5.4776e-009,0.7950
5.5162e-009,0.6814
5.5548e-009,0.5804
5.5934e-009,0.5004
5.6320e-009,0.4444
5.6705e-009,0.4024
5.7091e-009,0.3724
5.7477e-009,0.3732
5.7863e-009,0.4003
5.8248e-009,0.4613
5.8634e-009,0.5532
5.9020e-009,0.6618
5.9405e-009,0.7597
5.9791e-009,0.8483
6.0177e-009,0.9277
6.0563e-009,0.9927
6.0948e-009,1.0402
6.1334e-009,1.0797
6.1720e-009,1.1240
6.2106e-009,1.1426
6.2492e-009,1.1477
6.2877e-009,1.1222
6.3263e-009,1.0584
6.3649e-009,0.9656
6.4035e-009,0.8568
6.4420e-009,0.7405
6.4806e-009,0.6314
6.5192e-009,0.5375
6.5577e-009,0.4671
6.5963e-009,0.4206
6.6349e-009,0.3896
6.6735e-009,0.3689
6.7121e-009,0.3580
6.7506e-009,0.3541
6.7892e-009,0.3483
6.8278e-009,0.3424
6.8664e-009,0.3357
6.9049e-009,0.3276
6.9435e-009,0.3210
6.9821e-009,0.3168
7.0206e-009,0.3149
7.0592e-009,0.3157
7.0978e-009,0.3179
7.1364e-009,0.3210
7.1749e-009,0.3243
7.2135e-009,0.3261
7.2521e-009,0.3261
7.2907e-009,0.3260
7.3293e-009,0.3261
7.3678e-009,0.3249
7.4064e-009,0.3235
7.4450e-009,0.3228
7.4835e-009,0.3223
7.5221e-009,0.3224
7.5607e-009,0.3247
7.5993e-009,0.3338
7.6379e-009,0.3595
7.6764e-009,0.4143
7.7150e-009,0.5015
7.7536e-009,0.6142
7.7922e-009,0.7261
7.8307e-009,0.8220
7.8693e-009,0.9066
7.9079e-009,0.9758
7.9464e-009,1.0275
7.9850e-009,1.0633
8.0236e-009,1.0884
8.0622e-009,1.1067
8.1008e-009,1.1197
8.1393e-009,1.1287
8.1779e-009,1.1365
8.2165e-009,1.1454
8.2550e-009,1.1555
8.2936e-009,1.1647
8.3322e-009,1.1721
8.3708e-009,1.1750
8.4093e-009,1.1739
8.4479e-009,1.1733
8.4865e-009,1.1753
8.5251e-009,1.1793
8.5637e-009,1.1772
8.6022e-009,1.1603
8.6408e-009,1.1105
8.6794e-009,1.0222
8.7179e-009,0.9169
8.7565e-009,0.8048
8.7951e-009,0.6915
8.8337e-009,0.5897
8.8722e-009,0.5073
8.9108e-009,0.4487
8.9494e-009,0.4057
8.9880e-009,0.3724
9.0266e-009,0.3706
9.0651e-009,0.3951
9.1037e-009,0.4530
9.1423e-009,0.5417
9.1808e-009,0.6501
9.2194e-009,0.7498
9.2580e-009,0.8393
9.2966e-009,0.9197
9.3352e-009,0.9864
9.3737e-009,1.0358
9.4123e-009,1.0702
9.4509e-009,1.0953
9.4895e-009,1.1146
9.5280e-009,1.1271
9.5666e-009,1.1342
9.6052e-009,1.1430
9.6437e-009,1.1525
9.6823e-009,1.1613
9.7209e-009,1.1685
9.7595e-009,1.1739
9.7981e-009,1.1751
9.8366e-009,1.1744
9.8752e-009,1.1747
9.9138e-009,1.1792
9.9524e-009,1.1807
9.9909e-009,1.1722
1.00295e-008,1.1396
1.00681e-008,1.0676
1.01066e-008,0.9672
1.01452e-008,0.8582
1.01838e-008,0.7439
1.02224e-008,0.6358
1.02610e-008,0.5433
1.02995e-008,0.4735
1.03381e-008,0.4261
