.HEADER
..NAMES
Time,V U4.C8
.DATA
0.0e+000,0.3206
3.86e-011,0.3206
7.72e-011,0.3206
1.157e-010,0.3206
1.543e-010,0.3206
1.929e-010,0.3206
2.314e-010,0.3206
2.700e-010,0.3206
3.086e-010,0.3206
3.472e-010,0.3206
3.857e-010,0.3206
4.243e-010,0.3207
4.629e-010,0.3229
5.015e-010,0.3335
5.401e-010,0.3638
5.786e-010,0.4303
6.172e-010,0.5348
6.558e-010,0.6613
6.944e-010,0.7762
7.329e-010,0.8563
7.715e-010,0.9235
8.101e-010,0.9829
8.486e-010,1.0322
8.872e-010,1.0678
9.258e-010,1.0937
9.644e-010,1.1118
1.0029e-009,1.1238
1.0415e-009,1.1354
1.0801e-009,1.1484
1.1187e-009,1.1617
1.1572e-009,1.1700
1.1958e-009,1.1691
1.2344e-009,1.1663
1.2730e-009,1.1672
1.3115e-009,1.1698
1.3501e-009,1.1713
1.3887e-009,1.1722
1.4273e-009,1.1731
1.4658e-009,1.1731
1.5044e-009,1.1732
1.5430e-009,1.1744
1.5816e-009,1.1761
1.6202e-009,1.1772
1.6587e-009,1.1765
1.6973e-009,1.1755
1.7359e-009,1.1756
1.7745e-009,1.1765
1.8130e-009,1.1771
1.8516e-009,1.1780
1.8902e-009,1.1825
1.9288e-009,1.1841
1.9673e-009,1.1682
2.0059e-009,1.1141
2.0445e-009,1.0105
2.0830e-009,0.8879
2.1216e-009,0.7758
2.1602e-009,0.6692
2.1988e-009,0.5748
2.2374e-009,0.5008
2.2759e-009,0.4493
2.3145e-009,0.4128
2.3531e-009,0.3864
2.3916e-009,0.3689
2.4302e-009,0.3574
2.4688e-009,0.3479
2.5074e-009,0.3350
2.5459e-009,0.3233
2.5845e-009,0.3199
2.6231e-009,0.3203
2.6617e-009,0.3202
2.7003e-009,0.3208
2.7388e-009,0.3231
2.7774e-009,0.3248
2.8160e-009,0.3248
2.8545e-009,0.3246
2.8931e-009,0.3246
2.9317e-009,0.3246
2.9703e-009,0.3233
3.0089e-009,0.3215
3.0474e-009,0.3216
3.0860e-009,0.3226
3.1246e-009,0.3224
3.1631e-009,0.3220
3.2017e-009,0.3220
3.2403e-009,0.3222
3.2789e-009,0.3241
3.3175e-009,0.3349
3.3560e-009,0.3667
3.3946e-009,0.4353
3.4332e-009,0.5412
3.4717e-009,0.6679
3.5103e-009,0.7812
3.5489e-009,0.8607
3.5875e-009,0.9275
3.6260e-009,0.9861
3.6646e-009,1.0347
3.7032e-009,1.0703
3.7418e-009,1.1161
3.7803e-009,1.1559
3.8189e-009,1.1543
3.8575e-009,1.1399
3.8961e-009,1.0862
3.9346e-009,0.9843
3.9732e-009,0.8611
4.0118e-009,0.7410
4.0504e-009,0.6307
4.0890e-009,0.5421
4.1275e-009,0.4782
4.1661e-009,0.4320
4.2047e-009,0.4014
4.2433e-009,0.3827
4.2818e-009,0.3631
4.3204e-009,0.3497
4.3590e-009,0.3423
4.3975e-009,0.3323
4.4361e-009,0.3221
4.4747e-009,0.3180
4.5133e-009,0.3177
4.5519e-009,0.3186
4.5904e-009,0.3213
4.6290e-009,0.3238
4.6676e-009,0.3249
4.7062e-009,0.3258
4.7447e-009,0.3248
4.7833e-009,0.3232
4.8219e-009,0.3234
4.8604e-009,0.3233
4.8990e-009,0.3219
4.9376e-009,0.3215
4.9762e-009,0.3220
5.0147e-009,0.3220
5.0533e-009,0.3220
5.0919e-009,0.3222
5.1305e-009,0.3219
5.1691e-009,0.3216
5.2076e-009,0.3213
5.2462e-009,0.3209
5.2848e-009,0.3210
5.3234e-009,0.3214
5.3619e-009,0.3212
5.4005e-009,0.3210
5.4391e-009,0.3212
5.4776e-009,0.3212
5.5162e-009,0.3211
5.5548e-009,0.3211
5.5934e-009,0.3213
5.6320e-009,0.3249
5.6705e-009,0.3392
5.7091e-009,0.3774
5.7477e-009,0.4545
5.7863e-009,0.5668
