.HEADER
..NAMES
Time,V U3.C2
.DATA
0.0e+000,0.3196
3.86e-011,0.3196
7.72e-011,0.3196
1.157e-010,0.3196
1.543e-010,0.3196
1.929e-010,0.3196
2.314e-010,0.3196
2.700e-010,0.3196
3.086e-010,0.3196
3.472e-010,0.3196
3.857e-010,0.3196
4.243e-010,0.3202
4.629e-010,0.3255
5.015e-010,0.3435
5.401e-010,0.3887
5.786e-010,0.4724
6.172e-010,0.5866
6.558e-010,0.7094
6.944e-010,0.8056
7.329e-010,0.8784
7.715e-010,0.9444
8.101e-010,1.0022
8.486e-010,1.0484
8.872e-010,1.0857
9.258e-010,1.1369
9.644e-010,1.1615
1.0029e-009,1.1583
1.0415e-009,1.1307
1.0801e-009,1.0486
1.1187e-009,0.9263
1.1572e-009,0.8040
1.1958e-009,0.6944
1.2344e-009,0.6001
1.2730e-009,0.5207
1.3115e-009,0.4601
1.3501e-009,0.4220
1.3887e-009,0.3934
1.4273e-009,0.3676
1.4658e-009,0.3514
1.5044e-009,0.3382
1.5430e-009,0.3246
1.5816e-009,0.3172
1.6202e-009,0.3171
1.6587e-009,0.3198
1.6973e-009,0.3215
1.7359e-009,0.3219
1.7745e-009,0.3234
1.8130e-009,0.3245
1.8516e-009,0.3233
1.8902e-009,0.3225
1.9288e-009,0.3226
1.9673e-009,0.3216
2.0059e-009,0.3208
2.0445e-009,0.3212
2.0830e-009,0.3220
2.1216e-009,0.3218
2.1602e-009,0.3206
2.1988e-009,0.3201
2.2374e-009,0.3203
2.2759e-009,0.3199
2.3145e-009,0.3212
2.3531e-009,0.3302
2.3916e-009,0.3563
2.4302e-009,0.4151
2.4688e-009,0.5119
2.5074e-009,0.6329
2.5459e-009,0.7493
2.5845e-009,0.8335
2.6231e-009,0.9033
2.6617e-009,0.9669
2.7003e-009,1.0210
2.7388e-009,1.0621
2.7774e-009,1.0911
2.8160e-009,1.1119
2.8545e-009,1.1281
2.8931e-009,1.1427
2.9317e-009,1.1562
2.9703e-009,1.1656
3.0089e-009,1.1669
3.0474e-009,1.1649
3.0860e-009,1.1661
3.1246e-009,1.1692
3.1631e-009,1.1718
3.2017e-009,1.1730
3.2403e-009,1.1749
3.2789e-009,1.1815
3.3175e-009,1.1833
3.3560e-009,1.1680
3.3946e-009,1.1153
3.4332e-009,1.0130
3.4717e-009,0.8927
3.5103e-009,0.7838
3.5489e-009,0.6802
3.5875e-009,0.5862
3.6260e-009,0.5089
3.6646e-009,0.4528
3.7032e-009,0.4124
3.7418e-009,0.3750
3.7803e-009,0.3685
3.8189e-009,0.3929
3.8575e-009,0.4488
3.8961e-009,0.5468
3.9346e-009,0.6762
3.9732e-009,0.7892
4.0118e-009,0.8702
4.0504e-009,0.9385
4.0890e-009,0.9987
4.1275e-009,1.0478
4.1661e-009,1.0808
4.2047e-009,1.1049
4.2433e-009,1.1249
4.2818e-009,1.1383
4.3204e-009,1.1498
4.3590e-009,1.1626
4.3975e-009,1.1705
4.4361e-009,1.1693
4.4747e-009,1.1667
4.5133e-009,1.1678
4.5519e-009,1.1708
4.5904e-009,1.1725
4.6290e-009,1.1731
4.6676e-009,1.1743
4.7062e-009,1.1751
4.7447e-009,1.1753
4.7833e-009,1.1766
4.8219e-009,1.1781
4.8604e-009,1.1777
4.8990e-009,1.1767
4.9376e-009,1.1772
4.9762e-009,1.1786
5.0147e-009,1.1791
5.0533e-009,1.1790
5.0919e-009,1.1790
5.1305e-009,1.1790
5.1691e-009,1.1788
5.2076e-009,1.1789
5.2462e-009,1.1793
5.2848e-009,1.1792
5.3234e-009,1.1789
5.3619e-009,1.1788
5.4005e-009,1.1791
5.4391e-009,1.1793
5.4776e-009,1.1791
