.HEADER
..NAMES
Time,V U3.G2
3.5489e-009,0.7202
3.5875e-009,0.6216
3.6260e-009,0.5386
3.6646e-009,0.4731
3.7032e-009,0.4257
3.7418e-009,0.3884
3.7803e-009,0.3663
3.8189e-009,0.3740
3.8575e-009,0.4209
3.8961e-009,0.5108
3.9346e-009,0.6305
3.9732e-009,0.7504
4.0118e-009,0.8486
4.0504e-009,0.9239
4.0890e-009,0.9828
4.1275e-009,1.0313
4.1661e-009,1.0728
4.2047e-009,1.1176
4.2433e-009,1.1540
4.2818e-009,1.1702
4.3204e-009,1.1557
4.3590e-009,1.0958
4.3975e-009,0.9918
4.4361e-009,0.8678
4.4747e-009,0.7477
4.5133e-009,0.6402
4.5519e-009,0.5533
4.5904e-009,0.4855
4.6290e-009,0.4343
4.6676e-009,0.4007
4.7062e-009,0.3763
4.7447e-009,0.3555
4.7833e-009,0.3413
4.8219e-009,0.3319
4.8604e-009,0.3241
4.8990e-009,0.3198
4.9376e-009,0.3185
4.9762e-009,0.3199
5.0147e-009,0.3237
5.0533e-009,0.3260
5.0919e-009,0.3259
5.1305e-009,0.3266
5.1691e-009,0.3315
5.2076e-009,0.3488
5.2462e-009,0.3928
5.2848e-009,0.4734
5.3234e-009,0.5867
5.3619e-009,0.7087
5.4005e-009,0.8109
5.4391e-009,0.8860
5.4776e-009,0.9472
5.5162e-009,1.0011
5.5548e-009,1.0469
5.5934e-009,1.0904
5.6320e-009,1.1334
5.6705e-009,1.1637
5.7091e-009,1.1633
5.7477e-009,1.1269
5.7863e-009,1.0403
5.8248e-009,0.9226
5.8634e-009,0.8020
5.9020e-009,0.6879
5.9405e-009,0.5908
5.9791e-009,0.5157
6.0177e-009,0.4569
6.0563e-009,0.4152
6.0948e-009,0.3875
6.1334e-009,0.3642
6.1720e-009,0.3468
6.2106e-009,0.3362
6.2492e-009,0.3271
6.2877e-009,0.3208
6.3263e-009,0.3187
6.3649e-009,0.3189
6.4035e-009,0.3218
6.4420e-009,0.3250
6.4806e-009,0.3256
6.5192e-009,0.3256
6.5577e-009,0.3259
6.5963e-009,0.3252
6.6349e-009,0.3241
6.6735e-009,0.3237
6.7121e-009,0.3234
6.7506e-009,0.3233
6.7892e-009,0.3232
6.8278e-009,0.3226
6.8664e-009,0.3222
6.9049e-009,0.3222
6.9435e-009,0.3219
6.9821e-009,0.3213
7.0206e-009,0.3212
7.0592e-009,0.3211
7.0978e-009,0.3211
7.1364e-009,0.3212
7.1749e-009,0.3212
7.2135e-009,0.3211
7.2521e-009,0.3213
7.2907e-009,0.3212
7.3293e-009,0.3210
7.3678e-009,0.3210
7.4064e-009,0.3211
7.4450e-009,0.3210
7.4835e-009,0.3210
7.5221e-009,0.3210
7.5607e-009,0.3210
7.5993e-009,0.3210
7.6379e-009,0.3210
7.6764e-009,0.3209
7.7150e-009,0.3209
7.7536e-009,0.3209
7.7922e-009,0.3209
7.8307e-009,0.3209
7.8693e-009,0.3209
7.9079e-009,0.3209
7.9464e-009,0.3219
7.9850e-009,0.3277
8.0236e-009,0.3467
8.0622e-009,0.3924
8.1008e-009,0.4743
8.1393e-009,0.5882
8.1779e-009,0.7098
8.2165e-009,0.8117
8.2550e-009,0.8871
8.2936e-009,0.9485
8.3322e-009,1.0022
8.3708e-009,1.0480
8.4093e-009,1.0833
8.4479e-009,1.1078
8.4865e-009,1.1260
8.5251e-009,1.1400
8.5637e-009,1.1493
8.6022e-009,1.1566
8.6408e-009,1.1637
8.6794e-009,1.1678
8.7179e-009,1.1678
8.7565e-009,1.1664
8.7951e-009,1.1665
8.8337e-009,1.1692
8.8722e-009,1.1732
8.9108e-009,1.1781
8.9494e-009,1.1812
8.9880e-009,1.1725
9.0266e-009,1.1344
9.0651e-009,1.0520
9.1037e-009,0.9377
9.1423e-009,0.8189
9.1808e-009,0.7094
9.2194e-009,0.6120
9.2580e-009,0.5306
9.2966e-009,0.4671
9.3352e-009,0.4231
9.3737e-009,0.3929
9.4123e-009,0.3684
9.4509e-009,0.3499
9.4895e-009,0.3387
9.5280e-009,0.3307
9.5666e-009,0.3235
9.6052e-009,0.3192
9.6437e-009,0.3189
9.6823e-009,0.3220
9.7209e-009,0.3249
9.7595e-009,0.3251
9.7981e-009,0.3250
9.8366e-009,0.3257
9.8752e-009,0.3257
9.9138e-009,0.3245
9.9524e-009,0.3235
9.9909e-009,0.3234
1.00295e-008,0.3235
1.00681e-008,0.3232
1.01066e-008,0.3224
1.01452e-008,0.3220
1.01838e-008,0.3223
1.02224e-008,0.3220
1.02610e-008,0.3213
1.02995e-008,0.3210
1.03381e-008,0.3211
1.03767e-008,0.3212
1.04152e-008,0.3211
1.04538e-008,0.3209
1.04924e-008,0.3210
1.05310e-008,0.3212
1.05695e-008,0.3211
1.06081e-008,0.3209
1.06467e-008,0.3209
1.06853e-008,0.3210
1.07239e-008,0.3210
1.07624e-008,0.3221
1.08010e-008,0.3283
1.08396e-008,0.3484
1.08781e-008,0.3959
1.09167e-008,0.4796
1.09553e-008,0.5945
1.09939e-008,0.7157
1.10324e-008,0.8162
1.10710e-008,0.8905
1.11096e-008,0.9513
1.11482e-008,1.0048
1.11868e-008,1.0502
1.12253e-008,1.0947
1.12639e-008,1.1367
1.13025e-008,1.1647
1.13410e-008,1.1611
1.13796e-008,1.1197
1.14182e-008,1.0290
1.14568e-008,0.9097
1.14953e-008,0.7897
1.15339e-008,0.6769
1.15725e-008,0.5820
1.16111e-008,0.5086
1.16497e-008,0.4513
1.16882e-008,0.4115
1.17268e-008,0.3846
1.17654e-008,0.3618
1.18039e-008,0.3451
1.18425e-008,0.3349
1.18811e-008,0.3260
1.19197e-008,0.3201
1.19583e-008,0.3183
1.19968e-008,0.3188
1.20354e-008,0.3219
1.20740e-008,0.3249
1.21126e-008,0.3253
1.21511e-008,0.3254
1.21897e-008,0.3257
1.22283e-008,0.3249
1.22668e-008,0.3238
1.23054e-008,0.3234
1.23440e-008,0.3231
1.23826e-008,0.3231
1.24212e-008,0.3230
1.24597e-008,0.3223
1.24983e-008,0.3220
1.25369e-008,0.3220
1.25755e-008,0.3216
1.26140e-008,0.3212
1.26526e-008,0.3235
1.26912e-008,0.3335
1.27297e-008,0.3620
1.27683e-008,0.4226
1.28069e-008,0.5193
1.28455e-008,0.6405
1.28841e-008,0.7563
1.29226e-008,0.8461
1.29612e-008,0.9140
1.29998e-008,0.9718
1.30383e-008,1.0228
1.30769e-008,1.0643
1.31155e-008,1.0948
1.31541e-008,1.1160
1.31926e-008,1.1325
1.32312e-008,1.1445
1.32698e-008,1.1524
1.33084e-008,1.1597
1.33470e-008,1.1660
1.33855e-008,1.1682
1.34241e-008,1.1672
1.34627e-008,1.1661
1.35012e-008,1.1674
1.35398e-008,1.1707
1.35784e-008,1.1753
1.36170e-008,1.1799
1.36555e-008,1.1799
1.36941e-008,1.1615
1.37327e-008,1.1053
1.37713e-008,1.0063
1.38099e-008,0.8873
1.38484e-008,0.7716
1.38870e-008,0.6670
1.39256e-008,0.5759
1.39641e-008,0.5017
1.40027e-008,0.4464
1.40413e-008,0.4045
1.40799e-008,0.3746
1.41185e-008,0.3649
1.41570e-008,0.3930
1.41956e-008,0.4627
1.42342e-008,0.5708
1.42728e-008,0.6948
1.43113e-008,0.8044
1.43499e-008,0.8900
1.43885e-008,0.9562
1.44270e-008,1.0087
1.44656e-008,1.0533
1.45042e-008,1.0961
1.45428e-008,1.1374
1.45814e-008,1.1664
1.46199e-008,1.1660
1.46585e-008,1.1308
1.46971e-008,1.0458
1.47357e-008,0.9272
1.47742e-008,0.8041
1.48128e-008,0.6892
1.48514e-008,0.5919
1.48899e-008,0.5158
1.49285e-008,0.4564
1.49671e-008,0.4120
1.50057e-008,0.3795
1.50443e-008,0.3623
1.50828e-008,0.3768
1.51214e-008,0.4307
1.51600e-008,0.5271
1.51985e-008,0.6516
1.52371e-008,0.7712
1.52757e-008,0.8653
1.53143e-008,0.9368
1.53528e-008,0.9934
1.53914e-008,1.0407
1.54300e-008,1.0790
1.54686e-008,1.1059
1.55071e-008,1.1246
1.55457e-008,1.1394
1.55843e-008,1.1498
1.56229e-008,1.1571
1.56615e-008,1.1639
1.57000e-008,1.1688
1.57386e-008,1.1701
1.57772e-008,1.1687
1.58158e-008,1.1672
1.58543e-008,1.1680
1.58929e-008,1.1710
1.59315e-008,1.1731
1.59701e-008,1.1738
1.60086e-008,1.1743
1.60472e-008,1.1749
1.60858e-008,1.1753
1.61243e-008,1.1756
1.61629e-008,1.1761
1.62015e-008,1.1769
1.62401e-008,1.1774
1.62786e-008,1.1773
1.63172e-008,1.1771
1.63558e-008,1.1776
1.63944e-008,1.1798
1.64329e-008,1.1831
1.64715e-008,1.1819
1.65101e-008,1.1620
1.65487e-008,1.1041
1.65873e-008,1.0039
1.66258e-008,0.8839
1.66644e-008,0.7674
1.67030e-008,0.6630
1.67416e-008,0.5728
1.67801e-008,0.4994
1.68187e-008,0.4449
1.68573e-008,0.4081
1.68959e-008,0.3813
1.69344e-008,0.3595
1.69730e-008,0.3446
1.70116e-008,0.3355
1.70501e-008,0.3278
1.70887e-008,0.3217
1.71273e-008,0.3190
1.71659e-008,0.3205
1.72044e-008,0.3240
1.72430e-008,0.3258
1.72816e-008,0.3256
1.73202e-008,0.3262
1.73588e-008,0.3309
1.73973e-008,0.3464
1.74359e-008,0.3864
1.74745e-008,0.4627
1.75131e-008,0.5732
1.75516e-008,0.6957
1.75902e-008,0.8006
1.76288e-008,0.8784
1.76674e-008,0.9410
1.77059e-008,0.9957
1.77445e-008,1.0425
1.77831e-008,1.0852
1.78216e-008,1.1294
1.78602e-008,1.1619
1.78988e-008,1.1648
1.79374e-008,1.1336
1.79759e-008,1.0520
1.80145e-008,0.9364
1.80531e-008,0.8153
1.80917e-008,0.6999
1.81302e-008,0.6006
1.81688e-008,0.5232
1.82074e-008,0.4627
1.82460e-008,0.4190
1.82846e-008,0.3902
1.83231e-008,0.3667
1.83617e-008,0.3484
1.84003e-008,0.3372
1.84389e-008,0.3280
1.84774e-008,0.3213
1.85160e-008,0.3189
1.85546e-008,0.3189
1.85932e-008,0.3214
1.86317e-008,0.3248
1.86703e-008,0.3258
1.87089e-008,0.3257
1.87474e-008,0.3278
1.87860e-008,0.3362
1.88246e-008,0.3626
1.88632e-008,0.4216
1.89017e-008,0.5172
1.89403e-008,0.6380
1.89789e-008,0.7543
1.90175e-008,0.8445
1.90560e-008,0.9124
1.90946e-008,0.9702
1.91332e-008,1.0211
1.91718e-008,1.0633
1.92104e-008,1.1091
1.92489e-008,1.1478
1.92875e-008,1.1672
1.93261e-008,1.1543
1.93647e-008,1.0962
1.94032e-008,0.9938
1.94418e-008,0.8719
1.94804e-008,0.7533
1.95190e-008,0.6450
1.95575e-008,0.5572
1.95961e-008,0.4895
1.96347e-008,0.4374
1.96732e-008,0.4025
1.97118e-008,0.3774
1.97504e-008,0.3560
1.97890e-008,0.3418
1.98275e-008,0.3323
1.98661e-008,0.3239
1.99047e-008,0.3194
1.99433e-008,0.3185
1.99819e-008,0.3197
2.00204e-008,0.3232
2.00590e-008,0.3255
2.00976e-008,0.3255
2.01362e-008,0.3257
2.01747e-008,0.3257
2.02133e-008,0.3246
2.02519e-008,0.3238
2.02905e-008,0.3235
2.03290e-008,0.3232
2.03676e-008,0.3232
2.04062e-008,0.3230
2.04447e-008,0.3223
2.04833e-008,0.3221
2.05219e-008,0.3221
2.05605e-008,0.3216
2.05990e-008,0.3212
2.06376e-008,0.3211
2.06762e-008,0.3211
2.07148e-008,0.3211
2.07533e-008,0.3212
2.07919e-008,0.3211
2.08305e-008,0.3211
2.08691e-008,0.3212
2.09077e-008,0.3210
2.09462e-008,0.3210
2.09848e-008,0.3210
2.10234e-008,0.3210
2.10620e-008,0.3210
2.11005e-008,0.3210
2.11391e-008,0.3209
2.11777e-008,0.3210
2.12163e-008,0.3210
2.12548e-008,0.3209
2.12934e-008,0.3209
2.13320e-008,0.3209
2.13705e-008,0.3209
2.14091e-008,0.3209
2.14477e-008,0.3209
2.14863e-008,0.3208
2.15248e-008,0.3209
2.15634e-008,0.3209
2.16020e-008,0.3208
2.16406e-008,0.3208
2.16791e-008,0.3208
2.17177e-008,0.3208
2.17563e-008,0.3208
2.17949e-008,0.3208
2.18335e-008,0.3208
2.18720e-008,0.3208
2.19106e-008,0.3208
2.19492e-008,0.3208
2.19878e-008,0.3208
2.20263e-008,0.3227
2.20649e-008,0.3308
2.21035e-008,0.3552
2.21420e-008,0.4098
2.21806e-008,0.5009
2.22192e-008,0.6199
2.22578e-008,0.7384
2.22963e-008,0.8330
2.23349e-008,0.9037
2.23735e-008,0.9627
2.24121e-008,1.0148
2.24506e-008,1.0581
2.24892e-008,1.0905
2.25278e-008,1.1128
2.25664e-008,1.1300
2.26050e-008,1.1427
2.26435e-008,1.1511
2.26821e-008,1.1585
2.27207e-008,1.1651
2.27593e-008,1.1680
2.27978e-008,1.1674
2.28364e-008,1.1661
2.28750e-008,1.1669
2.29136e-008,1.1700
2.29521e-008,1.1726
2.29907e-008,1.1732
2.30293e-008,1.1734
2.30678e-008,1.1740
2.31064e-008,1.1746
2.31450e-008,1.1749
2.31836e-008,1.1754
2.32221e-008,1.1762
2.32607e-008,1.1769
2.32993e-008,1.1769
2.33379e-008,1.1766
2.33764e-008,1.1769
2.34150e-008,1.1784
2.34536e-008,1.1814
2.34922e-008,1.1830
2.35308e-008,1.1723
2.35693e-008,1.1306
2.36079e-008,1.0449
2.36465e-008,0.9288
2.36851e-008,0.8093
2.37236e-008,0.7002
2.37622e-008,0.6041
2.38008e-008,0.5244
2.38394e-008,0.4626
2.38779e-008,0.4199
2.39165e-008,0.3904
2.39551e-008,0.3666
2.39936e-008,0.3489
2.40322e-008,0.3382
2.40708e-008,0.3303
2.41094e-008,0.3234
2.41479e-008,0.3192
2.41865e-008,0.3192
2.42251e-008,0.3224
2.42637e-008,0.3252
2.43023e-008,0.3254
2.43408e-008,0.3254
2.43794e-008,0.3281
2.44180e-008,0.3384
2.44566e-008,0.3674
2.44951e-008,0.4296
2.45337e-008,0.5287
2.45723e-008,0.6508
2.46109e-008,0.7647
2.46494e-008,0.8519
2.46880e-008,0.9186
2.47266e-008,0.9759
2.47651e-008,1.0261
2.48037e-008,1.0665
2.48423e-008,1.0961
2.48809e-008,1.1173
2.49194e-008,1.1336
2.49580e-008,1.1452
2.49966e-008,1.1530
2.50352e-008,1.1605
2.50737e-008,1.1667
2.51123e-008,1.1686
2.51509e-008,1.1673
2.51895e-008,1.1663
2.52281e-008,1.1679
2.52666e-008,1.1713
2.53052e-008,1.1759
2.53438e-008,1.1804
2.53824e-008,1.1800
2.54209e-008,1.1602
2.54595e-008,1.1017
2.54981e-008,1.0011
2.55367e-008,0.8819
2.55752e-008,0.7666
2.56138e-008,0.6625
2.56524e-008,0.5722
2.56909e-008,0.4988
2.57295e-008,0.4445
2.57681e-008,0.4035
2.58067e-008,0.3742
2.58452e-008,0.3656
2.58838e-008,0.3955
2.59224e-008,0.4671
2.59610e-008,0.5766
2.59995e-008,0.7006
2.60381e-008,0.8091
2.60767e-008,0.8936
2.61153e-008,0.9591
2.61539e-008,1.0112
2.61924e-008,1.0552
2.62310e-008,1.0994
2.62696e-008,1.1403
2.63082e-008,1.1677
2.63467e-008,1.1656
2.63853e-008,1.1279
2.64239e-008,1.0411
2.64625e-008,0.9217
2.65010e-008,0.7988
2.65396e-008,0.6842
2.65782e-008,0.5881
2.66167e-008,0.5129
2.66553e-008,0.4540
2.66939e-008,0.4107
2.67325e-008,0.3790
2.67710e-008,0.3626
2.68096e-008,0.3786
2.68482e-008,0.4343
2.68868e-008,0.5325
2.69254e-008,0.6577
2.69639e-008,0.7764
2.70025e-008,0.8691
2.70411e-008,0.9398
2.70797e-008,0.9960
2.71182e-008,1.0427
2.71568e-008,1.0806
2.71954e-008,1.1070
2.72340e-008,1.1255
2.72725e-008,1.1401
2.73111e-008,1.1502
2.73497e-008,1.1574
2.73882e-008,1.1644
2.74268e-008,1.1691
2.74654e-008,1.1702
2.75040e-008,1.1687
2.75425e-008,1.1672
2.75811e-008,1.1682
2.76197e-008,1.1712
2.76583e-008,1.1732
2.76968e-008,1.1739
2.77354e-008,1.1744
2.77740e-008,1.1750
2.78126e-008,1.1754
2.78512e-008,1.1757
2.78897e-008,1.1762
2.79283e-008,1.1770
2.79669e-008,1.1775
2.80055e-008,1.1773
2.80440e-008,1.1772
2.80826e-008,1.1778
2.81212e-008,1.1800
2.81598e-008,1.1832
2.81983e-008,1.1815
2.82369e-008,1.1603
2.82755e-008,1.1003
2.83140e-008,0.9985
2.83526e-008,0.8783
2.83912e-008,0.7623
2.84298e-008,0.6584
2.84683e-008,0.5690
2.85069e-008,0.4965
2.85455e-008,0.4429
2.85841e-008,0.4067
2.86226e-008,0.3802
2.86612e-008,0.3586
2.86998e-008,0.3441
2.87384e-008,0.3351
2.87770e-008,0.3275
2.88155e-008,0.3215
2.88541e-008,0.3191
2.88927e-008,0.3207
2.89313e-008,0.3242
2.89698e-008,0.3259
2.90084e-008,0.3256
2.90470e-008,0.3259
2.90855e-008,0.3263
2.91241e-008,0.3256
2.91627e-008,0.3244
2.92013e-008,0.3238
2.92398e-008,0.3239
2.92784e-008,0.3239
2.93170e-008,0.3232
2.93556e-008,0.3225
2.93941e-008,0.3225
2.94327e-008,0.3226
2.94713e-008,0.3221
2.95099e-008,0.3220
2.95485e-008,0.3258
2.95870e-008,0.3402
2.96256e-008,0.3771
2.96642e-008,0.4488
2.97028e-008,0.5552
2.97413e-008,0.6781
2.97799e-008,0.7871
2.98185e-008,0.8686
2.98570e-008,0.9327
2.98956e-008,0.9884
2.99342e-008,1.0370
2.99728e-008,1.0798
3.00113e-008,1.1249
3.00499e-008,1.1591
3.00885e-008,1.1656
3.01271e-008,1.1396
3.01657e-008,1.0629
3.02042e-008,0.9498
3.02428e-008,0.8284
3.02814e-008,0.7122
3.03199e-008,0.6106
3.03585e-008,0.5307
3.03971e-008,0.4683
3.04357e-008,0.4228
3.04743e-008,0.3929
3.05128e-008,0.3690
3.05514e-008,0.3499
3.05900e-008,0.3381
3.06285e-008,0.3289
3.06671e-008,0.3218
3.07057e-008,0.3188
3.07443e-008,0.3187
3.07829e-008,0.3210
3.08214e-008,0.3244
3.08600e-008,0.3256
3.08986e-008,0.3255
3.09372e-008,0.3259
3.09757e-008,0.3255
3.10143e-008,0.3243
3.10529e-008,0.3238
3.10914e-008,0.3234
3.11300e-008,0.3233
3.11686e-008,0.3233
3.12072e-008,0.3228
3.12458e-008,0.3222
3.12843e-008,0.3222
3.13229e-008,0.3220
3.13615e-008,0.3214
3.14000e-008,0.3225
3.14386e-008,0.3290
3.14772e-008,0.3499
3.15158e-008,0.3989
3.15544e-008,0.4842
3.15929e-008,0.6001
3.16315e-008,0.7208
3.16701e-008,0.8200
3.17087e-008,0.8933
3.17472e-008,0.9538
3.17858e-008,1.0071
3.18244e-008,1.0520
3.18629e-008,1.0863
3.19015e-008,1.1099
3.19401e-008,1.1277
3.19787e-008,1.1413
3.20173e-008,1.1502
3.20558e-008,1.1574
3.20944e-008,1.1644
3.21330e-008,1.1681
3.21715e-008,1.1679
3.22101e-008,1.1664
3.22487e-008,1.1668
3.22873e-008,1.1696
3.23259e-008,1.1738
3.23644e-008,1.1786
3.24030e-008,1.1812
3.24416e-008,1.1707
3.24801e-008,1.1287
3.25187e-008,1.0422
3.25573e-008,0.9264
3.25959e-008,0.8081
3.26344e-008,0.6997
3.26730e-008,0.6037
3.27116e-008,0.5238
3.27502e-008,0.4622
3.27888e-008,0.4199
3.28273e-008,0.3906
3.28659e-008,0.3665
3.29045e-008,0.3486
3.29430e-008,0.3380
3.29816e-008,0.3301
3.30202e-008,0.3231
3.30588e-008,0.3191
3.30974e-008,0.3192
3.31359e-008,0.3225
3.31745e-008,0.3251
3.32131e-008,0.3252
3.32516e-008,0.3252
3.32902e-008,0.3259
3.33288e-008,0.3257
3.33674e-008,0.3245
3.34060e-008,0.3236
3.34445e-008,0.3235
3.34831e-008,0.3236
3.35217e-008,0.3232
3.35603e-008,0.3224
3.35988e-008,0.3222
3.36374e-008,0.3224
3.36760e-008,0.3221
3.37145e-008,0.3214
3.37531e-008,0.3231
3.37917e-008,0.3319
3.38303e-008,0.3575
3.38689e-008,0.4137
3.39074e-008,0.5063
3.39460e-008,0.6261
3.39846e-008,0.7440
3.40231e-008,0.8371
3.40617e-008,0.9067
3.41003e-008,0.9655
3.41389e-008,1.0174
3.41775e-008,1.0607
3.42160e-008,1.1072
3.42546e-008,1.1465
3.42932e-008,1.1669
3.43318e-008,1.1559
3.43703e-008,1.1008
3.44089e-008,1.0006
3.44475e-008,0.8792
3.44860e-008,0.7602
3.45246e-008,0.6510
3.45632e-008,0.5618
3.46018e-008,0.4928
3.46404e-008,0.4395
3.46789e-008,0.4040
3.47175e-008,0.3786
3.47561e-008,0.3569
3.47946e-008,0.3422
3.48332e-008,0.3325
3.48718e-008,0.3241
3.49104e-008,0.3195
3.49490e-008,0.3184
3.49875e-008,0.3194
3.50261e-008,0.3229
3.50647e-008,0.3254
3.51032e-008,0.3253
3.51418e-008,0.3260
3.51804e-008,0.3302
3.52190e-008,0.3451
3.52575e-008,0.3853
3.52961e-008,0.4616
3.53347e-008,0.5716
3.53733e-008,0.6943
3.54119e-008,0.7998
3.54504e-008,0.8776
3.54890e-008,0.9401
3.55276e-008,0.9947
3.55661e-008,1.0416
3.56047e-008,1.0785
3.56433e-008,1.1045
3.56819e-008,1.1235
3.57205e-008,1.1382
3.57590e-008,1.1483
3.57976e-008,1.1557
3.58362e-008,1.1630
3.58747e-008,1.1678
3.59133e-008,1.1682
3.59519e-008,1.1667
3.59905e-008,1.1665
3.60290e-008,1.1689
3.60676e-008,1.1727
3.61062e-008,1.1776
3.61448e-008,1.1814
3.61834e-008,1.1758
3.62219e-008,1.1442
3.62605e-008,1.0692
3.62991e-008,0.9583
3.63376e-008,0.8389
3.63762e-008,0.7274
3.64148e-008,0.6277
3.64534e-008,0.5435
3.64920e-008,0.4767
3.65305e-008,0.4295
3.65691e-008,0.3976
3.66077e-008,0.3724
3.66462e-008,0.3526
3.66848e-008,0.3404
3.67234e-008,0.3322
3.67620e-008,0.3248
3.68006e-008,0.3198
3.68391e-008,0.3188
3.68777e-008,0.3215
3.69163e-008,0.3247
3.69549e-008,0.3254
3.69934e-008,0.3251
3.70320e-008,0.3270
3.70706e-008,0.3344
3.71091e-008,0.3568
3.71477e-008,0.4091
3.71863e-008,0.4987
3.72249e-008,0.6173
3.72635e-008,0.7362
3.73020e-008,0.8310
3.73406e-008,0.9018
3.73792e-008,0.9612
3.74177e-008,1.0134
3.74563e-008,1.0565
3.74949e-008,1.0892
3.75335e-008,1.1121
3.75721e-008,1.1297
3.76106e-008,1.1426
3.76492e-008,1.1510
3.76878e-008,1.1585
3.77263e-008,1.1654
3.77649e-008,1.1685
3.78035e-008,1.1677
3.78421e-008,1.1664
3.78806e-008,1.1672
3.79192e-008,1.1703
3.79578e-008,1.1745
3.79964e-008,1.1792
3.80350e-008,1.1813
3.80735e-008,1.1685
3.81121e-008,1.1220
3.81507e-008,1.0313
3.81892e-008,0.9142
3.82278e-008,0.7966
3.82664e-008,0.6894
3.83050e-008,0.5948
3.83436e-008,0.5167
3.83821e-008,0.4572
3.84207e-008,0.4166
3.84593e-008,0.3880
3.84978e-008,0.3644
3.85364e-008,0.3474
3.85750e-008,0.3373
3.86136e-008,0.3294
3.86521e-008,0.3226
3.86907e-008,0.3190
3.87293e-008,0.3196
3.87679e-008,0.3230
3.88065e-008,0.3253
3.88450e-008,0.3253
3.88836e-008,0.3254
3.89222e-008,0.3261
3.89607e-008,0.3257
3.89993e-008,0.3245
3.90379e-008,0.3237
3.90765e-008,0.3237
3.91151e-008,0.3238
3.91536e-008,0.3233
3.91922e-008,0.3225
3.92308e-008,0.3223
3.92693e-008,0.3225
3.93079e-008,0.3221
3.93465e-008,0.3214
3.93851e-008,0.3212
3.94237e-008,0.3214
3.94622e-008,0.3214
3.95008e-008,0.3213
3.95394e-008,0.3212
3.95780e-008,0.3213
3.96165e-008,0.3214
3.96551e-008,0.3213
3.96937e-008,0.3211
3.97322e-008,0.3211
3.97708e-008,0.3212
3.98094e-008,0.3212
3.98480e-008,0.3229
3.98866e-008,0.3309
3.99251e-008,0.3552
3.99637e-008,0.4095
4.00023e-008,0.5001
4.00408e-008,0.6188
4.00794e-008,0.7375
4.01180e-008,0.8324
4.01566e-008,0.9032
4.01952e-008,0.9623
4.02337e-008,1.0145
4.02723e-008,1.0579
4.03109e-008,1.0904
4.03494e-008,1.1128
4.03880e-008,1.1300
4.04266e-008,1.1428
4.04652e-008,1.1513
4.05037e-008,1.1586
4.05423e-008,1.1652
4.05809e-008,1.1683
4.06195e-008,1.1677
4.06581e-008,1.1663
4.06966e-008,1.1671
4.07352e-008,1.1702
4.07738e-008,1.1747
4.08123e-008,1.1794
4.08509e-008,1.1810
4.08895e-008,1.1669
4.09281e-008,1.1183
4.09667e-008,1.0257
4.10052e-008,0.9080
4.10438e-008,0.7907
4.10824e-008,0.6841
4.11209e-008,0.5904
4.11595e-008,0.5132
4.11981e-008,0.4545
4.12367e-008,0.4148
4.12752e-008,0.3866
4.13138e-008,0.3633
4.13524e-008,0.3466
4.13910e-008,0.3368
4.14296e-008,0.3289
