.HEADER
..NAMES
Time,V U4.R2
.DATA
0.0e+000,0.3296
3.67e-011,0.3296
7.33e-011,0.3296
1.100e-010,0.3296
1.467e-010,0.3296
1.834e-010,0.3296
2.201e-010,0.3296
2.567e-010,0.3296
2.934e-010,0.3296
3.301e-010,0.3296
3.667e-010,0.3296
4.034e-010,0.3296
4.401e-010,0.3296
4.768e-010,0.3296
5.135e-010,0.3296
5.501e-010,0.3296
5.868e-010,0.3296
6.235e-010,0.3301
6.601e-010,0.3326
6.968e-010,0.3405
7.335e-010,0.3596
7.702e-010,0.3958
8.068e-010,0.4517
8.435e-010,0.5253
8.802e-010,0.6103
9.169e-010,0.6998
9.536e-010,0.7855
9.902e-010,0.8575
1.0269e-009,0.9076
1.0636e-009,0.9352
1.1003e-009,0.9458
1.1369e-009,0.9468
1.1736e-009,0.9445
1.2103e-009,0.9438
1.2469e-009,0.9475
1.2836e-009,0.9559
1.3203e-009,0.9671
1.3570e-009,0.9783
1.3936e-009,0.9869
1.4303e-009,0.9920
1.4670e-009,0.9949
1.5037e-009,0.9984
1.5403e-009,1.0053
1.5770e-009,1.0174
1.6137e-009,1.0341
1.6504e-009,1.0532
1.6871e-009,1.0714
1.7237e-009,1.0853
1.7604e-009,1.0924
1.7971e-009,1.0926
1.8338e-009,1.0875
1.8704e-009,1.0804
1.9071e-009,1.0746
1.9438e-009,1.0728
1.9805e-009,1.0764
2.0171e-009,1.0845
2.0538e-009,1.0946
2.0905e-009,1.1032
2.1272e-009,1.1080
2.1638e-009,1.1086
2.2005e-009,1.1058
2.2372e-009,1.1015
2.2738e-009,1.0974
2.3105e-009,1.0952
2.3472e-009,1.0957
2.3839e-009,1.0988
2.4205e-009,1.1034
2.4572e-009,1.1077
2.4939e-009,1.1103
2.5306e-009,1.1105
2.5672e-009,1.1078
2.6039e-009,1.0998
2.6406e-009,1.0813
2.6773e-009,1.0457
2.7139e-009,0.9903
2.7506e-009,0.9170
2.7873e-009,0.8295
2.8240e-009,0.7328
2.8606e-009,0.6372
2.8973e-009,0.5560
2.9340e-009,0.4981
2.9707e-009,0.4649
3.0073e-009,0.4533
3.0440e-009,0.4568
3.0807e-009,0.4669
3.1174e-009,0.4758
3.1540e-009,0.4785
3.1907e-009,0.4736
3.2274e-009,0.4625
3.2641e-009,0.4491
3.3007e-009,0.4374
3.3374e-009,0.4297
3.3741e-009,0.4258
3.4108e-009,0.4229
3.4475e-009,0.4184
3.4841e-009,0.4118
3.5208e-009,0.4073
3.5575e-009,0.4135
3.5942e-009,0.4405
3.6308e-009,0.4938
3.6675e-009,0.5710
3.7042e-009,0.6646
3.7408e-009,0.7652
3.7775e-009,0.8598
3.8142e-009,0.9322
3.8509e-009,0.9720
3.8875e-009,0.9809
3.9242e-009,0.9691
3.9609e-009,0.9488
3.9976e-009,0.9308
4.0342e-009,0.9226
4.0709e-009,0.9270
4.1076e-009,0.9416
4.1443e-009,0.9612
4.1809e-009,0.9795
4.2176e-009,0.9911
4.2543e-009,0.9945
4.2910e-009,0.9922
4.3276e-009,0.9898
4.3643e-009,0.9929
4.4010e-009,1.0049
4.4377e-009,1.0254
4.4743e-009,1.0509
4.5110e-009,1.0757
4.5477e-009,1.0941
4.5844e-009,1.1024
4.6211e-009,1.1005
4.6577e-009,1.0912
4.6944e-009,1.0794
4.7311e-009,1.0701
4.7678e-009,1.0674
4.8044e-009,1.0730
4.8411e-009,1.0849
4.8778e-009,1.0985
4.9145e-009,1.1088
4.9511e-009,1.1128
4.9878e-009,1.1105
5.0245e-009,1.1039
5.0612e-009,1.0962
5.0978e-009,1.0902
5.1345e-009,1.0880
5.1712e-009,1.0906
5.2079e-009,1.0970
5.2445e-009,1.1049
5.2812e-009,1.1113
5.3179e-009,1.1143
5.3546e-009,1.1130
5.3912e-009,1.1072
5.4279e-009,1.0946
5.4646e-009,1.0704
5.5013e-009,1.0290
5.5379e-009,0.9690
5.5746e-009,0.8929
5.6113e-009,0.8040
5.6480e-009,0.7077
5.6846e-009,0.6154
5.7213e-009,0.5396
5.7580e-009,0.4875
5.7947e-009,0.4595
5.8313e-009,0.4520
5.8680e-009,0.4581
5.9047e-009,0.4691
5.9414e-009,0.4775
5.9780e-009,0.4789
6.0147e-009,0.4723
6.0514e-009,0.4598
6.0881e-009,0.4458
6.1247e-009,0.4342
6.1614e-009,0.4270
6.1981e-009,0.4235
6.2348e-009,0.4206
6.2714e-009,0.4150
6.3081e-009,0.4045
6.3448e-009,0.3883
6.3815e-009,0.3682
6.4181e-009,0.3479
6.4548e-009,0.3322
6.4915e-009,0.3241
6.5282e-009,0.3244
6.5648e-009,0.3312
6.6015e-009,0.3413
6.6382e-009,0.3502
6.6749e-009,0.3539
6.7115e-009,0.3505
6.7482e-009,0.3410
6.7849e-009,0.3289
6.8215e-009,0.3179
6.8582e-009,0.3112
6.8949e-009,0.3100
6.9316e-009,0.3137
6.9682e-009,0.3201
7.0049e-009,0.3266
7.0416e-009,0.3305
7.0783e-009,0.3305
7.1149e-009,0.3266
7.1516e-009,0.3208
7.1883e-009,0.3162
7.2250e-009,0.3169
7.2616e-009,0.3282
7.2983e-009,0.3563
7.3350e-009,0.4055
7.3717e-009,0.4750
7.4083e-009,0.5594
7.4450e-009,0.6503
7.4817e-009,0.7399
7.5184e-009,0.8197
7.5550e-009,0.8812
7.5917e-009,0.9195
7.6284e-009,0.9371
7.6651e-009,0.9417
7.7018e-009,0.9407
7.7384e-009,0.9396
7.7751e-009,0.9415
7.8118e-009,0.9477
7.8484e-009,0.9573
7.8851e-009,0.9683
7.9218e-009,0.9782
7.9585e-009,0.9853
7.9952e-009,0.9895
8.0318e-009,0.9931
8.0685e-009,0.9991
8.1052e-009,1.0097
8.1418e-009,1.0258
8.1785e-009,1.0459
8.2152e-009,1.0648
8.2519e-009,1.0734
8.2886e-009,1.0598
8.3252e-009,1.0163
8.3619e-009,0.9448
8.3986e-009,0.8522
8.4352e-009,0.7465
8.4719e-009,0.6395
8.5086e-009,0.5486
8.5453e-009,0.4871
8.5820e-009,0.4573
8.6186e-009,0.4523
8.6553e-009,0.4620
8.6920e-009,0.4762
8.7286e-009,0.4863
8.7653e-009,0.4877
8.8020e-009,0.4801
8.8387e-009,0.4665
8.8754e-009,0.4516
8.9120e-009,0.4407
8.9487e-009,0.4363
8.9854e-009,0.4376
9.0220e-009,0.4399
9.0587e-009,0.4377
9.0954e-009,0.4275
9.1321e-009,0.4085
9.1688e-009,0.3832
9.2054e-009,0.3561
9.2421e-009,0.3332
9.2788e-009,0.3192
9.3154e-009,0.3162
9.3521e-009,0.3226
9.3888e-009,0.3348
9.4255e-009,0.3476
9.4622e-009,0.3560
9.4988e-009,0.3564
9.5355e-009,0.3487
9.5722e-009,0.3360
9.6088e-009,0.3232
9.6455e-009,0.3143
9.6822e-009,0.3112
9.7189e-009,0.3135
9.7556e-009,0.3192
9.7922e-009,0.3258
9.8289e-009,0.3308
9.8656e-009,0.3321
9.9022e-009,0.3292
9.9389e-009,0.3232
9.9756e-009,0.3166
1.00123e-008,0.3121
1.00490e-008,0.3114
1.00856e-008,0.3148
1.01223e-008,0.3209
1.01590e-008,0.3277
1.01956e-008,0.3336
1.02323e-008,0.3370
1.02690e-008,0.3376
1.03057e-008,0.3356
1.03424e-008,0.3320
1.03790e-008,0.3283
1.04157e-008,0.3259
1.04524e-008,0.3252
1.04890e-008,0.3261
1.05257e-008,0.3277
1.05624e-008,0.3291
1.05991e-008,0.3295
1.06358e-008,0.3288
1.06724e-008,0.3275
1.07091e-008,0.3263
1.07458e-008,0.3257
1.07824e-008,0.3258
1.08191e-008,0.3266
1.08558e-008,0.3279
1.08925e-008,0.3294
1.09292e-008,0.3308
1.09658e-008,0.3329
1.10025e-008,0.3383
1.10392e-008,0.3522
1.10758e-008,0.3813
1.11125e-008,0.4297
1.11492e-008,0.4974
1.11859e-008,0.5789
1.12226e-008,0.6675
1.12592e-008,0.7553
1.12959e-008,0.8330
1.13326e-008,0.8910
1.13693e-008,0.9261
1.14059e-008,0.9421
1.14426e-008,0.9462
1.14793e-008,0.9451
1.15159e-008,0.9440
1.15526e-008,0.9465
1.15893e-008,0.9535
1.16260e-008,0.9638
1.16627e-008,0.9746
1.16993e-008,0.9836
1.17360e-008,0.9893
1.17727e-008,0.9926
1.18093e-008,0.9957
1.18460e-008,1.0017
1.18827e-008,1.0125
1.19194e-008,1.0282
1.19561e-008,1.0468
1.19927e-008,1.0654
1.20294e-008,1.0806
1.20661e-008,1.0896
1.21027e-008,1.0916
1.21394e-008,1.0880
1.21761e-008,1.0816
1.22128e-008,1.0756
1.22495e-008,1.0729
1.22861e-008,1.0751
1.23228e-008,1.0820
1.23595e-008,1.0915
1.23961e-008,1.1004
1.24328e-008,1.1061
1.24695e-008,1.1077
1.25062e-008,1.1057
1.25429e-008,1.1018
1.25795e-008,1.0979
1.26162e-008,1.0954
1.26529e-008,1.0953
1.26895e-008,1.0978
1.27262e-008,1.1018
1.27629e-008,1.1058
1.27996e-008,1.1079
1.28363e-008,1.1074
1.28729e-008,1.1043
1.29096e-008,1.0995
1.29463e-008,1.0946
1.29829e-008,1.0908
1.30196e-008,1.0888
1.30563e-008,1.0886
1.30930e-008,1.0900
1.31297e-008,1.0921
1.31663e-008,1.0940
1.32030e-008,1.0950
1.32397e-008,1.0948
1.32763e-008,1.0939
1.33130e-008,1.0927
1.33497e-008,1.0921
1.33864e-008,1.0923
1.34231e-008,1.0933
1.34597e-008,1.0946
1.34964e-008,1.0955
1.35331e-008,1.0958
1.35697e-008,1.0954
1.36064e-008,1.0943
1.36431e-008,1.0930
1.36798e-008,1.0918
1.37165e-008,1.0912
1.37531e-008,1.0916
1.37898e-008,1.0932
1.38265e-008,1.0951
1.38631e-008,1.0938
1.38998e-008,1.0828
1.39365e-008,1.0545
1.39732e-008,1.0049
1.40099e-008,0.9346
1.40465e-008,0.8471
1.40832e-008,0.7484
1.41199e-008,0.6495
1.41565e-008,0.5639
1.41932e-008,0.5011
1.42299e-008,0.4640
1.42666e-008,0.4499
1.43033e-008,0.4523
1.43399e-008,0.4622
1.43766e-008,0.4715
1.44133e-008,0.4750
1.44499e-008,0.4711
1.44866e-008,0.4611
1.45233e-008,0.4485
1.45600e-008,0.4371
1.45967e-008,0.4296
1.46333e-008,0.4258
1.46700e-008,0.4234
1.47067e-008,0.4197
1.47433e-008,0.4143
1.47800e-008,0.4111
1.48167e-008,0.4187
1.48534e-008,0.4465
1.48901e-008,0.4998
1.49267e-008,0.5762
1.49634e-008,0.6683
1.50001e-008,0.7673
1.50368e-008,0.8604
1.50734e-008,0.9318
1.51101e-008,0.9715
1.51468e-008,0.9812
1.51834e-008,0.9706
1.52201e-008,0.9511
1.52568e-008,0.9333
1.52935e-008,0.9247
1.53301e-008,0.9281
1.53668e-008,0.9416
1.54035e-008,0.9602
1.54402e-008,0.9778
1.54769e-008,0.9895
1.55135e-008,0.9936
1.55502e-008,0.9924
1.55869e-008,0.9913
1.56236e-008,0.9954
1.56602e-008,1.0084
1.56969e-008,1.0296
1.57336e-008,1.0529
1.57703e-008,1.0667
1.58069e-008,1.0569
1.58436e-008,1.0154
1.58803e-008,0.9438
1.59169e-008,0.8481
1.59536e-008,0.7375
1.59903e-008,0.6275
1.60270e-008,0.5370
1.60636e-008,0.4783
1.61003e-008,0.4521
1.61370e-008,0.4508
1.61737e-008,0.4634
1.62104e-008,0.4782
1.62470e-008,0.4867
1.62837e-008,0.4852
1.63204e-008,0.4747
1.63571e-008,0.4591
1.63937e-008,0.4442
1.64304e-008,0.4350
1.64671e-008,0.4336
1.65037e-008,0.4375
1.65404e-008,0.4412
1.65771e-008,0.4391
1.66138e-008,0.4293
1.66504e-008,0.4156
1.66871e-008,0.4079
1.67238e-008,0.4190
1.67605e-008,0.4584
1.67972e-008,0.5268
1.68338e-008,0.6173
1.68705e-008,0.7207
1.69072e-008,0.8239
1.69439e-008,0.9090
1.69805e-008,0.9620
1.70172e-008,0.9809
1.70539e-008,0.9747
1.70905e-008,0.9559
1.71272e-008,0.9367
1.71639e-008,0.9260
1.72006e-008,0.9278
1.72372e-008,0.9404
1.72739e-008,0.9590
1.73106e-008,0.9773
1.73473e-008,0.9898
1.73840e-008,0.9938
1.74206e-008,0.9911
1.74573e-008,0.9870
1.74940e-008,0.9878
1.75307e-008,0.9974
1.75673e-008,1.0165
1.76040e-008,1.0420
1.76407e-008,1.0682
1.76773e-008,1.0892
1.77140e-008,1.1005
1.77507e-008,1.1013
1.77874e-008,1.0940
1.78240e-008,1.0827
1.78607e-008,1.0725
1.78974e-008,1.0678
1.79341e-008,1.0711
1.79708e-008,1.0812
1.80074e-008,1.0941
1.80441e-008,1.1050
1.80808e-008,1.1103
1.81175e-008,1.1094
1.81541e-008,1.1041
1.81908e-008,1.0971
1.82275e-008,1.0913
1.82641e-008,1.0888
1.83008e-008,1.0904
1.83375e-008,1.0956
1.83742e-008,1.1026
1.84108e-008,1.1085
1.84475e-008,1.1111
1.84842e-008,1.1094
1.85209e-008,1.1041
1.85576e-008,1.0972
1.85942e-008,1.0910
1.86309e-008,1.0870
1.86676e-008,1.0858
1.87043e-008,1.0870
1.87409e-008,1.0898
1.87776e-008,1.0929
1.88143e-008,1.0951
1.88509e-008,1.0956
1.88876e-008,1.0946
1.89243e-008,1.0929
1.89610e-008,1.0915
1.89976e-008,1.0912
1.90343e-008,1.0923
1.90710e-008,1.0943
1.91077e-008,1.0961
1.91444e-008,1.0969
1.91810e-008,1.0965
1.92177e-008,1.0950
1.92544e-008,1.0931
1.92911e-008,1.0913
1.93277e-008,1.0901
1.93644e-008,1.0897
1.94011e-008,1.0903
1.94377e-008,1.0915
1.94744e-008,1.0928
1.95111e-008,1.0935
1.95478e-008,1.0933
1.95844e-008,1.0926
1.96211e-008,1.0916
1.96578e-008,1.0909
1.96945e-008,1.0907
1.97312e-008,1.0910
1.97678e-008,1.0917
1.98045e-008,1.0925
1.98412e-008,1.0930
1.98779e-008,1.0931
1.99145e-008,1.0925
1.99512e-008,1.0917
1.99879e-008,1.0907
2.00245e-008,1.0902
2.00612e-008,1.0903
2.00979e-008,1.0909
2.01346e-008,1.0918
2.01712e-008,1.0927
2.02079e-008,1.0931
2.02446e-008,1.0930
2.02813e-008,1.0924
2.03179e-008,1.0916
2.03546e-008,1.0910
2.03913e-008,1.0907
2.04280e-008,1.0908
2.04647e-008,1.0914
2.05013e-008,1.0921
2.05380e-008,1.0928
2.05747e-008,1.0931
2.06114e-008,1.0929
2.06480e-008,1.0923
2.06847e-008,1.0916
2.07214e-008,1.0910
2.07580e-008,1.0907
2.07947e-008,1.0908
2.08314e-008,1.0912
2.08681e-008,1.0918
2.09047e-008,1.0924
2.09414e-008,1.0927
2.09781e-008,1.0926
2.10148e-008,1.0922
2.10515e-008,1.0917
2.10881e-008,1.0912
2.11248e-008,1.0910
2.11615e-008,1.0911
2.11982e-008,1.0915
2.12348e-008,1.0923
2.12715e-008,1.0935
2.13082e-008,1.0951
2.13448e-008,1.0954
2.13815e-008,1.0902
2.14182e-008,1.0725
2.14549e-008,1.0356
2.14915e-008,0.9774
2.15282e-008,0.9000
2.15649e-008,0.8074
2.16016e-008,0.7073
2.16383e-008,0.6124
2.16749e-008,0.5352
2.17116e-008,0.4826
2.17483e-008,0.4553
2.17850e-008,0.4489
2.18216e-008,0.4556
2.18583e-008,0.4663
2.18950e-008,0.4738
2.19316e-008,0.4744
2.19683e-008,0.4676
2.20050e-008,0.4558
2.20417e-008,0.4429
2.20783e-008,0.4327
2.21150e-008,0.4269
2.21517e-008,0.4242
2.21884e-008,0.4216
2.22251e-008,0.4158
2.22617e-008,0.4045
2.22984e-008,0.3875
2.23351e-008,0.3668
2.23718e-008,0.3465
2.24084e-008,0.3310
2.24451e-008,0.3232
2.24818e-008,0.3236
2.25184e-008,0.3304
2.25551e-008,0.3404
2.25918e-008,0.3491
2.26285e-008,0.3527
2.26651e-008,0.3494
2.27018e-008,0.3404
2.27385e-008,0.3287
2.27752e-008,0.3182
2.28119e-008,0.3117
